Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-10-14 12:11:00,1,1, ,0.056,0.041, ,3060.5,316653.5,316653.5,1634193684612.5,34.82,37.191,940.449,0.0,4704.5,339.5,1456.0,1887.0,1030.0,0.0,35.941,33.988,35.941,35.941,238.279,270.63,271.253,271.353,271.411,0.557,-0.04,0.008,-0.048,64896.0,128.0,64768.0,65.329,62.956,71.242,401.603,0.71,4129.0,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634193725588.5,17.446,78.351,2.05,233.591,59.931,43.483,0.234,1.406,0.0,85.95,9.92,24.799,8.626,21.565,0.0
2021-10-14 12:12:00,1,1, ,0.062,0.056, ,3062.5,316664.5,316664.5,1634193746521.0,34.935,37.394,940.452,0.0,4451.0,346.5,1468.5,1960.5,1051.0,0.0,35.364,33.3,35.486,35.511,233.1,264.983,265.751,265.881,265.942,0.574,0.0,-0.04,0.032,32768.0,32128.0,33280.0,64.579,62.381,73.042,323.961,0.546,4130.5,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634193786464.5,17.446,78.351,1.9,239.34,62.286,43.422,0.239,1.425,0.0,85.4,9.76,24.401,8.487,21.218,0.0
2021-10-14 12:13:00,1,1, ,0.072,0.050, ,3064.5,316677.0,316677.0,1634193808630.5,35.005,36.121,940.196,0.0,4084.0,346.5,1468.5,1794.5,1001.5,0.0,37.563,35.467,37.61,37.619,248.514,282.344,283.054,283.171,283.233,0.562,-0.016,0.008,-0.056,32512.0,32896.0,64640.0,73.541,66.913,77.604,1568.493,0.516,4131.0,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634193848565.0,17.446,78.351,1.9,238.068,56.96,43.418,0.238,1.397,0.0,87.55,10.367,25.918,9.015,22.538,0.0
2021-10-14 12:14:00,1,1, ,0.091,0.053, ,3066.5,316691.0,316691.0,1634193870640.0,35.025,36.092,939.309,0.0,4228.5,362.5,1514.5,1765.5,994.5,0.0,37.762,35.616,37.843,37.859,249.456,283.48,284.237,284.363,284.426,0.574,-0.032,-0.008,-0.04,32256.0,32640.0,64896.0,74.815,69.187,81.52,1534.726,0.646,4118.5,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634193910626.5,17.446,78.351,1.9,250.842,56.032,43.409,0.251,1.389,0.0,87.75,10.422,26.056,9.063,22.657,0.0
2021-10-14 12:15:00,1,1, ,0.117,0.054, ,3068.5,316703.0,316703.0,1634193932553.5,35.11,36.479,940.083,0.0,4105.0,381.0,1566.5,1806.5,1006.5,0.0,38.79,36.599,38.861,38.876,256.375,291.32,292.083,292.209,292.274,0.555,0.0,-0.016,-0.024,32768.0,32512.0,32384.0,73.427,69.376,76.633,1499.678,0.333,4119.0,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634193972491.0,17.446,78.351,1.9,265.992,57.348,43.358,0.266,1.417,0.0,88.8,10.706,26.765,9.31,23.274,0.0
2021-10-14 12:16:00,1,1, ,0.116,0.054, ,3070.5,316717.0,316717.0,1634193994563.0,35.22,36.525,940.498,0.0,3811.0,365.5,1523.0,1758.5,995.0,0.0,41.62,39.262,41.702,41.719,275.01,312.507,313.334,313.471,313.54,0.574,0.032,0.016,-0.024,33280.0,256.0,65152.0,73.016,69.811,75.62,1549.846,0.653,4124.5,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634194034543.0,17.453,78.345,3.2,253.576,55.813,43.304,0.254,1.434,0.0,91.6,11.487,28.718,9.989,24.972,0.0
2021-10-14 12:17:00,1,1, ,0.148,0.060, ,3072.5,316727.5,316727.5,1634194056671.0,35.29,35.787,941.206,0.0,3811.5,375.0,1555.5,1730.0,984.5,0.0,41.779,39.401,41.872,41.89,275.956,313.601,314.443,314.583,314.653,0.574,-0.016,0.04,0.072,65280.0,640.0,1152.0,73.279,68.117,77.869,839.582,0.687,4118.0,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634194096616.5,17.461,78.338,2.5,260.432,54.894,43.287,0.26,1.427,0.0,91.8,11.531,28.828,10.027,25.067,0.0
2021-10-14 12:18:00,1,1, ,0.068,0.044, ,3074.5,316738.5,316738.5,1634194118973.5,35.365,35.787,941.266,0.0,3190.5,359.0,1506.5,1760.5,991.5,0.0,40.635,38.403,40.655,40.659,269.172,305.756,306.486,306.604,306.67,0.55,0.008,0.056,-0.088,32896.0,896.0,64128.0,71.321,63.733,75.504,639.49,0.268,4119.5,97.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634194158913.5,17.461,78.338,2.3,247.587,55.87,43.251,0.248,1.427,0.0,90.65,11.215,28.038,9.752,24.381,0.0
2021-10-14 12:19:00,1,1, ,0.094,0.048, ,3076.5,316751.5,316751.5,1634194180887.0,35.405,34.971,941.559,0.0,3511.0,361.5,1518.5,1762.0,992.0,0.0,39.499,37.329,39.519,39.523,261.646,297.208,297.918,298.033,298.096,0.553,0.024,-0.024,0.048,384.0,32384.0,768.0,74.755,69.221,78.498,803.17,0.63,4130.5,96.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634194220830.5,17.461,78.338,2.3,248.776,55.909,43.251,0.249,1.415,0.0,89.5,10.902,27.254,9.48,23.699,0.0
2021-10-14 12:20:00,1,1, ,0.101,0.051, ,3078.0,316760.0,316760.0,1634194227299.0,35.46,35.544,941.356,0.0,2889.0,361.0,1512.0,1817.0,1012.0,0.0,41.888,39.546,41.944,41.955,277.081,314.808,315.605,315.736,315.805,0.569,0.0,0.0,0.032,0.0,0.0,512.0,72.875,69.119,75.738,809.755,0.494,4127.0,96.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1634194267227.0,17.461,78.338,2.3,248.909,57.676,43.21,0.249,1.463,0.0,91.9,11.561,28.902,10.053,25.133,0.0
