,Unnamed: 0,timestamp,hr_time,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,key,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin,date
211716,211716,1631714063214,2021-09-15 13:54:23,32.549999237060554,48.1150016784668,938.594482421875,0,2091,824,2811,1696,979,0,1192.0391845703125,1127.263427734375,1192.0391845703125,1192.0391845703125,7902.8935546875,8975.8603515625,8996.5146484375,8999.8291015625,9001.73828125,0.4733824729919434,0.0,-0.0320260226726532,0.0,0,65024,0,40.57518005371094,40.21613311767578,40.95042419433594,32.861083984375,0.6005859375,4215,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631713750171,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,633.1875021829222,53.9273520149231,44.32651183128358,0.6331875021829222,3.916929884296605,0.0,184.8,329.00281494140626,822.5070373535157,286.089404296875,715.2235107421875,1,2021-09-15 13:54:23
211747,211747,1631714635163,2021-09-15 14:03:55,32.52000045776367,48.2239990234375,938.86962890625,0,1754,822,2799,1646,956,0,1196.486328125,1131.468994140625,1196.486328125,1196.486328125,7932.37744140625,9009.3466796875,9030.0791015625,9033.404296875,9035.3212890625,0.4920381307601929,0.0640520453453064,0.0,-0.0800650492310524,1024,0,64256,43.28500747680664,42.38560104370117,47.54169464111328,32.923583984375,0.341552734375,4223,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714321904,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,631.705990359955,52.32840319137574,44.33851020050049,0.6317059903599549,3.867266998246009,0.0,184.9,330.2302265625,825.5755664062499,287.15671875,717.891796875,1,2021-09-15 14:03:55
211750,211750,1631714665003,2021-09-15 14:04:25,32.529998779296875,48.2239990234375,938.7833862304688,0,1610,821,2801,1628,951,0,1190.6053466796875,1125.907470703125,1190.6053466796875,1190.6053466796875,7893.3876953125,8965.0634765625,8985.693359375,8989.0029296875,8990.91015625,0.4855341911315918,-0.0480390302836895,-0.0160130113363266,-0.0480390302836895,64768,65280,64768,42.88776397705078,42.50096130371094,43.452396392822266,33.017333984375,0.44140625,4211,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714350504,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,630.9007471276855,51.752445184326184,44.33364301757813,0.6309007471276855,3.842669042198677,0.0,184.7,328.60707568359373,821.5176892089842,285.745283203125,714.3632080078123,1,2021-09-15 14:04:25
211754,211754,1631714695997,2021-09-15 14:04:55,32.52000045776367,48.19900131225586,938.8790893554688,0,1890,821,2804,1642,960,0,1178.25146484375,1114.2249755859377,1178.25146484375,1178.25146484375,7811.4853515625,8872.041015625,8892.45703125,8895.732421875,8897.6201171875,0.5098873376846313,0.0,0.0160130113363266,0.0480390302836895,0,256,768,42.8515853881836,42.4954948425293,43.24581527709961,32.954833984375,0.302490234375,4220,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714381479,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,630.8809855880736,52.20013321609498,44.33910764579773,0.6308809855880736,3.8443481814476894,0.0,184.3,325.197404296875,812.9935107421875,282.7803515625,706.95087890625,1,2021-09-15 14:04:55
211757,211757,1631714727422,2021-09-15 14:05:27,32.540000915527344,48.2130012512207,938.825927734375,0,1794,822,2805,1639,959,0,1184.667236328125,1120.2921142578123,1184.667236328125,1184.667236328125,7854.02001953125,8920.3505859375,8940.8779296875,8944.1708984375,8946.068359375,0.4933668375015259,-0.0640520453453064,0.0,-0.096078060567379,64512,0,64000,42.87790298461914,42.5990104675293,43.2567138671875,33.017333984375,0.45703125,4210,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714413105,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,631.6861360392761,52.1043684173584,44.329036824417116,0.6316861360392761,3.8488483708411234,0.0,184.5,326.9681572265625,817.4203930664063,284.32013671875,710.8003417968748,1,2021-09-15 14:05:27
211760,211760,1631714758790,2021-09-15 14:05:58,32.529998779296875,48.21200180053711,938.8449096679688,0,1805,822,2804,1592,956,0,1182.2940673828125,1118.0478515625,1182.2940673828125,1182.2940673828125,7838.2861328125,8902.48046875,8922.966796875,8926.2529296875,8928.1474609375,0.4908634424209595,0.0160130113363266,0.0,0.0,256,0,0,43.13342666625977,42.655052185058594,45.348350524902344,32.954833984375,0.286865234375,4217,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714444287,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,631.6897380711364,50.60031561431886,44.33392975120545,0.6316897380711364,3.795635958377416,0.0,184.5,326.31316259765623,815.7829064941404,283.750576171875,709.3764404296875,1,2021-09-15 14:05:58
211763,211763,1631714789423,2021-09-15 14:06:29,32.529998779296875,48.224998474121094,938.8717041015624,0,1715,821,2804,1621,957,0,1187.468017578125,1122.940673828125,1187.468017578125,1187.468017578125,7872.58837890625,8941.4404296875,8962.0166015625,8965.3173828125,8967.21875,0.48544788360595703,0.0,0.0,-0.0160130113363266,0,0,65280,42.94224548339844,42.39442443847656,44.53404235839844,32.986083984375,0.45703125,4218,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714475058,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,630.9017200729369,51.528455978393566,44.333619130706786,0.6309017200729369,3.832004973309355,0.0,184.6,327.7411728515625,819.3529321289062,284.99232421875,712.480810546875,1,2021-09-15 14:06:29
211767,211767,1631714820428,2021-09-15 14:07:00,32.540000915527344,48.22700119018555,938.847412109375,0,1744,823,2795,1617,952,0,1192.134033203125,1127.3531494140625,1192.134033203125,1192.134033203125,7903.52294921875,8976.57421875,8997.2314453125,9000.544921875,9002.455078125,0.4883973598480225,-0.0160130113363266,0.0,-0.096078060567379,65280,0,64000,42.86951446533203,42.3409423828125,44.52583312988281,32.9296875,0.2099609375,4192,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714506138,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,632.5004346998595,51.40051961669922,44.328702225875865,0.6325004346998595,3.8330075897426017,0.0,184.8,329.0289931640625,822.5724829101563,286.1121679687501,715.280419921875,1,2021-09-15 14:07:00
211770,211770,1631714851289,2021-09-15 14:07:31,32.540000915527344,48.18899917602539,938.837890625,0,1847,818,2804,1614,956,0,1189.040283203125,1124.427490234375,1189.040283203125,1189.040283203125,7869.9091796875,8953.279296875,8973.8818359375,8977.1875,8979.091796875,0.5002944469451904,0.0,-0.0160130113363266,-0.0640520453453064,0,65280,64512,43.08224105834961,42.1190299987793,48.24483871459961,32.986083984375,0.39453125,4218,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714536967,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,628.4600904991148,51.30410919494629,44.32961047401428,0.6284600904991148,3.8266420816930258,0.0,184.7,328.1751181640625,820.4377954101562,285.36966796875,713.424169921875,1,2021-09-15 14:07:31
211773,211773,1631714882422,2021-09-15 14:08:02,32.549999237060554,48.178001403808594,938.8400268554688,0,1823,822,2798,1610,949,0,1191.6663818359375,1126.910888671875,1191.6663818359375,1191.6663818359375,7900.421875,8973.052734375,8993.701171875,8997.013671875,8998.9228515625,0.5045108795166016,-0.0160130113363266,0.0320260226726532,-0.0640520453453064,65280,512,64512,42.37249755859375,42.01420211791992,52.46011734008789,32.954833984375,0.0859375,4216,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714567936,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,631.647491155548,51.17603241195679,44.3250061378479,0.631647491155548,3.825549847009389,0.0,184.8,328.89992138671874,822.2498034667967,285.999931640625,714.9998291015625,1,2021-09-15 14:08:02
211776,211776,1631714913231,2021-09-15 14:08:33,32.52000045776367,48.2239990234375,938.86962890625,0,1842,818,2806,1607,947,0,1192.572509765625,1127.767822265625,1192.572509765625,1192.572509765625,7906.4296875,8979.8759765625,9000.5400390625,9003.85546875,9005.765625,0.4943023920059204,0.0,-0.0160130113363266,-0.0800650492310524,0,65280,64256,42.375267028808594,42.04096984863281,42.70494079589844,33.017333984375,0.302490234375,4207,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714598687,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,628.5033103599548,51.080403191375744,44.33851020050049,0.6285033103599548,3.821638548183268,0.0,184.8,329.1500126953125,822.8750317382812,286.21740234375,715.5435058593748,1,2021-09-15 14:08:33
211779,211779,1631714944234,2021-09-15 14:09:04,32.509998321533196,48.24800109863281,938.9113159179688,0,1907,819,2797,1607,947,0,1193.2069091796875,1128.36767578125,1193.2069091796875,1193.2069091796875,7910.63525390625,8984.65234375,9005.328125,9008.64453125,9010.556640625,0.4876847267150879,-0.0800650492310524,0.0,-0.0320260226726532,64256,0,65024,42.22607421875,41.84444808959961,42.63003921508789,32.736083984375,0.062744140625,4201,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714629679,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,629.3319208772277,51.08062040481568,44.34280559082032,0.6293319208772278,3.821747698705628,0.0,184.8,329.32510693359376,823.3127673339842,286.3696582031249,715.9241455078125,1,2021-09-15 14:09:04
211783,211783,1631714975632,2021-09-15 14:09:35,32.509998321533196,48.2599983215332,938.8804931640624,0,1873,821,2799,1585,953,0,1187.698486328125,1123.1585693359377,1187.698486328125,1187.698486328125,7874.1162109375,8943.1748046875,8963.7548828125,8967.056640625,8968.958984375,0.4809756278991699,0.0,-0.0320260226726532,0.096078060567379,0,65024,1536,42.286041259765625,41.900047302246094,43.018104553222656,33.017333984375,0.2177734375,4217,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714661199,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,630.9449399337768,50.376749974823,44.342518857193,0.6309449399337768,3.792480184462331,0.0,184.6,327.8047822265625,819.5119555664063,285.04763671875,712.619091796875,1,2021-09-15 14:09:35
211786,211786,1631715006638,2021-09-15 14:10:06,32.509998321533196,48.27199935913086,938.9650268554688,0,1823,820,2801,1596,947,0,1182.8980712890625,1118.619140625,1182.8980712890625,1182.8980712890625,7842.291015625,8907.029296875,8927.5263671875,8930.814453125,8932.708984375,0.4976574182510376,0.0160130113363266,0.0160130113363266,-0.0320260226726532,256,256,65024,41.72310256958008,39.0834846496582,42.78824234008789,32.986083984375,0.6005859375,4210,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714692096,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,630.1559527038572,50.72887958602906,44.342232032394406,0.6301559527038574,3.799502408105605,0.0,184.5,326.47986767578124,816.1996691894532,283.8955371093749,709.7388427734375,1,2021-09-15 14:10:06
211789,211789,1631715037837,2021-09-15 14:10:37,32.509998321533196,48.321998596191406,938.9381713867188,0,1879,820,2798,1614,948,0,1197.556884765625,1132.4813232421875,1197.556884765625,1197.556884765625,7939.47412109375,9017.4072265625,9038.158203125,9041.486328125,9043.4052734375,0.4639221429824829,0.0160130113363266,-0.0160130113363266,-0.0640520453453064,256,65280,64512,39.47050094604492,38.92989730834961,40.30959701538086,33.017333984375,0.878662109375,4217,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714723394,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,630.204625961151,51.305419577789316,44.34103705062867,0.630204625961151,3.833684763260045,0.0,184.9,330.5257001953125,826.3142504882812,287.41365234375,718.534130859375,1,2021-09-15 14:10:37
211792,211792,1631715068646,2021-09-15 14:11:08,32.52000045776367,48.27299880981445,939.0133056640624,0,1939,820,2800,1582,944,0,1200.126220703125,1134.9110107421875,1200.126220703125,1200.126220703125,7956.50830078125,9036.75390625,9057.548828125,9060.884765625,9062.8076171875,0.4724243879318237,0.0160130113363266,0.0160130113363266,0.0320260226726532,256,256,512,39.49993896484375,38.981117248535156,40.02520751953125,33.361083984375,0.2177734375,4222,100,30,30,30,30,30,30,30,30,120,30,30,1,1,1631714754207,E3-CB-F6-CA-1D-C5,17.4453301,78.3498561,15.156000137329102,630.1523506719968,50.28093238906861,44.33733910560608,0.6301523506719969,3.8022335651833785,0.0,185.0,331.2348369140625,828.0870922851561,288.03029296875,720.0757324218748,1,2021-09-15 14:11:08
