,Unnamed: 0,timestamp,hr_time,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,key,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin,date
74531,74531,1623743354744,2021-06-15 07:49:14,34.650001525878906,45.5629997253418,944.0493774414062,0,2547,428,1699,2432,1183,0,13.21091365814209,11.103276252746582,14.400300979614258,14.638176918029785,74.37928009033203,86.77310943603516,88.51812744140625,88.86351013183594,88.92508697509766,0.6239228248596191,0.0,0.0320260226726532,-0.0160130113363266,0,512,65280,40.21429443359375,38.673587799072266,43.901939392089844,0.0,0.0,4094,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743356069,E3-CB-F6-CA-1D-C5,23.185732,77.41482859999998,12.468999862670898,312.6773182746888,77.46061040344237,43.36522356376648,0.31267731827468875,1.1478372513239266,0.0,78.0,3.646212169647217,9.115530424118043,3.1706192779541014,7.926548194885252,1,2021-06-15 07:49:14
74532,74532,1623743385981,2021-06-15 07:49:45,34.669998168945305,45.63899993896485,944.0460205078124,0,2167,429,1697,2457,1185,0,12.91812515258789,10.967897415161133,13.986417770385742,14.200069427490234,73.78268432617188,85.86180877685547,87.44739532470703,87.76054382324219,87.81753540039062,0.6404834985733032,-0.0320260226726532,-0.0320260226726532,0.0,65024,65024,0,40.78210830688477,38.606876373291016,46.74223327636719,0.0,0.0,4086,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743387089,E3-CB-F6-CA-1D-C5,23.1857337,77.4148318,13.137999534606935,313.542826498108,78.26151519165037,43.35367279281617,0.31354282649810794,1.1453526436532464,0.0,78.3,3.5654025421142586,8.913506355285644,3.100350036621094,7.750875091552733,1,2021-06-15 07:49:45
74533,74533,1623743416787,2021-06-15 07:50:16,34.68000030517578,45.61600112915039,944.1007080078124,0,2313,430,1702,2460,1185,0,12.899290084838867,10.954303741455078,13.963963508605955,14.176907539367676,73.69791412353516,85.758544921875,87.33919525146484,87.65135192871094,87.70819854736328,0.6451371908187866,0.0320260226726532,-0.0320260226726532,-0.0480390302836895,512,65024,64768,45.12152099609375,38.2921142578125,61.32942581176758,0.0,0.0,4075,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743417836,E3-CB-F6-CA-1D-C5,23.1857332,77.4148345,14.963000297546387,314.31653263961795,78.35730881347655,43.34935342445375,0.31431653263961795,1.145616222873025,0.0,78.3,3.560204063415528,8.900510158538818,3.095829620361328,7.73957405090332,1,2021-06-15 07:50:16
74534,74534,1623743447765,2021-06-15 07:50:47,34.689998626708984,45.64099884033203,944.0181274414062,0,2321,429,1702,2457,1183,0,12.665243148803713,10.823509216308594,13.652446746826172,13.849883079528807,73.0064926147461,84.82372283935547,86.30155944824219,86.59296417236328,86.64679718017578,0.6617816090583801,0.0,0.0160130113363266,-0.0160130113363266,0,256,65280,45.15949249267578,38.83523941040039,59.5327033996582,0.0,0.0,4095,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743448808,E3-CB-F6-CA-1D-C5,23.1857326,77.4148343,13.79699993133545,313.53562417922967,78.26162078170776,43.34388879623413,0.3135356241792297,1.1385570781999563,0.0,78.3,3.4956071090698253,8.739017772674561,3.039658355712892,7.5991458892822275,1,2021-06-15 07:50:47
74535,74535,1623743478998,2021-06-15 07:51:18,34.709999084472656,45.55599975585938,944.0189208984376,0,2273,428,1698,2453,1188,0,12.536835670471193,10.688258171081543,13.53585720062256,13.735658645629885,72.02387237548828,83.73051452636719,85.22120666503906,85.51531219482422,85.5693359375,0.6354283690452576,0.0,0.0,0.0,0,0,0,40.76931381225586,38.9913215637207,43.23650741577149,0.0,0.0,4083,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743480044,E3-CB-F6-CA-1D-C5,23.1857325,77.4148337,13.598999977111815,312.6430610610962,78.13278679351805,43.33618405151367,0.3126430610610962,1.1343855660165891,0.0,78.2,3.460166645050049,8.650416612625122,3.0088405609130864,7.522101402282716,1,2021-06-15 07:51:18
74536,74536,1623743509798,2021-06-15 07:51:49,34.720001220703125,45.56999969482422,944.0253295898438,0,2141,429,1701,2460,1190,0,12.7376708984375,10.94683837890625,13.67793083190918,13.865984916687012,74.00774383544922,85.8703384399414,87.28960418701172,87.56902313232422,87.62137603759766,0.6427857875823975,0.0320260226726532,0.0,-0.0640520453453064,512,0,64512,41.15569686889648,39.32780456542969,49.5925178527832,0.0,0.0,4096,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743510849,E3-CB-F6-CA-1D-C5,23.1857326,77.4148338,14.751999855041506,313.45278474456785,78.35698000183105,43.33098041305542,0.3134527847445679,1.1417125353434998,0.0,78.3,3.5155971679687497,8.788992919921874,3.057041015625,7.6426025390625,1,2021-06-15 07:51:49
74537,74537,1623743552332,2021-06-15 07:52:32,34.75,45.70800018310547,944.0474243164062,0,2031,431,1701,2457,1191,0,11.987266540527346,10.380395889282227,12.804986953735352,12.968541145324707,70.393310546875,81.52867889404297,82.77873992919922,83.02427673339844,83.0712661743164,0.6428163647651672,0.0480390302836895,0.0,-0.0800650492310524,768,0,64256,40.040138244628906,38.73831176757813,44.839454650878906,0.0,0.0,4079,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743553397,E3-CB-F6-CA-1D-C5,23.1857335,77.41483170000002,14.019000053405762,315.1747440182495,78.26259640197753,43.31307879562378,0.3151747440182495,1.1199305197035572,0.0,78.3,3.308485565185548,8.271213912963868,2.8769439697265633,7.192359924316407,1,2021-06-15 07:52:32
74538,74538,1623743589669,2021-06-15 07:53:09,34.759998321533196,45.69800186157226,943.9417724609376,0,2083,432,1703,2475,1191,0,12.964253425598145,11.181312561035156,13.887227058410645,14.071828842163086,75.70189666748047,87.76113891601562,89.16229248046875,89.43785858154297,89.489990234375,0.6493996977806091,0.0,0.0,0.0640520453453064,0,0,1024,41.23223876953125,38.915306091308594,45.65703582763672,0.0,0.0,4096,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743590704,E3-CB-F6-CA-1D-C5,23.1857329,77.4148328,13.437999725341795,315.96110761993407,78.83853041305542,43.30845057258607,0.3159611076199341,1.1518887765813957,0.0,78.4,3.578133945465088,8.945334863662719,3.1114208221435553,7.778552055358888,1,2021-06-15 07:53:09
74539,74539,1623743620491,2021-06-15 07:53:40,34.77000045776367,45.71200180053711,943.9290771484376,0,2027,430,1701,2453,1190,0,12.189790725708008,10.617547035217283,12.968454360961914,13.124189376831055,72.16959381103516,83.47075653076172,84.67454528808594,84.9104995727539,84.95648193359375,0.5950874090194702,-0.0480390302836895,0.0,-0.0160130113363266,512,0,65280,40.26144409179688,38.61072158813477,44.52464294433594,0.0,0.0,4096,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743621563,E3-CB-F6-CA-1D-C5,23.1857329,77.4148328,13.437999725341795,314.36882130340575,78.13472362136841,43.30324693412782,0.31436882130340577,1.1253533504114357,0.0,78.2,3.36438224029541,8.410955600738525,2.9255497741699217,7.313874435424803,1,2021-06-15 07:53:40
74540,74540,1623743651507,2021-06-15 07:54:11,34.810001373291016,45.7400016784668,943.957275390625,0,1931,430,1703,2460,1190,0,12.979841232299805,11.316214561462402,13.799978256225586,13.96400547027588,76.94701385498047,88.97683715820312,90.2471694946289,90.49609375,90.54474639892578,0.617141604423523,-0.0160130113363266,-0.0160130113363266,-0.0800650492310524,65280,65280,64256,41.98086166381836,39.0150146484375,47.56559753417969,0.0,0.0,4095,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743652558,E3-CB-F6-CA-1D-C5,23.1857326,77.414829,13.342000007629395,314.3777822058105,78.35919402389527,43.283105291366574,0.3143777822058105,1.1499854606324378,0.0,78.3,3.582436180114746,8.956090450286865,3.115161895751953,7.787904739379883,1,2021-06-15 07:54:11
74541,74541,1623743690044,2021-06-15 07:54:50,34.830001831054695,45.66699981689453,943.9176025390624,0,2040,428,1705,2464,1191,0,13.028396606445312,11.491443634033205,13.737863540649414,13.879756927490234,78.49765014648438,90.5244140625,91.65452575683594,91.8748550415039,91.91983795166016,0.6049102544784546,-0.0160130113363266,-0.0320260226726532,0.0800650492310524,65280,65024,1280,39.831520080566406,38.42456817626953,44.58808517456055,0.0,0.0,4091,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743691089,E3-CB-F6-CA-1D-C5,23.1857314,77.41483199999998,12.791999816894533,312.6962281442261,78.48648960571289,43.27511381301879,0.3126962281442261,1.1525043165337334,0.0,78.3,3.5958374633789063,8.989593658447266,3.126815185546875,7.817037963867188,1,2021-06-15 07:54:50
74542,74542,1623743721467,2021-06-15 07:55:21,34.84000015258789,45.74399948120117,943.8970947265624,0,2093,427,1696,2442,1183,0,12.50661563873291,10.949747085571287,13.257391929626465,13.407546997070312,74.5797348022461,86.15428924560547,87.3280029296875,87.5576171875,87.60315704345703,0.6372917890548706,0.0,-0.0160130113363266,-0.0320260226726532,0,65280,65024,41.222068786621094,38.2729377746582,51.59785842895508,0.0,0.0,4084,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743722514,E3-CB-F6-CA-1D-C5,23.1857323,77.414833,12.706000328063965,311.96594254516606,77.78336319503784,43.268406338119505,0.3119659425451661,1.1333197499478167,0.0,78.1,3.451825916290283,8.629564790725707,3.0015877532958983,7.5039693832397445,1,2021-06-15 07:55:21
74543,74543,1623743752672,2021-06-15 07:55:52,34.86999893188477,45.696998596191406,943.9769897460938,0,1977,429,1692,2471,1191,0,13.025371551513672,11.149065017700195,14.02540683746338,14.22541618347168,75.25149536132812,87.39830017089844,88.89874267578125,89.19447326660156,89.24932098388672,0.6306372284889221,0.0,-0.0160130113363266,0.0160130113363266,0,65280,256,40.40769577026367,38.26919937133789,51.751853942871094,0.0,0.0,4066,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743753749,E3-CB-F6-CA-1D-C5,23.1857328,77.414833,12.734999656677244,313.5078066819764,78.7109815803528,43.254926253509524,0.3135078066819764,1.154549381217511,0.0,78.4,3.595002548217773,8.98750637054443,3.1260891723632813,7.8152229309082015,1,2021-06-15 07:55:52
74544,74544,1623743800162,2021-06-15 07:56:40,34.889999389648445,45.736000061035156,943.8778076171876,0,1978,426,1695,2460,1192,0,13.656548500061035,11.209725379943848,15.115489959716795,15.40727424621582,70.63003540039062,87.24971008300781,89.34606170654297,89.76264190673828,89.83409118652344,0.6787149310112,0.0160130113363266,0.0160130113363266,-0.0640520453453064,256,256,64512,41.6722412109375,38.70233154296875,47.29859924316406,0.0,0.0,4077,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743801206,E3-CB-F6-CA-1D-C5,23.1857304,77.4148333,12.93299961090088,311.1346156185913,78.3594867980957,43.244257895660404,0.3111346156185913,1.1698821548613183,0.0,78.3,3.7692073860168462,9.423018465042112,3.277571640014649,8.193929100036621,1,2021-06-15 07:56:40
74545,74545,1623743852640,2021-06-15 07:57:32,34.919998168945305,46.07500076293945,943.91162109375,0,2063,429,1702,2439,1189,0,14.02305793762207,11.714361190795898,15.346756935119627,15.611492156982422,78.27243041992188,91.45402526855469,93.3843231201172,93.76681518554688,93.83425903320312,0.6460319757461548,0.0160130113363266,0.0,-0.0480390302836895,256,0,64768,41.22821044921875,38.50862121582031,48.54454040527344,0.0,0.0,4088,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743853705,E3-CB-F6-CA-1D-C5,23.1857325,77.4148313,12.939000129699707,313.85291458023073,77.69127400054931,43.22155237312317,0.31385291458023074,1.1756626308561071,0.0,78.1,3.8703639907836913,9.675909976959225,3.365533905029297,8.413834762573241,1,2021-06-15 07:57:32
74546,74546,1623743900319,2021-06-15 07:58:20,34.950000762939446,46.02799987792969,943.9766235351562,0,1813,421,1683,2360,1162,0,13.645713806152346,11.74913501739502,14.634255409240724,14.831958770751953,79.49186706542969,92.19219970703124,93.6887435913086,93.98320770263672,94.03865814208984,0.6234287023544312,0.0160130113363266,-0.0160130113363266,-0.1441171020269394,256,65280,63232,43.46879959106445,38.68711471557617,51.41194915771485,0.0,0.0,4074,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743901364,E3-CB-F6-CA-1D-C5,23.1857316,77.41483149999998,12.840999603271484,307.38807697219846,75.16289240188598,43.208070431518564,0.30738807697219844,1.1488970351431913,0.0,77.3,3.766217010498047,9.415542526245117,3.2749713134765632,8.187428283691407,1,2021-06-15 07:58:20
74547,74547,1623743937309,2021-06-15 07:58:57,34.950000762939446,45.74200057983398,943.968505859375,0,2180,422,1680,2378,1162,0,12.1820650100708,10.595097541809082,12.973691940307615,13.132014274597168,71.97447967529297,83.27416229248047,84.49433135986328,84.733642578125,84.7800521850586,0.6154270172119141,-0.0480390302836895,0.0,0.0,64768,0,0,44.39888381958008,39.698768615722656,50.42616271972656,0.0,0.0,4091,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743938362,E3-CB-F6-CA-1D-C5,23.185730300000003,77.4148344,13.63700008392334,307.91033237548834,75.73580360946654,43.21490581474305,0.30791033237548826,1.112307726134112,0.0,77.5,3.3622499427795414,8.405624856948853,2.923695602416992,7.30923900604248,1,2021-06-15 07:58:57
74548,74548,1623743973879,2021-06-15 07:59:33,34.939998626708984,45.34199905395508,944.0067138671876,0,2668,424,1690,2414,1176,0,10.85739803314209,9.511585235595703,11.504250526428224,11.633618354797365,64.79977416992189,74.84593963623047,75.85860443115234,76.05665588378906,76.09602355957031,0.610480546951294,0.0,-0.0320260226726532,0.0480390302836895,0,65024,768,44.29054260253906,40.28386688232422,50.85554504394531,0.0,0.0,4087,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623743974933,E3-CB-F6-CA-1D-C5,23.1857302,77.4148323,12.565999984741213,309.1268538671875,76.88344158401489,43.22933489112854,0.3091268538671875,1.0797724903584969,0.0,77.8,2.9966418571472166,7.491604642868041,2.6057755279541017,6.514438819885254,1,2021-06-15 07:59:33
74549,74549,1623744004882,2021-06-15 08:00:04,34.939998626708984,44.79499816894531,943.9970703125,0,2546,424,1688,2410,1173,0,10.627678871154783,9.390584945678713,11.192164421081543,11.305060386657715,64.19123077392578,73.99581909179688,74.89952087402344,75.0755615234375,75.11176300048828,0.6113017797470093,-0.0320260226726532,0.0160130113363266,-0.1761431097984314,65024,256,62720,43.5001335144043,38.82484436035156,50.55658721923828,0.0,0.0,4083,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744005938,E3-CB-F6-CA-1D-C5,23.18573,77.4148328,12.565999984741213,308.5943594456482,76.74953397445678,43.242408212280274,0.30859435944564817,1.0716775017248432,0.0,77.8,2.93323936843872,7.3330984210968,2.550642929077148,6.37660732269287,1,2021-06-15 08:00:04
74550,74550,1623744035866,2021-06-15 08:00:35,34.939998626708984,44.44599914550781,943.960693359375,0,2638,426,1704,2417,1182,0,11.19581413269043,9.786639213562012,11.881144523620605,12.018218040466307,66.61605834960939,76.98308563232422,78.0506820678711,78.25965881347656,78.30088806152344,0.6069129705429077,0.0480390302836895,-0.0160130113363266,-0.0160130113363266,768,65280,65280,42.88267135620117,38.743202209472656,51.17162704467773,0.0,0.0,4085,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744037085,E3-CB-F6-CA-1D-C5,23.1857319,77.4148321,12.784000396728516,309.85595587631224,76.96976478500365,43.25074928894042,0.30985595587631226,1.090822157817001,0.0,77.9,3.0900447006225584,7.725111751556397,2.6869953918457035,6.717488479614258,1,2021-06-15 08:00:35
74551,74551,1623744066674,2021-06-15 08:01:06,34.950000762939446,44.0359992980957,943.968505859375,0,2758,425,1694,2425,1182,0,9.06354522705078,7.931552410125732,9.610830307006836,9.720282554626463,54.01249313354492,62.40192031860352,63.25658798217773,63.4238166809082,63.456932067871094,0.6074619293212891,0.0,-0.0160130113363266,0.0,0,65280,0,43.03176498413086,38.684654235839844,52.5977554321289,0.0,0.0,4078,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744067726,E3-CB-F6-CA-1D-C5,23.1857313,77.4148331,13.003000259399414,308.6515842477416,77.22137879562378,43.255679245376605,0.30865158424774164,1.0221633478218624,0.0,77.9,2.501538482666015,6.253846206665036,2.175250854492187,5.438127136230468,1,2021-06-15 08:01:06
74552,74552,1623744114397,2021-06-15 08:01:54,34.939998626708984,43.77199935913086,943.9489135742188,0,2610,427,1696,2446,1185,0,10.136252403259276,8.921663284301758,10.704340934753418,10.817956924438477,60.8932991027832,70.25707244873047,71.15684509277344,71.33245086669922,71.36799621582031,0.5846635103225708,0.0,0.0,-0.0640520453453064,0,0,64512,41.37790298461914,38.90668487548828,44.887001037597656,0.0,0.0,4091,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744115461,E3-CB-F6-CA-1D-C5,23.1857317,77.4148331,13.003000259399414,310.00050056427006,77.8904855873108,43.266857883834845,0.31000050056427003,1.0628159842662843,0.0,78.2,2.79760566329956,6.994014158248899,2.432700576782226,6.081751441955565,1,2021-06-15 08:01:54
74553,74553,1623744169628,2021-06-15 08:02:49,34.950000762939446,43.4630012512207,943.9010009765624,0,2495,428,1696,2446,1185,0,8.872005462646484,7.872081279754639,9.315173149108887,9.403804779052734,53.89865493774414,62.07168579101562,62.79030990600586,62.92998886108398,62.95925521850586,0.6101658344268799,-0.0160130113363266,-0.0160130113363266,0.0480390302836895,65280,65280,768,41.14925765991211,38.96328353881836,46.96714401245117,0.0,0.0,4073,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744171339,E3-CB-F6-CA-1D-C5,23.185732100000006,77.41483170000002,12.79699993133545,310.49579210906984,77.88719041671753,43.26937389869691,0.31049579210906986,1.0192229696074595,0.0,78.2,2.4486735076904296,6.121683769226074,2.1292813110351565,5.323203277587892,1,2021-06-15 08:02:49
74554,74554,1623744212179,2021-06-15 08:03:32,34.950000762939446,43.362998962402344,943.9146118164062,0,2440,428,1700,2450,1189,0,8.714958190917969,7.661073207855225,9.211609840393066,9.310933113098145,52.263648986816406,60.31792068481445,61.10200119018555,61.25511932373047,61.28595352172852,0.5985622406005859,0.0320260226726532,0.0,0.0640520453453064,512,0,1024,41.94255828857422,39.47749328613281,45.1670036315918,0.0,0.0,4089,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744214515,E3-CB-F6-CA-1D-C5,23.1857308,77.41483170000002,12.626999855041506,310.39844188095094,78.0141103919983,43.27176395339967,0.3103984418809509,1.014240638201237,0.0,78.2,2.40532846069336,6.013321151733397,2.0915899658203125,5.228974914550781,1,2021-06-15 08:03:32
74555,74555,1623744260276,2021-06-15 08:04:20,34.959999084472656,43.18899917602539,943.9400024414062,0,2449,426,1702,2450,1189,0,9.660693168640137,8.29575252532959,10.379563331604004,10.523335456848145,56.0662841796875,65.06571197509766,66.14945220947266,66.36286163330078,66.40277099609375,0.6189777851104736,0.0,-0.0160130113363266,0.0160130113363266,0,65280,256,41.47068405151367,39.61614227294922,47.6446304321289,0.0,0.0,4092,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744261346,E3-CB-F6-CA-1D-C5,23.185731,77.41483199999998,12.678999900817873,308.62314333663943,78.01227318725586,43.271055365371716,0.3086231433366394,1.047864442661695,0.0,78.2,2.6663513145446776,6.665878286361693,2.3185663604736333,5.796415901184082,1,2021-06-15 08:04:20
74556,74556,1623744314333,2021-06-15 08:05:14,34.959999084472656,42.91400146484375,943.9265747070312,0,2491,426,1696,2439,1181,0,8.562113761901855,7.2564873695373535,9.281311988830566,9.425150871276855,48.77936553955078,56.79008865356445,57.8552131652832,58.06565856933594,58.10380935668945,0.6444836854934692,0.0480390302836895,0.0160130113363266,0.0800650492310524,768,256,1280,42.26026153564453,38.99559020996094,49.31360626220703,0.0,0.0,4075,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744315395,E3-CB-F6-CA-1D-C5,23.1857326,77.41482990000002,12.743000030517578,308.3554385647584,77.65730321197509,43.27762781066895,0.30835543856475833,1.0066666327004272,0.0,78.1,2.363143398284912,5.90785849571228,2.0549073028564453,5.1372682571411135,1,2021-06-15 08:05:14
74557,74557,1623744373148,2021-06-15 08:06:13,34.950000762939446,42.9640007019043,943.9415283203124,0,2386,427,1702,2467,1184,0,9.533326148986816,8.161605834960938,10.263927459716797,10.410043716430664,55.09167861938477,63.981422424316406,65.07790374755861,65.29400634765625,65.33409881591797,0.6336497068405151,0.0320260226726532,-0.0320260226726532,-0.0320260226726532,512,65024,65024,41.23590850830078,39.81985092163086,44.032318115234375,0.0,0.0,4080,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744374225,E3-CB-F6-CA-1D-C5,23.1857324,77.41483120000002,12.85200023651123,309.20935505432135,78.5538012107849,43.28130001182557,0.3092093550543213,1.0465865718640732,0.0,78.4,2.631198017120361,6.577995042800902,2.287998275756836,5.71999568939209,1,2021-06-15 08:06:13
74558,74558,1623744428620,2021-06-15 08:07:08,34.950000762939446,42.81499862670898,943.968505859375,0,2504,429,1701,2471,1189,0,9.403350830078123,7.986480712890625,10.178629875183104,10.333683967590332,53.73386001586914,62.5254898071289,63.676673889160156,63.904014587402344,63.94541931152344,0.6700245141983032,-0.0800650492310524,0.0,0.096078060567379,64256,0,1536,42.132301330566406,39.624420166015625,45.94437026977539,0.0,0.0,4081,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744429688,E3-CB-F6-CA-1D-C5,23.1857324,77.41483120000002,12.85200023651123,310.66564451416014,78.6801919883728,43.28486116142274,0.3106656445141601,1.042818731604515,0.0,78.4,2.5953248291015623,6.488312072753905,2.2568041992187498,5.642010498046874,1,2021-06-15 08:07:08
74559,74559,1623744474726,2021-06-15 08:07:54,34.959999084472656,42.72700119018555,943.9805297851562,0,2295,429,1701,2467,1190,0,9.476983070373537,7.939662933349608,10.3519287109375,10.526918411254883,53.11552429199219,62.015541076660156,63.29504013061523,63.54844665527344,63.5933609008789,0.6603226661682129,0.0,0.0,-0.0160130113363266,0,0,65280,42.41560363769531,40.13987731933594,45.52569961547852,0.0,0.0,4090,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744475780,E3-CB-F6-CA-1D-C5,23.185733,77.4148304,12.857999801635742,310.57540753738414,78.55128360900879,43.282097117233285,0.3105754075373841,1.0447645878479914,0.0,78.4,2.615647327423096,6.53911831855774,2.2744759368896488,5.686189842224122,1,2021-06-15 08:07:54
74560,74560,1623744521033,2021-06-15 08:08:41,34.950000762939446,42.84000015258789,943.9453735351562,0,2166,431,1702,2475,1195,0,8.86797046661377,7.714631080627441,9.442618370056152,9.557546615600586,52.412071228027344,60.63702392578125,61.52318572998047,61.69696807861328,61.73069763183594,0.6206181049346924,-0.0160130113363266,0.0,0.0800650492310524,65280,0,1280,43.49713134765625,41.86236572265625,46.79221725463867,0.0,0.0,4089,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744522108,E3-CB-F6-CA-1D-C5,23.1857328,77.4148309,12.880999565124512,312.29132299957274,78.80846200485229,43.28426362495424,0.31229132299957274,1.0244702703701642,0.0,78.4,2.4475598487854,6.1188996219635,2.1283129119873045,5.320782279968261,1,2021-06-15 08:08:41
74561,74561,1623744576291,2021-06-15 08:09:36,34.950000762939446,42.82600021362305,943.9509887695312,0,2106,428,1698,2471,1186,0,8.340115547180176,7.245226860046388,8.889281272888184,8.99911880493164,49.19538497924805,56.93444442749024,57.77898406982422,57.94468307495117,57.9767074584961,0.6342118382453918,0.0,-0.0160130113363266,-0.0480390302836895,0,65280,64768,42.70835494995117,39.503360748291016,48.17131042480469,0.0,0.0,4084,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744577346,E3-CB-F6-CA-1D-C5,23.1857326,77.4148302,12.87399959564209,309.87568433898923,78.68031080551147,43.28459822349549,0.3098756843389892,1.00410390168751,0.0,78.4,2.3018718910217286,5.754679727554321,2.0016277313232425,5.0040693283081055,1,2021-06-15 08:09:36
74562,74562,1623744621372,2021-06-15 08:10:21,34.959999084472656,43.00199890136719,943.9749145507812,0,2233,428,1703,2460,1191,0,7.659829139709473,6.787090301513673,8.050517082214355,8.12865161895752,46.44487762451172,53.50464630126953,54.1353759765625,54.25806427001953,54.283607482910156,0.6238303184509277,0.0320260226726532,-0.0160130113363266,-0.0160130113363266,512,65280,65280,41.79990768432617,40.190338134765625,44.21145629882813,0.0,0.0,4075,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744622060,E3-CB-F6-CA-1D-C5,23.1857325,77.4148307,12.814000129699707,310.0424423092652,78.33025358428955,43.27552467193603,0.31004244230926514,0.975706713881824,0.0,78.3,2.1141128425598144,5.285282106399536,1.838358993530273,4.595897483825683,1,2021-06-15 08:10:21
74563,74563,1623744678010,2021-06-15 08:11:18,34.959999084472656,43.17699813842773,943.8574829101562,0,2075,430,1700,2453,1187,0,8.443870544433594,7.351546764373777,8.986021995544434,9.09445858001709,49.96118927001953,57.79067611694336,58.6280632019043,58.79224014282226,58.82418441772461,0.6025583744049072,0.0,0.0,0.0480390302836895,0,0,768,44.10287857055664,41.40830612182617,47.82695388793945,0.0,0.0,4067,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744678712,E3-CB-F6-CA-1D-C5,23.1857312,77.4148345,13.333000183105467,311.8141405665589,78.1081435760498,43.27134219017029,0.3118141405665589,1.0048702335661377,0.0,78.2,2.330508270263672,5.826270675659178,2.0265289306640626,5.066322326660156,1,2021-06-15 08:11:18
74564,74564,1623744731865,2021-06-15 08:12:11,34.950000762939446,43.30099868774414,943.8646240234376,0,2014,428,1698,2453,1189,0,8.700223922729492,7.466890335083008,9.351128578186037,9.481308937072754,50.45323181152344,58.55941772460938,59.53988647460938,59.73299026489258,59.76904296875,0.6130605936050415,-0.0160130113363266,0.0,-0.0320260226726532,65280,0,65024,44.1944580078125,40.3515853881836,49.166847229003906,0.0,0.0,4076,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744732576,E3-CB-F6-CA-1D-C5,23.185732,77.4148318,12.80500030517578,310.3380858535767,78.10944078903198,43.273245759964,0.3103380858535767,1.014255527098732,0.0,78.2,2.40126180267334,6.003154506683348,2.088053741455078,5.220134353637695,1,2021-06-15 08:12:11
74565,74565,1623744793871,2021-06-15 08:13:13,34.950000762939446,43.58700180053711,943.7879028320312,0,1894,431,1701,2453,1197,0,8.94774341583252,7.58956241607666,9.693986892700195,9.843242645263672,51.03572463989258,59.40498352050781,60.511268615722656,60.72979736328125,60.76948928833008,0.6224329471588135,0.0,0.0,0.0320260226726532,0,0,512,45.18101501464844,41.57439422607422,49.86040496826172,0.0,0.0,4088,93,30,30,30,30,30,30,30,30,120,30,30,1,1,1623744794556,E3-CB-F6-CA-1D-C5,23.1857293,77.41483509999998,13.276000022888185,313.01851416381834,78.11252962265013,43.26641028556825,0.3130185141638184,1.0232845595763864,0.0,78.2,2.4695771827697754,6.173942956924437,2.147458419799805,5.368646049499512,1,2021-06-15 08:13:13
