time,created_at,latitude,longitude,altitude
2021-11-05 09:58:48,2021-11-05 15:28:48,17.34341073,78.4177256,448.556
2021-11-05 09:58:49,2021-11-05 15:28:49,17.343377800000003,78.41780112,445.80400000000003
2021-11-05 09:58:50,2021-11-05 15:28:50,17.3433451,78.41787451,444.704
2021-11-05 09:58:51,2021-11-05 15:28:51,17.34330713,78.41794858,444.756
2021-11-05 09:58:52,2021-11-05 15:28:52,17.34328438,78.41804011,443.47
2021-11-05 09:58:53,2021-11-05 15:28:53,17.34325755,78.41812461,443.63300000000004
2021-11-05 09:58:54,2021-11-05 15:28:54,17.34322702,78.41821277,442.186
2021-11-05 09:58:55,2021-11-05 15:28:55,17.34320196,78.41830303,441.29400000000004
2021-11-05 09:58:56,2021-11-05 15:28:56,17.34317189,78.41839148,440.405
2021-11-05 09:58:57,2021-11-05 15:28:57,17.34314271,78.41848101,439.73800000000006
2021-11-05 09:58:58,2021-11-05 15:28:58,17.34311574,78.41856837,439.38599999999997
2021-11-05 09:58:59,2021-11-05 15:28:59,17.34309274,78.41865781,438.44699999999995
2021-11-05 09:59:00,2021-11-05 15:29:00,17.34307086,78.41874511,437.903
2021-11-05 09:59:01,2021-11-05 15:29:01,17.34304755,78.41883179999999,437.148
2021-11-05 09:59:02,2021-11-05 15:29:02,17.34302401,78.41892045,436.246
2021-11-05 09:59:03,2021-11-05 15:29:03,17.34300178,78.41901263,435.495
2021-11-05 09:59:04,2021-11-05 15:29:04,17.34297775,78.41910605,434.599
2021-11-05 09:59:05,2021-11-05 15:29:05,17.34295844,78.41919705,434.29
2021-11-05 09:59:06,2021-11-05 15:29:06,17.34293285,78.41928591,434.162
2021-11-05 09:59:07,2021-11-05 15:29:07,17.34291521,78.41938236,434.624
2021-11-05 09:59:08,2021-11-05 15:29:08,17.34289467,78.41948132,434.949
2021-11-05 09:59:09,2021-11-05 15:29:09,17.34287251,78.41958317,434.509
2021-11-05 09:59:10,2021-11-05 15:29:10,17.34284323,78.41968202,434.01099999999997
2021-11-05 09:59:11,2021-11-05 15:29:11,17.34282046,78.41978286,434.04400000000004
2021-11-05 09:59:12,2021-11-05 15:29:12,17.34279786,78.4198811,434.756
2021-11-05 09:59:13,2021-11-05 15:29:13,17.34277631,78.41998467,434.603
2021-11-05 09:59:14,2021-11-05 15:29:14,17.34275407,78.42009094,434.61300000000006
2021-11-05 09:59:15,2021-11-05 15:29:15,17.34273004,78.42019327,434.667
2021-11-05 09:59:16,2021-11-05 15:29:16,17.34271524,78.42029874,434.079
2021-11-05 09:59:17,2021-11-05 15:29:17,17.34269645,78.42039917,433.55300000000005
2021-11-05 09:59:18,2021-11-05 15:29:18,17.34267687,78.42049971,434.407
2021-11-05 09:59:19,2021-11-05 15:29:19,17.34265832,78.42059596,434.80400000000003
2021-11-05 09:59:20,2021-11-05 15:29:20,17.34264225,78.42070454,434.722
2021-11-05 09:59:21,2021-11-05 15:29:21,17.34262001,78.42080422,436.106
