created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),CO_1,SO2_1,CO_2,SO2_2,Temperature,RH,Pressure
2021-11-05 15:28:00,1,1, ,0.051,0.044,48.0,16.0,16.941,2.118,30.526,47.686,948.915
2021-11-05 15:29:00,1,1, ,0.150,0.125,48.0,17.778,17.389,1.444,30.593,47.265,948.078
2021-11-05 15:30:00,1,1, ,0.104,0.067,48.0,16.0,16.684,1.579,30.328,47.488,948.26
2021-11-05 15:31:00,1,1, ,0.175,0.131,48.0,-51.368,15.316,1.421,30.296,48.448,948.97
2021-11-05 15:32:00,1,1, ,0.215,0.219,48.0,16.0,14.625,0.875,30.082,48.759,948.462
2021-11-05 15:33:00,1,1, ,0.113,0.088,48.0,16.0,14.294,1.0,30.064,48.882,947.437
2021-11-05 15:34:00,1,1, ,0.098,0.067,48.0,16.0,16.222,2.0,30.184,48.714,947.791
2021-11-05 15:35:00,1,1, ,0.092,0.065,48.0,-20.444,16.333,1.333,30.452,48.183,947.901
2021-11-05 15:36:00,1,1, ,0.082,0.055,48.0,-19.765,16.059,2.294,31.846,45.337,947.28
2021-11-05 15:37:00,1,1, ,0.095,0.062,48.0,16.941,16.882,2.706,31.442,45.97,945.87
2021-11-05 15:38:00,1,1, ,0.114,0.072,50.526,16.842,16.474,3.053,32.1,44.548,946.017
2021-11-05 15:39:00,1,1, ,0.076,0.049,56.471,-247.529,18.824,3.882,32.734,43.108,946.679
2021-11-05 15:40:00,1,1, ,0.313,0.318,61.474,-50.526,22.842,3.0,32.944,42.403,947.331
2021-11-05 15:41:00,1,1, ,0.095,0.055,63.158,16.842,22.684,0.842,32.12,43.962,947.086
2021-11-05 15:42:00,1,1, ,0.088,0.052,64.0,16.889,20.5,3.722,31.857,44.776,946.851
2021-11-05 15:43:00,1,1, ,0.083,0.047,64.0,16.0,20.579,3.579,32.225,44.129,946.447
2021-11-05 15:44:00,1,1, ,0.126,0.055,62.316,16.0,19.158,1.789,32.263,43.378,946.463
2021-11-05 15:45:00,1,1, ,0.118,0.054,64.0,16.889,18.444,3.167,32.715,42.779,946.129
2021-11-05 15:46:00,1,1, ,0.261,0.081,64.0,-54.222,20.111,4.667,32.678,43.172,946.343
2021-11-05 15:47:00,1,1, ,0.881,0.175,61.333,16.0,18.111,2.556,32.019,44.296,947.645
2021-11-05 15:48:00,1,1, ,0.522,0.162,62.933,-24.533,18.867,2.667,32.066,44.339,947.227
2021-11-05 15:49:00,1,1, ,0.452,0.177,58.947,-49.684,20.842,3.316,31.212,45.836,947.676
2021-11-05 15:50:00,1,1, ,0.717,0.181,51.556,-17.778,22.333,1.889,30.775,45.789,947.553
2021-11-05 15:51:00,1,1, ,0.359,0.113,51.556,16.0,21.167,1.722,31.762,45.214,949.337
2021-11-05 15:52:00,1,1, ,0.313,0.106,53.053,-117.895,20.526,3.0,32.635,44.156,949.725
2021-11-05 15:53:00,1,1, ,0.304,0.135,64.0,16.0,22.056,3.611,32.893,44.266,949.702
2021-11-05 15:54:00,1,1, ,0.213,0.095,64.0,19.368,25.105,2.947,32.306,45.211,949.191
2021-11-05 15:55:00,1,1, ,0.388,0.158,64.0,19.765,27.824,2.941,31.891,45.616,949.675
2021-11-05 15:56:00,1,1, ,0.180,0.083,64.0,-18.667,27.444,2.611,31.749,45.877,950.341
2021-11-05 15:57:00,1,1, ,0.788,0.389,64.0,16.0,25.75,1.75,31.595,45.642,950.795
2021-11-05 15:58:00,1,1, ,0.506,0.143,64.0,-85.895,28.526,1.947,31.671,45.413,951.691
2021-11-05 15:59:00,1,1, ,1.290,0.335,64.0,16.0,28.684,2.0,31.967,44.935,951.992
2021-11-05 16:00:00,1,1, ,0.345,0.165,64.0,16.0,25.842,1.632,32.042,44.658,951.986
2021-11-05 16:01:00,1,1, ,0.318,0.130,64.0,16.0,24.556,3.111,32.301,44.016,951.99
2021-11-05 16:02:00,1,1, ,0.451,0.122,66.526,-186.105,27.842,4.579,32.795,43.76,952.051
2021-11-05 16:03:00,1,1, ,0.227,0.130,78.222,16.0,37.111,3.167,33.03,42.943,952.124
2021-11-05 16:04:00,1,1, ,0.522,0.138,69.895,16.0,33.737,0.579,32.805,43.531,952.222
2021-11-05 16:05:00,1,1, ,0.213,0.108,65.684,16.0,28.789,1.895,32.686,43.479,952.17
2021-11-05 16:06:00,1,1, ,0.181,0.108,64.0,16.889,28.333,1.278,32.516,43.847,952.204
2021-11-05 16:07:00,1,1, ,0.132,0.086,65.684,16.0,29.158,1.421,32.887,44.196,952.202
2021-11-05 16:08:00,1,1, ,0.303,0.180,80.0,16.0,32.263,2.526,32.784,45.11,952.075
2021-11-05 16:09:00,1,1, ,0.214,0.111,74.947,16.0,29.789,1.474,32.206,44.495,951.708
2021-11-05 16:10:00,1,1, ,0.220,0.130,64.0,16.0,24.947,1.632,32.192,44.574,951.538
2021-11-05 16:11:00,1,1, ,0.233,0.074,64.0,-83.368,21.737,1.368,32.218,44.706,951.097
2021-11-05 16:12:00,1,1, ,0.258,0.105,64.0,16.0,22.842,1.789,31.509,46.067,950.711
2021-11-05 16:13:00,1,1, ,0.216,0.080,63.059,16.0,23.824,1.647,30.913,47.754,950.672
2021-11-05 16:14:00,1,1, ,0.194,0.085,60.8,16.0,21.133,1.067,30.397,48.383,950.83
2021-11-05 16:15:00,1,1, ,0.146,0.089,50.526,16.0,19.684,1.158,30.454,48.715,950.718
2021-11-05 16:16:00,1,1, ,0.125,0.079,58.667,16.0,19.778,1.333,30.574,48.072,950.731
2021-11-05 16:17:00,1,1, ,0.153,0.115,50.526,16.842,17.842,1.526,30.669,47.974,950.719
2021-11-05 16:18:00,1,1, ,0.088,0.077,58.353,16.0,19.176,2.0,30.861,47.987,950.627
2021-11-05 16:19:00,1,1, ,0.167,0.145,52.8,17.6,17.85,2.05,30.917,47.571,950.36
2021-11-05 16:20:00,1,1, ,0.201,0.143,64.0,16.842,20.368,2.842,31.218,46.456,950.015
2021-11-05 16:21:00,1,1, ,0.288,0.210,63.158,17.684,21.421,2.053,31.117,46.097,949.722
2021-11-05 16:22:00,1,1, ,0.185,0.122,64.0,17.684,22.316,2.158,30.763,46.742,949.668
2021-11-05 16:23:00,1,1, ,0.152,0.123,64.0,16.889,22.611,2.167,30.729,46.874,949.227
2021-11-05 16:24:00,1,1, ,0.167,0.117,64.0,16.0,22.053,2.263,30.577,46.703,948.926
2021-11-05 16:25:00,1,1, ,0.543,0.187,64.0,16.0,22.632,2.158,30.489,47.528,948.846
2021-11-05 16:26:00,1,1, ,0.359,0.150,64.0,16.0,22.471,2.588,30.631,48.304,948.678
2021-11-05 16:27:00,1,1, ,0.411,0.290,64.0,16.0,21.312,2.938,30.708,48.237,948.239
2021-11-05 16:28:00,1,1, ,0.309,0.184,60.235,17.882,19.824,2.529,30.623,48.018,948.646
2021-11-05 16:29:00,1,1, ,0.265,0.195,50.667,-54.222,17.556,2.111,30.605,47.563,948.916
2021-11-05 16:30:00,1,1, ,0.244,0.122,53.053,-52.211,18.263,2.421,30.633,47.838,949.562
2021-11-05 16:31:00,1,1, ,0.264,0.243,56.0,16.0,18.111,3.278,30.631,48.101,949.476
2021-11-05 16:32:00,1,1, ,0.421,0.425,59.556,16.0,20.111,3.056,30.784,47.815,949.274
2021-11-05 16:33:00,1,1, ,0.306,0.277,64.0,16.0,20.941,2.941,30.678,48.18,948.519
2021-11-05 16:34:00,1,1, ,0.284,0.176,64.0,16.0,24.0,3.222,30.611,48.493,947.669
2021-11-05 16:37:00,1,1,0.00, , ,60.632,17.684,20.0,2.947,30.109,49.789,946.735
2021-11-05 16:38:00,1,1,0.00, , ,51.556,-17.778,18.111,2.5,29.873,49.927,946.912
2021-11-05 16:39:00,1,1,0.00, , ,48.842,-186.105,17.789,2.421,29.896,49.635,947.054
2021-11-05 16:40:00,1,1,0.00, , ,48.0,-87.111,17.0,2.167,29.991,49.255,947.049
2021-11-05 16:41:00,1,1,0.00, , ,48.0,-251.789,16.789,1.947,30.143,48.925,947.045
2021-11-05 16:42:00,1,1,0.00, , ,48.0,-15.111,15.611,2.333,30.301,48.745,947.062
2021-11-05 16:43:00,1,1,0.00, , ,48.0,-50.667,15.722,2.056,30.278,48.877,947.076
2021-11-05 16:44:00,1,1,0.00, , ,48.0,-16.0,15.5,2.056,30.142,49.59,947.083
2021-11-05 16:45:00,1,1,0.00, , ,48.0,-293.053,15.474,1.895,30.16,49.754,947.04
2021-11-05 16:46:00,1,1,0.00, , ,48.0,-203.556,17.556,2.5,29.665,51.041,946.911
2021-11-05 16:47:00,1,1,0.00, , ,48.0,-202.105,19.474,2.211,29.511,51.482,946.908
2021-11-05 16:48:00,1,1,0.00, , ,48.0,-183.579,18.526,2.105,29.482,51.439,947.354
2021-11-05 16:49:00,1,1,0.00, , ,48.889,-86.222,18.833,2.056,29.456,51.534,947.778
2021-11-05 16:50:00,1,1,0.00, , ,48.0,20.211,17.421,1.895,29.424,51.749,948.292
2021-11-05 16:51:00,1,1,0.00, , ,48.0,19.556,17.667,2.556,29.485,51.573,949.235
2021-11-05 16:52:00,1,1,0.00, , ,48.842,18.526,18.842,2.474,29.627,51.205,949.362
2021-11-05 16:53:00,1,1,0.00, , ,51.0,-18.0,18.5,2.75,29.781,50.833,949.414
2021-11-05 16:54:00,1,1,0.00, , ,48.0,24.421,17.368,3.105,29.901,50.465,949.365
2021-11-05 16:55:00,1,1,0.00, , ,48.0,-13.474,16.947,2.579,29.854,50.334,949.902
2021-11-05 16:56:00,1,1,0.00, , ,48.0,-52.444,16.444,2.833,29.783,50.778,949.85
2021-11-05 16:57:00,1,1,0.43, , ,48.0,-306.667,15.778,2.667,29.607,51.185,949.271
2021-11-05 16:58:00,1,1,2.53, , ,48.0,-16.0,15.444,4.0,29.729,51.12,949.243
2021-11-05 16:59:00,1,1,0.00, , ,48.0,23.0,15.375,4.0,29.783,51.053,949.18
2021-11-05 17:00:00,1,1,6.10, , ,48.0,21.895,15.684,4.684,29.788,50.802,949.131
2021-11-05 17:01:00,1,1,4.06, , ,48.0,20.444,14.056,4.222,29.825,50.511,949.52
2021-11-05 17:02:00,1,1,2.09, , ,48.0,21.895,15.526,5.158,29.957,50.369,949.565
2021-11-05 17:03:00,1,1,0.46, , ,48.842,20.211,17.263,4.474,29.946,50.365,950.174
2021-11-05 17:04:00,1,1,0.00, , ,48.0,25.263,15.789,3.684,29.913,50.605,950.466
2021-11-05 17:05:00,1,1,2.67, , ,55.2,22.4,20.1,4.1,29.983,50.554,950.555
2021-11-05 17:06:00,1,1,2.42, , ,48.842,-186.105,19.211,2.684,29.867,50.768,951.16
2021-11-05 17:07:00,1,1,1.79, , ,48.842,-151.579,18.0,2.211,29.61,50.962,950.427
2021-11-05 17:08:00,1,1,3.64, , ,48.0,-353.684,15.263,2.0,29.471,51.104,950.916
2021-11-05 17:09:00,1,1,3.00, , ,48.0,-218.947,13.632,1.842,29.247,51.443,951.239
2021-11-05 17:10:00,1,1,3.26, , ,48.0,-288.0,14.0,2.053,29.366,51.625,951.554
2021-11-05 17:11:00,1,1,2.56, , ,48.0,-184.421,13.316,1.684,29.349,51.708,951.655
2021-11-05 17:12:00,1,1,4.24, , ,48.0,-109.6,12.4,1.95,29.34,51.809,951.916
2021-11-05 17:13:00,1,1,6.30, , ,48.0,-50.526,13.579,1.947,29.376,51.406,951.894
2021-11-05 17:14:00,1,1,5.41, , ,48.0,-45.474,13.579,1.579,29.387,51.259,952.043
2021-11-05 17:15:00,1,1,6.95, , ,48.0,20.444,13.889,1.889,29.247,52.131,952.452
2021-11-05 17:16:00,1,1,3.19, , ,48.0,-78.316,13.526,1.895,29.156,52.612,952.598
2021-11-05 17:17:00,1,1,4.61, , ,48.0,21.053,14.421,2.053,29.243,53.008,952.922
2021-11-05 17:18:00,1,1,4.13, , ,48.0,20.444,16.222,1.778,29.286,52.577,952.836
2021-11-05 17:19:00,1,1,3.41, , ,48.0,19.556,15.944,2.278,29.284,53.062,952.827
2021-11-05 17:20:00,1,1,4.88, , ,48.0,-81.684,16.158,2.211,29.452,52.59,953.202
2021-11-05 17:21:00,1,1,4.73, , ,48.0,-437.053,15.105,2.0,29.386,52.727,953.073
2021-11-05 17:22:00,1,1,0.09, , ,48.0,20.267,15.6,2.467,29.437,52.825,952.846
2021-11-05 17:23:00,1,1,0.00, , ,48.0,-48.0,15.0,2.211,29.417,52.525,952.213
2021-11-05 17:24:00,1,1,0.00, , ,48.0,-157.333,14.111,2.333,29.454,52.276,952.344
2021-11-05 17:25:00,1,1,3.36, , ,48.0,-412.444,15.5,3.056,29.585,52.092,952.508
2021-11-05 17:26:00,1,1,3.40, , ,48.0,-127.111,15.889,2.889,29.64,51.859,952.343
2021-11-05 17:27:00,1,1,6.61, , ,48.0,21.6,13.35,1.85,29.683,51.323,952.307
2021-11-05 17:28:00,1,1,5.87, , ,42.667,22.222,10.611,1.667,29.724,51.182,952.335
2021-11-05 17:29:00,1,1,5.25, , ,41.263,22.737,10.263,1.632,29.765,50.98,952.35
2021-11-05 17:30:00,1,1,1.12, , ,48.0,-472.421,12.737,2.211,29.661,51.603,952.103
2021-11-05 17:31:00,1,1,1.64, , ,48.0,-287.158,14.053,2.368,29.602,51.771,952.588
2021-11-05 17:32:00,1,1,3.04, , ,48.0,-50.526,16.895,2.895,29.791,51.52,952.894
2021-11-05 17:33:00,1,1,2.36, , ,49.882,-249.412,18.412,4.0,30.034,50.978,953.136
2021-11-05 17:34:00,1,1,4.27, , ,48.0,-50.667,18.333,3.0,30.138,50.656,953.389
2021-11-05 17:35:00,1,1,3.17, , ,48.0,-284.632,15.579,2.684,30.037,50.748,953.366
2021-11-05 17:36:00,1,1,3.38, , ,48.0,-411.556,14.889,2.056,29.776,51.095,953.223
2021-11-05 17:37:00,1,1,3.94, , ,48.0,21.895,15.316,2.158,29.784,51.309,953.078
2021-11-05 17:38:00,1,1,2.74, , ,48.0,20.444,15.167,2.389,29.732,51.436,952.584
2021-11-05 17:39:00,1,1,4.64, , ,48.0,-88.889,16.278,2.222,29.632,51.648,952.477
2021-11-05 17:40:00,1,1,11.59, , ,48.0,23.2,14.2,1.65,29.44,51.813,953.05
2021-11-05 17:41:00,1,1,8.22, , ,48.0,-53.333,13.167,1.778,29.319,52.129,953.192
2021-11-05 17:42:00,1,1,6.14, , ,48.0,-220.632,12.684,1.842,29.184,52.421,952.803
2021-11-05 17:43:00,1,1,5.18, , ,47.158,-351.158,11.895,2.316,29.399,52.199,952.892
2021-11-05 17:44:00,1,1,12.72, , ,48.0,-407.111,14.889,3.889,29.625,51.577,952.898
2021-11-05 17:45:00,1,1,10.18, , ,53.333,-630.222,21.389,4.556,29.753,51.292,952.829
2021-11-05 17:46:00,1,1,10.06, , ,50.526,-43.789,20.0,3.947,29.707,51.236,952.506
2021-11-05 17:47:00,1,1,6.45, , ,48.0,-87.111,17.611,3.0,29.601,51.738,952.402
2021-11-05 17:48:00,1,1,2.93, , ,48.0,21.333,17.278,3.889,29.796,51.525,952.48
2021-11-05 17:49:00,1,1,6.18, , ,60.632,-316.632,24.316,8.421,29.897,51.208,952.321
2021-11-05 17:50:00,1,1,10.28, , ,60.235,-138.353,22.176,6.294,29.934,51.03,952.148
2021-11-05 17:51:00,1,1,4.93, , ,62.316,-290.526,22.368,4.211,29.987,50.808,951.594
2021-11-05 17:52:00,1,1,7.77, , ,51.368,-323.368,19.211,2.895,29.836,50.983,951.469
2021-11-05 17:53:00,1,1,9.55, , ,48.0,-314.947,16.684,2.211,29.718,51.227,951.217
2021-11-05 17:54:00,1,1,4.73, , ,48.0,-466.133,16.533,2.267,29.705,51.421,950.801
2021-11-05 17:55:00,1,1,2.76, , ,48.0,-153.263,17.842,2.842,29.693,51.546,950.446
2021-11-05 17:56:00,1,1,2.55, , ,48.0,-197.333,15.111,2.056,29.541,51.638,950.259
2021-11-05 17:57:00,1,1,12.94, , ,48.0,-11.789,16.263,3.0,29.574,51.587,949.961
2021-11-05 17:58:00,1,1,16.78, , ,48.0,22.222,17.889,3.0,29.704,51.444,949.854
2021-11-05 17:59:00,1,1,8.30, , ,48.0,-12.632,15.895,2.895,29.688,51.056,949.301
2021-11-05 18:00:00,1,1,4.28, , ,48.0,18.667,12.944,2.611,29.507,51.538,949.078
2021-11-05 18:01:00,1,1,10.41, , ,47.158,20.211,12.158,2.684,29.494,51.939,949.768
2021-11-05 18:02:00,1,1,11.82, , ,49.684,21.053,18.737,3.526,29.651,51.814,949.675
2021-11-05 18:03:00,1,1,10.20, , ,61.333,23.111,22.167,3.444,29.757,51.306,949.521
2021-11-05 18:04:00,1,1,8.92, , ,51.368,21.053,19.632,3.737,29.905,51.08,949.528
2021-11-05 18:05:00,1,1,8.84, , ,48.842,21.895,17.158,2.526,29.936,50.877,949.716
2021-11-05 18:06:00,1,1,9.67, , ,52.267,20.267,19.333,3.133,29.985,50.857,949.269
2021-11-05 18:07:00,1,1,7.36, , ,56.615,19.692,20.615,2.846,30.018,50.573,948.991
2021-11-05 18:08:00,1,1,12.07, , ,60.632,-15.158,21.053,3.421,30.133,50.415,949.52
2021-11-05 18:09:00,1,1,10.18, , ,53.6,-240.0,20.25,3.2,30.021,50.625,949.601
2021-11-05 18:10:00,1,1,6.64, , ,56.0,60.444,22.056,3.0,29.988,50.908,949.702
2021-11-05 18:11:00,1,1,4.78, , ,60.632,20.211,22.842,4.579,30.178,50.347,949.704
2021-11-05 18:12:00,1,1,7.94, , ,53.895,25.263,20.474,2.579,30.043,50.543,949.431
