Date Time, Monitor ID, Location ID, CO(ppm)
11 Aug 2021 18:44,1,1,0.00
11 Aug 2021 18:45,1,1,0.00
11 Aug 2021 18:46,1,1,0.00
11 Aug 2021 18:47,1,1,0.00
11 Aug 2021 18:48,1,1,0.00
11 Aug 2021 18:49,1,1,0.00
11 Aug 2021 18:50,1,1,0.00
11 Aug 2021 18:51,1,1,0.00
11 Aug 2021 18:52,1,1,0.00
11 Aug 2021 18:53,1,1,0.00
11 Aug 2021 18:54,1,1,0.00
11 Aug 2021 18:55,1,1,0.00
11 Aug 2021 18:56,1,1,0.00
11 Aug 2021 18:57,1,1,0.00
11 Aug 2021 18:58,1,1,0.00
11 Aug 2021 18:59,1,1,0.00
11 Aug 2021 19:00,1,1,0.00
11 Aug 2021 19:01,1,1,0.00
11 Aug 2021 19:02,1,1,0.00
11 Aug 2021 19:03,1,1,0.00
11 Aug 2021 19:04,1,1,0.00
11 Aug 2021 19:05,1,1,0.00
11 Aug 2021 19:06,1,1,0.00
11 Aug 2021 19:07,1,1,0.00
11 Aug 2021 19:08,1,1,0.00
11 Aug 2021 19:09,1,1,0.00
11 Aug 2021 19:10,1,1,0.00
11 Aug 2021 19:11,1,1,0.00
11 Aug 2021 19:12,1,1,0.00
11 Aug 2021 19:13,1,1,0.00
11 Aug 2021 19:14,1,1,0.00
11 Aug 2021 19:15,1,1,0.00
11 Aug 2021 19:16,1,1,0.00
11 Aug 2021 19:17,1,1,0.00
11 Aug 2021 19:18,1,1,0.00
11 Aug 2021 19:19,1,1,0.00
11 Aug 2021 19:20,1,1,0.00
11 Aug 2021 19:21,1,1,0.00
11 Aug 2021 19:22,1,1,0.00
11 Aug 2021 19:23,1,1,0.00
11 Aug 2021 19:24,1,1,0.00
11 Aug 2021 19:25,1,1,0.00
11 Aug 2021 19:26,1,1,0.00
11 Aug 2021 19:27,1,1,0.00
11 Aug 2021 19:28,1,1,0.00
11 Aug 2021 19:29,1,1,0.00
11 Aug 2021 19:30,1,1,0.00
11 Aug 2021 19:31,1,1,0.00
11 Aug 2021 19:32,1,1,0.00
11 Aug 2021 19:33,1,1,0.00
11 Aug 2021 19:34,1,1,0.00
11 Aug 2021 19:35,1,1,0.00
11 Aug 2021 19:36,1,1,0.00
11 Aug 2021 19:37,1,1,0.00
11 Aug 2021 19:38,1,1,0.00
11 Aug 2021 19:39,1,1,0.00
11 Aug 2021 19:40,1,1,0.00
11 Aug 2021 19:41,1,1,0.00
11 Aug 2021 19:42,1,1,0.00
11 Aug 2021 19:43,1,1,0.00
11 Aug 2021 19:44,1,1,0.00
11 Aug 2021 19:45,1,1,0.00
11 Aug 2021 19:46,1,1,0.00
11 Aug 2021 19:47,1,1,0.00
11 Aug 2021 19:48,1,1,0.00
11 Aug 2021 19:49,1,1,0.00
11 Aug 2021 19:50,1,1,0.00
11 Aug 2021 19:51,1,1,0.00
11 Aug 2021 19:52,1,1,0.00
11 Aug 2021 19:53,1,1,0.00
11 Aug 2021 19:54,1,1,0.00
11 Aug 2021 19:55,1,1,0.00
11 Aug 2021 19:56,1,1,0.00
11 Aug 2021 19:57,1,1,0.00
11 Aug 2021 19:58,1,1,0.00
11 Aug 2021 19:59,1,1,0.00
11 Aug 2021 20:00,1,1,0.00
11 Aug 2021 20:01,1,1,0.00
11 Aug 2021 20:02,1,1,0.00
11 Aug 2021 20:03,1,1,0.00
11 Aug 2021 20:04,1,1,0.00
11 Aug 2021 20:05,1,1,0.00
11 Aug 2021 20:06,1,1,0.00
11 Aug 2021 20:07,1,1,0.00
11 Aug 2021 20:08,1,1,0.00
11 Aug 2021 20:09,1,1,0.00
11 Aug 2021 20:10,1,1,0.00
11 Aug 2021 20:11,1,1,0.00
11 Aug 2021 20:12,1,1,0.00
11 Aug 2021 20:13,1,1,0.00
11 Aug 2021 20:14,1,1,0.00
11 Aug 2021 20:15,1,1,0.00
11 Aug 2021 20:16,1,1,0.00
11 Aug 2021 20:17,1,1,0.00
11 Aug 2021 20:18,1,1,0.00
11 Aug 2021 20:19,1,1,0.00
11 Aug 2021 20:20,1,1,0.00
11 Aug 2021 20:21,1,1,0.00
11 Aug 2021 20:22,1,1,0.08
11 Aug 2021 20:23,1,1,0.19
11 Aug 2021 20:24,1,1,0.32
11 Aug 2021 20:25,1,1,0.47
11 Aug 2021 20:26,1,1,0.61
11 Aug 2021 20:27,1,1,0.77
11 Aug 2021 20:28,1,1,0.85
11 Aug 2021 20:29,1,1,0.97
11 Aug 2021 20:30,1,1,1.12
11 Aug 2021 20:31,1,1,1.20
11 Aug 2021 20:32,1,1,1.33
11 Aug 2021 20:33,1,1,1.42
11 Aug 2021 20:34,1,1,1.46
11 Aug 2021 20:35,1,1,1.51
11 Aug 2021 20:36,1,1,1.55
11 Aug 2021 20:37,1,1,1.55
11 Aug 2021 20:38,1,1,1.54
11 Aug 2021 20:39,1,1,1.54
11 Aug 2021 20:40,1,1,1.56
11 Aug 2021 20:41,1,1,1.56
11 Aug 2021 20:42,1,1,1.52
11 Aug 2021 20:43,1,1,1.47
11 Aug 2021 20:44,1,1,1.42
11 Aug 2021 20:45,1,1,1.48
11 Aug 2021 20:46,1,1,1.49
11 Aug 2021 20:47,1,1,1.45
11 Aug 2021 20:48,1,1,1.44
11 Aug 2021 20:49,1,1,1.39
11 Aug 2021 20:50,1,1,1.34
11 Aug 2021 20:51,1,1,1.29
11 Aug 2021 20:52,1,1,1.21
11 Aug 2021 20:53,1,1,1.17
11 Aug 2021 20:54,1,1,1.14
11 Aug 2021 20:55,1,1,1.15
11 Aug 2021 20:56,1,1,1.05
11 Aug 2021 20:57,1,1,1.05
11 Aug 2021 20:58,1,1,1.03
11 Aug 2021 20:59,1,1,1.05
11 Aug 2021 21:00,1,1,1.12
11 Aug 2021 21:01,1,1,1.11
