Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm)
05 Nov 2021 13:26,1,1, ,0.090,0.053
05 Nov 2021 13:27,1,1, ,0.128,0.061
05 Nov 2021 13:28,1,1, ,0.096,0.084
05 Nov 2021 13:29,1,1, ,0.044,0.040
05 Nov 2021 13:30,1,1, ,0.050,0.039
05 Nov 2021 13:31,1,1, ,0.038,0.038
05 Nov 2021 13:32,1,1, ,0.048,0.040
05 Nov 2021 13:33,1,1, ,0.041,0.039
05 Nov 2021 13:34,1,1, ,0.053,0.045
05 Nov 2021 13:35,1,1, ,0.062,0.061
05 Nov 2021 13:36,1,1, ,0.067,0.059
05 Nov 2021 13:37,1,1, ,0.053,0.039
05 Nov 2021 13:38,1,1, ,0.114,0.050
05 Nov 2021 13:39,1,1, ,0.094,0.046
05 Nov 2021 13:40,1,1, ,0.111,0.095
05 Nov 2021 13:41,1,1, ,0.262,0.079
05 Nov 2021 13:42,1,1, ,0.318,0.183
05 Nov 2021 13:43,1,1, ,0.103,0.061
05 Nov 2021 13:44,1,1, ,0.075,0.059
05 Nov 2021 13:45,1,1, ,0.049,0.043
05 Nov 2021 13:46,1,1, ,0.144,0.069
05 Nov 2021 13:47,1,1, ,0.120,0.054
05 Nov 2021 13:48,1,1, ,0.128,0.060
05 Nov 2021 13:49,1,1, ,0.094,0.063
05 Nov 2021 13:50,1,1, ,0.187,0.070
05 Nov 2021 13:51,1,1, ,0.050,0.043
05 Nov 2021 13:52,1,1, ,0.093,0.055
05 Nov 2021 13:53,1,1, ,0.189,0.190
05 Nov 2021 13:54,1,1, ,0.078,0.047
05 Nov 2021 13:55,1,1, ,0.058,0.048
05 Nov 2021 13:56,1,1, ,0.079,0.071
05 Nov 2021 13:57,1,1, ,0.098,0.049
05 Nov 2021 13:58,1,1, ,0.066,0.044
05 Nov 2021 13:59,1,1, ,0.082,0.043
05 Nov 2021 14:00,1,1, ,0.043,0.038
05 Nov 2021 14:01,1,1, ,0.188,0.056
05 Nov 2021 14:02,1,1, ,0.633,0.113
05 Nov 2021 15:17,1,1, ,0.120,0.056
05 Nov 2021 15:18,1,1, ,0.122,0.052
05 Nov 2021 15:19,1,1, ,0.125,0.054
05 Nov 2021 15:20,1,1, ,0.089,0.054
05 Nov 2021 15:21,1,1, ,0.090,0.068
05 Nov 2021 15:22,1,1, ,0.070,0.050
05 Nov 2021 15:23,1,1, ,0.135,0.105
05 Nov 2021 15:24,1,1, ,0.206,0.083
05 Nov 2021 15:25,1,1, ,0.092,0.051
05 Nov 2021 15:26,1,1, ,0.063,0.040
05 Nov 2021 15:27,1,1, ,0.068,0.041
05 Nov 2021 15:28,1,1, ,0.051,0.044
05 Nov 2021 15:29,1,1, ,0.150,0.125
05 Nov 2021 15:30,1,1, ,0.104,0.067
05 Nov 2021 15:31,1,1, ,0.175,0.131
05 Nov 2021 15:32,1,1, ,0.215,0.219
05 Nov 2021 15:33,1,1, ,0.113,0.088
05 Nov 2021 15:34,1,1, ,0.098,0.067
05 Nov 2021 15:35,1,1, ,0.092,0.065
05 Nov 2021 15:36,1,1, ,0.082,0.055
05 Nov 2021 15:37,1,1, ,0.095,0.062
05 Nov 2021 15:38,1,1, ,0.114,0.072
05 Nov 2021 15:39,1,1, ,0.076,0.049
05 Nov 2021 15:40,1,1, ,0.313,0.318
05 Nov 2021 15:41,1,1, ,0.095,0.055
05 Nov 2021 15:42,1,1, ,0.088,0.052
05 Nov 2021 15:43,1,1, ,0.083,0.047
05 Nov 2021 15:44,1,1, ,0.126,0.055
05 Nov 2021 15:45,1,1, ,0.118,0.054
05 Nov 2021 15:46,1,1, ,0.261,0.081
05 Nov 2021 15:47,1,1, ,0.881,0.175
05 Nov 2021 15:48,1,1, ,0.522,0.162
05 Nov 2021 15:49,1,1, ,0.452,0.177
05 Nov 2021 15:50,1,1, ,0.717,0.181
05 Nov 2021 15:51,1,1, ,0.359,0.113
05 Nov 2021 15:52,1,1, ,0.313,0.106
05 Nov 2021 15:53,1,1, ,0.304,0.135
05 Nov 2021 15:54,1,1, ,0.213,0.095
05 Nov 2021 15:55,1,1, ,0.388,0.158
05 Nov 2021 15:56,1,1, ,0.180,0.083
05 Nov 2021 15:57,1,1, ,0.788,0.389
05 Nov 2021 15:58,1,1, ,0.506,0.143
05 Nov 2021 15:59,1,1, ,1.290,0.335
05 Nov 2021 16:00,1,1, ,0.345,0.165
05 Nov 2021 16:01,1,1, ,0.318,0.130
05 Nov 2021 16:02,1,1, ,0.451,0.122
05 Nov 2021 16:03,1,1, ,0.227,0.130
05 Nov 2021 16:04,1,1, ,0.522,0.138
05 Nov 2021 16:05,1,1, ,0.213,0.108
05 Nov 2021 16:06,1,1, ,0.181,0.108
05 Nov 2021 16:07,1,1, ,0.132,0.086
05 Nov 2021 16:08,1,1, ,0.303,0.180
05 Nov 2021 16:09,1,1, ,0.214,0.111
05 Nov 2021 16:10,1,1, ,0.220,0.130
05 Nov 2021 16:11,1,1, ,0.233,0.074
05 Nov 2021 16:12,1,1, ,0.258,0.105
05 Nov 2021 16:13,1,1, ,0.216,0.080
05 Nov 2021 16:14,1,1, ,0.194,0.085
05 Nov 2021 16:15,1,1, ,0.146,0.089
05 Nov 2021 16:16,1,1, ,0.125,0.079
05 Nov 2021 16:17,1,1, ,0.153,0.115
05 Nov 2021 16:18,1,1, ,0.088,0.077
05 Nov 2021 16:19,1,1, ,0.167,0.145
05 Nov 2021 16:20,1,1, ,0.201,0.143
05 Nov 2021 16:21,1,1, ,0.288,0.210
05 Nov 2021 16:22,1,1, ,0.185,0.122
05 Nov 2021 16:23,1,1, ,0.152,0.123
05 Nov 2021 16:24,1,1, ,0.167,0.117
05 Nov 2021 16:25,1,1, ,0.543,0.187
05 Nov 2021 16:26,1,1, ,0.359,0.150
05 Nov 2021 16:27,1,1, ,0.411,0.290
05 Nov 2021 16:28,1,1, ,0.309,0.184
05 Nov 2021 16:29,1,1, ,0.265,0.195
05 Nov 2021 16:30,1,1, ,0.244,0.122
05 Nov 2021 16:31,1,1, ,0.264,0.243
05 Nov 2021 16:32,1,1, ,0.421,0.425
05 Nov 2021 16:33,1,1, ,0.306,0.277
05 Nov 2021 16:34,1,1, ,0.284,0.176
05 Nov 2021 16:37,1,1,0.00, , 
05 Nov 2021 16:38,1,1,0.00, , 
05 Nov 2021 16:39,1,1,0.00, , 
05 Nov 2021 16:40,1,1,0.00, , 
05 Nov 2021 16:41,1,1,0.00, , 
05 Nov 2021 16:42,1,1,0.00, , 
05 Nov 2021 16:43,1,1,0.00, , 
05 Nov 2021 16:44,1,1,0.00, , 
05 Nov 2021 16:45,1,1,0.00, , 
05 Nov 2021 16:46,1,1,0.00, , 
05 Nov 2021 16:47,1,1,0.00, , 
05 Nov 2021 16:48,1,1,0.00, , 
05 Nov 2021 16:49,1,1,0.00, , 
05 Nov 2021 16:50,1,1,0.00, , 
05 Nov 2021 16:51,1,1,0.00, , 
05 Nov 2021 16:52,1,1,0.00, , 
05 Nov 2021 16:53,1,1,0.00, , 
05 Nov 2021 16:54,1,1,0.00, , 
05 Nov 2021 16:55,1,1,0.00, , 
05 Nov 2021 16:56,1,1,0.00, , 
05 Nov 2021 16:57,1,1,0.43, , 
05 Nov 2021 16:58,1,1,2.53, , 
05 Nov 2021 16:59,1,1,0.00, , 
05 Nov 2021 17:00,1,1,6.10, , 
05 Nov 2021 17:01,1,1,4.06, , 
05 Nov 2021 17:02,1,1,2.09, , 
05 Nov 2021 17:03,1,1,0.46, , 
05 Nov 2021 17:04,1,1,0.00, , 
05 Nov 2021 17:05,1,1,2.67, , 
05 Nov 2021 17:06,1,1,2.42, , 
05 Nov 2021 17:07,1,1,1.79, , 
05 Nov 2021 17:08,1,1,3.64, , 
05 Nov 2021 17:09,1,1,3.00, , 
05 Nov 2021 17:10,1,1,3.26, , 
05 Nov 2021 17:11,1,1,2.56, , 
05 Nov 2021 17:12,1,1,4.24, , 
05 Nov 2021 17:13,1,1,6.30, , 
05 Nov 2021 17:14,1,1,5.41, , 
05 Nov 2021 17:15,1,1,6.95, , 
05 Nov 2021 17:16,1,1,3.19, , 
05 Nov 2021 17:17,1,1,4.61, , 
05 Nov 2021 17:18,1,1,4.13, , 
05 Nov 2021 17:19,1,1,3.41, , 
05 Nov 2021 17:20,1,1,4.88, , 
05 Nov 2021 17:21,1,1,4.73, , 
05 Nov 2021 17:22,1,1,0.09, , 
05 Nov 2021 17:23,1,1,0.00, , 
05 Nov 2021 17:24,1,1,0.00, , 
05 Nov 2021 17:25,1,1,3.36, , 
05 Nov 2021 17:26,1,1,3.40, , 
05 Nov 2021 17:27,1,1,6.61, , 
05 Nov 2021 17:28,1,1,5.87, , 
05 Nov 2021 17:29,1,1,5.25, , 
05 Nov 2021 17:30,1,1,1.12, , 
05 Nov 2021 17:31,1,1,1.64, , 
05 Nov 2021 17:32,1,1,3.04, , 
05 Nov 2021 17:33,1,1,2.36, , 
05 Nov 2021 17:34,1,1,4.27, , 
05 Nov 2021 17:35,1,1,3.17, , 
05 Nov 2021 17:36,1,1,3.38, , 
05 Nov 2021 17:37,1,1,3.94, , 
05 Nov 2021 17:38,1,1,2.74, , 
05 Nov 2021 17:39,1,1,4.64, , 
05 Nov 2021 17:40,1,1,11.59, , 
05 Nov 2021 17:41,1,1,8.22, , 
05 Nov 2021 17:42,1,1,6.14, , 
05 Nov 2021 17:43,1,1,5.18, , 
05 Nov 2021 17:44,1,1,12.72, , 
05 Nov 2021 17:45,1,1,10.18, , 
05 Nov 2021 17:46,1,1,10.06, , 
05 Nov 2021 17:47,1,1,6.45, , 
05 Nov 2021 17:48,1,1,2.93, , 
05 Nov 2021 17:49,1,1,6.18, , 
05 Nov 2021 17:50,1,1,10.28, , 
05 Nov 2021 17:51,1,1,4.93, , 
05 Nov 2021 17:52,1,1,7.77, , 
05 Nov 2021 17:53,1,1,9.55, , 
05 Nov 2021 17:54,1,1,4.73, , 
05 Nov 2021 17:55,1,1,2.76, , 
05 Nov 2021 17:56,1,1,2.55, , 
05 Nov 2021 17:57,1,1,12.94, , 
05 Nov 2021 17:58,1,1,16.78, , 
05 Nov 2021 17:59,1,1,8.30, , 
05 Nov 2021 18:00,1,1,4.28, , 
05 Nov 2021 18:01,1,1,10.41, , 
05 Nov 2021 18:02,1,1,11.82, , 
05 Nov 2021 18:03,1,1,10.20, , 
05 Nov 2021 18:04,1,1,8.92, , 
05 Nov 2021 18:05,1,1,8.84, , 
05 Nov 2021 18:06,1,1,9.67, , 
05 Nov 2021 18:07,1,1,7.36, , 
05 Nov 2021 18:08,1,1,12.07, , 
05 Nov 2021 18:09,1,1,10.18, , 
05 Nov 2021 18:10,1,1,6.64, , 
05 Nov 2021 18:11,1,1,4.78, , 
05 Nov 2021 18:12,1,1,7.94, , 
05 Nov 2021 18:13,1,1,5.53, , 
05 Nov 2021 18:14,1,1,5.38, , 
05 Nov 2021 18:15,1,1,8.83, , 
05 Nov 2021 18:16,1,1,12.49, , 
05 Nov 2021 18:17,1,1,7.65, , 
05 Nov 2021 18:18,1,1,5.10, , 
05 Nov 2021 18:19,1,1,4.54, , 
05 Nov 2021 18:20,1,1,7.27, , 
05 Nov 2021 18:21,1,1,5.77, , 
05 Nov 2021 18:22,1,1,5.17, , 
05 Nov 2021 18:23,1,1,12.54, , 
05 Nov 2021 18:24,1,1,5.15, , 
05 Nov 2021 18:25,1,1,7.70, , 
05 Nov 2021 18:26,1,1,6.58, , 
05 Nov 2021 18:27,1,1,5.27, , 
05 Nov 2021 18:28,1,1,5.68, , 
05 Nov 2021 18:29,1,1,6.46, , 
05 Nov 2021 18:30,1,1,5.32, , 
05 Nov 2021 18:31,1,1,7.12, , 
05 Nov 2021 18:32,1,1,6.02, , 
05 Nov 2021 18:33,1,1,0.99, , 
05 Nov 2021 18:34,1,1,0.04, , 
