Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm)
06 Nov 2021 14:31,1,1,3.04, , 
06 Nov 2021 14:32,1,1,3.84, , 
06 Nov 2021 14:33,1,1,4.78, , 
06 Nov 2021 14:34,1,1,7.65, , 
06 Nov 2021 14:35,1,1,11.61, , 
06 Nov 2021 14:36,1,1,13.74, , 
06 Nov 2021 14:37,1,1,15.28, , 
06 Nov 2021 14:38,1,1,17.84, , 
06 Nov 2021 14:39,1,1,19.38, , 
06 Nov 2021 14:40,1,1,20.91, , 
06 Nov 2021 14:41,1,1,19.33, , 
06 Nov 2021 14:42,1,1,17.68, , 
06 Nov 2021 14:43,1,1,16.41, , 
06 Nov 2021 14:44,1,1,15.53, , 
06 Nov 2021 14:45,1,1,15.52, , 
06 Nov 2021 14:46,1,1,14.96, , 
06 Nov 2021 14:47,1,1,13.50, , 
06 Nov 2021 14:48,1,1,12.21, , 
06 Nov 2021 14:49,1,1,11.50, , 
06 Nov 2021 14:50,1,1,9.30, , 
06 Nov 2021 14:51,1,1,7.81, , 
06 Nov 2021 14:52,1,1,7.22, , 
06 Nov 2021 14:53,1,1,7.37, , 
06 Nov 2021 14:54,1,1,9.06, , 
06 Nov 2021 14:55,1,1,9.81, , 
06 Nov 2021 14:56,1,1,7.57, , 
06 Nov 2021 14:57,1,1,7.87, , 
06 Nov 2021 14:58,1,1,7.50, , 
06 Nov 2021 14:59,1,1,10.00, , 
06 Nov 2021 15:00,1,1,10.10, , 
06 Nov 2021 15:01,1,1,6.71, , 
06 Nov 2021 15:02,1,1,11.56, , 
06 Nov 2021 15:03,1,1,7.91, , 
06 Nov 2021 15:04,1,1,8.45, , 
06 Nov 2021 15:05,1,1,7.22, , 
06 Nov 2021 15:06,1,1,6.75, , 
06 Nov 2021 15:07,1,1,8.76, , 
06 Nov 2021 15:08,1,1,7.93, , 
06 Nov 2021 15:09,1,1,5.69, , 
06 Nov 2021 15:10,1,1,4.61, , 
06 Nov 2021 15:11,1,1,5.65, , 
06 Nov 2021 15:12,1,1,5.41, , 
06 Nov 2021 15:13,1,1,5.38, , 
06 Nov 2021 15:14,1,1,4.63, , 
06 Nov 2021 15:15,1,1,3.49, , 
06 Nov 2021 15:16,1,1,7.39, , 
06 Nov 2021 15:17,1,1,5.94, , 
06 Nov 2021 15:18,1,1,4.01, , 
06 Nov 2021 15:19,1,1,3.57, , 
06 Nov 2021 15:20,1,1,11.40, , 
06 Nov 2021 15:21,1,1,10.57, , 
06 Nov 2021 17:48,1,1,10.69, , 
06 Nov 2021 17:49,1,1,7.33, , 
06 Nov 2021 17:50,1,1,9.70, , 
06 Nov 2021 17:51,1,1,10.53, , 
06 Nov 2021 17:52,1,1,9.74, , 
06 Nov 2021 17:53,1,1,11.77, , 
06 Nov 2021 17:54,1,1,8.64, , 
06 Nov 2021 17:55,1,1,9.36, , 
06 Nov 2021 17:56,1,1,10.10, , 
06 Nov 2021 17:57,1,1,7.40, , 
06 Nov 2021 17:58,1,1,10.66, , 
06 Nov 2021 17:59,1,1,12.08, , 
06 Nov 2021 18:00,1,1,10.87, , 
06 Nov 2021 18:01,1,1,8.28, , 
06 Nov 2021 18:02,1,1,7.12, , 
06 Nov 2021 18:03,1,1,4.32, , 
06 Nov 2021 18:04,1,1,2.78, , 
06 Nov 2021 18:05,1,1,3.69, , 
06 Nov 2021 18:06,1,1,6.43, , 
06 Nov 2021 18:07,1,1,5.29, , 
06 Nov 2021 18:08,1,1,7.51, , 
06 Nov 2021 18:09,1,1,6.92, , 
06 Nov 2021 18:10,1,1,5.91, , 
06 Nov 2021 18:11,1,1,8.75, , 
06 Nov 2021 18:12,1,1,5.40, , 
06 Nov 2021 18:13,1,1,4.21, , 
06 Nov 2021 18:14,1,1,2.85, , 
06 Nov 2021 18:15,1,1,4.52, , 
06 Nov 2021 18:16,1,1,10.31, , 
06 Nov 2021 18:17,1,1,6.85, , 
06 Nov 2021 18:18,1,1,6.42, , 
06 Nov 2021 18:19,1,1,2.34, , 
06 Nov 2021 18:20,1,1,2.43, , 
06 Nov 2021 18:21,1,1,7.39, , 
06 Nov 2021 18:22,1,1,3.18, , 
06 Nov 2021 18:23,1,1,4.82, , 
06 Nov 2021 18:24,1,1,7.81, , 
06 Nov 2021 18:25,1,1,6.94, , 
06 Nov 2021 18:26,1,1,6.45, , 
06 Nov 2021 18:27,1,1,8.94, , 
06 Nov 2021 18:28,1,1,10.54, , 
06 Nov 2021 18:29,1,1,7.38, , 
06 Nov 2021 18:30,1,1,9.03, , 
06 Nov 2021 18:31,1,1,15.27, , 
06 Nov 2021 18:32,1,1,13.31, , 
06 Nov 2021 18:33,1,1,22.23, , 
06 Nov 2021 18:34,1,1,20.45, , 
06 Nov 2021 18:35,1,1,15.92, , 
06 Nov 2021 18:36,1,1,4.43, , 
06 Nov 2021 18:37,1,1,4.87, , 
06 Nov 2021 18:38,1,1,3.49, , 
06 Nov 2021 18:39,1,1,4.83, , 
06 Nov 2021 18:40,1,1,9.64, , 
06 Nov 2021 18:41,1,1,8.69, , 
06 Nov 2021 18:42,1,1,14.41, , 
06 Nov 2021 18:43,1,1,13.26, , 
06 Nov 2021 18:44,1,1,12.50, , 
06 Nov 2021 18:45,1,1,8.68, , 
06 Nov 2021 18:46,1,1,14.39, , 
06 Nov 2021 18:47,1,1,12.16, , 
06 Nov 2021 18:48,1,1,10.04, , 
06 Nov 2021 18:49,1,1,9.87, , 
06 Nov 2021 18:50,1,1,9.09, , 
06 Nov 2021 18:51,1,1,8.37, , 
06 Nov 2021 18:52,1,1,8.37, , 
06 Nov 2021 18:53,1,1,4.86, , 
06 Nov 2021 18:54,1,1,18.01, , 
06 Nov 2021 18:55,1,1,7.65, , 
06 Nov 2021 18:56,1,1,5.30, , 
06 Nov 2021 18:57,1,1,7.57, , 
