data,receivedTimestamp,key
"{'temp_c': 37.709999084472656, 'hum_prcnt': 27.591999053955078, 'press_hpa': 941.064208984375, 'eq_db': 39.630435943603516, 'onesmin_db': 38.94183349609375, 'onesmax_db': 40.819740295410156, 'co_ppm': 528, 'no2_ppb': 2657, 'co_mv': 1982, 'no2_mv': 1243, 'x_g': 0.0320260226726532, 'y_g': 0.0160130113363266, 'z_g': -0.0480390302836895, 'x_raw': 512, 'y_raw': 256, 'z_raw': 64768, 'lux_lx': 58.1162109375, 'uv_mwpm2': 0.163818359375, 'nc0p5_npcm3': 48.7305908203125, 'nc1p0_npcm3': 59.60184097290039, 'nc2p5_npcm3': 62.55824279785156, 'nc4p0_npcm3': 63.16166687011719, 'nc10p0_npcm3': 63.25992965698242, 'mc1p0_ugpm3': 7.860445022583008, 'mc2p5_ugpm3': 11.004191398620605, 'mc4p0_ugpm3': 13.182938575744629, 'mc10p0_ugpm3': 13.618695259094238, 'typ_pm_um': 0.7220298647880554, 'ozone_ppm': 0, 'ozone_volt_mv': 65, 'tvoc_ppb': 0, 'batt_prcnt': 65, 'batt_volt': 3761, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624341766555}",1624341570012,EB-F0-9E-16-C4-61
"{'temp_c': 38.36000061035156, 'hum_prcnt': 26.843000411987305, 'press_hpa': 940.9266967773438, 'eq_db': 39.58106994628906, 'onesmin_db': 39.14943313598633, 'onesmax_db': 40.18972396850586, 'co_ppm': 536, 'no2_ppb': 2725, 'co_mv': 2008, 'no2_mv': 1260, 'x_g': 0.0480390302836895, 'y_g': -0.0160130113363266, 'z_g': 0, 'x_raw': 768, 'y_raw': 65280, 'z_raw': 0, 'lux_lx': 54.617919921875, 'uv_mwpm2': 0.41015625, 'nc0p5_npcm3': 46.180702209472656, 'nc1p0_npcm3': 55.83796310424805, 'nc2p5_npcm3': 58.199581146240234, 'nc4p0_npcm3': 58.680938720703125, 'nc10p0_npcm3': 58.76105499267578, 'mc1p0_ugpm3': 7.309744834899902, 'mc2p5_ugpm3': 9.861306190490723, 'mc4p0_ugpm3': 11.586397171020508, 'mc10p0_ugpm3': 11.931422233581543, 'typ_pm_um': 0.7472940683364868, 'ozone_ppm': 0, 'ozone_volt_mv': 528, 'tvoc_ppb': 0, 'batt_prcnt': 68, 'batt_volt': 3776, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624342258356}",1624342066665,EB-F0-9E-16-C4-61
"{'temp_c': 38.7400016784668, 'hum_prcnt': 26.469999313354492, 'press_hpa': 940.9047241210938, 'eq_db': 39.5808219909668, 'onesmin_db': 38.85369110107422, 'onesmax_db': 40.21129608154297, 'co_ppm': 543, 'no2_ppb': 2753, 'co_mv': 2023, 'no2_mv': 1269, 'x_g': 0.0320260226726532, 'y_g': 0, 'z_g': -0.096078060567379, 'x_raw': 512, 'y_raw': 0, 'z_raw': 64000, 'lux_lx': 54.5478515625, 'uv_mwpm2': 0.109130859375, 'nc0p5_npcm3': 50.661075592041016, 'nc1p0_npcm3': 62.57310104370117, 'nc2p5_npcm3': 66.06282043457031, 'nc4p0_npcm3': 66.7757339477539, 'nc10p0_npcm3': 66.89017486572266, 'mc1p0_ugpm3': 8.303664207458496, 'mc2p5_ugpm3': 11.976409912109375, 'mc4p0_ugpm3': 14.562673568725586, 'mc10p0_ugpm3': 15.079938888549805, 'typ_pm_um': 0.7466561198234558, 'ozone_ppm': 0, 'ozone_volt_mv': 397, 'tvoc_ppb': 0, 'batt_prcnt': 68, 'batt_volt': 3796, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624342626563}",1624342430850,EB-F0-9E-16-C4-61
"{'temp_c': 39.099998474121094, 'hum_prcnt': 26.083999633789062, 'press_hpa': 940.8087768554688, 'eq_db': 39.10354995727539, 'onesmin_db': 38.55039978027344, 'onesmax_db': 39.63191604614258, 'co_ppm': 546, 'no2_ppb': 2775, 'co_mv': 2036, 'no2_mv': 1277, 'x_g': 0, 'y_g': 0, 'z_g': -0.0480390302836895, 'x_raw': 0, 'y_raw': 0, 'z_raw': 64768, 'lux_lx': 52.75244140625, 'uv_mwpm2': 0.41015625, 'nc0p5_npcm3': 44.85667419433594, 'nc1p0_npcm3': 55.26788330078125, 'nc2p5_npcm3': 58.264984130859375, 'nc4p0_npcm3': 58.877132415771484, 'nc10p0_npcm3': 58.97572326660156, 'mc1p0_ugpm3': 7.322897911071777, 'mc2p5_ugpm3': 10.484671592712402, 'mc4p0_ugpm3': 12.70300006866455, 'mc10p0_ugpm3': 13.14668083190918, 'typ_pm_um': 0.7559726238250732, 'ozone_ppm': 0, 'ozone_volt_mv': 736, 'tvoc_ppb': 0, 'batt_prcnt': 71, 'batt_volt': 3809, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624343016746}",1624342819355,EB-F0-9E-16-C4-61
"{'temp_c': 39.380001068115234, 'hum_prcnt': 25.951000213623047, 'press_hpa': 940.6505737304688, 'eq_db': 39.696441650390625, 'onesmin_db': 39.23775100708008, 'onesmax_db': 40.22653579711914, 'co_ppm': 549, 'no2_ppb': 2789, 'co_mv': 2042, 'no2_mv': 1284, 'x_g': 0, 'y_g': -0.0320260226726532, 'z_g': 0.0640520453453064, 'x_raw': 0, 'y_raw': 65024, 'z_raw': 1024, 'lux_lx': 49.439453125, 'uv_mwpm2': 0.179443359375, 'nc0p5_npcm3': 42.42995834350586, 'nc1p0_npcm3': 52.29267501831055, 'nc2p5_npcm3': 55.13770294189453, 'nc4p0_npcm3': 55.71880340576172, 'nc10p0_npcm3': 55.81235122680664, 'mc1p0_ugpm3': 6.929920196533203, 'mc2p5_ugpm3': 9.930423736572266, 'mc4p0_ugpm3': 12.036515235900879, 'mc10p0_ugpm3': 12.45773983001709, 'typ_pm_um': 0.7415609955787659, 'ozone_ppm': 0, 'ozone_volt_mv': 823, 'tvoc_ppb': 0, 'batt_prcnt': 73, 'batt_volt': 3853, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624343355484}",1624343158032,EB-F0-9E-16-C4-61
"{'temp_c': 39.709999084472656, 'hum_prcnt': 25.624000549316406, 'press_hpa': 940.6561889648438, 'eq_db': 39.29335021972656, 'onesmin_db': 38.63782501220703, 'onesmax_db': 40.090885162353516, 'co_ppm': 556, 'no2_ppb': 2825, 'co_mv': 2054, 'no2_mv': 1294, 'x_g': 0, 'y_g': -0.0160130113363266, 'z_g': -0.0160130113363266, 'x_raw': 0, 'y_raw': 65280, 'z_raw': 65280, 'lux_lx': 50.614013671875, 'uv_mwpm2': 0.43359375, 'nc0p5_npcm3': 49.14432144165039, 'nc1p0_npcm3': 61.0794563293457, 'nc2p5_npcm3': 64.72373962402344, 'nc4p0_npcm3': 65.46858215332031, 'nc10p0_npcm3': 65.58724212646484, 'mc1p0_ugpm3': 8.13710880279541, 'mc2p5_ugpm3': 11.951641082763672, 'mc4p0_ugpm3': 14.66039752960205, 'mc10p0_ugpm3': 15.202157020568848, 'typ_pm_um': 0.7518766522407532, 'ozone_ppm': 0, 'ozone_volt_mv': 706, 'tvoc_ppb': 0, 'batt_prcnt': 76, 'batt_volt': 3877, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624343836769}",1624343644487,EB-F0-9E-16-C4-61
"{'temp_c': 39.72999954223633, 'hum_prcnt': 25.61199951171875, 'press_hpa': 940.6458129882812, 'eq_db': 39.32819747924805, 'onesmin_db': 38.59187316894531, 'onesmax_db': 39.99481964111328, 'co_ppm': 557, 'no2_ppb': 2832, 'co_mv': 2056, 'no2_mv': 1289, 'x_g': 0.0160130113363266, 'y_g': 0, 'z_g': -0.0320260226726532, 'x_raw': 256, 'y_raw': 0, 'z_raw': 65024, 'lux_lx': 49.345703125, 'uv_mwpm2': 0.6318359375, 'nc0p5_npcm3': 44.137210845947266, 'nc1p0_npcm3': 54.847591400146484, 'nc2p5_npcm3': 58.11461639404297, 'nc4p0_npcm3': 58.78234100341797, 'nc10p0_npcm3': 58.888736724853516, 'mc1p0_ugpm3': 7.3061652183532715, 'mc2p5_ugpm3': 10.72625732421875, 'mc4p0_ugpm3': 13.154428482055664, 'mc10p0_ugpm3': 13.6400728225708, 'typ_pm_um': 0.7783380746841431, 'ozone_ppm': 0, 'ozone_volt_mv': 837, 'tvoc_ppb': 0, 'batt_prcnt': 76, 'batt_volt': 3877, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624343867753}",1624343669327,EB-F0-9E-16-C4-61
"{'temp_c': 39.75, 'hum_prcnt': 25.60099983215332, 'press_hpa': 940.6414184570312, 'eq_db': 39.412841796875, 'onesmin_db': 38.87224197387695, 'onesmax_db': 39.93106460571289, 'co_ppm': 557, 'no2_ppb': 2825, 'co_mv': 2057, 'no2_mv': 1298, 'x_g': -0.0320260226726532, 'y_g': -0.0160130113363266, 'z_g': -0.0160130113363266, 'x_raw': 65024, 'y_raw': 65280, 'z_raw': 65280, 'lux_lx': 50.123779296875, 'uv_mwpm2': 0.41796875, 'nc0p5_npcm3': 45.9099235534668, 'nc1p0_npcm3': 57.17578887939453, 'nc2p5_npcm3': 60.65951156616211, 'nc4p0_npcm3': 61.37163162231445, 'nc10p0_npcm3': 61.484825134277344, 'mc1p0_ugpm3': 7.626683712005615, 'mc2p5_ugpm3': 11.267210960388184, 'mc4p0_ugpm3': 13.85888385772705, 'mc10p0_ugpm3': 14.377228736877441, 'typ_pm_um': 0.7903675436973572, 'ozone_ppm': 0, 'ozone_volt_mv': 894, 'tvoc_ppb': 0, 'batt_prcnt': 77, 'batt_volt': 3899, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624343898952}",1624343700524,EB-F0-9E-16-C4-61
"{'temp_c': 39.79999923706055, 'hum_prcnt': 25.554000854492188, 'press_hpa': 940.61181640625, 'eq_db': 39.58694839477539, 'onesmin_db': 38.987648010253906, 'onesmax_db': 39.966548919677734, 'co_ppm': 556, 'no2_ppb': 2832, 'co_mv': 2057, 'no2_mv': 1294, 'x_g': -0.0800650492310524, 'y_g': 0.0160130113363266, 'z_g': -0.096078060567379, 'x_raw': 64256, 'y_raw': 256, 'z_raw': 64000, 'lux_lx': 49.664306640625, 'uv_mwpm2': 0.279052734375, 'nc0p5_npcm3': 43.89455032348633, 'nc1p0_npcm3': 54.446746826171875, 'nc2p5_npcm3': 57.62806701660156, 'nc4p0_npcm3': 58.27819061279297, 'nc10p0_npcm3': 58.38200378417969, 'mc1p0_ugpm3': 7.244541645050049, 'mc2p5_ugpm3': 10.579998970031738, 'mc4p0_ugpm3': 12.942545890808105, 'mc10p0_ugpm3': 13.415060043334961, 'typ_pm_um': 0.7829083204269409, 'ozone_ppm': 0, 'ozone_volt_mv': 849, 'tvoc_ppb': 0, 'batt_prcnt': 77, 'batt_volt': 3898, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624343997203}",1624343799376,EB-F0-9E-16-C4-61
"{'temp_c': 39.939998626708984, 'hum_prcnt': 25.388999938964844, 'press_hpa': 940.5302124023438, 'eq_db': 41.523162841796875, 'onesmin_db': 39.921905517578125, 'onesmax_db': 45.96034240722656, 'co_ppm': 557, 'no2_ppb': 2839, 'co_mv': 2066, 'no2_mv': 1296, 'x_g': -0.0160130113363266, 'y_g': -0.0160130113363266, 'z_g': -0.096078060567379, 'x_raw': 65280, 'y_raw': 65280, 'z_raw': 64000, 'lux_lx': 49.9326171875, 'uv_mwpm2': 0.659912109375, 'nc0p5_npcm3': 49.30476760864258, 'nc1p0_npcm3': 61.3419303894043, 'nc2p5_npcm3': 65.04113006591797, 'nc4p0_npcm3': 65.7972412109375, 'nc10p0_npcm3': 65.91756439208984, 'mc1p0_ugpm3': 8.177299499511719, 'mc2p5_ugpm3': 12.046089172363281, 'mc4p0_ugpm3': 14.796883583068848, 'mc10p0_ugpm3': 15.34705638885498, 'typ_pm_um': 0.7682418823242188, 'ozone_ppm': 0, 'ozone_volt_mv': 794, 'tvoc_ppb': 0, 'batt_prcnt': 79, 'batt_volt': 3938, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624344201709}",1624344003771,EB-F0-9E-16-C4-61
"{'temp_c': 40.15999984741211, 'hum_prcnt': 25.288999557495117, 'press_hpa': 940.4027709960938, 'eq_db': 40.57463073730469, 'onesmin_db': 40.20438766479492, 'onesmax_db': 41.05198287963867, 'co_ppm': 562, 'no2_ppb': 2853, 'co_mv': 2075, 'no2_mv': 1296, 'x_g': 0, 'y_g': -0.0160130113363266, 'z_g': 0, 'x_raw': 0, 'y_raw': 65280, 'z_raw': 0, 'lux_lx': 49.52978515625, 'uv_mwpm2': 0.171630859375, 'nc0p5_npcm3': 49.74470138549805, 'nc1p0_npcm3': 61.857879638671875, 'nc2p5_npcm3': 65.56867218017578, 'nc4p0_npcm3': 66.32713317871094, 'nc10p0_npcm3': 66.4478988647461, 'mc1p0_ugpm3': 8.24348258972168, 'mc2p5_ugpm3': 12.125980377197266, 'mc4p0_ugpm3': 14.884807586669922, 'mc10p0_ugpm3': 15.4365816116333, 'typ_pm_um': 0.740229606628418, 'ozone_ppm': 0, 'ozone_volt_mv': 1060, 'tvoc_ppb': 0, 'batt_prcnt': 82, 'batt_volt': 3964, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624344614575}",1624344416250,EB-F0-9E-16-C4-61
"{'temp_c': 40.33000183105469, 'hum_prcnt': 25.211999893188477, 'press_hpa': 940.3400268554688, 'eq_db': 41.03162384033203, 'onesmin_db': 40.54994201660156, 'onesmax_db': 41.44183349609375, 'co_ppm': 562, 'no2_ppb': 2889, 'co_mv': 2080, 'no2_mv': 1304, 'x_g': 0, 'y_g': 0, 'z_g': 0.0160130113363266, 'x_raw': 0, 'y_raw': 0, 'z_raw': 256, 'lux_lx': 48.49169921875, 'uv_mwpm2': 0.38671875, 'nc0p5_npcm3': 50.61958312988281, 'nc1p0_npcm3': 62.816741943359375, 'nc2p5_npcm3': 66.5047607421875, 'nc4p0_npcm3': 67.25845336914062, 'nc10p0_npcm3': 67.37873840332031, 'mc1p0_ugpm3': 8.360578536987305, 'mc2p5_ugpm3': 12.22580337524414, 'mc4p0_ugpm3': 14.965193748474121, 'mc10p0_ugpm3': 15.513089179992676, 'typ_pm_um': 0.790229856967926, 'ozone_ppm': 0, 'ozone_volt_mv': 735, 'tvoc_ppb': 0, 'batt_prcnt': 86, 'batt_volt': 3983, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624344981608}",1624344784850,EB-F0-9E-16-C4-61
"{'temp_c': 40.47999954223633, 'hum_prcnt': 25.121999740600586, 'press_hpa': 940.2913818359375, 'eq_db': 41.56199645996094, 'onesmin_db': 41.11529541015625, 'onesmax_db': 42.11994171142578, 'co_ppm': 567, 'no2_ppb': 2889, 'co_mv': 2086, 'no2_mv': 1307, 'x_g': 0.0160130113363266, 'y_g': 0, 'z_g': 0.0480390302836895, 'x_raw': 256, 'y_raw': 0, 'z_raw': 768, 'lux_lx': 50.697265625, 'uv_mwpm2': 0.163818359375, 'nc0p5_npcm3': 44.389068603515625, 'nc1p0_npcm3': 56.30021667480469, 'nc2p5_npcm3': 60.36331558227539, 'nc4p0_npcm3': 61.19471740722656, 'nc10p0_npcm3': 61.32466506958008, 'mc1p0_ugpm3': 7.594096660614014, 'mc2p5_ugpm3': 11.789215087890625, 'mc4p0_ugpm3': 14.831246376037598, 'mc10p0_ugpm3': 15.43966007232666, 'typ_pm_um': 0.8082993626594543, 'ozone_ppm': 0, 'ozone_volt_mv': 767, 'tvoc_ppb': 0, 'batt_prcnt': 89, 'batt_volt': 4032, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624345388780}",1624345194815,EB-F0-9E-16-C4-61
"{'temp_c': 40.61000061035156, 'hum_prcnt': 25.0049991607666, 'press_hpa': 940.2216796875, 'eq_db': 41.61014938354492, 'onesmin_db': 40.769134521484375, 'onesmax_db': 46.157718658447266, 'co_ppm': 568, 'no2_ppb': 2900, 'co_mv': 2089, 'no2_mv': 1312, 'x_g': 0.0320260226726532, 'y_g': 0, 'z_g': -0.0640520453453064, 'x_raw': 512, 'y_raw': 0, 'z_raw': 64512, 'lux_lx': 51.5048828125, 'uv_mwpm2': 0.101318359375, 'nc0p5_npcm3': 51.87123107910156, 'nc1p0_npcm3': 65.29368591308594, 'nc2p5_npcm3': 69.70301055908203, 'nc4p0_npcm3': 70.60491180419922, 'nc10p0_npcm3': 70.74677276611328, 'mc1p0_ugpm3': 8.766887664794922, 'mc2p5_ugpm3': 13.340035438537598, 'mc4p0_ugpm3': 16.633472442626953, 'mc10p0_ugpm3': 17.29217529296875, 'typ_pm_um': 0.7838873267173767, 'ozone_ppm': 0, 'ozone_volt_mv': 859, 'tvoc_ppb': 0, 'batt_prcnt': 91, 'batt_volt': 4051, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624345781250}",1624345581992,EB-F0-9E-16-C4-61
"{'temp_c': 40.40999984741211, 'hum_prcnt': 25.538999557495117, 'press_hpa': 940.19970703125, 'eq_db': 45.37339782714844, 'onesmin_db': 40.73329544067383, 'onesmax_db': 53.878360748291016, 'co_ppm': 549, 'no2_ppb': 2717, 'co_mv': 2041, 'no2_mv': 1262, 'x_g': 0.0480390302836895, 'y_g': 0, 'z_g': 0.0640520453453064, 'x_raw': 768, 'y_raw': 0, 'z_raw': 1024, 'lux_lx': 51.5673828125, 'uv_mwpm2': 0.525146484375, 'nc0p5_npcm3': 50.73522186279297, 'nc1p0_npcm3': 64.02496337890625, 'nc2p5_npcm3': 68.44772338867188, 'nc4p0_npcm3': 69.35250091552734, 'nc10p0_npcm3': 69.49449920654297, 'mc1p0_ugpm3': 8.60972785949707, 'mc2p5_ugpm3': 13.189621925354004, 'mc4p0_ugpm3': 16.495820999145508, 'mc10p0_ugpm3': 17.157075881958008, 'typ_pm_um': 0.8067426681518555, 'ozone_ppm': 0, 'ozone_volt_mv': 871, 'tvoc_ppb': 0, 'batt_prcnt': 94, 'batt_volt': 4101, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624346114010}",1624345916780,EB-F0-9E-16-C4-61
"{'temp_c': 40.099998474121094, 'hum_prcnt': 26.23900032043457, 'press_hpa': 940.0750732421875, 'eq_db': 45.02649688720703, 'onesmin_db': 40.8711051940918, 'onesmax_db': 54.218849182128906, 'co_ppm': 547, 'no2_ppb': 2660, 'co_mv': 2035, 'no2_mv': 1252, 'x_g': 0, 'y_g': -0.0320260226726532, 'z_g': -0.096078060567379, 'x_raw': 0, 'y_raw': 65024, 'z_raw': 64000, 'lux_lx': 46.762939453125, 'uv_mwpm2': 0.45703125, 'nc0p5_npcm3': 52.262474060058594, 'nc1p0_npcm3': 66.79170989990234, 'nc2p5_npcm3': 71.92023468017578, 'nc4p0_npcm3': 72.97000122070312, 'nc10p0_npcm3': 73.1331787109375, 'mc1p0_ugpm3': 9.050275802612305, 'mc2p5_ugpm3': 14.324522018432617, 'mc4p0_ugpm3': 18.172189712524414, 'mc10p0_ugpm3': 18.941734313964844, 'typ_pm_um': 0.8008028864860535, 'ozone_ppm': 0, 'ozone_volt_mv': 734, 'tvoc_ppb': 0, 'batt_prcnt': 99, 'batt_volt': 4161, 'bme280_int': 30, 'speco3_int': 30, 'mic_int': 30, 'mic4514_int': 30, 'mic4514pre_int': 120, 'sgpc3_int': 30, 'sps30_int': 30, 'sps30pre_int': 30, 'lis3dh_int': 30, 'si1133_int': 30, 'batt_int': 30, 'leds_on': 1, 'code_version': 1, 'gps_avg_snr': '28.57778', 'wifi_strength_dbm': '-57', 'wifi_strength_asl': '4', 'location': {'lat': 17.4454086, 'lon': 78.3498193, 'acc': 13.187999725341797}, 'timestamp': 1624346754049}",1624346559111,EB-F0-9E-16-C4-61
