created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2021-11-04 14:25:00 +0530,439218,18.5,15.4,54.34,30.89,,,
2021-11-04 14:25:30 +0530,439219,19.8,15.2,52.7,30.72,,,
2021-11-04 14:26:00 +0530,439220,17.3,13.3,53.2,30.62,,,
2021-11-04 14:26:30 +0530,439221,21.1,13.6,53.2,30.51,,,
2021-11-04 14:27:00 +0530,439222,16.9,13.2,53.4,30.54,,,
2021-11-04 14:27:30 +0530,439223,17.7,13.6,53.56,30.5,,,
2021-11-04 14:28:00 +0530,439224,17.8,13.7,53.88,30.49,,,
2021-11-04 14:28:30 +0530,439225,18.5,14.2,54.11,30.4,,,
2021-11-04 14:29:00 +0530,439226,17.8,14.1,54.7,30.31,,,
2021-11-04 14:29:30 +0530,439227,16.6,13.7,55.08,30.22,,,
2021-11-04 14:30:00 +0530,439228,18,14.3,55.35,30.23,,,
2021-11-04 14:30:30 +0530,439229,15.4,13.6,55.49,30.19,,,
2021-11-04 14:31:00 +0530,439230,17.2,13.4,55.73,30.12,,,
2021-11-04 14:31:30 +0530,439231,17.6,14.2,56.09,30.06,,,
2021-11-04 14:32:00 +0530,439232,18.3,13.9,56.38,30.02,,,
2021-11-04 14:32:30 +0530,439233,15.7,13.4,56.73,29.93,,,
2021-11-04 14:33:00 +0530,439234,19.3,14.4,56.85,29.89,,,
2021-11-04 14:33:30 +0530,439235,19,14.4,56.9,29.8,,,
2021-11-04 14:34:00 +0530,439236,18.5,14.1,57.06,29.78,,,
2021-11-04 14:34:30 +0530,439237,17.9,13.8,57.35,29.73,,,
2021-11-04 14:35:00 +0530,439238,18.7,13.8,56.73,29.67,,,
2021-11-04 14:35:30 +0530,439239,17.6,14.1,56.64,29.58,,,
2021-11-04 14:36:00 +0530,439240,20.7,13.6,56.97,29.49,,,
2021-11-04 14:36:30 +0530,439241,19,13.7,57.11,29.49,,,
2021-11-04 14:37:00 +0530,439242,21.6,13.4,57.17,29.49,,,
2021-11-04 14:37:30 +0530,439243,19.1,15.3,57.32,29.49,,,
2021-11-04 14:38:00 +0530,439244,20.4,15.9,57.44,29.49,,,
2021-11-04 14:38:30 +0530,439245,23.1,16.1,57.38,29.52,,,
2021-11-04 14:39:00 +0530,439246,21.5,16.1,57,29.56,,,
2021-11-04 14:39:30 +0530,439247,20,15.6,58.41,29.6,,,
2021-11-04 14:40:00 +0530,439248,21.6,16.7,59.17,29.66,,,
2021-11-04 14:40:30 +0530,439249,19.5,16,58.7,29.66,,,
2021-11-04 14:41:00 +0530,439250,21.4,16.4,58.99,29.7,,,
2021-11-04 14:41:30 +0530,439251,22.2,16.2,59.06,29.71,,,
2021-11-04 14:42:00 +0530,439252,20,15.8,58.79,29.72,,,
2021-11-04 14:42:30 +0530,439253,19.9,14.9,57.85,29.76,,,
2021-11-04 14:43:00 +0530,439254,19.7,14.9,57.58,29.79,,,
2021-11-04 14:43:30 +0530,439255,20.5,14.8,57,29.8,,,
2021-11-04 14:44:00 +0530,439256,18.8,14.4,56.68,29.81,,,
2021-11-04 14:44:30 +0530,439257,19.5,14.8,57.67,29.82,,,
2021-11-04 14:45:00 +0530,439258,20.5,15.1,58.67,29.83,,,
2021-11-04 14:45:30 +0530,439259,19.4,14.7,58.47,29.85,,,
2021-11-04 14:46:00 +0530,439260,18.4,14.7,58.17,29.88,,,
2021-11-04 14:46:30 +0530,439261,18.9,15.2,57.79,29.9,,,
2021-11-04 14:47:00 +0530,439262,19.4,14.8,57.23,29.93,,,
2021-11-04 14:47:30 +0530,439263,20.1,14.9,57.26,29.95,,,
2021-11-04 14:48:00 +0530,439264,19.6,15,57.29,29.98,,,
2021-11-04 14:48:30 +0530,439265,21.2,15.7,56.88,30.02,,,
2021-11-04 14:49:00 +0530,439266,18.3,14.9,58.9,30.07,,,
2021-11-04 14:49:30 +0530,439267,20.9,14.8,57.23,30.09,,,
2021-11-04 14:50:00 +0530,439268,81.6,17.2,56.64,30.12,,,
2021-11-04 14:50:30 +0530,439269,19.3,15.5,56.03,30.2,,,
2021-11-04 14:51:00 +0530,439270,22.1,16.6,55.7,30.3,,,
2021-11-04 14:51:30 +0530,439271,21.3,16.2,55.35,30.44,,,
2021-11-04 14:52:00 +0530,439272,19.2,15.1,55.03,30.59,,,
2021-11-04 14:52:30 +0530,439273,20.2,16.4,54.7,30.75,,,
2021-11-04 14:53:00 +0530,439274,21.8,15.7,54.34,30.91,,,
2021-11-04 14:53:30 +0530,439275,20.6,15.7,53.93,31.07,,,
2021-11-04 14:54:00 +0530,439276,21.4,16.2,53.6,31.23,,,
2021-11-04 14:54:30 +0530,439277,19.7,15.8,53.33,31.4,,,
2021-11-04 14:55:00 +0530,439278,21.9,15.9,52.98,31.52,,,
2021-11-04 14:55:30 +0530,439279,20.7,16.2,52.59,31.65,,,
2021-11-04 14:56:00 +0530,439280,21.6,16.2,52.24,31.81,,,
2021-11-04 14:56:30 +0530,439281,23.7,17.1,51.95,31.94,,,
2021-11-04 14:57:00 +0530,439282,19.1,15.7,51.63,32.07,,,
2021-11-04 14:57:30 +0530,439283,19.2,16.4,51.33,32.19,,,
2021-11-04 14:58:00 +0530,439284,20.3,16.2,51.04,32.3,,,
2021-11-04 14:58:30 +0530,439285,22.4,17.7,50.7,32.41,,,
2021-11-04 14:59:00 +0530,439286,21.9,17.4,50.4,32.52,,,
2021-11-04 14:59:30 +0530,439287,19.1,16.4,50.15,32.6,,,
2021-11-04 15:00:30 +0530,439289,22.2,17.7,49.7,32.79,,,
2021-11-04 15:01:00 +0530,439288,22.8,17.5,49.47,32.89,,,
2021-11-04 15:01:30 +0530,439290,20.9,17.2,49.21,32.98,,,
2021-11-04 15:02:00 +0530,439291,21,17.6,48.97,33.06,,,
2021-11-04 15:02:30 +0530,439292,20.3,17.1,48.73,33.13,,,
2021-11-04 15:03:00 +0530,439293,21.1,17.4,48.5,33.21,,,
2021-11-04 15:03:30 +0530,439294,20,17.8,48.35,33.3,,,
2021-11-04 15:04:00 +0530,439295,22.9,17.6,48.18,33.36,,,
2021-11-04 15:04:30 +0530,439296,19.5,16.8,48.04,33.44,,,
2021-11-04 15:05:00 +0530,439297,21.4,17.3,47.83,33.5,,,
2021-11-04 15:05:30 +0530,439298,19.5,16.9,47.67,33.58,,,
2021-11-04 15:06:00 +0530,439299,21.4,17.7,47.55,33.63,,,
2021-11-04 15:06:30 +0530,439300,19.2,17.1,47.41,33.7,,,
2021-11-04 15:07:00 +0530,439301,20.9,17.3,47.31,33.75,,,
2021-11-04 15:07:30 +0530,439302,20.7,17.2,47.2,33.8,,,
2021-11-04 15:08:00 +0530,439303,21.6,16.9,47.1,33.87,,,
2021-11-04 15:08:30 +0530,439304,21,17.7,46.93,33.9,,,
2021-11-04 15:09:00 +0530,439305,21.3,17.3,46.82,33.96,,,
2021-11-04 15:09:30 +0530,439306,21.7,16.8,46.65,34.01,,,
2021-11-04 15:10:00 +0530,439307,19.1,16.6,46.41,34.06,,,
2021-11-04 15:10:30 +0530,439308,19,15.7,46.16,34.1,,,
2021-11-04 15:11:00 +0530,439309,19.4,15.9,45.99,34.16,,,
