created_at,entry_id,field1,field2,field3,field4
2021-08-04 10:38:00 +0530,19674,0.0,0.0,53.07,24.76
2021-08-04 10:38:30 +0530,19675,0.0,0.0,53.2,24.86
2021-08-04 10:39:00 +0530,19676,0.0,0.0,53.22,24.97
2021-08-04 10:39:30 +0530,19677,0.0,0.0,53.22,25.08
2021-08-04 10:40:00 +0530,19678,0.0,0.0,53.13,25.17
2021-08-04 10:40:30 +0530,19679,0.0,0.0,52.98,25.25
2021-08-04 11:15:00 +0530,19681,3.6,1.7,54.99,24.95
2021-08-04 11:16:00 +0530,19680,4.7,1.8,53.83,25.02
2021-08-04 11:16:30 +0530,19682,4.4,1.6,53.65,25.08
2021-08-04 11:17:00 +0530,19683,4.3,1.6,53.04,25.16
2021-08-04 11:17:30 +0530,19684,3.3,1.7,52.24,25.19
2021-08-04 11:18:00 +0530,19685,3.4,1.7,51.97,25.17
2021-08-04 11:18:30 +0530,19686,3.4,1.6,51.62,25.16
2021-08-04 11:19:00 +0530,19687,4.3,1.7,51.33,25.17
2021-08-04 11:19:30 +0530,19688,4.5,1.5,50.93,25.19
2021-08-04 11:20:00 +0530,19689,3.4,1.3,50.37,25.21
2021-08-04 11:20:30 +0530,19690,3.2,1.3,50.13,25.39
2021-08-04 11:21:00 +0530,19691,2.3,1.3,49.56,25.39
2021-08-04 11:21:30 +0530,19692,3.5,1.4,49.1,25.39
2021-08-04 11:22:00 +0530,19693,3.9,1.3,48.8,25.4
2021-08-04 11:22:30 +0530,19694,3.7,1.5,48.57,25.4
2021-08-04 11:23:00 +0530,19695,5.1,1.5,48.21,25.4
2021-08-04 11:23:30 +0530,19696,3.5,1.3,48.01,25.4
2021-08-04 11:24:00 +0530,19697,3.2,1.4,47.96,25.4
2021-08-04 11:24:30 +0530,19698,3.5,1.4,47.64,25.42
2021-08-04 11:25:00 +0530,19699,3.7,1.3,47.4,25.47
2021-08-04 11:25:30 +0530,19700,3.3,1.3,47.17,25.46
2021-08-04 11:26:00 +0530,19701,3.6,1.6,47.0,25.48
2021-08-04 11:26:30 +0530,19702,4.1,1.4,46.76,25.53
2021-08-04 11:27:00 +0530,19703,3.6,1.5,46.6,25.57
2021-08-04 11:27:30 +0530,19704,4.0,1.6,46.67,25.59
2021-08-04 11:28:00 +0530,19705,2.9,1.4,46.6,25.67
2021-08-04 11:28:30 +0530,19706,3.9,1.4,46.46,25.67
2021-08-04 11:29:00 +0530,19707,3.9,1.4,46.39,25.68
2021-08-04 11:29:30 +0530,19708,3.2,1.3,46.23,25.67
2021-08-04 11:30:00 +0530,19709,3.3,1.3,46.06,25.68
2021-08-04 11:30:30 +0530,19710,5.4,1.7,46.06,25.64
2021-08-04 11:31:00 +0530,19711,4.0,1.3,45.99,25.66
