,created_at, Monitor ID, Location ID, SO2(ppm),NO2,O3,CO,SO2,Temperature,RH,Pressure
271,2021-10-23 16:15:00,1,1,0.0,0.0,0.0,7.737,38.632,33.051,33.135,946.432
272,2021-10-23 16:16:00,1,1,0.0,0.0,0.0,7.789,40.158,33.276,32.982,946.437
273,2021-10-23 16:17:00,1,1,0.0,0.0,0.0,7.737,39.737,33.475,32.47,946.453
274,2021-10-23 16:18:00,1,1,0.0,0.0,0.0,7.889,40.167,33.634,32.225,946.699
275,2021-10-23 16:19:00,1,1,0.0,0.0,0.0,9.105,40.684,33.715,32.055,947.707
276,2021-10-23 16:20:00,1,1,0.0,0.0,0.0,9.222,41.278,33.7,32.418,947.93
277,2021-10-23 16:21:00,1,1,0.0,0.0,0.0,9.833,43.389,33.576,32.567,947.881
278,2021-10-23 16:22:00,1,1,0.0,0.0,0.0,11.667,46.444,33.483,32.445,946.969
279,2021-10-23 16:23:00,1,1,0.0,0.0,0.0,10.444,41.556,33.187,33.05,945.208
280,2021-10-23 16:24:00,1,1,0.1,0.0,0.0,8.778,39.056,32.976,33.567,945.115
281,2021-10-23 16:25:00,1,1,0.0,0.0,0.0,8.667,40.5,32.722,34.142,944.158
282,2021-10-23 16:26:00,1,1,0.1,0.0,0.0,8.947,40.263,32.738,34.234,943.969
283,2021-10-23 16:27:00,1,1,0.1,0.0,0.0,9.611,46.5,32.787,35.075,943.928
284,2021-10-23 16:28:00,1,1,0.1,0.0,0.0,9.211,42.158,32.787,35.482,943.992
285,2021-10-23 16:29:00,1,1,0.1,0.0,0.0,7.722,37.833,32.802,35.875,943.92
