,Date Time, NO2(ppm),data.temp_c,data.hum_prcnt,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.ozone_ppm,data.batt_prcnt,data.location.lat,data.location.lon,data.no2_ppb_shift
220,2021-08-19 15:01:00,0.043,30.725,50.667,545.0,2014.0,2021.5,1065.5,74.0,73.0,17.439,78.363,2267.5
221,2021-08-19 15:02:00,0.042,30.89,50.607,535.5,2033.5,2001.0,1067.0,80.0,73.0,17.439,78.363,2213.5
222,2021-08-19 15:03:00,0.057,31.125,50.433,546.0,2074.5,2028.0,1080.5,77.0,73.0,17.439,78.363,2210.0
223,2021-08-19 15:04:00,0.045,31.36,50.185,561.5,2140.5,2071.0,1098.5,75.5,73.0,17.44,78.362,2303.0
224,2021-08-19 15:05:00,0.035,31.455,49.178,551.0,2128.0,2041.5,1098.0,82.0,73.0,17.442,78.359,2339.0
225,2021-08-19 15:06:00,0.035,31.385,49.649,535.0,2058.5,1998.5,1081.0,73.5,73.0,17.442,78.358,2240.5
315,2021-08-19 16:36:00,0.017,32.94,47.095,475.0,2003.0,1831.0,1059.0,62.0,81.0,17.46,78.334,2160.0
316,2021-08-19 16:37:00,0.018000000000000002,33.195,46.621,476.5,1965.5,1836.5,1053.0,50.5,81.0,17.46,78.334,2131.5
317,2021-08-19 16:38:00,0.016,33.55,45.92,477.5,1999.5,1837.5,1058.0,59.0,81.0,17.46,78.334,2167.5
318,2021-08-19 16:39:00,0.017,33.82,45.502,479.0,1967.0,1839.0,1054.0,52.0,81.0,17.46,78.334,2085.0
319,2021-08-19 16:40:00,0.015,34.16,44.657,478.0,1957.0,1836.0,1052.0,59.0,81.0,17.46,78.334,2296.0
320,2021-08-19 16:41:00,0.015,34.39,44.441,482.5,2012.0,1854.0,1065.0,58.0,81.5,17.46,78.334,2114.0
321,2021-08-19 16:42:00,0.016,34.655,43.923,482.0,1983.5,1850.0,1056.5,45.5,82.0,17.46,78.334,2010.5
322,2021-08-19 16:43:00,0.018000000000000002,34.905,43.145,482.0,1982.0,1849.5,1058.0,53.0,82.0,17.46,78.334,1972.5
323,2021-08-19 16:44:00,0.017,35.105,42.809,482.0,1974.5,1849.0,1051.5,48.5,82.0,17.46,78.334,1956.5
324,2021-08-19 16:45:00,0.017,35.27,42.574,485.0,2019.0,1863.5,1063.0,59.5,82.5,17.46,78.334,2039.0
325,2021-08-19 16:46:00,0.019,35.34,41.601,480.5,1967.5,1847.5,1044.0,32.5,83.5,17.46,78.334,1923.0
326,2021-08-19 16:47:00,0.015,35.35,41.179,480.5,1958.5,1850.0,1044.5,41.0,85.0,17.46,78.334,1996.0
327,2021-08-19 16:48:00,0.018000000000000002,35.37,41.628,486.5,2023.0,1868.5,1072.0,58.0,86.5,17.46,78.334,1924.5
328,2021-08-19 16:49:00,0.017,35.465,41.49,486.5,2019.0,1862.5,1063.0,58.0,87.5,17.46,78.334,1949.5
329,2021-08-19 16:50:00,0.016,35.51,41.243,486.5,2037.5,1864.0,1066.5,75.0,89.0,17.46,78.334,1905.0
330,2021-08-19 16:51:00,0.018000000000000002,35.51,41.15,484.0,1996.0,1856.0,1057.0,73.0,89.0,17.46,78.334,2067.5
332,2021-08-19 16:53:00,0.016,35.585,41.015,479.0,1940.5,1846.5,1043.5,68.0,89.0,17.46,78.334,2303.0
333,2021-08-19 16:54:00,0.016,35.68,40.773,480.0,1942.0,1842.0,1045.0,75.0,89.0,17.46,78.334,2222.5
334,2021-08-19 16:55:00,0.018000000000000002,35.76,40.504,480.5,1944.0,1845.0,1045.0,82.0,89.0,17.46,78.334,2125.0
335,2021-08-19 16:56:00,0.017,35.7,40.021,478.0,1894.5,1844.0,1034.0,71.5,88.5,17.46,78.334,2103.0
336,2021-08-19 16:57:00,0.018000000000000002,35.465,40.368,476.0,1887.0,1836.0,1021.0,58.0,88.5,17.46,78.334,2051.5
337,2021-08-19 16:58:00,0.017,35.44,40.151,473.5,1842.5,1825.0,1017.0,73.0,89.0,17.46,78.334,1994.5
338,2021-08-19 16:59:00,0.017,35.29,40.45,478.0,1907.0,1837.5,1034.0,62.5,89.0,17.46,78.334,1958.5
339,2021-08-19 17:00:00,0.017,35.125,40.963,481.5,1935.5,1848.5,1041.5,58.5,90.0,17.46,78.334,1919.5
340,2021-08-19 17:01:00,0.0,35.09,40.782,483.0,1990.5,1851.5,1055.5,58.5,91.0,17.46,78.334,1914.0
341,2021-08-19 17:02:00,0.021,35.015,41.309,488.0,2033.5,1864.5,1071.0,64.5,91.0,17.46,78.334,1910.667
342,2021-08-19 17:03:00,0.013999999999999999,35.095,41.29,481.0,1958.5,1850.5,1046.5,62.5,91.0,17.46,78.334,1889.0
343,2021-08-19 17:04:00,0.013999999999999999,35.18,40.912,480.5,1921.0,1844.5,1037.5,70.5,92.0,17.46,78.334,1924.5
344,2021-08-19 17:05:00,0.02,35.08,41.173,482.5,1987.0,1852.0,1049.0,67.0,92.0,17.46,78.334,1882.0
345,2021-08-19 17:06:00,0.018000000000000002,35.03,41.211,476.5,1919.5,1839.5,1035.0,63.5,92.0,17.46,78.334,1962.0
346,2021-08-19 17:07:00,0.016,35.04,41.023,480.0,1921.0,1846.5,1036.5,66.0,93.0,17.46,78.334,2048.0
347,2021-08-19 17:08:00,0.012,34.955,41.083,479.5,1915.5,1837.5,1035.5,70.5,93.0,17.46,78.334,1974.5
348,2021-08-19 17:09:00,0.016,34.91,41.317,483.0,1971.0,1859.0,1056.0,58.0,93.0,17.46,78.334,1919.0
349,2021-08-19 17:10:00,0.019,34.855,41.355,488.5,2098.0,1866.0,1090.0,66.0,93.5,17.46,78.334,2065.5
350,2021-08-19 17:11:00,0.016,34.85,41.342,491.0,2114.0,1878.0,1092.0,62.5,94.0,17.46,78.334,2014.0
351,2021-08-19 17:12:00,0.018000000000000002,34.885,41.339,498.5,2205.0,1896.5,1120.5,69.0,94.0,17.46,78.334,2033.5
352,2021-08-19 17:13:00,0.018000000000000002,34.935,41.332,500.5,2242.5,1903.5,1126.5,68.5,95.0,17.46,78.334,2074.5
353,2021-08-19 17:14:00,0.016,35.02,41.057,504.0,2239.0,1913.0,1130.0,66.0,95.0,17.46,78.334,2140.5
354,2021-08-19 17:15:00,0.017,35.06,40.909,496.0,2162.5,1889.5,1112.5,66.0,95.0,17.46,78.334,2128.0
355,2021-08-19 17:16:00,0.013000000000000001,35.095,40.819,499.5,2189.0,1901.5,1113.5,66.5,96.0,17.46,78.334,2058.5
356,2021-08-19 17:17:00,0.013000000000000001,35.125,40.773,502.5,2255.0,1909.0,1130.5,59.0,96.0,17.46,78.334,2003.0
357,2021-08-19 17:18:00,0.012,35.16,40.745,508.5,2307.0,1926.0,1141.0,65.5,97.0,17.46,78.334,1965.5
358,2021-08-19 17:19:00,0.013000000000000001,35.185,40.765,511.5,2335.0,1932.0,1151.5,65.5,97.0,17.46,78.334,1999.5
359,2021-08-19 17:20:00,0.012,35.205,40.694,506.0,2278.5,1920.5,1138.5,59.5,97.0,17.46,78.334,1967.0
360,2021-08-19 17:21:00,0.017,35.225,40.677,508.0,2299.5,1921.5,1147.0,64.0,98.0,17.46,78.334,1957.0
361,2021-08-19 17:22:00,0.015,35.245,40.649,505.5,2297.5,1922.5,1145.0,57.5,98.0,17.46,78.334,2012.0
362,2021-08-19 17:23:00,0.013000000000000001,35.265,40.663,509.5,2328.5,1932.5,1150.0,63.5,98.0,17.46,78.334,1983.5
363,2021-08-19 17:24:00,0.013999999999999999,35.285,40.659,508.5,2299.5,1929.5,1145.0,61.5,98.0,17.46,78.334,1982.0
364,2021-08-19 17:25:00,0.011000000000000001,35.3,40.703,514.0,2353.0,1947.0,1163.0,66.0,98.0,17.46,78.334,1974.5
365,2021-08-19 17:26:00,0.012,35.31,40.654,510.0,2338.5,1932.5,1155.0,63.0,99.0,17.46,78.334,2019.0
366,2021-08-19 17:27:00,0.009000000000000001,35.335,40.632,515.0,2346.0,1942.5,1157.5,64.0,99.0,17.46,78.334,1967.5
367,2021-08-19 17:28:00,0.006,35.353,40.618,515.0,2333.333,1936.667,1156.333,63.0,99.0,17.46,78.334,1958.5
368,2021-08-19 17:29:00,0.005,35.38,40.624,513.0,2324.5,1937.0,1152.0,65.0,99.0,17.46,78.334,2023.0
369,2021-08-19 17:30:00,0.0,35.405,40.558,512.0,2333.5,1936.5,1153.5,66.0,99.0,17.46,78.334,2019.0
370,2021-08-19 17:31:00,0.009000000000000001,35.425,40.45,506.0,2281.5,1916.5,1140.0,65.0,99.5,17.46,78.334,2037.5
371,2021-08-19 17:32:00,0.017,35.435,40.438,512.5,2329.5,1939.0,1153.5,58.0,100.0,17.46,78.334,1996.0
372,2021-08-19 17:33:00,0.022000000000000002,35.445,40.434,512.0,2333.5,1938.0,1154.5,64.0,100.0,17.46,78.334,1940.5
373,2021-08-19 17:34:00,0.021,35.46,40.441,509.5,2308.5,1929.5,1146.5,58.5,100.0,17.46,78.334,1942.0
374,2021-08-19 17:35:00,0.019,35.475,40.412,513.0,2355.0,1943.0,1158.0,61.0,100.0,17.46,78.334,1944.0
375,2021-08-19 17:36:00,0.022000000000000002,35.485,40.462,518.0,2372.5,1947.5,1165.0,62.0,100.0,17.46,78.334,1894.5
377,2021-08-19 17:38:00,0.02,35.51,40.427,517.0,2375.0,1951.0,1155.0,56.0,100.0,17.46,78.334,1887.0
378,2021-08-19 17:39:00,0.017,35.53,40.459,519.0,2387.0,1953.0,1166.5,57.0,100.0,17.46,78.334,1842.5
379,2021-08-19 17:40:00,0.017,35.54,40.454,518.0,2403.0,1960.0,1173.0,66.0,100.0,17.46,78.334,1907.0
380,2021-08-19 17:41:00,0.017,35.555,40.363,514.0,2321.0,1940.0,1153.0,60.0,100.0,17.46,78.334,1935.5
381,2021-08-19 17:42:00,0.006,35.56,40.413,522.0,2389.0,1956.5,1176.0,67.0,100.0,17.46,78.334,1990.5
382,2021-08-19 17:43:00,0.013999999999999999,35.57,40.463,521.0,2392.5,1955.5,1166.5,63.5,100.0,17.46,78.334,2033.5
383,2021-08-19 17:44:00,0.011000000000000001,35.585,40.36,517.0,2335.0,1950.5,1158.5,52.5,100.0,17.46,78.334,1958.5
384,2021-08-19 17:45:00,0.015,35.59,40.226,517.0,2335.0,1949.0,1154.0,62.0,100.0,17.46,78.334,1921.0
385,2021-08-19 17:46:00,0.022000000000000002,35.61,40.227,517.5,2369.5,1952.5,1156.5,63.0,100.0,17.46,78.334,1987.0
386,2021-08-19 17:47:00,0.026000000000000002,35.62,40.259,520.0,2371.0,1954.5,1166.0,67.5,100.0,17.46,78.334,1919.5
387,2021-08-19 17:48:00,0.026000000000000002,35.63,40.087,512.5,2310.5,1938.0,1145.5,61.0,100.0,17.46,78.334,1921.0
388,2021-08-19 17:49:00,0.022000000000000002,35.63,40.106,518.0,2328.5,1950.5,1151.0,61.0,100.0,17.46,78.334,1915.5
389,2021-08-19 17:50:00,0.02,35.63,40.094,517.5,2351.5,1954.0,1159.0,61.5,100.0,17.46,78.334,1971.0
390,2021-08-19 17:51:00,0.019,35.635,40.076,517.5,2344.5,1954.0,1157.0,66.0,100.0,17.46,78.334,2098.0
391,2021-08-19 17:52:00,0.018000000000000002,35.635,40.063,518.0,2344.0,1947.0,1156.0,63.0,100.0,17.46,78.334,2114.0
392,2021-08-19 17:53:00,0.018000000000000002,35.63,39.965,514.0,2326.0,1942.5,1151.5,61.5,100.0,17.46,78.334,2205.0
393,2021-08-19 17:54:00,0.013999999999999999,35.605,39.976,515.0,2340.5,1946.0,1151.5,65.0,100.0,17.46,78.334,2242.5
394,2021-08-19 17:55:00,0.013999999999999999,35.57,39.887,512.0,2260.0,1927.0,1135.5,62.5,100.0,17.46,78.334,2239.0
395,2021-08-19 17:56:00,0.012,35.55,39.915,516.0,2321.0,1944.0,1154.0,71.0,100.0,17.46,78.334,2162.5
396,2021-08-19 17:57:00,0.011000000000000001,35.52,39.951,512.0,2294.5,1934.0,1142.0,58.5,100.0,17.46,78.334,2189.0
397,2021-08-19 17:58:00,0.013000000000000001,35.48,40.044,514.0,2303.0,1937.0,1146.0,62.5,100.0,17.46,78.334,2255.0
