Date Time,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
2021-06-17 15:32:34,28.610000610351562,39.58700180053711,935.927490234375,56.35224914550781,46.25407791137695,66.10639953613281,471,2557,1820,1218,0.0160130113363266,0.0160130113363266,0.0,256,256,0,184.909912109375,0.031494140625,10.291573524475098,11.71351432800293,11.741679191589355,11.74652099609375,11.749669075012207,1.4712326526641846,1.5557737350463867,1.5557727813720703,1.5557748079299927,0.5516682863235474,30,-605,0,88,4004,30,30,30,30,120,30,30,30,30,30,30,1,1,25.35,-51,-29,4,17.445425,78.34982,4.800000190734863,1623924154293
2021-06-17 15:33:05,28.719999313354492,39.75299835205078,935.9545288085938,60.509830474853516,46.38587188720703,71.0319595336914,472,2567,1818,1214,0.0160130113363266,0.0160130113363266,-0.1441171020269394,256,256,63232,66.326171875,0.205322265625,12.685322761535645,14.443934440612793,14.48270320892334,14.489501953125,14.493502616882324,1.8147140741348267,1.9228557348251343,1.9259828329086304,1.9266107082366943,0.5593633651733398,32,-639,0,88,4020,30,30,30,30,120,30,30,30,30,30,30,1,1,23.049997,-55,-40,4,17.445425,78.34982,5.699999809265137,1623924185109
2021-06-17 15:33:36,28.8799991607666,39.27399826049805,935.9478149414062,63.02347183227539,46.90525817871094,72.97217559814453,470,2553,1816,1213,0.0,0.0,0.1120910719037056,0,0,1792,162.9765625,0.015869140625,11.974583625793457,13.632740020751953,13.668023109436035,13.674171447753906,13.677908897399902,1.7126227617263794,1.8134294748306274,1.8153691291809082,1.8157596588134766,0.5541619062423706,26,-527,0,88,4004,30,30,30,30,120,30,30,30,30,30,30,1,1,24.719997,-61,-42,4,17.445416666666667,78.34982666666666,7.300000190734863,1623924216118
2021-06-17 15:34:07,28.959999084472656,38.83599853515625,935.9561767578125,64.29505920410156,47.092308044433594,75.89237976074219,472,2557,1821,1215,0.0,-0.0160130113363266,-0.1120910719037056,0,65280,63744,186.0654296875,0.0546875,15.0914306640625,17.17690086364746,17.218442916870117,17.2255916595459,17.230213165283203,2.157472610473633,2.281676769256592,2.28186297416687,2.2819039821624756,0.5529907941818237,33,-659,0,88,4016,30,30,30,30,120,30,30,30,30,30,30,1,1,23.3,,-48,4,17.445718333333332,78.35012666666667,7.0,1623924247114
2021-06-17 15:35:16,29.010000228881836,38.38399887084961,935.9118041992188,61.675716400146484,46.99182891845703,74.42928314208984,476,2603,1831,1224,0.0480390302836895,-0.0320260226726532,0.0320260226726532,768,65024,512,186.942626953125,0.2490234375,10.634736061096191,12.104090690612793,12.133193969726562,12.138197898864746,12.141450881958008,1.520289421081543,1.607649564743042,1.607648491859436,1.607650637626648,0.5515838861465454,28,-552,0,87,4014,30,30,30,30,120,30,30,30,30,30,30,1,1,23.3,,-53,4,17.445718333333332,78.35012666666667,7.0,1623924316537
2021-06-17 15:36:16,29.020000457763672,38.3489990234375,935.9453125,60.61455154418945,47.1056022644043,72.83138275146484,478,2603,1839,1230,-0.0320260226726532,-0.0320260226726532,0.1120910719037056,65024,65024,1792,187.216796875,0.341552734375,12.040874481201172,13.73641300201416,13.791130065917969,13.801267623901367,13.805594444274902,1.728197455406189,1.8482577800750732,1.865053653717041,1.8684172630310059,0.5570157766342163,31,-626,0,87,4002,30,30,30,30,120,30,30,30,30,30,30,1,1,28.35,2147483647,-56,4,17.445415,78.34982666666666,7.699999809265137,1623924376807
2021-06-17 15:36:47,29.040000915527344,38.19499969482422,935.9255981445312,64.47187042236328,47.50994110107422,74.23641204833984,474,2610,1825,1229,-0.0640520453453064,0.0160130113363266,-0.0160130113363266,64512,256,65280,186.918212890625,0.44140625,10.407621383666992,11.875131607055664,11.923763275146484,11.93280029296875,11.936578750610352,1.494203805923462,1.5992780923843384,1.6148282289505005,1.6179395914077759,0.5636663436889648,27,-539,0,87,4011,30,30,30,30,120,30,30,30,30,30,30,1,1,26.9375,-53,-49,4,17.445415,78.34982666666666,4.900000095367432,1623924407614
2021-06-17 15:37:18,29.06999969482422,37.895999908447266,935.8239135742188,63.287391662597656,47.35702896118164,74.26435852050781,475,2603,1833,1233,0.0160130113363266,0.0,-0.0320260226726532,256,0,65024,185.86474609375,0.047119140625,11.072541236877441,12.633245468139648,12.684599876403809,12.694136619567871,12.698145866394043,1.5895437002182007,1.7009578943252563,1.7172048091888428,1.7204570770263672,0.566663384437561,16,-320,0,87,4006,30,30,30,30,120,30,30,30,30,30,30,1,1,24.016668,-53,-52,4,17.44539166666667,78.34984166666666,5.699999809265137,1623924438820
2021-06-17 15:37:49,29.06999969482422,36.99399948120117,935.828125,63.0201301574707,47.817684173583984,73.36033630371094,471,2542,1817,1209,-0.0160130113363266,0.0,-0.0160130113363266,65280,0,65280,89.178466796875,0.2646484375,13.371553421020508,15.250899314880371,15.309226989746094,15.319984436035156,15.324715614318848,1.91841459274292,2.0493764877319336,2.066147565841675,2.0695064067840576,0.5657964944839478,7,-133,0,87,4003,30,30,30,30,120,30,30,30,30,30,30,1,1,26.666664,-59,-57,4,17.445531666666668,78.34996500000001,2.4000000953674316,1623924469631
2021-06-17 15:38:20,29.06999969482422,39.097999572753906,935.8748779296875,60.04701232910156,47.65815734863281,71.21195983886719,482,2664,1851,1245,0.0480390302836895,-0.0320260226726532,-0.0800650492310524,768,65024,64256,586.8583984375,0.163818359375,17.459962844848633,19.922805786132812,20.00502586364746,20.020320892333984,20.026676177978516,2.506896734237671,2.6837871074676514,2.710362434387207,2.715683937072754,0.5649951696395874,59,-1173,0,87,4011,30,30,30,30,120,30,30,30,30,30,30,1,1,30.41111,2147483647,-63,4,17.445506666666667,78.34996333333333,2.5,1623924500631
