Epoch date,GMT,Battery_percentage,CO_mega
1624472885,23-06-2021 18:28,100,582
1624472893,23-06-2021 18:28,100,582
1624473256,23-06-2021 18:34,100,581
1624473259,23-06-2021 18:34,100,581
1624473585,23-06-2021 18:39,100,580
1624473588,23-06-2021 18:39,100,580
1624473978,23-06-2021 18:46,100,581
1624474358,23-06-2021 18:52,100,581
1624474937,23-06-2021 19:02,100,582
1624475429,23-06-2021 19:10,100,582
1624475960,23-06-2021 19:19,100,581
1624477146,23-06-2021 19:39,100,580
1624477740,23-06-2021 19:49,100,579
1624477746,23-06-2021 19:49,100,579
1624478300,23-06-2021 19:58,100,579
1624478306,23-06-2021 19:58,100,579
1624478957,23-06-2021 20:09,100,576
1624478964,23-06-2021 20:09,100,576
1624479518,23-06-2021 20:18,100,575
1624479522,23-06-2021 20:18,100,575
1624480006,23-06-2021 20:26,100,576
1624480008,23-06-2021 20:26,100,576
1624480540,23-06-2021 20:35,100,576
1624481024,23-06-2021 20:43,100,574
1624481027,23-06-2021 20:43,100,574
1624481623,23-06-2021 20:53,100,573
1624481628,23-06-2021 20:53,100,573
1624481990,23-06-2021 20:59,100,573
1624481996,23-06-2021 20:59,100,573
1624482386,23-06-2021 21:06,100,573
1624482389,23-06-2021 21:06,100,573
1624482762,23-06-2021 21:12,100,571
1624482768,23-06-2021 21:12,100,571
1624483114,23-06-2021 21:18,100,572
1624483117,23-06-2021 21:18,100,572
1624483411,23-06-2021 21:23,100,570
1624483417,23-06-2021 21:23,100,570
1624483961,23-06-2021 21:32,100,568
1624483967,23-06-2021 21:32,100,568
1624484413,23-06-2021 21:40,100,572
1624484416,23-06-2021 21:40,100,572
1624485027,23-06-2021 21:50,100,569
1624485035,23-06-2021 21:50,100,570
1624485588,23-06-2021 21:59,100,569
1624485591,23-06-2021 21:59,100,569
1624486060,23-06-2021 22:07,100,565
1624486065,23-06-2021 22:07,100,565
1624486433,23-06-2021 22:13,100,563
1624486439,23-06-2021 22:13,100,563
1624486807,23-06-2021 22:20,100,564
1624486810,23-06-2021 22:20,100,564
1624487170,23-06-2021 22:26,100,562
1624487175,23-06-2021 22:26,100,562
1624487521,23-06-2021 22:32,100,560
1624487524,23-06-2021 22:32,100,560
1624487900,23-06-2021 22:38,100,561
1624487907,23-06-2021 22:38,100,561
1624488354,23-06-2021 22:45,100,558
1624488359,23-06-2021 22:45,100,558
1624488817,23-06-2021 22:53,100,557
1624488821,23-06-2021 22:53,100,557
1624489346,23-06-2021 23:02,100,557
1624489353,23-06-2021 23:02,100,558
1624489380,23-06-2021 23:03,100,558
1624489383,23-06-2021 23:03,100,556
1624489476,23-06-2021 23:04,100,558
1624489479,23-06-2021 23:04,100,558
1624489597,23-06-2021 23:06,100,556
1624489600,23-06-2021 23:06,100,556
1624490201,23-06-2021 23:16,100,558
1624490203,23-06-2021 23:16,100,558
1624490731,23-06-2021 23:25,100,557
1624490740,23-06-2021 23:25,100,555
1624491159,23-06-2021 23:32,100,555
1624491654,23-06-2021 23:40,100,556
1624491659,23-06-2021 23:40,100,556
1624492149,23-06-2021 23:49,100,555
1624492673,23-06-2021 23:57,100,553
1624492678,23-06-2021 23:57,100,553
1624492981,24-06-2021 00:03,100,554
1624492984,24-06-2021 00:03,100,554
1624493270,24-06-2021 00:07,100,552
1624493661,24-06-2021 00:14,100,553
1624493670,24-06-2021 00:14,100,553
1624494009,24-06-2021 00:20,100,551
1624494012,24-06-2021 00:20,100,551
1624494322,24-06-2021 00:25,100,550
1624494325,24-06-2021 00:25,100,550
1624494953,24-06-2021 00:35,100,551
1624494962,24-06-2021 00:36,100,551
1624495592,24-06-2021 00:46,100,549
1624496194,24-06-2021 00:56,100,549
1624496479,24-06-2021 01:01,100,549
1624496897,24-06-2021 01:08,100,549
1624497325,24-06-2021 01:15,100,548
1624497747,24-06-2021 01:22,100,550
1624498104,24-06-2021 01:28,100,549
1624498670,24-06-2021 01:37,100,550
1624499007,24-06-2021 01:43,100,548
1624499403,24-06-2021 01:50,100,548
1624499799,24-06-2021 01:56,100,548
1624500194,24-06-2021 02:03,100,549
1624500653,24-06-2021 02:10,100,548
1624501186,24-06-2021 02:19,100,549
1624501594,24-06-2021 02:26,100,549
1624502006,24-06-2021 02:33,100,547
1624502334,24-06-2021 02:38,100,547
1624502726,24-06-2021 02:45,100,544
1624503261,24-06-2021 02:54,100,546
1624503702,24-06-2021 03:01,100,546
1624504082,24-06-2021 03:08,100,549
1624504486,24-06-2021 03:14,100,547
1624504884,24-06-2021 03:21,100,545
1624505230,24-06-2021 03:27,100,545
1624505896,24-06-2021 03:38,100,545
1624506555,24-06-2021 03:49,100,544
1624507162,24-06-2021 03:59,100,546
1624507580,24-06-2021 04:06,100,543
1624507979,24-06-2021 04:12,100,544
1624508404,24-06-2021 04:20,100,543
1624508824,24-06-2021 04:27,100,541
1624509201,24-06-2021 04:33,100,545
1624509724,24-06-2021 04:42,100,546
1624510040,24-06-2021 04:47,100,545
1624510387,24-06-2021 04:53,100,544
1624510679,24-06-2021 04:57,100,544
1624510811,24-06-2021 05:00,100,545
1624510915,24-06-2021 05:01,100,543
1624511096,24-06-2021 05:04,100,544
1624511534,24-06-2021 05:12,100,546
1624511899,24-06-2021 05:18,100,545
1624512360,24-06-2021 05:26,100,568
1624512410,24-06-2021 05:26,100,569
1624513233,24-06-2021 05:40,100,567
1624513644,24-06-2021 05:47,100,562
1624514057,24-06-2021 05:54,100,559
1624514370,24-06-2021 05:59,100,556
1624514706,24-06-2021 06:05,100,554
1624515005,24-06-2021 06:10,100,554
1624515452,24-06-2021 06:17,100,556
1624516275,24-06-2021 06:31,100,552
1624516779,24-06-2021 06:39,100,550
1624517271,24-06-2021 06:47,100,551
1624517703,24-06-2021 06:55,100,551
1624518097,24-06-2021 07:01,100,552
1624518524,24-06-2021 07:08,100,551
1624518702,24-06-2021 07:11,100,553
1624518914,24-06-2021 07:15,100,552
1624519121,24-06-2021 07:18,100,552
1624519350,24-06-2021 07:22,100,551
1624519558,24-06-2021 07:25,100,549
1624519796,24-06-2021 07:29,100,548
1624520061,24-06-2021 07:34,100,550
1624520244,24-06-2021 07:37,100,548
1624520450,24-06-2021 07:40,100,549
1624520651,24-06-2021 07:44,100,547
1624521066,24-06-2021 07:51,100,550
1624521626,24-06-2021 08:00,100,548
1624522051,24-06-2021 08:07,100,547
1624522081,24-06-2021 08:08,100,548
1624522164,24-06-2021 08:09,100,548
1624522264,24-06-2021 08:11,100,548
1624522449,24-06-2021 08:14,100,548
1624522452,24-06-2021 08:14,100,548
1624522757,24-06-2021 08:19,100,549
1624522760,24-06-2021 08:19,100,549
1624523512,24-06-2021 08:31,100,548
1624523520,24-06-2021 08:32,100,548
1624523572,24-06-2021 08:32,100,547
1624523576,24-06-2021 08:32,100,547
1624523829,24-06-2021 08:37,100,547
1624523832,24-06-2021 08:37,100,547
1624524460,24-06-2021 08:47,100,542
1624524464,24-06-2021 08:47,100,542
1624524698,24-06-2021 08:51,100,544
1624524701,24-06-2021 08:51,100,544
1624525188,24-06-2021 08:59,100,544
1624525649,24-06-2021 09:07,100,542
1624525653,24-06-2021 09:07,100,542
1624526041,24-06-2021 09:14,100,542
1624526044,24-06-2021 09:14,100,542
1624526307,24-06-2021 09:18,100,543
1624526310,24-06-2021 09:18,100,543
1624526482,24-06-2021 09:21,100,541
1624526489,24-06-2021 09:21,100,541
1624526796,24-06-2021 09:26,100,542
1624526800,24-06-2021 09:26,100,542
1624527173,24-06-2021 09:32,100,542
1624527177,24-06-2021 09:32,100,542
1624527528,24-06-2021 09:38,100,544
1624527531,24-06-2021 09:38,100,544
1624527912,24-06-2021 09:45,100,546
1624527921,24-06-2021 09:45,100,546
1624527981,24-06-2021 09:46,100,545
1624527984,24-06-2021 09:46,100,544
1624528097,24-06-2021 09:48,100,544
1624528100,24-06-2021 09:48,100,544
1624528377,24-06-2021 09:52,100,540
1624528380,24-06-2021 09:53,100,540
1624528625,24-06-2021 09:57,100,541
1624528628,24-06-2021 09:57,100,541
1624528808,24-06-2021 10:00,100,539
1624528811,24-06-2021 10:00,100,539
1624529015,24-06-2021 10:03,100,538
1624529020,24-06-2021 10:03,100,538
1624529243,24-06-2021 10:07,100,538
1624529249,24-06-2021 10:07,100,537
1624529274,24-06-2021 10:07,100,537
1624529277,24-06-2021 10:07,100,537
1624529474,24-06-2021 10:11,100,537
1624529478,24-06-2021 10:11,100,537
1624529659,24-06-2021 10:14,100,537
1624529663,24-06-2021 10:14,100,537
1624529852,24-06-2021 10:17,100,537
1624529855,24-06-2021 10:17,100,537
1624530088,24-06-2021 10:21,100,537
1624530094,24-06-2021 10:21,100,537
1624530285,24-06-2021 10:24,100,538
1624530288,24-06-2021 10:24,100,538
1624530491,24-06-2021 10:28,100,537
1624530498,24-06-2021 10:28,100,537
1624530722,24-06-2021 10:32,100,536
1624530725,24-06-2021 10:32,100,536
1624531007,24-06-2021 10:36,99,532
1624531011,24-06-2021 10:36,99,532
1624531145,24-06-2021 10:39,98,532
1624531148,24-06-2021 10:39,98,532
1624531344,24-06-2021 10:42,98,531
1624531347,24-06-2021 10:42,98,533
1624531524,24-06-2021 10:45,98,534
1624531527,24-06-2021 10:45,98,532
1624531750,24-06-2021 10:49,97,535
1624531757,24-06-2021 10:49,97,535
1624531915,24-06-2021 10:51,96,534
1624531921,24-06-2021 10:52,96,532
1624532181,24-06-2021 10:56,97,534
1624532371,24-06-2021 10:59,100,536
1624532374,24-06-2021 10:59,100,536
1624532555,24-06-2021 11:02,100,536
1624532558,24-06-2021 11:02,100,536
1624532787,24-06-2021 11:06,100,534
1624532790,24-06-2021 11:06,100,534
1624532877,24-06-2021 11:07,100,534
1624532881,24-06-2021 11:08,100,534
1624533061,24-06-2021 11:11,100,532
1624533264,24-06-2021 11:14,100,533
1624533267,24-06-2021 11:14,100,532
1624533461,24-06-2021 11:17,100,531
1624533464,24-06-2021 11:17,100,531
1624533684,24-06-2021 11:21,100,531
1624533686,24-06-2021 11:21,100,533
1624533878,24-06-2021 11:24,100,532
1624533883,24-06-2021 11:24,100,532
1624534259,24-06-2021 11:30,100,539
1624534262,24-06-2021 11:31,100,539
1624534629,24-06-2021 11:37,100,537
1624534635,24-06-2021 11:37,100,537
1624534918,24-06-2021 11:41,100,537
1624534922,24-06-2021 11:42,100,537
1624535338,24-06-2021 11:48,100,537
1624535341,24-06-2021 11:49,100,537
1624535738,24-06-2021 11:55,100,537
1624535740,24-06-2021 11:55,100,537
1624536073,24-06-2021 12:01,100,536
1624536082,24-06-2021 12:01,100,536
1624536136,24-06-2021 12:02,100,539
1624536138,24-06-2021 12:02,100,539
1624536282,24-06-2021 12:04,100,537
1624536285,24-06-2021 12:04,100,537
1624536565,24-06-2021 12:09,100,532
1624536568,24-06-2021 12:09,100,530
1624536716,24-06-2021 12:11,100,534
1624536719,24-06-2021 12:11,100,534
1624536992,24-06-2021 12:16,100,537
1624536996,24-06-2021 12:16,100,537
1624537256,24-06-2021 12:20,100,537
1624537259,24-06-2021 12:20,100,535
1624537442,24-06-2021 12:24,100,532
1624537450,24-06-2021 12:24,100,532
1624537653,24-06-2021 12:27,100,533
1624537656,24-06-2021 12:27,100,533
1624537883,24-06-2021 12:31,100,530
1624537886,24-06-2021 12:31,100,530
1624538128,24-06-2021 12:35,100,528
1624538133,24-06-2021 12:35,100,531
1624538245,24-06-2021 12:37,100,531
1624538249,24-06-2021 12:37,100,531
1624538455,24-06-2021 12:40,100,530
1624538458,24-06-2021 12:40,100,529
1624538635,24-06-2021 12:43,100,528
1624538635,24-06-2021 12:43,100,528
1624538638,24-06-2021 12:43,100,528
1624538861,24-06-2021 12:47,100,528
1624538867,24-06-2021 12:47,100,528
1624539071,24-06-2021 12:51,100,530
1624539076,24-06-2021 12:51,100,530
1624539247,24-06-2021 12:54,100,528
1624539251,24-06-2021 12:54,100,528
1624539451,24-06-2021 12:57,100,529
1624539454,24-06-2021 12:57,100,529
1624539663,24-06-2021 13:01,100,531
1624539666,24-06-2021 13:01,100,531
1624539856,24-06-2021 13:04,100,532
1624539859,24-06-2021 13:04,100,532
1624540038,24-06-2021 13:07,100,534
1624540044,24-06-2021 13:07,100,534
1624540387,24-06-2021 13:13,100,537
1624540394,24-06-2021 13:13,100,537
1624540746,24-06-2021 13:19,100,538
1624540749,24-06-2021 13:19,100,538
1624541145,24-06-2021 13:25,100,539
1624541149,24-06-2021 13:25,100,539
1624541957,24-06-2021 13:39,100,540
1624541963,24-06-2021 13:39,100,540
1624542527,24-06-2021 13:48,100,543
1624542531,24-06-2021 13:48,100,543
1624543057,24-06-2021 13:57,100,544
1624543582,24-06-2021 14:06,100,542
1624543590,24-06-2021 14:06,100,542
1624544008,24-06-2021 14:13,100,546
1624544011,24-06-2021 14:13,100,546
1624544409,24-06-2021 14:20,100,544
1624544750,24-06-2021 14:25,100,544
1624544754,24-06-2021 14:25,100,544
1624545135,24-06-2021 14:32,100,545
1624545141,24-06-2021 14:32,100,545
1624545515,24-06-2021 14:38,100,544
1624546022,24-06-2021 14:47,100,542
1624546026,24-06-2021 14:47,100,544
1624546517,24-06-2021 14:55,100,546
1624547031,24-06-2021 15:03,100,544
1624547456,24-06-2021 15:10,100,543
1624547674,24-06-2021 15:14,100,545
1624548066,24-06-2021 15:21,100,545
1624548437,24-06-2021 15:27,100,544
1624549226,24-06-2021 15:40,100,544
1624549715,24-06-2021 15:48,100,543
1624550245,24-06-2021 15:57,100,545
1624550414,24-06-2021 16:00,100,543
1624550637,24-06-2021 16:03,100,546
1624551069,24-06-2021 16:11,100,544
1624551410,24-06-2021 16:16,100,542
1624551765,24-06-2021 16:22,100,539
1624552136,24-06-2021 16:28,100,543
1624552139,24-06-2021 16:28,100,543
1624552586,24-06-2021 16:36,100,540
1624552994,24-06-2021 16:43,100,542
1624553293,24-06-2021 16:48,100,539
1624553296,24-06-2021 16:48,100,539
1624553644,24-06-2021 16:54,100,541
1624553976,24-06-2021 16:59,100,539
1624554342,24-06-2021 17:05,100,540
1624554727,24-06-2021 17:12,100,537
1624555334,24-06-2021 17:22,100,537
1624555664,24-06-2021 17:27,100,539
1624556045,24-06-2021 17:34,100,538
1624556441,24-06-2021 17:40,100,538
1624556444,24-06-2021 17:40,100,538
1624556811,24-06-2021 17:46,100,537
1624556819,24-06-2021 17:46,100,537
1624557169,24-06-2021 17:52,100,539
1624557664,24-06-2021 18:01,100,538
1624557667,24-06-2021 18:01,100,538
1624558203,24-06-2021 18:10,100,539
1624558212,24-06-2021 18:10,100,537
1624558815,24-06-2021 18:20,100,540
1624558818,24-06-2021 18:20,100,540
1624559211,24-06-2021 18:26,100,537
1624559215,24-06-2021 18:26,100,537
1624559572,24-06-2021 18:32,100,536
1624559579,24-06-2021 18:32,100,536
1624559936,24-06-2021 18:38,100,536
1624559939,24-06-2021 18:38,100,536
1624560332,24-06-2021 18:45,100,537
1624560696,24-06-2021 18:51,100,536
1624560699,24-06-2021 18:51,100,536
1624561236,24-06-2021 19:00,100,538
1624561244,24-06-2021 19:00,100,536
1624561614,24-06-2021 19:06,100,536
1624561617,24-06-2021 19:06,100,536
1624562000,24-06-2021 19:13,100,536
1624562003,24-06-2021 19:13,100,536
1624562376,24-06-2021 19:19,100,537
1624562380,24-06-2021 19:19,100,537
1624562776,24-06-2021 19:26,100,536
1624562783,24-06-2021 19:26,100,536
1624563137,24-06-2021 19:32,100,536
1624563140,24-06-2021 19:32,100,536
1624563632,24-06-2021 19:40,100,536
1624563636,24-06-2021 19:40,100,536
1624563981,24-06-2021 19:46,100,533
1624563988,24-06-2021 19:46,100,533
1624564325,24-06-2021 19:52,100,534
1624564328,24-06-2021 19:52,100,534
1624564713,24-06-2021 19:58,100,537
1624564718,24-06-2021 19:58,100,537
1624565080,24-06-2021 20:04,100,536
1624565083,24-06-2021 20:04,100,536
1624565428,24-06-2021 20:10,100,536
1624565435,24-06-2021 20:10,100,536
1624565951,24-06-2021 20:19,100,534
1624565956,24-06-2021 20:19,100,534
1624566337,24-06-2021 20:25,100,533
1624566340,24-06-2021 20:25,100,533
1624566695,24-06-2021 20:31,100,534
1624566702,24-06-2021 20:31,100,534
1624567053,24-06-2021 20:37,100,536
1624567057,24-06-2021 20:37,100,536
1624567425,24-06-2021 20:43,100,535
1624567428,24-06-2021 20:43,100,535
1624567787,24-06-2021 20:49,100,535
1624567790,24-06-2021 20:49,100,535
1624568310,24-06-2021 20:58,100,534
1624568319,24-06-2021 20:58,100,534
1624568863,24-06-2021 21:07,100,534
1624568866,24-06-2021 21:07,100,533
1624569372,24-06-2021 21:16,100,537
1624569377,24-06-2021 21:16,100,536
1624570017,24-06-2021 21:26,100,533
1624570023,24-06-2021 21:27,100,533
1624570553,24-06-2021 21:35,100,535
1624571120,24-06-2021 21:45,100,536
1624571642,24-06-2021 21:54,100,534
1624571720,24-06-2021 21:55,100,533
1624571913,24-06-2021 21:58,100,534
1624572433,24-06-2021 22:07,100,536
1624572902,24-06-2021 22:15,100,538
1624573283,24-06-2021 22:21,100,534
1624573754,24-06-2021 22:29,100,534
1624574180,24-06-2021 22:36,100,534
1624574517,24-06-2021 22:41,100,533
1624574925,24-06-2021 22:48,100,534
1624575302,24-06-2021 22:55,100,535
1624575928,24-06-2021 23:05,100,536
1624576343,24-06-2021 23:12,100,534
1624576755,24-06-2021 23:19,100,537
1624577165,24-06-2021 23:26,100,534
1624577577,24-06-2021 23:32,100,535
1624578071,24-06-2021 23:41,100,536
1624578533,24-06-2021 23:48,100,534
1624578913,24-06-2021 23:55,100,533
1624579324,25-06-2021 00:02,100,536
1624579770,25-06-2021 00:09,100,534
1624580082,25-06-2021 00:14,100,532
1624580742,25-06-2021 00:25,100,534
1624581099,25-06-2021 00:31,100,534
1624581478,25-06-2021 00:37,100,534
1624581884,25-06-2021 00:44,100,535
1624582292,25-06-2021 00:51,100,535
1624582753,25-06-2021 00:59,100,534
1624583304,25-06-2021 01:08,100,534
1624586958,25-06-2021 02:09,100,532
1624586965,25-06-2021 02:09,100,533
1624587831,25-06-2021 02:23,100,532
1624588361,25-06-2021 02:32,100,534
1624588720,25-06-2021 02:38,100,533
1624589116,25-06-2021 02:45,100,531
1624589515,25-06-2021 02:51,100,532
1624589924,25-06-2021 02:58,100,533
1624589931,25-06-2021 02:58,100,533
1624590436,25-06-2021 03:07,100,532
1624590966,25-06-2021 03:16,100,533
1624591527,25-06-2021 03:25,100,534
1624591988,25-06-2021 03:33,100,533
1624592590,25-06-2021 03:43,100,533
1624592977,25-06-2021 03:49,100,534
1624593008,25-06-2021 03:50,100,533
1624593039,25-06-2021 03:50,100,533
1624593070,25-06-2021 03:51,100,534
1624593101,25-06-2021 03:51,100,533
1624593132,25-06-2021 03:52,100,532
1624593163,25-06-2021 03:52,100,534
1624593194,25-06-2021 03:53,100,533
1624593225,25-06-2021 03:53,100,534
1624593256,25-06-2021 03:54,100,534
1624593287,25-06-2021 03:54,100,533
1624593318,25-06-2021 03:55,100,533
1624593349,25-06-2021 03:55,100,534
1624593590,25-06-2021 03:59,100,534
1624593968,25-06-2021 04:06,100,533
1624594392,25-06-2021 04:13,100,533
1624594783,25-06-2021 04:19,100,534
1624595131,25-06-2021 04:25,100,534
1624595841,25-06-2021 04:37,100,533
1624596404,25-06-2021 04:46,100,532
1624596901,25-06-2021 04:55,100,533
1624597505,25-06-2021 05:05,100,534
1624597890,25-06-2021 05:11,100,534
1624599074,25-06-2021 05:31,100,533
1624599602,25-06-2021 05:40,100,533
1624600152,25-06-2021 05:49,100,535
1624600858,25-06-2021 06:00,100,537
1624601485,25-06-2021 06:11,100,535
1624601942,25-06-2021 06:19,100,539
1624602441,25-06-2021 06:27,100,538
1624602832,25-06-2021 06:33,100,539
1624603186,25-06-2021 06:39,100,544
1624603528,25-06-2021 06:45,100,547
1624603965,25-06-2021 06:52,100,548
1624604460,25-06-2021 07:01,100,547
1624604999,25-06-2021 07:09,100,549
1624605537,25-06-2021 07:18,100,552
1624606068,25-06-2021 07:27,100,550
1624606566,25-06-2021 07:36,100,551
1624607172,25-06-2021 07:46,100,553
1624607552,25-06-2021 07:52,100,553
1624607557,25-06-2021 07:52,100,551
1624607937,25-06-2021 07:58,100,552
1624608342,25-06-2021 08:05,100,551
1624608729,25-06-2021 08:12,100,554
1624609042,25-06-2021 08:17,100,552
1624609530,25-06-2021 08:25,100,552
1624609928,25-06-2021 08:32,100,553
1624610264,25-06-2021 08:37,100,553
1624610270,25-06-2021 08:37,100,553
1624610618,25-06-2021 08:43,100,554
1624611043,25-06-2021 08:50,100,554
1624611047,25-06-2021 08:50,100,554
1624611406,25-06-2021 08:56,100,552
1624611999,25-06-2021 09:06,100,552
1624612009,25-06-2021 09:06,100,552
1624612450,25-06-2021 09:14,100,552
1624612453,25-06-2021 09:14,100,552
1624612932,25-06-2021 09:22,100,554
1624612936,25-06-2021 09:22,100,554
1624613321,25-06-2021 09:28,100,554
1624613328,25-06-2021 09:28,100,554
1624613681,25-06-2021 09:34,100,554
1624613684,25-06-2021 09:34,100,554
1624614044,25-06-2021 09:40,100,553
1624614049,25-06-2021 09:40,100,553
1624614351,25-06-2021 09:45,100,555
1624614355,25-06-2021 09:45,100,555
1624614673,25-06-2021 09:51,100,555
1624614680,25-06-2021 09:51,100,555
1624614782,25-06-2021 09:53,100,554
1624614785,25-06-2021 09:53,100,554
1624614813,25-06-2021 09:53,100,555
1624614816,25-06-2021 09:53,100,555
1624614970,25-06-2021 09:56,100,555
1624614974,25-06-2021 09:56,100,554
1624615332,25-06-2021 10:02,100,554
1624615335,25-06-2021 10:02,100,554
1624615970,25-06-2021 10:12,100,555
1624615978,25-06-2021 10:12,100,555
1624616487,25-06-2021 10:21,100,554
1624617049,25-06-2021 10:30,100,553
1624617485,25-06-2021 10:38,100,553
1624617905,25-06-2021 10:45,100,552
1624618300,25-06-2021 10:51,100,553
1624618694,25-06-2021 10:58,100,555
1624618981,25-06-2021 11:03,100,553
1624619649,25-06-2021 11:14,100,554
1624620276,25-06-2021 11:24,100,554
1624620806,25-06-2021 11:33,100,553
1624621259,25-06-2021 11:40,100,553
1624621667,25-06-2021 11:47,100,554
1624622089,25-06-2021 11:54,100,554
1624622438,25-06-2021 12:00,100,553
1624622784,25-06-2021 12:06,100,554
1624623360,25-06-2021 12:16,100,555
1624623774,25-06-2021 12:22,100,553
1624624199,25-06-2021 12:29,100,554
1624624614,25-06-2021 12:36,100,553
1624624917,25-06-2021 12:41,100,556
1624625309,25-06-2021 12:48,100,555
1624625880,25-06-2021 12:58,100,553
1624626244,25-06-2021 13:04,100,553
1624626664,25-06-2021 13:11,100,555
1624627057,25-06-2021 13:17,100,555
1624627465,25-06-2021 13:24,100,555
1624627928,25-06-2021 13:32,100,556
1624628420,25-06-2021 13:40,100,557
1624628425,25-06-2021 13:40,100,557
1624628860,25-06-2021 13:47,100,556
1624629316,25-06-2021 13:55,100,558
1624629807,25-06-2021 14:03,100,556
1624630368,25-06-2021 14:12,100,557
1624630374,25-06-2021 14:12,100,557
1624630896,25-06-2021 14:21,100,558
1624631422,25-06-2021 14:30,100,559
1624631425,25-06-2021 14:30,100,559
1624631948,25-06-2021 14:39,100,556
1624631956,25-06-2021 14:39,100,556
1624632377,25-06-2021 14:46,100,557
1624632937,25-06-2021 14:55,100,556
1624632942,25-06-2021 14:55,100,556
1624633567,25-06-2021 15:06,100,561
1624634075,25-06-2021 15:14,100,560
1624634622,25-06-2021 15:23,100,557
1624634625,25-06-2021 15:23,100,557
1624635017,25-06-2021 15:30,100,559
1624635380,25-06-2021 15:36,100,557
1624635671,25-06-2021 15:41,100,558
1624635740,25-06-2021 15:42,100,558
1624635743,25-06-2021 15:42,100,557
1624636015,25-06-2021 15:46,100,558
1624636370,25-06-2021 15:52,100,555
1624636635,25-06-2021 15:57,100,557
1624636637,25-06-2021 15:57,100,557
1624637262,25-06-2021 16:07,100,554
1624637900,25-06-2021 16:18,100,556
1624638541,25-06-2021 16:29,100,557
1624639070,25-06-2021 16:37,100,555
1624639633,25-06-2021 16:47,100,554
1624640059,25-06-2021 16:54,100,555
1624640062,25-06-2021 16:54,100,555
1624640461,25-06-2021 17:01,100,558
1624640820,25-06-2021 17:07,100,554
1624641172,25-06-2021 17:12,100,555
1624641179,25-06-2021 17:12,100,556
1624641510,25-06-2021 17:18,100,554
1624641972,25-06-2021 17:26,100,556
1624642403,25-06-2021 17:33,100,555
1624642410,25-06-2021 17:33,100,555
1624642775,25-06-2021 17:39,100,552
1624642778,25-06-2021 17:39,100,552
1624643129,25-06-2021 17:45,100,554
1624643134,25-06-2021 17:45,100,554
1624643500,25-06-2021 17:51,100,552
1624643503,25-06-2021 17:51,100,552
1624643879,25-06-2021 17:57,100,553
1624644151,25-06-2021 18:02,100,551
1624644155,25-06-2021 18:02,100,551
1624645862,25-06-2021 18:31,100,551
1624646426,25-06-2021 18:40,100,553
1624646429,25-06-2021 18:40,100,552
1624646917,25-06-2021 18:48,100,553
1624646921,25-06-2021 18:48,100,553
1624647303,25-06-2021 18:55,100,552
1624647309,25-06-2021 18:55,100,552
1624647646,25-06-2021 19:00,100,551
1624647649,25-06-2021 19:00,100,551
1624648036,25-06-2021 19:07,100,551
1624648042,25-06-2021 19:07,100,551
1624648437,25-06-2021 19:13,100,552
1624648441,25-06-2021 19:14,100,550
1624648760,25-06-2021 19:19,100,550
1624648767,25-06-2021 19:19,100,550
1624649423,25-06-2021 19:30,100,551
1624649428,25-06-2021 19:30,100,551
1624649987,25-06-2021 19:39,100,550
1624649993,25-06-2021 19:39,100,550
1624650521,25-06-2021 19:48,100,548
1624650526,25-06-2021 19:48,100,548
1624650911,25-06-2021 19:55,100,549
1624650914,25-06-2021 19:55,100,549
1624651301,25-06-2021 20:01,100,548
1624651698,25-06-2021 20:08,100,548
1624651703,25-06-2021 20:08,100,548
1624652080,25-06-2021 20:14,100,547
1624652397,25-06-2021 20:19,100,547
1624652955,25-06-2021 20:29,100,548
1624652962,25-06-2021 20:29,100,548
1624653582,25-06-2021 20:39,100,547
1624653584,25-06-2021 20:39,100,547
1624654007,25-06-2021 20:46,100,547
1624654638,25-06-2021 20:57,100,546
1624654644,25-06-2021 20:57,100,546
1624655065,25-06-2021 21:04,100,546
1624655556,25-06-2021 21:12,100,544
1624655976,25-06-2021 21:19,100,543
1624655984,25-06-2021 21:19,100,543
1624656336,25-06-2021 21:25,100,545
1624656339,25-06-2021 21:25,100,545
1624656714,25-06-2021 21:31,100,543
1624657096,25-06-2021 21:38,100,544
1624657235,25-06-2021 21:40,100,545
1624657339,25-06-2021 21:42,100,544
1624657549,25-06-2021 21:45,100,544
1624657552,25-06-2021 21:45,100,544
1624657955,25-06-2021 21:52,100,544
1624657958,25-06-2021 21:52,100,544
1624658334,25-06-2021 21:58,100,544
1624658339,25-06-2021 21:58,100,544
1624658715,25-06-2021 22:05,100,544
1624659016,25-06-2021 22:10,100,542
1624659019,25-06-2021 22:10,100,542
1624659646,25-06-2021 22:20,100,543
1624659650,25-06-2021 22:20,100,543
1624660028,25-06-2021 22:27,100,545
1624660358,25-06-2021 22:32,100,543
1624660360,25-06-2021 22:32,100,543
1624660700,25-06-2021 22:38,100,544
1624661073,25-06-2021 22:44,100,542
1624661076,25-06-2021 22:44,100,542
1624661413,25-06-2021 22:50,100,542
1624661420,25-06-2021 22:50,100,542
1624661988,25-06-2021 22:59,100,542
1624662579,25-06-2021 23:09,100,541
1624663078,25-06-2021 23:17,100,542
1624663086,25-06-2021 23:18,100,542
1624663477,25-06-2021 23:24,100,542
1624663480,25-06-2021 23:24,100,541
1624663870,25-06-2021 23:31,100,542
1624663873,25-06-2021 23:31,100,542
1624664256,25-06-2021 23:37,100,540
1624664260,25-06-2021 23:37,100,541
