Epoch date,GMT,Battery_percentage,NO2_ppb_megasense
1624647646,25-06-2021 19:00,100,2621
1624647649,25-06-2021 19:00,100,2621
1624648036,25-06-2021 19:07,100,2635
1624648042,25-06-2021 19:07,100,2635
1624648437,25-06-2021 19:13,100,2642
1624648441,25-06-2021 19:14,100,2646
1624648760,25-06-2021 19:19,100,2628
1624648767,25-06-2021 19:19,100,2628
1624649423,25-06-2021 19:30,100,2625
1624649428,25-06-2021 19:30,100,2625
1624649987,25-06-2021 19:39,100,2617
1624649993,25-06-2021 19:39,100,2617
1624650521,25-06-2021 19:48,100,2628
1624650526,25-06-2021 19:48,100,2628
1624650911,25-06-2021 19:55,100,2632
1624650914,25-06-2021 19:55,100,2632
1624651301,25-06-2021 20:01,100,2632
1624651698,25-06-2021 20:08,100,2628
1624651703,25-06-2021 20:08,100,2628
1624652080,25-06-2021 20:14,100,2607
1624652397,25-06-2021 20:19,100,2628
1624652955,25-06-2021 20:29,100,2632
1624652962,25-06-2021 20:29,100,2632
1624653582,25-06-2021 20:39,100,2621
1624653584,25-06-2021 20:39,100,2621
1624654007,25-06-2021 20:46,100,2625
1624654638,25-06-2021 20:57,100,2632
1624654644,25-06-2021 20:57,100,2632
1624655065,25-06-2021 21:04,100,2596
1624655556,25-06-2021 21:12,100,2621
1624655976,25-06-2021 21:19,100,2614
1624655984,25-06-2021 21:19,100,2614
1624656336,25-06-2021 21:25,100,2621
1624656339,25-06-2021 21:25,100,2621
1624656714,25-06-2021 21:31,100,2625
1624657096,25-06-2021 21:38,100,2625
1624657235,25-06-2021 21:40,100,2639
1624657339,25-06-2021 21:42,100,2617
1624657549,25-06-2021 21:45,100,2621
1624657552,25-06-2021 21:45,100,2621
1624657955,25-06-2021 21:52,100,2617
1624657958,25-06-2021 21:52,100,2617
1624658334,25-06-2021 21:58,100,2628
1624658339,25-06-2021 21:58,100,2628
1624658715,25-06-2021 22:05,100,2621
1624659016,25-06-2021 22:10,100,2621
1624659019,25-06-2021 22:10,100,2621
1624659646,25-06-2021 22:20,100,2628
1624659650,25-06-2021 22:20,100,2628
1624660028,25-06-2021 22:27,100,2617
1624660358,25-06-2021 22:32,100,2639
1624660360,25-06-2021 22:32,100,2639
1624660700,25-06-2021 22:38,100,2625
1624661073,25-06-2021 22:44,100,2625
1624661076,25-06-2021 22:44,100,2625
1624661413,25-06-2021 22:50,100,2621
1624661420,25-06-2021 22:50,100,2621
1624661988,25-06-2021 22:59,100,2610
1624662579,25-06-2021 23:09,100,2635
1624663078,25-06-2021 23:17,100,2625
1624663086,25-06-2021 23:18,100,2625
1624663477,25-06-2021 23:24,100,2621
1624663480,25-06-2021 23:24,100,2617
1624663870,25-06-2021 23:31,100,2628
1624663873,25-06-2021 23:31,100,2628
1624664256,25-06-2021 23:37,100,2603
1624664260,25-06-2021 23:37,100,2614
1624664627,25-06-2021 23:43,100,2646
1624664633,25-06-2021 23:43,100,2646
1624664911,25-06-2021 23:48,100,2628
1624664914,25-06-2021 23:48,100,2628
1624665569,25-06-2021 23:59,100,2632
1624665574,25-06-2021 23:59,100,2632
1624665908,26-06-2021 00:05,100,2635
1624665914,26-06-2021 00:05,100,2625
1624666255,26-06-2021 00:10,100,2632
1624666259,26-06-2021 00:10,100,2632
1624666602,26-06-2021 00:16,100,2621
1624666607,26-06-2021 00:16,100,2621
1624666981,26-06-2021 00:23,100,2617
1624666984,26-06-2021 00:23,100,2617
1624667346,26-06-2021 00:29,100,2632
1624667353,26-06-2021 00:29,100,2635
1624667924,26-06-2021 00:38,100,2625
1624667928,26-06-2021 00:38,100,2625
1624668319,26-06-2021 00:45,100,2621
1624668715,26-06-2021 00:51,100,2610
1624669062,26-06-2021 00:57,100,2621
1624669066,26-06-2021 00:57,100,2621
1624669425,26-06-2021 01:03,100,2621
1624669737,26-06-2021 01:08,100,2635
1624670364,26-06-2021 01:19,100,2625
1624671056,26-06-2021 01:30,100,2628
1624671628,26-06-2021 01:40,100,2639
1624672112,26-06-2021 01:48,100,2632
1624672705,26-06-2021 01:58,100,2639
1624673199,26-06-2021 02:06,100,2635
1624673661,26-06-2021 02:14,100,2660
1624673666,26-06-2021 02:14,100,2660
1624674288,26-06-2021 02:24,100,2664
1624674664,26-06-2021 02:31,100,2657
1624675057,26-06-2021 02:37,100,2664
1624675439,26-06-2021 02:43,100,2682
1624675838,26-06-2021 02:50,100,2667
1624676200,26-06-2021 02:56,100,2682
1624676780,26-06-2021 03:06,100,2667
1624677162,26-06-2021 03:12,100,2675
1624677519,26-06-2021 03:18,100,2678
1624677884,26-06-2021 03:24,100,2682
1624678263,26-06-2021 03:31,100,2689
1624678640,26-06-2021 03:37,100,2678
1624678690,26-06-2021 03:38,100,2689
1624678836,26-06-2021 03:40,100,2685
1624679102,26-06-2021 03:45,100,2700
1624679537,26-06-2021 03:52,100,2689
1624679963,26-06-2021 03:59,100,2675
1624680357,26-06-2021 04:05,100,2700
1624680796,26-06-2021 04:13,100,2692
1624681374,26-06-2021 04:22,100,2689
1624681937,26-06-2021 04:32,100,2689
1624682468,26-06-2021 04:41,100,2692
1624682794,26-06-2021 04:46,100,2689
1624682970,26-06-2021 04:49,100,2717
1624683403,26-06-2021 04:56,98,2725
1624683411,26-06-2021 04:56,98,2653
1624683812,26-06-2021 05:03,97,2689
1624684150,26-06-2021 05:09,96,2646
1624684181,26-06-2021 05:09,96,2614
1624684212,26-06-2021 05:10,96,2617
1624684253,26-06-2021 05:10,96,2617
1624684288,26-06-2021 05:11,96,2610
1624684319,26-06-2021 05:11,96,2596
1624684350,26-06-2021 05:12,95,2575
1624684389,26-06-2021 05:13,95,2571
1624684795,26-06-2021 05:19,95,2507
1624685186,26-06-2021 05:26,94,2489
1624685470,26-06-2021 05:31,94,2467
1624685983,26-06-2021 05:39,93,2464
1624686211,26-06-2021 05:43,93,2439
1624686971,26-06-2021 05:56,92,2442
1624687786,26-06-2021 06:09,92,2457
1624688254,26-06-2021 06:17,92,2425
1624689369,26-06-2021 06:36,91,2467
1624690208,26-06-2021 06:50,91,2439
1624690815,26-06-2021 07:00,91,2421
1624691209,26-06-2021 07:06,90,2396
1624691497,26-06-2021 07:11,90,2392
1624691679,26-06-2021 07:14,90,2378
1624691682,26-06-2021 07:14,90,2378
1624692369,26-06-2021 07:26,90,2378
1624692689,26-06-2021 07:31,90,2360
1624693066,26-06-2021 07:37,90,2385
1624693068,26-06-2021 07:37,90,2385
1624693176,26-06-2021 07:39,90,2375
1624693179,26-06-2021 07:39,90,2375
1624693383,26-06-2021 07:43,89,2403
1624693388,26-06-2021 07:43,89,2403
1624693972,26-06-2021 07:52,89,2414
1624694368,26-06-2021 07:59,89,2435
1624694716,26-06-2021 08:05,88,2439
1624694719,26-06-2021 08:05,88,2439
1624694990,26-06-2021 08:09,88,2471
1624694993,26-06-2021 08:09,88,2471
1624695192,26-06-2021 08:13,88,2471
1624695198,26-06-2021 08:13,88,2471
1624695402,26-06-2021 08:16,88,2482
1624695734,26-06-2021 08:22,88,2496
1624696057,26-06-2021 08:27,87,2503
1624696096,26-06-2021 08:28,87,2532
1624696128,26-06-2021 08:28,87,2496
1624696193,26-06-2021 08:29,87,2517
1624696246,26-06-2021 08:30,87,2514
1624696315,26-06-2021 08:31,86,2532
1624696363,26-06-2021 08:32,86,2535
1624696398,26-06-2021 08:33,86,2532
1624696433,26-06-2021 08:33,86,2532
1624696472,26-06-2021 08:34,86,2528
1624696507,26-06-2021 08:35,86,2525
1624696616,26-06-2021 08:36,86,2535
1624696734,26-06-2021 08:38,86,2525
1624696959,26-06-2021 08:42,86,2542
1624697420,26-06-2021 08:50,85,2560
1624697492,26-06-2021 08:51,85,2553
1624697523,26-06-2021 08:52,85,2550
1624697554,26-06-2021 08:52,85,2546
1624697585,26-06-2021 08:53,85,2557
1624697616,26-06-2021 08:53,85,2557
1624697647,26-06-2021 08:54,85,2571
1624697678,26-06-2021 08:54,85,2560
1624697709,26-06-2021 08:55,85,2567
1624697740,26-06-2021 08:55,85,2571
1624697771,26-06-2021 08:56,85,2557
1624697802,26-06-2021 08:56,85,2578
1624697833,26-06-2021 08:57,85,2582
1624697864,26-06-2021 08:57,85,2578
1624697895,26-06-2021 08:58,85,2567
1624697926,26-06-2021 08:58,84,2575
1624697957,26-06-2021 08:59,84,2560
1624697988,26-06-2021 08:59,84,2564
1624698019,26-06-2021 09:00,84,2557
1624698050,26-06-2021 09:00,84,2585
1624698081,26-06-2021 09:01,85,2585
1624698112,26-06-2021 09:01,85,2571
1624698143,26-06-2021 09:02,85,2564
1624698174,26-06-2021 09:02,85,2571
1624698205,26-06-2021 09:03,84,2578
1624698236,26-06-2021 09:03,84,2575
1624698267,26-06-2021 09:04,84,2567
1624698298,26-06-2021 09:04,84,2585
1624698329,26-06-2021 09:05,84,2589
1624698361,26-06-2021 09:06,84,2578
1624698392,26-06-2021 09:06,84,2578
1624698423,26-06-2021 09:07,84,2582
1624698454,26-06-2021 09:07,84,2585
1624698485,26-06-2021 09:08,84,2578
1624698653,26-06-2021 09:10,84,2592
1624698983,26-06-2021 09:16,83,2596
1624699068,26-06-2021 09:17,83,2592
1624699135,26-06-2021 09:18,83,2603
1624699241,26-06-2021 09:20,83,2589
1624699540,26-06-2021 09:25,83,2614
1624699809,26-06-2021 09:30,82,2607
1624700026,26-06-2021 09:33,82,2621
1624700342,26-06-2021 09:39,82,2592
1624700562,26-06-2021 09:42,82,2600
1624700712,26-06-2021 09:45,81,2585
1624700764,26-06-2021 09:46,81,2610
1624700820,26-06-2021 09:47,81,2578
1624700868,26-06-2021 09:47,81,2567
1624700947,26-06-2021 09:49,81,2557
1624701000,26-06-2021 09:50,81,2557
1624701088,26-06-2021 09:51,81,2539
1624701214,26-06-2021 09:53,81,2514
1624701569,26-06-2021 09:59,81,2467
1624701878,26-06-2021 10:04,81,2435
1624702454,26-06-2021 10:14,80,2482
1624702638,26-06-2021 10:17,80,2489
1624702819,26-06-2021 10:20,79,2496
1624703333,26-06-2021 10:28,79,2503
1624703654,26-06-2021 10:34,78,2482
1624703857,26-06-2021 10:37,78,2489
1624704316,26-06-2021 10:45,78,2514
1624704653,26-06-2021 10:50,78,2510
1624705614,26-06-2021 11:06,76,2489
1624705762,26-06-2021 11:09,76,2503
1624706513,26-06-2021 11:21,76,2510
1624706968,26-06-2021 11:29,75,2535
1624707347,26-06-2021 11:35,75,2500
1624707617,26-06-2021 11:40,75,2500
1624708123,26-06-2021 11:48,74,2475
1624708534,26-06-2021 11:55,74,2489
1624709003,26-06-2021 12:03,73,2500
1624709412,26-06-2021 12:10,73,2525
1624709842,26-06-2021 12:17,72,2542
1624710193,26-06-2021 12:23,72,2546
1624710607,26-06-2021 12:30,71,2539
1624710954,26-06-2021 12:35,71,2567
1624711311,26-06-2021 12:41,70,2571
1624711512,26-06-2021 12:45,70,2578
1624712069,26-06-2021 12:54,69,2585
1624712256,26-06-2021 12:57,69,2582
1624712592,26-06-2021 13:03,68,2589
1624712963,26-06-2021 13:09,67,2610
1624713344,26-06-2021 13:15,67,2628
1624713721,26-06-2021 13:22,67,2628
1624713886,26-06-2021 13:24,66,2610
1624714249,26-06-2021 13:30,65,2625
1624714614,26-06-2021 13:36,65,2653
1624715070,26-06-2021 13:44,65,2628
1624715506,26-06-2021 13:51,64,2646
1624715712,26-06-2021 13:55,64,2657
1624716340,26-06-2021 14:05,63,2603
1624716755,26-06-2021 14:12,63,2528
1624716915,26-06-2021 14:15,62,2482
1624717339,26-06-2021 14:22,62,2457
1624718472,26-06-2021 14:41,61,2539
1624718898,26-06-2021 14:48,60,2682
1624719223,26-06-2021 14:53,60,3396
1624719492,26-06-2021 14:58,59,3392
1624719885,26-06-2021 15:04,59,3407
1624720223,26-06-2021 15:10,59,3317
1624720555,26-06-2021 15:15,59,3221
1624720841,26-06-2021 15:20,58,3121
1624721083,26-06-2021 15:24,58,3067
1624721114,26-06-2021 15:25,58,3060
1624721145,26-06-2021 15:25,58,3082
1624721186,26-06-2021 15:26,58,3085
1624721434,26-06-2021 15:30,58,3082
1624721829,26-06-2021 15:37,57,3017
1624722109,26-06-2021 15:41,57,3014
1624722444,26-06-2021 15:47,57,3014
1624722851,26-06-2021 15:54,56,2975
1624723250,26-06-2021 16:00,56,2957
1624723625,26-06-2021 16:07,56,2925
1624724039,26-06-2021 16:13,55,2914
1624724338,26-06-2021 16:18,55,2878
1624724731,26-06-2021 16:25,55,2889
1624725099,26-06-2021 16:31,54,2889
1624725439,26-06-2021 16:37,54,2867
1624725591,26-06-2021 16:39,54,2867
1624725852,26-06-2021 16:44,54,2878
1624726738,26-06-2021 16:58,53,2889
1624727105,26-06-2021 17:05,53,2875
1624727405,26-06-2021 17:10,53,2864
1624727866,26-06-2021 17:17,53,2864
1624728292,26-06-2021 17:24,52,2853
1624728690,26-06-2021 17:31,52,2860
1624728865,26-06-2021 17:34,51,2853
1624729085,26-06-2021 17:38,52,2835
1624729449,26-06-2021 17:44,52,2846
1624729793,26-06-2021 17:49,51,2839
1624730501,26-06-2021 18:01,51,2828
1624731193,26-06-2021 18:13,49,2807
1624731691,26-06-2021 18:21,49,2821
1624732145,26-06-2021 18:29,48,2807
1624732553,26-06-2021 18:35,48,2817
1624732941,26-06-2021 18:42,48,2778
1624733304,26-06-2021 18:48,47,2814
1624733636,26-06-2021 18:53,47,2785
1624734295,26-06-2021 19:04,46,2792
1624734725,26-06-2021 19:12,46,2782
1624735120,26-06-2021 19:18,45,2792
1624735479,26-06-2021 19:24,45,2767
1624735537,26-06-2021 19:25,45,2757
1624735908,26-06-2021 19:31,44,2767
1624736321,26-06-2021 19:38,43,2771
1624736766,26-06-2021 19:46,43,2750
1624737927,26-06-2021 20:05,41,2750
1624738547,26-06-2021 20:15,40,2757
1624739209,26-06-2021 20:26,39,2764
1624739785,26-06-2021 20:36,39,2746
1624740217,26-06-2021 20:43,38,2757
1624740627,26-06-2021 20:50,38,2757
1624741048,26-06-2021 20:57,37,2767
1624741456,26-06-2021 21:04,37,2764
1624741849,26-06-2021 21:10,36,2760
1624742308,26-06-2021 21:18,36,2746
1624742315,26-06-2021 21:18,36,2746
1624742860,26-06-2021 21:27,35,2775
1624743489,26-06-2021 21:38,33,2757
1624743492,26-06-2021 21:38,33,2757
1624743861,26-06-2021 21:44,31,2767
1624744204,26-06-2021 21:50,31,2753
1624744564,26-06-2021 21:56,30,2753
1624744567,26-06-2021 21:56,30,2753
1624744914,26-06-2021 22:01,28,2721
1624744921,26-06-2021 22:02,28,2721
1624745262,26-06-2021 22:07,27,2689
1624745268,26-06-2021 22:07,27,2689
1624745900,26-06-2021 22:18,25,2635
1624745904,26-06-2021 22:18,25,2635
1624746311,26-06-2021 22:25,23,2585
1624746314,26-06-2021 22:25,23,2585
1624746688,26-06-2021 22:31,21,2535
1624746695,26-06-2021 22:31,21,2535
1624747050,26-06-2021 22:37,19,2478
1624747054,26-06-2021 22:37,19,2478
1624747383,26-06-2021 22:43,17,2428
1624747386,26-06-2021 22:43,17,2428
1624747672,26-06-2021 22:47,16,2360
1624747676,26-06-2021 22:47,16,2375
1624748309,26-06-2021 22:58,13,2300
1624748317,26-06-2021 22:58,13,2300
1624748898,26-06-2021 23:08,9,2221
1624748901,26-06-2021 23:08,9,2221
1624749124,26-06-2021 23:12,8,2160
1624749127,26-06-2021 23:12,8,2160
1624749223,26-06-2021 23:13,7,2142
1624749229,26-06-2021 23:13,7,2142
1624749450,26-06-2021 23:17,6,2107
1624749795,26-06-2021 23:23,4,2039
1624750205,26-06-2021 23:30,0,1942
1624750520,26-06-2021 23:35,0,1832
1624750523,26-06-2021 23:35,0,1832
1624750880,26-06-2021 23:41,0,1678
1624750882,26-06-2021 23:41,0,1678
1624854563,28-06-2021 04:29,27,6589
1624854646,28-06-2021 04:30,28,4203
1624854748,28-06-2021 04:32,32,3510
1624855068,28-06-2021 04:37,47,2814
1624855210,28-06-2021 04:40,50,2650
1624855567,28-06-2021 04:46,52,2564
1624855938,28-06-2021 04:52,54,2546
1624856315,28-06-2021 04:58,58,2539
1624856891,28-06-2021 05:08,63,2500
1624857150,28-06-2021 05:12,65,2532
1624857727,28-06-2021 05:22,68,2535
1624858148,28-06-2021 05:29,70,2510
1624858687,28-06-2021 05:38,73,2492
1624858867,28-06-2021 05:41,74,2475
1624859326,28-06-2021 05:48,78,2521
1624859735,28-06-2021 05:55,80,2510
1624860725,28-06-2021 06:12,89,2585
1624861445,28-06-2021 06:24,94,2521
1624861771,28-06-2021 06:29,96,2464
1624861984,28-06-2021 06:33,98,2450
1624862650,28-06-2021 06:44,100,2678
1624863063,28-06-2021 06:51,100,2664
1624863556,28-06-2021 06:59,100,2660
1624864272,28-06-2021 07:11,100,2617
1624864812,28-06-2021 07:20,100,2603
1624865275,28-06-2021 07:27,100,2628
1624865698,28-06-2021 07:34,100,2639
1624866068,28-06-2021 07:41,100,2646
1624866099,28-06-2021 07:41,100,2646
1624866130,28-06-2021 07:42,100,2646
1624866171,28-06-2021 07:42,100,2675
1624866202,28-06-2021 07:43,100,2650
1624866233,28-06-2021 07:43,100,2646
1624866264,28-06-2021 07:44,100,2639
1624866365,28-06-2021 07:46,100,2653
1624866682,28-06-2021 07:51,100,2653
1624866975,28-06-2021 07:56,100,2660
1624867644,28-06-2021 08:07,100,2671
1624868294,28-06-2021 08:18,100,2682
1624868854,28-06-2021 08:27,100,2689
1624868943,28-06-2021 08:29,100,2700
1624869187,28-06-2021 08:33,100,2671
1624869549,28-06-2021 08:39,100,2700
1624869975,28-06-2021 08:46,100,2700
1624870227,28-06-2021 08:50,100,2692
1624870602,28-06-2021 08:56,100,2696
1624870798,28-06-2021 08:59,100,2692
1624871129,28-06-2021 09:05,100,2703
1624871554,28-06-2021 09:12,100,2714
1624871847,28-06-2021 09:17,100,2621
