Epoch date,GMT,Battery_percentage,NO2_ppb_megasense
1624459144,23-06-2021 14:39,100,2421
1624459638,23-06-2021 14:47,100,2442
1624460183,23-06-2021 14:56,100,2435
1624460586,23-06-2021 15:03,100,2450
1624460987,23-06-2021 15:09,100,2460
1624461356,23-06-2021 15:15,100,2457
1624461739,23-06-2021 15:22,100,2467
1624462296,23-06-2021 15:31,100,2467
1624462965,23-06-2021 15:42,100,2464
1624463463,23-06-2021 15:51,100,2471
1624463943,23-06-2021 15:59,100,2467
1624464353,23-06-2021 16:05,100,2475
1624464714,23-06-2021 16:11,100,2475
1624465144,23-06-2021 16:19,100,2471
1624465481,23-06-2021 16:24,100,2475
1624465999,23-06-2021 16:33,100,2471
1624466397,23-06-2021 16:39,100,2482
1624466822,23-06-2021 16:47,100,2471
1624467252,23-06-2021 16:54,100,2482
1624467639,23-06-2021 17:00,100,2503
1624467808,23-06-2021 17:03,100,2485
1624468013,23-06-2021 17:06,100,2478
1624468394,23-06-2021 17:13,100,2482
1624468802,23-06-2021 17:20,100,2500
1624469210,23-06-2021 17:26,100,2485
1624469581,23-06-2021 17:33,100,2496
1624470186,23-06-2021 17:43,100,2489
1624470585,23-06-2021 17:49,100,2514
1624470992,23-06-2021 17:56,100,2500
1624471311,23-06-2021 18:01,100,2489
1624471314,23-06-2021 18:01,100,2492
1624471646,23-06-2021 18:07,100,2500
1624471993,23-06-2021 18:13,100,2492
1624472429,23-06-2021 18:20,100,2500
1624472885,23-06-2021 18:28,100,2500
1624472893,23-06-2021 18:28,100,2500
1624473256,23-06-2021 18:34,100,2517
1624473259,23-06-2021 18:34,100,2517
1624473585,23-06-2021 18:39,100,2507
1624473588,23-06-2021 18:39,100,2507
1624473978,23-06-2021 18:46,100,2492
1624474358,23-06-2021 18:52,100,2514
1624474937,23-06-2021 19:02,100,2525
1624475429,23-06-2021 19:10,100,2507
1624475960,23-06-2021 19:19,100,2510
1624477146,23-06-2021 19:39,100,2525
1624477740,23-06-2021 19:49,100,2517
1624477746,23-06-2021 19:49,100,2517
1624478300,23-06-2021 19:58,100,2521
1624478306,23-06-2021 19:58,100,2521
1624478957,23-06-2021 20:09,100,2510
1624478964,23-06-2021 20:09,100,2510
1624479518,23-06-2021 20:18,100,2528
1624479522,23-06-2021 20:18,100,2528
1624480006,23-06-2021 20:26,100,2514
1624480008,23-06-2021 20:26,100,2514
1624480540,23-06-2021 20:35,100,2517
1624481024,23-06-2021 20:43,100,2525
1624481027,23-06-2021 20:43,100,2525
1624481623,23-06-2021 20:53,100,2525
1624481628,23-06-2021 20:53,100,2525
1624481990,23-06-2021 20:59,100,2517
1624481996,23-06-2021 20:59,100,2517
1624482386,23-06-2021 21:06,100,2525
1624482389,23-06-2021 21:06,100,2528
1624482762,23-06-2021 21:12,100,2525
1624482768,23-06-2021 21:12,100,2525
1624483114,23-06-2021 21:18,100,2525
1624483117,23-06-2021 21:18,100,2525
1624483411,23-06-2021 21:23,100,2517
1624483417,23-06-2021 21:23,100,2517
1624483961,23-06-2021 21:32,100,2510
1624483967,23-06-2021 21:32,100,2510
1624484413,23-06-2021 21:40,100,2532
1624484416,23-06-2021 21:40,100,2532
1624485027,23-06-2021 21:50,100,2521
1624485035,23-06-2021 21:50,100,2517
1624485588,23-06-2021 21:59,100,2535
1624485591,23-06-2021 21:59,100,2535
1624486060,23-06-2021 22:07,100,2510
1624486065,23-06-2021 22:07,100,2510
1624486433,23-06-2021 22:13,100,2525
1624486439,23-06-2021 22:13,100,2525
1624486807,23-06-2021 22:20,100,2517
1624486810,23-06-2021 22:20,100,2517
1624487170,23-06-2021 22:26,100,2521
1624487175,23-06-2021 22:26,100,2521
1624487521,23-06-2021 22:32,100,2517
1624487524,23-06-2021 22:32,100,2517
1624487900,23-06-2021 22:38,100,2532
1624487907,23-06-2021 22:38,100,2532
1624488354,23-06-2021 22:45,100,2525
1624488359,23-06-2021 22:45,100,2525
1624488817,23-06-2021 22:53,100,2503
1624488821,23-06-2021 22:53,100,2503
1624489346,23-06-2021 23:02,100,2514
1624489353,23-06-2021 23:02,100,2521
1624489380,23-06-2021 23:03,100,2521
1624489383,23-06-2021 23:03,100,2514
1624489476,23-06-2021 23:04,100,2514
1624489479,23-06-2021 23:04,100,2514
1624489597,23-06-2021 23:06,100,2521
1624489600,23-06-2021 23:06,100,2521
1624490201,23-06-2021 23:16,100,2528
1624490203,23-06-2021 23:16,100,2528
1624490731,23-06-2021 23:25,100,2528
1624490740,23-06-2021 23:25,100,2517
1624491159,23-06-2021 23:32,100,2507
1624491654,23-06-2021 23:40,100,2517
1624491659,23-06-2021 23:40,100,2517
1624492149,23-06-2021 23:49,100,2507
1624492673,23-06-2021 23:57,100,2525
1624492678,23-06-2021 23:57,100,2525
1624492981,24-06-2021 00:03,100,2514
1624492984,24-06-2021 00:03,100,2514
1624493270,24-06-2021 00:07,100,2517
1624493661,24-06-2021 00:14,100,2517
1624493670,24-06-2021 00:14,100,2517
1624494009,24-06-2021 00:20,100,2521
1624494012,24-06-2021 00:20,100,2521
1624494322,24-06-2021 00:25,100,2507
1624494325,24-06-2021 00:25,100,2507
1624494953,24-06-2021 00:35,100,2500
1624494962,24-06-2021 00:36,100,2500
1624495592,24-06-2021 00:46,100,2525
1624496194,24-06-2021 00:56,100,2517
1624496479,24-06-2021 01:01,100,2535
1624496897,24-06-2021 01:08,100,2503
1624497325,24-06-2021 01:15,100,2514
1624497747,24-06-2021 01:22,100,2517
1624498104,24-06-2021 01:28,100,2507
1624498670,24-06-2021 01:37,100,2546
1624499007,24-06-2021 01:43,100,2517
1624499403,24-06-2021 01:50,100,2517
1624499799,24-06-2021 01:56,100,2517
1624500194,24-06-2021 02:03,100,2532
1624500653,24-06-2021 02:10,100,2528
1624501186,24-06-2021 02:19,100,2517
1624501594,24-06-2021 02:26,100,2550
1624502006,24-06-2021 02:33,100,2528
1624502334,24-06-2021 02:38,100,2542
1624502726,24-06-2021 02:45,100,2525
1624503261,24-06-2021 02:54,100,2553
1624503702,24-06-2021 03:01,100,2514
1624504082,24-06-2021 03:08,100,2528
1624504486,24-06-2021 03:14,100,2532
1624504884,24-06-2021 03:21,100,2532
1624505230,24-06-2021 03:27,100,2542
1624505896,24-06-2021 03:38,100,2539
1624506555,24-06-2021 03:49,100,2539
1624507162,24-06-2021 03:59,100,2532
1624507580,24-06-2021 04:06,100,2525
1624507979,24-06-2021 04:12,100,2528
1624508404,24-06-2021 04:20,100,2532
1624508824,24-06-2021 04:27,100,2525
1624509201,24-06-2021 04:33,100,2514
1624509724,24-06-2021 04:42,100,2557
1624510040,24-06-2021 04:47,100,2539
1624510387,24-06-2021 04:53,100,2521
1624510679,24-06-2021 04:57,100,2535
1624510811,24-06-2021 05:00,100,2546
1624510915,24-06-2021 05:01,100,2525
1624511096,24-06-2021 05:04,100,2560
1624511534,24-06-2021 05:12,100,2535
1624511899,24-06-2021 05:18,100,2560
1624512360,24-06-2021 05:26,100,2507
1624512410,24-06-2021 05:26,100,2507
1624513233,24-06-2021 05:40,100,2482
1624513644,24-06-2021 05:47,100,2482
1624514057,24-06-2021 05:54,100,2464
1624514370,24-06-2021 05:59,100,2471
1624514706,24-06-2021 06:05,100,2464
1624515005,24-06-2021 06:10,100,2450
1624515452,24-06-2021 06:17,100,2478
1624516275,24-06-2021 06:31,100,2471
1624516779,24-06-2021 06:39,100,2457
1624517271,24-06-2021 06:47,100,2460
1624517703,24-06-2021 06:55,100,2482
1624518097,24-06-2021 07:01,100,2475
1624518524,24-06-2021 07:08,100,2475
1624518702,24-06-2021 07:11,100,2482
1624518914,24-06-2021 07:15,100,2489
1624519121,24-06-2021 07:18,100,2492
1624519350,24-06-2021 07:22,100,2492
1624519558,24-06-2021 07:25,100,2471
1624519796,24-06-2021 07:29,100,2485
1624520061,24-06-2021 07:34,100,2489
1624520244,24-06-2021 07:37,100,2492
1624520450,24-06-2021 07:40,100,2489
1624520651,24-06-2021 07:44,100,2475
1624521066,24-06-2021 07:51,100,2507
1624521626,24-06-2021 08:00,100,2467
1624522051,24-06-2021 08:07,100,2464
1624522081,24-06-2021 08:08,100,2471
1624522164,24-06-2021 08:09,100,2475
1624522264,24-06-2021 08:11,100,2467
1624522449,24-06-2021 08:14,100,2482
1624522452,24-06-2021 08:14,100,2482
1624522757,24-06-2021 08:19,100,2492
1624522760,24-06-2021 08:19,100,2492
1624523512,24-06-2021 08:31,100,2457
1624523520,24-06-2021 08:32,100,2457
1624523572,24-06-2021 08:32,100,2475
1624523576,24-06-2021 08:32,100,2475
1624523829,24-06-2021 08:37,100,2482
1624523832,24-06-2021 08:37,100,2482
1624524460,24-06-2021 08:47,100,2467
1624524464,24-06-2021 08:47,100,2467
1624524698,24-06-2021 08:51,100,2450
1624524701,24-06-2021 08:51,100,2450
1624525188,24-06-2021 08:59,100,2457
1624525649,24-06-2021 09:07,100,2464
1624525653,24-06-2021 09:07,100,2464
1624526041,24-06-2021 09:14,100,2457
1624526044,24-06-2021 09:14,100,2457
1624526307,24-06-2021 09:18,100,2464
1624526310,24-06-2021 09:18,100,2464
1624526482,24-06-2021 09:21,100,2446
1624526489,24-06-2021 09:21,100,2446
1624526796,24-06-2021 09:26,100,2439
1624526800,24-06-2021 09:26,100,2439
1624527173,24-06-2021 09:32,100,2453
1624527177,24-06-2021 09:32,100,2453
1624527528,24-06-2021 09:38,100,2450
1624527531,24-06-2021 09:38,100,2450
1624527912,24-06-2021 09:45,100,2482
1624527921,24-06-2021 09:45,100,2482
1624527981,24-06-2021 09:46,100,2467
1624527984,24-06-2021 09:46,100,2478
1624528097,24-06-2021 09:48,100,2464
1624528100,24-06-2021 09:48,100,2464
1624528377,24-06-2021 09:52,100,2471
1624528380,24-06-2021 09:53,100,2471
1624528625,24-06-2021 09:57,100,2453
1624528628,24-06-2021 09:57,100,2453
1624528808,24-06-2021 10:00,100,2435
1624528811,24-06-2021 10:00,100,2435
1624529015,24-06-2021 10:03,100,2425
1624529020,24-06-2021 10:03,100,2425
1624529243,24-06-2021 10:07,100,2450
1624529249,24-06-2021 10:07,100,2432
1624529274,24-06-2021 10:07,100,2442
1624529277,24-06-2021 10:07,100,2442
1624529474,24-06-2021 10:11,100,2435
1624529478,24-06-2021 10:11,100,2435
1624529659,24-06-2021 10:14,100,2428
1624529663,24-06-2021 10:14,100,2428
1624529852,24-06-2021 10:17,100,2428
1624529855,24-06-2021 10:17,100,2428
1624530088,24-06-2021 10:21,100,2453
1624530094,24-06-2021 10:21,100,2453
1624530285,24-06-2021 10:24,100,2414
1624530288,24-06-2021 10:24,100,2414
1624530491,24-06-2021 10:28,100,2428
1624530498,24-06-2021 10:28,100,2428
1624530722,24-06-2021 10:32,100,2435
1624530725,24-06-2021 10:32,100,2435
1624531007,24-06-2021 10:36,99,2410
1624531011,24-06-2021 10:36,99,2410
1624531145,24-06-2021 10:39,98,2421
1624531148,24-06-2021 10:39,98,2421
1624531344,24-06-2021 10:42,98,2414
1624531347,24-06-2021 10:42,98,2414
1624531524,24-06-2021 10:45,98,2425
1624531527,24-06-2021 10:45,98,2392
1624531750,24-06-2021 10:49,97,2432
1624531757,24-06-2021 10:49,97,2432
1624531915,24-06-2021 10:51,96,2453
1624531921,24-06-2021 10:52,96,2421
1624532181,24-06-2021 10:56,97,2439
1624532371,24-06-2021 10:59,100,2435
1624532374,24-06-2021 10:59,100,2435
1624532555,24-06-2021 11:02,100,2442
1624532558,24-06-2021 11:02,100,2442
1624532787,24-06-2021 11:06,100,2428
1624532790,24-06-2021 11:06,100,2428
1624532877,24-06-2021 11:07,100,2421
1624532881,24-06-2021 11:08,100,2421
1624533061,24-06-2021 11:11,100,2417
1624533264,24-06-2021 11:14,100,2421
1624533267,24-06-2021 11:14,100,2421
1624533461,24-06-2021 11:17,100,2403
1624533464,24-06-2021 11:17,100,2403
1624533684,24-06-2021 11:21,100,2428
1624533686,24-06-2021 11:21,100,2439
1624533878,24-06-2021 11:24,100,2421
1624533883,24-06-2021 11:24,100,2421
1624534259,24-06-2021 11:30,100,2496
1624534262,24-06-2021 11:31,100,2496
1624534629,24-06-2021 11:37,100,2532
1624534635,24-06-2021 11:37,100,2532
1624534918,24-06-2021 11:41,100,2517
1624534922,24-06-2021 11:42,100,2517
1624535338,24-06-2021 11:48,100,2550
1624535341,24-06-2021 11:49,100,2550
1624535738,24-06-2021 11:55,100,2528
1624535740,24-06-2021 11:55,100,2528
1624536073,24-06-2021 12:01,100,2546
1624536082,24-06-2021 12:01,100,2546
1624536136,24-06-2021 12:02,100,2539
1624536138,24-06-2021 12:02,100,2539
1624536282,24-06-2021 12:04,100,2542
1624536285,24-06-2021 12:04,100,2542
1624536565,24-06-2021 12:09,100,2489
1624536568,24-06-2021 12:09,100,2446
1624536716,24-06-2021 12:11,100,2489
1624536719,24-06-2021 12:11,100,2457
1624536992,24-06-2021 12:16,100,2503
1624536996,24-06-2021 12:16,100,2503
1624537256,24-06-2021 12:20,100,2453
1624537259,24-06-2021 12:20,100,2432
1624537442,24-06-2021 12:24,100,2400
1624537450,24-06-2021 12:24,100,2400
1624537653,24-06-2021 12:27,100,2360
1624537656,24-06-2021 12:27,100,2360
1624537883,24-06-2021 12:31,100,2328
1624537886,24-06-2021 12:31,100,2328
1624538128,24-06-2021 12:35,100,2300
1624538133,24-06-2021 12:35,100,2310
1624538245,24-06-2021 12:37,100,2310
1624538249,24-06-2021 12:37,100,2317
1624538455,24-06-2021 12:40,100,2282
1624538458,24-06-2021 12:40,100,2282
1624538635,24-06-2021 12:43,100,2271
1624538635,24-06-2021 12:43,100,2271
1624538638,24-06-2021 12:43,100,2267
1624538861,24-06-2021 12:47,100,2253
1624538867,24-06-2021 12:47,100,2253
1624539071,24-06-2021 12:51,100,2250
1624539076,24-06-2021 12:51,100,2250
1624539247,24-06-2021 12:54,100,2264
1624539251,24-06-2021 12:54,100,2264
1624539451,24-06-2021 12:57,100,2285
1624539454,24-06-2021 12:57,100,2285
1624539663,24-06-2021 13:01,100,2307
1624539666,24-06-2021 13:01,100,2307
1624539856,24-06-2021 13:04,100,2332
1624539859,24-06-2021 13:04,100,2332
1624540038,24-06-2021 13:07,100,2335
1624540044,24-06-2021 13:07,100,2335
1624540387,24-06-2021 13:13,100,2371
1624540394,24-06-2021 13:13,100,2371
1624540746,24-06-2021 13:19,100,2375
1624540749,24-06-2021 13:19,100,2375
1624541145,24-06-2021 13:25,100,2392
1624541149,24-06-2021 13:25,100,2392
1624541957,24-06-2021 13:39,100,2407
1624541963,24-06-2021 13:39,100,2407
1624542527,24-06-2021 13:48,100,2400
1624542531,24-06-2021 13:48,100,2400
1624543057,24-06-2021 13:57,100,2442
1624543582,24-06-2021 14:06,100,2432
1624543590,24-06-2021 14:06,100,2432
1624544008,24-06-2021 14:13,100,2457
1624544011,24-06-2021 14:13,100,2457
1624544409,24-06-2021 14:20,100,2450
1624544750,24-06-2021 14:25,100,2460
1624544754,24-06-2021 14:25,100,2460
1624545135,24-06-2021 14:32,100,2435
1624545141,24-06-2021 14:32,100,2435
1624545515,24-06-2021 14:38,100,2460
1624546022,24-06-2021 14:47,100,2464
1624546026,24-06-2021 14:47,100,2464
1624546517,24-06-2021 14:55,100,2464
1624547031,24-06-2021 15:03,100,2489
1624547456,24-06-2021 15:10,100,2482
1624547674,24-06-2021 15:14,100,2489
1624548066,24-06-2021 15:21,100,2482
1624548437,24-06-2021 15:27,100,2478
1624549226,24-06-2021 15:40,100,2482
1624549715,24-06-2021 15:48,100,2496
1624550245,24-06-2021 15:57,100,2500
1624550414,24-06-2021 16:00,100,2525
1624550637,24-06-2021 16:03,100,2496
1624551069,24-06-2021 16:11,100,2489
1624551410,24-06-2021 16:16,100,2482
1624551765,24-06-2021 16:22,100,2485
1624552136,24-06-2021 16:28,100,2496
1624552139,24-06-2021 16:28,100,2496
1624552586,24-06-2021 16:36,100,2507
1624552994,24-06-2021 16:43,100,2507
1624553293,24-06-2021 16:48,100,2500
1624553296,24-06-2021 16:48,100,2500
1624553644,24-06-2021 16:54,100,2503
1624553976,24-06-2021 16:59,100,2500
1624554342,24-06-2021 17:05,100,2496
1624554727,24-06-2021 17:12,100,2514
1624555334,24-06-2021 17:22,100,2500
1624555664,24-06-2021 17:27,100,2485
1624556045,24-06-2021 17:34,100,2496
1624556441,24-06-2021 17:40,100,2492
1624556444,24-06-2021 17:40,100,2492
1624556811,24-06-2021 17:46,100,2514
1624556819,24-06-2021 17:46,100,2514
1624557169,24-06-2021 17:52,100,2489
1624557664,24-06-2021 18:01,100,2489
1624557667,24-06-2021 18:01,100,2489
1624558203,24-06-2021 18:10,100,2500
1624558212,24-06-2021 18:10,100,2500
1624558815,24-06-2021 18:20,100,2489
1624558818,24-06-2021 18:20,100,2489
1624559211,24-06-2021 18:26,100,2485
1624559215,24-06-2021 18:26,100,2485
1624559572,24-06-2021 18:32,100,2489
1624559579,24-06-2021 18:32,100,2489
1624559936,24-06-2021 18:38,100,2503
1624559939,24-06-2021 18:38,100,2503
1624560332,24-06-2021 18:45,100,2510
1624560696,24-06-2021 18:51,100,2485
1624560699,24-06-2021 18:51,100,2485
1624561236,24-06-2021 19:00,100,2510
1624561244,24-06-2021 19:00,100,2503
1624561614,24-06-2021 19:06,100,2475
1624561617,24-06-2021 19:06,100,2475
1624562000,24-06-2021 19:13,100,2500
1624562003,24-06-2021 19:13,100,2500
1624562376,24-06-2021 19:19,100,2514
1624562380,24-06-2021 19:19,100,2514
1624562776,24-06-2021 19:26,100,2500
1624562783,24-06-2021 19:26,100,2500
1624563137,24-06-2021 19:32,100,2478
1624563140,24-06-2021 19:32,100,2478
1624563632,24-06-2021 19:40,100,2503
1624563636,24-06-2021 19:40,100,2503
1624563981,24-06-2021 19:46,100,2478
1624563988,24-06-2021 19:46,100,2478
1624564325,24-06-2021 19:52,100,2478
1624564328,24-06-2021 19:52,100,2478
1624564713,24-06-2021 19:58,100,2489
1624564718,24-06-2021 19:58,100,2489
1624565080,24-06-2021 20:04,100,2503
1624565083,24-06-2021 20:04,100,2503
1624565428,24-06-2021 20:10,100,2471
1624565435,24-06-2021 20:10,100,2471
1624565951,24-06-2021 20:19,100,2489
1624565956,24-06-2021 20:19,100,2500
1624566337,24-06-2021 20:25,100,2475
1624566340,24-06-2021 20:25,100,2475
1624566695,24-06-2021 20:31,100,2507
1624566702,24-06-2021 20:31,100,2507
1624567053,24-06-2021 20:37,100,2492
1624567057,24-06-2021 20:37,100,2492
1624567425,24-06-2021 20:43,100,2500
1624567428,24-06-2021 20:43,100,2500
1624567787,24-06-2021 20:49,100,2492
1624567790,24-06-2021 20:49,100,2492
1624568310,24-06-2021 20:58,100,2503
1624568319,24-06-2021 20:58,100,2503
1624568863,24-06-2021 21:07,100,2485
1624568866,24-06-2021 21:07,100,2478
1624569372,24-06-2021 21:16,100,2503
1624569377,24-06-2021 21:16,100,2514
1624570017,24-06-2021 21:26,100,2507
1624570023,24-06-2021 21:27,100,2507
1624570553,24-06-2021 21:35,100,2514
1624571120,24-06-2021 21:45,100,2500
1624571642,24-06-2021 21:54,100,2503
1624571720,24-06-2021 21:55,100,2500
1624571913,24-06-2021 21:58,100,2510
1624572433,24-06-2021 22:07,100,2503
1624572902,24-06-2021 22:15,100,2514
1624573283,24-06-2021 22:21,100,2503
1624573754,24-06-2021 22:29,100,2503
1624574180,24-06-2021 22:36,100,2500
1624574517,24-06-2021 22:41,100,2510
1624574925,24-06-2021 22:48,100,2521
1624575302,24-06-2021 22:55,100,2503
1624575928,24-06-2021 23:05,100,2507
1624576343,24-06-2021 23:12,100,2507
1624576755,24-06-2021 23:19,100,2517
1624577165,24-06-2021 23:26,100,2507
1624577577,24-06-2021 23:32,100,2510
1624578071,24-06-2021 23:41,100,2525
1624578533,24-06-2021 23:48,100,2514
1624578913,24-06-2021 23:55,100,2510
1624579324,25-06-2021 00:02,100,2500
1624579770,25-06-2021 00:09,100,2510
1624580082,25-06-2021 00:14,100,2500
1624580742,25-06-2021 00:25,100,2507
1624581099,25-06-2021 00:31,100,2507
1624581478,25-06-2021 00:37,100,2503
1624581884,25-06-2021 00:44,100,2517
1624582292,25-06-2021 00:51,100,2525
1624582753,25-06-2021 00:59,100,2507
1624583304,25-06-2021 01:08,100,2514
1624586958,25-06-2021 02:09,100,2521
1624586965,25-06-2021 02:09,100,2525
1624587831,25-06-2021 02:23,100,2528
1624588361,25-06-2021 02:32,100,2517
1624588720,25-06-2021 02:38,100,2507
1624589116,25-06-2021 02:45,100,2517
1624589515,25-06-2021 02:51,100,2525
1624589924,25-06-2021 02:58,100,2521
1624589931,25-06-2021 02:58,100,2521
1624590436,25-06-2021 03:07,100,2510
1624590966,25-06-2021 03:16,100,2528
1624591527,25-06-2021 03:25,100,2521
1624591988,25-06-2021 03:33,100,2539
1624592590,25-06-2021 03:43,100,2525
1624592977,25-06-2021 03:49,100,2553
1624593008,25-06-2021 03:50,100,2528
1624593039,25-06-2021 03:50,100,2525
1624593070,25-06-2021 03:51,100,2553
1624593101,25-06-2021 03:51,100,2525
1624593132,25-06-2021 03:52,100,2528
1624593163,25-06-2021 03:52,100,2528
1624593194,25-06-2021 03:53,100,2553
1624593225,25-06-2021 03:53,100,2535
1624593256,25-06-2021 03:54,100,2539
1624593287,25-06-2021 03:54,100,2535
1624593318,25-06-2021 03:55,100,2546
1624593349,25-06-2021 03:55,100,2550
1624593590,25-06-2021 03:59,100,2542
1624593968,25-06-2021 04:06,100,2550
1624594392,25-06-2021 04:13,100,2532
1624594783,25-06-2021 04:19,100,2535
1624595131,25-06-2021 04:25,100,2528
1624595841,25-06-2021 04:37,100,2553
1624596404,25-06-2021 04:46,100,2550
1624596901,25-06-2021 04:55,100,2560
1624597505,25-06-2021 05:05,100,2564
1624597890,25-06-2021 05:11,100,2535
1624599074,25-06-2021 05:31,100,2560
1624599602,25-06-2021 05:40,100,2571
1624600152,25-06-2021 05:49,100,2550
1624600858,25-06-2021 06:00,100,2550
1624601485,25-06-2021 06:11,100,2553
1624601942,25-06-2021 06:19,100,2567
1624602441,25-06-2021 06:27,100,2564
1624602832,25-06-2021 06:33,100,2567
1624603186,25-06-2021 06:39,100,2528
1624603528,25-06-2021 06:45,100,2589
1624603965,25-06-2021 06:52,100,2596
1624604460,25-06-2021 07:01,100,2596
1624604999,25-06-2021 07:09,100,2585
1624605537,25-06-2021 07:18,100,2603
1624606068,25-06-2021 07:27,100,2596
1624606566,25-06-2021 07:36,100,2589
1624607172,25-06-2021 07:46,100,2589
1624607552,25-06-2021 07:52,100,2596
1624607557,25-06-2021 07:52,100,2603
1624607937,25-06-2021 07:58,100,2592
1624608342,25-06-2021 08:05,100,2596
1624608729,25-06-2021 08:12,100,2592
1624609042,25-06-2021 08:17,100,2589
1624609530,25-06-2021 08:25,100,2592
1624609928,25-06-2021 08:32,100,2589
1624610264,25-06-2021 08:37,100,2596
1624610270,25-06-2021 08:37,100,2596
1624610618,25-06-2021 08:43,100,2589
1624611043,25-06-2021 08:50,100,2589
1624611047,25-06-2021 08:50,100,2589
1624611406,25-06-2021 08:56,100,2610
1624611999,25-06-2021 09:06,100,2585
1624612009,25-06-2021 09:06,100,2585
1624612450,25-06-2021 09:14,100,2596
1624612453,25-06-2021 09:14,100,2596
1624612932,25-06-2021 09:22,100,2607
1624612936,25-06-2021 09:22,100,2607
1624613321,25-06-2021 09:28,100,2610
1624613328,25-06-2021 09:28,100,2610
1624613681,25-06-2021 09:34,100,2600
1624613684,25-06-2021 09:34,100,2600
1624614044,25-06-2021 09:40,100,2603
1624614049,25-06-2021 09:40,100,2603
1624614351,25-06-2021 09:45,100,2603
1624614355,25-06-2021 09:45,100,2603
1624614673,25-06-2021 09:51,100,2603
1624614680,25-06-2021 09:51,100,2603
1624614782,25-06-2021 09:53,100,2610
1624614785,25-06-2021 09:53,100,2610
1624614813,25-06-2021 09:53,100,2607
1624614816,25-06-2021 09:53,100,2607
1624614970,25-06-2021 09:56,100,2621
1624614974,25-06-2021 09:56,100,2610
1624615332,25-06-2021 10:02,100,2617
1624615335,25-06-2021 10:02,100,2617
1624615970,25-06-2021 10:12,100,2617
1624615978,25-06-2021 10:12,100,2617
1624616487,25-06-2021 10:21,100,2621
1624617049,25-06-2021 10:30,100,2617
1624617485,25-06-2021 10:38,100,2607
1624617905,25-06-2021 10:45,100,2621
1624618300,25-06-2021 10:51,100,2607
1624618694,25-06-2021 10:58,100,2610
1624618981,25-06-2021 11:03,100,2614
1624619649,25-06-2021 11:14,100,2625
1624620276,25-06-2021 11:24,100,2632
1624620806,25-06-2021 11:33,100,2610
1624621259,25-06-2021 11:40,100,2632
1624621667,25-06-2021 11:47,100,2607
1624622089,25-06-2021 11:54,100,2642
1624622438,25-06-2021 12:00,100,2628
1624622784,25-06-2021 12:06,100,2610
1624623360,25-06-2021 12:16,100,2621
1624623774,25-06-2021 12:22,100,2614
1624624199,25-06-2021 12:29,100,2621
1624624614,25-06-2021 12:36,100,2632
1624624917,25-06-2021 12:41,100,2610
1624625309,25-06-2021 12:48,100,2614
1624625880,25-06-2021 12:58,100,2603
1624626244,25-06-2021 13:04,100,2628
1624626664,25-06-2021 13:11,100,2621
1624627057,25-06-2021 13:17,100,2614
1624627465,25-06-2021 13:24,100,2621
1624627928,25-06-2021 13:32,100,2621
1624628420,25-06-2021 13:40,100,2621
1624628425,25-06-2021 13:40,100,2621
1624628860,25-06-2021 13:47,100,2628
1624629316,25-06-2021 13:55,100,2617
1624629807,25-06-2021 14:03,100,2639
1624630368,25-06-2021 14:12,100,2621
1624630374,25-06-2021 14:12,100,2625
1624630896,25-06-2021 14:21,100,2625
1624631422,25-06-2021 14:30,100,2628
1624631425,25-06-2021 14:30,100,2628
1624631948,25-06-2021 14:39,100,2642
1624631956,25-06-2021 14:39,100,2642
1624632377,25-06-2021 14:46,100,2635
1624632937,25-06-2021 14:55,100,2628
1624632942,25-06-2021 14:55,100,2628
1624633567,25-06-2021 15:06,100,2646
1624634075,25-06-2021 15:14,100,2628
1624634622,25-06-2021 15:23,100,2625
1624634625,25-06-2021 15:23,100,2625
1624635017,25-06-2021 15:30,100,2635
1624635380,25-06-2021 15:36,100,2614
1624635671,25-06-2021 15:41,100,2628
1624635740,25-06-2021 15:42,100,2621
1624635743,25-06-2021 15:42,100,2635
1624636015,25-06-2021 15:46,100,2639
1624636370,25-06-2021 15:52,100,2621
1624636635,25-06-2021 15:57,100,2639
1624636637,25-06-2021 15:57,100,2639
1624637262,25-06-2021 16:07,100,2617
1624637900,25-06-2021 16:18,100,2639
1624638541,25-06-2021 16:29,100,2639
1624639070,25-06-2021 16:37,100,2625
1624639633,25-06-2021 16:47,100,2628
1624640059,25-06-2021 16:54,100,2639
1624640062,25-06-2021 16:54,100,2639
1624640461,25-06-2021 17:01,100,2628
1624640820,25-06-2021 17:07,100,2628
1624641172,25-06-2021 17:12,100,2639
1624641179,25-06-2021 17:12,100,2650
1624641510,25-06-2021 17:18,100,2639
1624641972,25-06-2021 17:26,100,2646
1624642403,25-06-2021 17:33,100,2632
1624642410,25-06-2021 17:33,100,2642
1624642775,25-06-2021 17:39,100,2625
1624642778,25-06-2021 17:39,100,2625
1624643129,25-06-2021 17:45,100,2653
1624643134,25-06-2021 17:45,100,2653
1624643500,25-06-2021 17:51,100,2635
1624643503,25-06-2021 17:51,100,2635
1624643879,25-06-2021 17:57,100,2650
1624644151,25-06-2021 18:02,100,2628
1624644155,25-06-2021 18:02,100,2628
1624645862,25-06-2021 18:31,100,2642
1624646426,25-06-2021 18:40,100,2625
1624646429,25-06-2021 18:40,100,2628
1624646917,25-06-2021 18:48,100,2610
1624646921,25-06-2021 18:48,100,2610
1624647303,25-06-2021 18:55,100,2635
1624647309,25-06-2021 18:55,100,2635
