,Date Time, Monitor ID, Location ID, NO2(ppm),Unnamed: 0,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
63,2021-08-19 12:24:00,1,1,0.045,8089.5,31.61,49.528,940.368,70.475,68.796,73.146,547.0,2180.0,2034.0,1106.5,0.016,-0.008,-0.04,33024.0,32640.0,64896.0,0.0,0.0,64.495,74.542,75.583,75.787,75.827,9.477,10.848,11.516,11.65,0.575,69.0,-1371.0,0.0,83.0,3953.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,16.275,-87.5,-59.0,3.0,17.457,78.377,4.7,1629356069034.5
64,2021-08-19 12:25:00,1,1,0.036000000000000004,8091.5,31.71,49.127,940.329,76.599,72.205,84.26,557.0,2103.0,2063.5,1094.5,-0.04,-0.008,0.088,32128.0,32640.0,34176.0,0.0,0.0,74.493,86.118,87.334,87.572,87.619,10.951,12.547,13.33,13.486,0.582,58.5,-1159.5,0.0,83.0,3947.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.157,-77.0,-57.5,3.0,17.453,78.38,3.85,1629356130877.5
65,2021-08-19 12:26:00,1,1,0.055999999999999994,8093.5,31.68,49.123,940.175,69.468,64.166,76.975,542.5,2126.5,2019.5,1097.5,-0.024,0.008,-0.144,32384.0,128.0,63232.0,0.0,0.0,54.765,63.278,64.15,64.32,64.354,8.044,9.195,9.753,9.865,0.566,68.5,-1361.0,0.0,83.0,3943.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,5.583,-90.0,-52.5,4.0,17.452,78.381,3.9,1629356192973.5
66,2021-08-19 12:27:00,1,1,0.047,8095.5,31.785,48.826,940.048,73.009,67.738,77.728,528.0,2085.5,1981.0,1088.5,0.008,0.0,0.048,32896.0,0.0,768.0,0.0,0.0,76.852,88.528,89.567,89.769,89.812,11.229,12.669,13.311,13.44,0.559,69.0,-1383.5,0.0,83.0,3952.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.553,-92.0,-49.0,4.0,17.451,78.38,4.0,1629356254883.0
67,2021-08-19 12:28:00,1,1,0.043,8097.5,31.825,48.351,939.274,75.18,71.7,80.953,606.5,2190.5,2201.0,1114.0,-0.016,-0.016,-0.016,32512.0,65280.0,32512.0,0.0,0.0,217.515,247.088,247.684,247.781,247.834,31.035,32.844,32.865,32.869,0.472,57.5,-1142.5,0.0,83.0,3945.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.021,-83.0,-50.0,4.0,17.447,78.378,3.7,1629356317303.0
68,2021-08-19 12:29:00,1,1,0.04,8099.5,31.71,48.369,938.778,76.234,69.898,84.251,585.0,2151.5,2136.0,1103.5,0.056,-0.008,-0.008,896.0,32640.0,32640.0,0.0,0.0,101.827,115.652,115.918,115.961,115.985,14.525,15.359,15.359,15.359,0.508,57.5,-1150.0,0.0,83.0,3942.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,16.55,-85.0,-49.0,4.0,17.442,78.377,4.75,1629356379281.0
69,2021-08-19 12:30:00,1,1,0.073,8101.5,31.41,48.253,939.243,77.242,72.76,81.347,513.0,1969.5,1933.5,1049.0,-0.024,0.032,-0.032,65152.0,33280.0,32256.0,0.0,0.0,83.522,94.879,95.109,95.146,95.167,11.917,12.613,12.622,12.623,0.517,55.0,-1091.0,0.0,83.0,3940.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.063,-99.5,-49.0,4.0,17.435,78.375,5.3,1629356441197.5
70,2021-08-19 12:31:00,1,1,0.054000000000000006,8103.5,30.945,49.153,941.547,76.401,72.318,81.775,492.5,1898.0,1884.5,1029.5,-0.056,0.008,0.072,65280.0,32640.0,1152.0,0.0,0.0,59.589,68.073,68.495,68.574,68.596,8.584,9.33,9.534,9.575,0.552,69.5,-1394.5,0.0,82.5,3944.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,10.11,-108.5,-51.0,4.0,17.43,78.375,4.75,1629356503207.0
71,2021-08-19 12:32:00,1,1,0.04,8105.0,30.57,50.516,942.19,72.255,68.299,78.153,552.0,2028.0,2049.0,1066.0,-0.032,-0.112,0.0,65024.0,63744.0,0.0,0.0,0.0,67.914,77.855,78.52,78.647,78.677,9.842,10.869,11.242,11.317,0.564,76.0,-1526.0,0.0,82.0,3951.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,12.825,-111.0,-54.0,4.0,17.429,78.375,4.4,1629356549723.0
72,2021-08-19 12:33:00,1,1,0.047,8106.5,30.58,51.073,942.398,76.338,71.521,82.685,539.5,2090.5,2013.0,1084.0,0.016,-0.008,-0.008,33024.0,32640.0,32640.0,0.0,0.0,84.468,96.936,97.832,98.004,98.044,12.264,13.608,14.125,14.229,0.57,77.5,-1545.5,0.0,82.0,3946.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,8.68,-104.5,-54.0,4.0,17.43,78.373,6.8,1629356596230.0
73,2021-08-19 12:34:00,1,1,0.087,8108.5,30.605,50.973,941.829,75.187,71.294,81.052,549.5,2056.5,2042.5,1075.0,-0.048,0.048,0.088,32000.0,768.0,1408.0,0.0,0.0,84.855,96.961,97.577,97.693,97.724,12.229,13.306,13.609,13.669,0.54,80.5,-1605.0,0.0,82.0,3949.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.629,-98.0,-54.0,4.0,17.433,78.37,3.85,1629356657883.0
74,2021-08-19 12:35:00,1,1,0.079,8110.5,30.565,50.896,940.707,78.49,70.325,84.29,546.5,2035.0,2033.5,1069.0,0.016,0.008,0.032,33024.0,128.0,33280.0,0.0,0.0,106.191,120.637,120.933,120.981,121.008,15.153,16.042,16.056,16.059,0.497,82.0,-1637.5,0.0,82.0,3946.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.213,-93.5,-54.0,4.0,17.437,78.366,4.7,1629356719636.0
75,2021-08-19 12:36:00,1,1,0.059000000000000004,8112.0,30.49,50.508,940.263,69.817,65.153,74.055,553.0,2028.0,2046.0,1069.0,-0.048,0.016,0.096,64768.0,256.0,1536.0,0.0,0.0,63.447,72.343,72.699,72.764,72.784,9.111,9.814,9.96,9.989,0.543,89.0,-1767.0,0.0,82.0,3945.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.057,-89.0,-54.0,4.0,17.438,78.364,5.5,1629356797642.0
76,2021-08-19 12:37:00,1,1,0.057,8113.5,30.575,50.71,940.22,73.396,68.718,78.673,601.0,2110.0,2185.0,1086.5,0.064,0.048,0.016,1024.0,768.0,256.0,0.0,0.0,125.576,143.139,143.815,143.938,143.978,18.023,19.387,19.654,19.707,0.54,79.5,-1586.0,0.0,82.0,3937.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.267,-91.0,-54.0,4.0,17.438,78.364,5.1,1629356843970.0
77,2021-08-19 12:38:00,1,1,0.038,8115.5,30.755,50.615,939.583,76.779,69.772,85.178,548.0,2103.0,2035.0,1087.5,0.0,-0.008,-0.088,32768.0,32640.0,64128.0,0.0,0.0,170.073,193.164,193.609,193.68,193.721,24.259,25.653,25.653,25.653,0.521,80.5,-1601.0,0.0,82.0,3940.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.854,-74.5,-38.0,4.0,17.441,78.361,2.45,1629356905874.5
78,2021-08-19 12:39:00,1,1,0.055,8117.5,30.895,50.704,939.354,74.752,67.792,84.528,632.0,2283.5,2276.5,1141.0,-0.016,-0.032,-0.064,65280.0,32256.0,31744.0,0.0,0.0,127.523,145.477,146.242,146.383,146.426,18.327,19.79,20.121,20.187,0.569,78.5,-1561.0,0.0,82.0,3941.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.055,-82.5,-39.0,4.0,17.442,78.359,2.75,1629356967982.0
79,2021-08-19 12:40:00,1,1,0.035,8119.5,31.04,50.266,938.269,79.051,73.354,81.733,552.0,2158.5,2049.5,1099.5,0.008,-0.016,0.024,128.0,32512.0,33152.0,0.0,0.0,103.498,117.997,118.57,118.674,118.708,14.859,15.999,16.231,16.277,0.541,79.5,-1583.5,0.0,82.0,3937.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.158,-84.0,-39.0,4.0,17.444,78.354,2.95,1629357029894.5
80,2021-08-19 12:41:00,1,1,0.027999999999999997,8121.5,31.115,50.195,937.928,75.603,66.406,82.002,543.0,2096.0,2022.0,1085.5,0.008,-0.04,0.04,128.0,64896.0,33408.0,0.0,0.0,115.014,130.99,131.535,131.632,131.667,16.483,17.661,17.848,17.885,0.538,79.0,-1573.5,0.0,82.0,3944.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.128,-92.0,-39.0,4.0,17.446,78.351,2.95,1629357092117.0
81,2021-08-19 12:42:00,1,1,0.024,8123.5,31.23,50.535,938.049,62.258,52.445,73.171,515.5,2112.0,1944.5,1092.0,-0.056,0.008,-0.12,64640.0,128.0,30848.0,0.0,0.0,58.53,67.162,67.778,67.897,67.924,8.496,9.423,9.778,9.849,0.576,72.0,-1429.5,0.0,82.0,3932.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.714,-91.0,-39.0,4.0,17.446,78.351,1.65,1629357154017.0
82,2021-08-19 12:43:00,1,1,0.051,8125.5,31.33,50.406,937.777,73.328,61.83,81.896,500.5,2053.0,1903.5,1076.0,0.08,0.04,-0.016,1280.0,33408.0,32512.0,0.0,0.0,49.62,57.079,57.697,57.816,57.842,7.233,8.111,8.484,8.559,0.61,63.5,-1265.5,0.0,82.0,3937.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.293,-87.5,-39.0,4.0,17.447,78.35,2.25,1629357216122.5
83,2021-08-19 12:44:00,1,1,0.032,8127.5,31.195,50.537,937.002,75.999,68.836,83.581,492.5,1948.0,1876.5,1044.5,-0.072,-0.008,0.2,64384.0,32640.0,3200.0,0.0,0.0,56.371,64.58,65.103,65.203,65.227,8.16,8.984,9.272,9.33,0.577,82.5,-1654.0,0.0,82.0,3929.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.251,-100.0,-39.0,4.0,17.447,78.348,2.4,1629357277939.0
84,2021-08-19 12:45:00,1,1,0.036000000000000004,8129.5,31.05,50.78,937.008,68.991,56.747,76.877,489.5,1974.5,1871.5,1049.0,0.072,-0.112,0.072,1152.0,63744.0,33920.0,0.0,0.0,52.0,59.412,59.786,59.856,59.876,7.493,8.149,8.331,8.368,0.571,77.0,-1540.5,0.0,81.5,3946.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.792,-90.0,-39.0,4.0,17.447,78.348,1.95,1629357340241.0
85,2021-08-19 12:46:00,1,1,0.021,8131.5,31.14,51.366,936.943,60.283,50.519,77.312,496.0,2044.0,1888.0,1074.5,0.0,-0.008,0.048,0.0,32640.0,768.0,0.0,0.0,50.597,57.761,58.092,58.153,58.171,7.28,7.762,7.93,7.965,0.58,80.0,-1589.5,0.0,81.5,3938.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.345,-91.5,-39.0,4.0,17.447,78.348,1.55,1629357401956.5
86,2021-08-19 12:47:00,1,1,0.02,8133.5,31.425,51.781,936.941,57.715,50.571,64.407,502.5,2131.5,1909.0,1098.0,-0.04,-0.024,-0.008,32128.0,65152.0,32640.0,0.0,0.0,47.563,54.534,55.005,55.095,55.116,6.895,7.619,7.885,7.938,0.586,82.0,-1633.5,0.0,81.0,3939.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.082,-87.0,-39.0,4.0,17.447,78.348,1.4,1629357464261.5
87,2021-08-19 12:48:00,1,1,0.016,8135.0,31.71,51.273,936.932,51.99,47.954,64.155,501.0,2171.0,1908.0,1103.0,0.032,0.0,0.112,512.0,0.0,1792.0,0.0,0.0,46.407,53.073,53.441,53.511,53.529,6.698,7.317,7.506,7.544,0.588,77.0,-1537.0,0.0,81.0,3935.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.329,-84.0,-39.0,4.0,17.447,78.348,1.2,1629357510772.0
88,2021-08-19 12:49:00,1,1,0.015,8136.5,31.905,50.871,936.912,55.293,48.376,70.635,501.5,2162.0,1908.5,1106.5,0.008,-0.016,0.024,32896.0,65280.0,384.0,0.0,0.0,45.614,52.164,52.524,52.592,52.61,6.583,7.189,7.374,7.411,0.587,77.0,-1538.5,0.0,81.0,3927.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.597,-85.5,-39.0,4.0,17.447,78.348,1.9,1629357556983.0
89,2021-08-19 12:50:00,1,1,0.016,8138.5,32.135,50.271,936.927,54.257,48.15,63.427,502.0,2160.0,1908.0,1106.5,0.024,-0.008,-0.008,384.0,32640.0,32640.0,0.0,0.0,51.064,58.309,58.653,58.717,58.735,7.351,7.973,8.134,8.167,0.581,74.0,-1482.0,0.0,81.0,3936.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.055,-86.5,-39.0,4.0,17.447,78.348,1.4,1629357619174.5
90,2021-08-19 12:51:00,1,1,0.018000000000000002,8140.5,32.335,50.025,936.91,61.282,51.904,65.864,504.0,2176.5,1908.5,1109.5,0.0,-0.024,0.08,0.0,65152.0,34048.0,0.0,0.0,48.122,54.974,55.314,55.378,55.395,6.932,7.534,7.698,7.731,0.593,81.0,-1618.5,0.0,81.0,3924.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.241,-86.5,-39.0,4.0,17.447,78.348,1.1,1629357681004.0
91,2021-08-19 12:52:00,1,1,0.018000000000000002,8142.5,32.52,49.56,936.945,59.821,53.099,65.64,503.5,2178.0,1910.0,1110.5,-0.008,-0.016,0.008,32640.0,65280.0,128.0,0.0,0.0,44.444,50.689,50.947,50.994,51.009,6.385,6.886,6.995,7.017,0.576,68.0,-1360.0,0.0,81.0,3927.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.475,-85.5,-39.0,4.0,17.447,78.348,1.35,1629357743307.0
92,2021-08-19 12:53:00,1,1,0.019,8144.5,32.68,49.085,936.944,59.62,49.015,66.902,502.5,2167.5,1907.5,1109.5,-0.008,0.0,-0.064,32640.0,0.0,31744.0,0.0,0.0,42.528,48.487,48.723,48.766,48.78,6.106,6.575,6.671,6.69,0.559,68.0,-1357.0,0.0,81.0,3927.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.282,-86.5,-39.0,4.0,17.447,78.348,2.0,1629357805318.5
93,2021-08-19 12:54:00,1,1,0.008,8146.5,32.795,48.631,936.938,59.853,54.244,64.159,502.0,2158.5,1903.5,1105.5,-0.04,-0.04,0.032,64896.0,64896.0,512.0,0.0,0.0,43.634,49.74,49.977,50.021,50.035,6.263,6.74,6.834,6.853,0.564,66.0,-1315.5,0.0,81.0,3930.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.254,-88.5,-39.0,4.0,17.447,78.348,1.7,1629357867035.0
94,2021-08-19 12:55:00,1,1,0.025,8148.5,32.88,48.609,936.941,72.559,62.701,78.547,504.0,2189.0,1913.0,1113.0,0.0,-0.008,-0.048,32768.0,32640.0,32000.0,0.0,0.0,43.525,49.749,50.075,50.137,50.153,6.276,6.838,7.001,7.034,0.579,65.5,-1304.5,0.0,81.0,3924.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.635,-89.5,-39.0,4.0,17.447,78.348,1.4,1629357929143.5
95,2021-08-19 12:56:00,1,1,0.023,8150.5,32.985,48.28,936.934,73.099,59.787,78.937,503.5,2158.5,1907.5,1105.0,-0.056,-0.008,0.056,64640.0,32640.0,896.0,0.0,0.0,48.871,55.842,56.197,56.263,56.281,7.043,7.663,7.836,7.871,0.573,60.5,-1204.5,0.0,81.0,3927.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.261,-89.0,-39.0,4.0,17.447,78.348,1.1,1629357991165.0
96,2021-08-19 12:57:00,1,1,0.023,8152.5,33.055,47.824,936.969,71.858,61.81,79.606,502.0,2164.0,1907.5,1106.0,-0.008,-0.016,0.056,32640.0,32512.0,896.0,0.0,0.0,51.736,59.158,59.562,59.638,59.658,7.465,8.149,8.355,8.396,0.57,63.5,-1267.5,0.0,81.0,3924.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.075,-89.5,-39.0,4.0,17.447,78.348,1.45,1629358053357.5
97,2021-08-19 12:58:00,1,1,0.013999999999999999,8154.5,33.105,47.805,936.945,67.527,60.724,71.04,512.0,2226.5,1939.0,1118.5,0.0,0.0,0.008,0.0,0.0,32896.0,0.0,0.0,45.204,51.643,51.965,52.025,52.042,6.513,7.08,7.236,7.268,0.57,66.5,-1322.0,0.0,81.0,3923.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.744,-88.5,-39.0,4.0,17.447,78.348,1.4,1629358115371.0
98,2021-08-19 12:59:00,1,1,0.022000000000000002,8156.5,33.14,47.888,936.969,67.318,57.301,71.838,510.0,2217.5,1927.5,1119.5,-0.008,0.0,-0.064,32640.0,32768.0,64512.0,0.0,0.0,47.808,54.645,55.004,55.071,55.089,6.894,7.511,7.69,7.726,0.57,67.5,-1341.5,0.0,80.0,3921.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.063,-86.5,-39.0,4.0,17.447,78.348,1.55,1629358177183.5
99,2021-08-19 13:00:00,1,1,0.013999999999999999,8158.5,33.195,47.692,936.935,67.699,59.144,75.435,506.0,2215.5,1918.5,1115.5,-0.008,0.0,0.048,32640.0,0.0,768.0,0.0,0.0,51.929,59.301,59.654,59.72,59.738,7.476,8.111,8.278,8.311,0.551,60.5,-1209.5,0.0,80.0,3922.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.272,-85.5,-39.0,4.0,17.447,78.348,2.4,1629358239100.0
100,2021-08-19 13:01:00,1,1,0.027999999999999997,8160.5,33.26,47.316,936.959,67.458,56.356,73.26,524.0,2201.0,1968.0,1120.0,-0.032,-0.008,0.016,65024.0,32640.0,256.0,0.0,0.0,50.473,57.787,58.23,58.315,58.336,7.299,8.013,8.252,8.3,0.58,64.5,-1289.5,0.0,80.0,3920.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.139,-86.5,-39.0,4.0,17.447,78.348,2.15,1629358301302.5
101,2021-08-19 13:02:00,1,1,0.02,8162.5,33.32,47.11,936.917,66.048,56.742,70.463,516.5,2178.0,1952.0,1112.0,0.016,-0.008,0.0,256.0,32640.0,32768.0,0.0,0.0,51.14,58.536,59.086,59.192,59.216,7.407,8.228,8.547,8.611,0.612,60.0,-1196.0,0.0,80.0,3904.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.575,-86.0,-39.0,4.0,17.447,78.348,2.0,1629358363313.5
102,2021-08-19 13:03:00,1,1,0.027000000000000003,8164.0,33.38,46.737,936.881,66.704,56.057,71.175,510.0,2175.0,1927.0,1111.0,0.0,0.032,0.016,0.0,512.0,256.0,0.0,0.0,50.174,57.653,58.235,58.348,58.372,7.3,8.147,8.492,8.561,0.605,64.0,-1270.0,0.0,80.0,3929.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.493,-85.0,-39.0,4.0,17.447,78.348,1.7,1629358409515.0
103,2021-08-19 13:04:00,1,1,0.023,8165.5,33.425,46.694,936.917,58.506,55.879,63.383,509.5,2178.0,1926.5,1111.0,-0.016,0.0,-0.072,32512.0,0.0,64384.0,0.0,0.0,49.113,56.227,56.656,56.738,56.758,7.101,7.794,8.025,8.071,0.595,61.5,-1226.5,0.0,80.0,3916.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.418,-84.5,-39.0,4.0,17.447,78.348,1.85,1629358456329.5
104,2021-08-19 13:05:00,1,1,0.021,8167.5,33.475,46.625,936.954,60.414,54.764,68.785,507.5,2207.0,1925.5,1117.0,0.04,-0.016,-0.008,640.0,32512.0,32640.0,0.0,0.0,55.996,64.125,64.626,64.722,64.745,8.1,8.902,9.175,9.229,0.627,66.5,-1329.0,0.0,80.0,3914.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.796,-85.0,-39.0,4.0,17.447,78.348,1.85,1629358518142.0
105,2021-08-19 13:06:00,1,1,0.027000000000000003,8169.0,33.54,46.668,936.943,57.469,52.964,62.752,527.0,2253.0,1979.0,1130.0,-0.016,-0.016,-0.032,65280.0,65280.0,65024.0,0.0,0.0,56.687,64.964,65.505,65.608,65.633,8.211,9.054,9.355,9.415,0.609,68.0,-1347.0,0.0,80.0,3925.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.269,-85.0,-39.0,4.0,17.447,78.348,1.0,1629358595753.0
106,2021-08-19 13:07:00,1,1,0.019,8170.5,33.625,46.525,936.957,57.677,53.973,64.776,511.5,2221.0,1930.0,1125.0,0.0,0.008,-0.024,0.0,32896.0,32384.0,0.0,0.0,52.15,59.681,60.122,60.206,60.227,7.536,8.257,8.491,8.538,0.604,67.5,-1342.5,0.0,80.0,3919.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.847,-85.0,-39.0,4.0,17.447,78.348,1.25,1629358642358.5
107,2021-08-19 13:08:00,1,1,0.018000000000000002,8172.5,33.695,46.374,936.913,58.67,54.421,64.668,505.0,2203.0,1919.5,1112.0,0.056,-0.024,-0.016,896.0,65152.0,32512.0,0.0,0.0,51.719,59.059,59.41,59.475,59.493,7.446,8.077,8.242,8.275,0.585,63.5,-1270.0,0.0,80.0,3911.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.062,-87.5,-39.0,4.0,17.447,78.348,1.35,1629358704473.5
108,2021-08-19 13:09:00,1,1,0.017,8174.5,33.74,46.488,936.926,60.916,55.935,66.161,506.0,2200.0,1913.5,1114.0,0.032,-0.008,0.0,33280.0,32640.0,32768.0,0.0,0.0,53.326,60.776,61.058,61.109,61.126,7.652,8.226,8.335,8.356,0.565,69.5,-1387.0,0.0,79.0,3914.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.474,-91.5,-39.0,4.0,17.447,78.348,2.15,1629358766404.0
109,2021-08-19 13:10:00,1,1,0.021,8176.5,33.775,46.4,936.898,58.857,55.142,62.998,505.5,2215.5,1921.0,1119.0,-0.024,0.016,-0.008,32384.0,256.0,32640.0,0.0,0.0,50.287,57.243,57.461,57.499,57.514,7.2,7.696,7.762,7.776,0.553,67.0,-1340.0,0.0,79.0,3915.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.432,-86.0,-39.0,4.0,17.447,78.348,1.2,1629358828342.5
110,2021-08-19 13:11:00,1,1,0.022000000000000002,8178.5,33.815,46.203,936.905,59.67,56.017,64.151,507.0,2210.0,1918.5,1120.5,-0.008,-0.016,-0.072,32640.0,32512.0,64384.0,0.0,0.0,48.541,55.296,55.533,55.576,55.591,6.959,7.464,7.549,7.566,0.564,64.5,-1280.5,0.0,79.0,3919.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.538,-85.5,-39.0,4.0,17.447,78.348,1.55,1629358890549.0
111,2021-08-19 13:12:00,1,1,0.015,8180.5,33.86,46.141,936.881,64.14,59.026,74.165,504.5,2208.5,1915.0,1118.5,0.0,0.016,0.008,0.0,256.0,32896.0,0.0,0.0,45.589,51.934,52.158,52.198,52.212,6.536,7.011,7.091,7.108,0.545,67.0,-1329.5,0.0,79.0,3921.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.777,-84.0,-39.0,4.0,17.447,78.348,1.75,1629358952464.0
112,2021-08-19 13:13:00,1,1,0.018000000000000002,8182.5,33.915,46.122,936.841,65.901,58.942,70.013,508.0,2224.5,1925.0,1122.0,0.0,-0.032,0.024,0.0,65024.0,384.0,0.0,0.0,48.98,55.92,56.244,56.304,56.322,7.049,7.64,7.79,7.82,0.548,62.0,-1233.5,0.0,79.0,3908.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.935,-84.0,-39.0,4.0,17.447,78.348,1.8,1629359014471.5
113,2021-08-19 13:14:00,1,1,0.018000000000000002,8184.5,33.99,45.891,936.817,66.909,62.179,70.612,506.0,2205.0,1922.0,1114.5,0.0,0.008,-0.016,0.0,128.0,32512.0,0.0,0.0,49.994,57.215,57.639,57.72,57.74,7.224,7.917,8.142,8.187,0.561,64.0,-1278.0,0.0,79.0,3914.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.706,-84.5,-39.0,4.0,17.447,78.348,1.2,1629359076713.5
