,Date Time, Monitor ID, Location ID, NO2(ppm),Unnamed: 0,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
114,2021-08-19 13:15:00,1,1,0.021,8186.5,34.045,45.885,936.795,64.282,52.965,75.868,508.0,2214.0,1923.0,1123.5,-0.016,0.016,0.0,65280.0,256.0,32768.0,0.0,0.0,49.029,56.073,56.462,56.536,56.555,7.077,7.731,7.931,7.972,0.552,68.5,-1370.5,0.0,79.0,3904.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.638,-84.0,-39.0,4.0,17.447,78.348,2.15,1629359138821.0
115,2021-08-19 13:16:00,1,1,0.017,8188.5,34.105,45.689,936.727,57.925,51.885,63.509,508.5,2228.0,1923.5,1118.0,-0.016,0.016,-0.016,32512.0,256.0,32512.0,0.0,0.0,50.289,57.524,57.931,58.007,58.027,7.261,7.938,8.149,8.191,0.55,66.0,-1316.0,0.0,79.0,3910.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.442,-86.0,-39.0,4.0,17.447,78.348,1.95,1629359200831.0
116,2021-08-19 13:17:00,1,1,0.023,8190.5,34.175,45.525,936.73,61.88,55.1,67.448,506.0,2210.5,1916.5,1121.0,-0.008,-0.016,0.0,65280.0,32640.0,32768.0,0.0,0.0,49.043,56.085,56.472,56.545,56.564,7.078,7.975,8.171,8.211,0.588,64.5,-1287.5,0.0,79.0,3913.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.979,-86.0,-39.0,4.0,17.447,78.348,1.7,1629359262872.0
117,2021-08-19 13:18:00,1,1,0.018000000000000002,8192.0,34.21,44.821,936.701,69.833,65.067,73.272,502.0,2182.0,1908.0,1106.0,-0.064,0.0,-0.176,64512.0,0.0,62720.0,0.0,0.0,46.793,53.569,53.978,54.056,54.075,6.766,7.425,7.645,7.689,0.591,59.0,-1169.0,0.0,79.0,3911.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.062,-84.0,-39.0,4.0,17.447,78.348,2.4,1629359309378.0
118,2021-08-19 13:19:00,1,1,0.026000000000000002,8193.5,34.225,44.896,936.713,64.324,55.803,70.4,506.0,2208.5,1916.5,1116.5,-0.016,-0.016,0.016,32512.0,32512.0,33024.0,0.0,0.0,50.485,57.768,58.19,58.27,58.29,7.293,7.987,8.209,8.253,0.595,65.5,-1299.0,0.0,79.0,3906.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.271,-86.0,-39.0,4.0,17.447,78.348,1.4,1629359355596.5
119,2021-08-19 13:20:00,1,1,0.012,8195.5,34.265,45.033,936.715,61.256,56.183,65.744,506.5,2224.5,1918.0,1122.0,0.0,-0.008,0.0,32768.0,32640.0,32768.0,0.0,0.0,52.287,59.882,60.354,60.444,60.467,7.565,8.317,8.574,8.626,0.601,66.5,-1325.0,0.0,79.0,3899.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.821,-84.0,-39.0,4.0,17.447,78.348,1.0,1629359417559.0
120,2021-08-19 13:21:00,1,1,0.02,8197.5,34.305,45.116,936.681,62.318,57.712,67.155,517.0,2228.5,1949.0,1126.5,0.016,-0.016,-0.008,256.0,32512.0,32640.0,0.0,0.0,52.532,60.215,60.724,60.821,60.844,7.612,8.401,8.686,8.743,0.591,66.5,-1329.0,0.0,79.0,3908.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.623,-87.5,-39.0,4.0,17.447,78.348,1.85,1629359479184.0
121,2021-08-19 13:22:00,1,1,0.023,8199.5,34.355,45.139,936.662,62.445,58.23,66.042,529.5,2285.0,1985.0,1143.0,0.008,0.008,0.04,128.0,32896.0,640.0,0.0,0.0,52.259,59.886,60.382,60.477,60.5,7.569,8.344,8.619,8.674,0.593,69.5,-1392.0,0.0,79.0,3900.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.546,-85.5,-39.0,4.0,17.447,78.348,1.35,1629359541464.5
122,2021-08-19 13:23:00,1,1,0.017,8201.5,34.37,44.837,936.617,62.712,56.982,68.355,514.0,2244.5,1943.0,1126.5,-0.04,-0.016,0.024,64896.0,65280.0,33152.0,0.0,0.0,46.375,53.106,53.521,53.6,53.619,6.708,7.372,7.597,7.642,0.6,64.0,-1278.5,0.0,79.0,3900.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.671,-87.0,-39.0,4.0,17.447,78.348,1.0,1629359603394.5
123,2021-08-19 13:24:00,1,1,0.015,8203.5,34.4,44.882,936.564,62.74,58.137,68.601,521.5,2267.5,1958.0,1132.5,-0.016,0.016,0.024,32512.0,256.0,384.0,0.0,0.0,45.829,52.48,52.89,52.967,52.987,6.629,7.285,7.507,7.551,0.618,64.0,-1279.0,0.0,79.0,3903.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.695,-89.0,-39.0,4.0,17.447,78.348,1.65,1629359665150.5
124,2021-08-19 13:25:00,1,1,0.025,8205.5,34.41,44.987,936.529,65.046,55.957,76.413,526.0,2298.0,1968.0,1144.5,-0.016,0.0,-0.032,32512.0,32768.0,65024.0,0.0,0.0,46.366,53.11,53.535,53.616,53.636,6.71,7.383,7.616,7.662,0.599,71.5,-1428.5,0.0,79.0,3904.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.902,-93.0,-39.0,4.0,17.447,78.348,2.65,1629359727291.0
125,2021-08-19 13:26:00,1,1,0.031,8207.5,34.34,43.588,936.993,75.235,68.865,81.518,497.0,2078.0,1893.5,1084.0,0.12,-0.112,-0.064,1920.0,63744.0,31744.0,0.0,0.0,45.756,52.274,52.601,52.662,52.679,6.592,7.167,7.325,7.357,0.565,37.0,-735.5,0.0,79.0,3905.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.276,-85.0,-39.0,4.0,17.446,78.35,2.75,1629359789974.5
126,2021-08-19 13:27:00,1,1,0.023,8209.5,33.945,44.563,937.521,72.207,62.728,82.371,501.5,2099.5,1902.5,1089.0,-0.008,-0.008,0.056,32640.0,32640.0,896.0,0.0,0.0,50.321,57.416,57.725,57.782,57.799,7.234,7.818,7.954,7.981,0.555,87.5,-1744.5,0.0,78.0,3899.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.573,-89.0,-39.0,4.0,17.446,78.351,1.25,1629359852167.0
127,2021-08-19 13:28:00,1,1,0.027000000000000003,8211.5,33.75,45.044,937.583,65.131,57.286,73.928,503.5,2115.5,1911.0,1097.0,-0.04,0.0,-0.048,64896.0,32768.0,32000.0,0.0,0.0,46.758,53.417,53.749,53.811,53.828,6.736,7.322,7.483,7.515,0.563,62.5,-1241.5,0.0,78.0,3905.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.377,-87.5,-39.0,4.0,17.446,78.351,2.3,1629359913703.5
128,2021-08-19 13:29:00,1,1,0.042,8213.5,33.72,44.796,937.462,72.406,67.685,79.267,554.0,2090.5,2054.5,1088.5,0.024,0.008,-0.048,33152.0,128.0,32000.0,0.0,0.0,76.261,87.568,88.411,88.573,88.61,11.083,12.329,12.823,12.921,0.547,43.5,-861.5,0.0,78.0,3896.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,25.935,-91.0,-39.0,4.0,17.448,78.349,2.0,1629359975505.0
129,2021-08-19 13:30:00,1,1,0.055,8215.5,33.53,44.102,936.866,74.687,67.887,82.393,500.0,1963.5,1901.5,1051.5,0.048,-0.016,0.04,768.0,32512.0,33408.0,0.0,0.0,86.854,99.211,99.819,99.933,99.964,12.51,13.59,13.883,13.941,0.542,43.5,-869.0,0.0,78.0,3893.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.681,-89.5,-39.0,4.0,17.447,78.351,2.55,1629360037628.0
130,2021-08-19 13:31:00,1,1,0.069,8217.0,33.22,44.662,937.532,75.059,70.171,79.894,499.0,1950.0,1893.0,1050.0,0.032,0.032,-0.048,512.0,512.0,64768.0,0.0,0.0,55.347,62.895,63.063,63.09,63.104,7.902,8.378,8.395,8.399,0.532,54.0,-1069.0,0.0,78.0,3903.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.233,-86.0,-39.0,4.0,17.445,78.353,2.5,1629360084566.0
131,2021-08-19 13:32:00,1,1,0.068,8218.5,32.755,46.327,937.895,75.816,72.334,80.569,564.0,2031.5,2082.0,1068.5,0.008,0.008,0.04,32896.0,128.0,33408.0,0.0,0.0,85.6,98.217,99.112,99.285,99.324,12.424,17.188,17.83,17.957,0.571,85.5,-1708.0,0.0,78.0,3908.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.9,-79.5,-39.0,4.0,17.442,78.359,2.35,1629360161827.0
132,2021-08-19 13:33:00,1,1,0.091,8220.0,32.39,47.256,939.186,71.384,67.241,87.458,537.0,2057.0,1998.0,1077.0,0.0,-0.016,-0.016,0.0,65280.0,65280.0,0.0,0.0,123.448,140.209,140.531,140.583,140.613,17.609,18.62,18.62,18.62,0.531,97.0,-1927.0,0.0,78.0,3891.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.573,-88.0,-33.0,4.0,17.439,78.363,2.6,1629360239143.0
133,2021-08-19 13:34:00,1,1,0.053,8221.0,32.38,47.535,939.245,68.86,66.476,71.199,536.0,2067.0,2000.0,1084.0,-0.032,0.0,-0.16,65024.0,0.0,62976.0,0.0,0.0,90.328,102.991,103.496,103.588,103.618,12.97,13.97,14.176,14.218,0.561,101.0,-2008.0,0.0,78.0,3896.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.0,-94.0,-35.0,4.0,17.439,78.363,4.0,1629360270160.0
134,2021-08-19 13:35:00,1,1,0.057999999999999996,8222.5,32.505,47.822,939.228,70.521,68.034,73.786,560.5,2099.5,2069.0,1085.5,-0.016,-0.016,-0.04,32512.0,65280.0,64896.0,0.0,0.0,75.92,86.805,87.393,87.504,87.533,10.953,11.952,12.251,12.311,0.552,104.0,-2066.5,0.0,78.0,3895.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.588,-96.0,-35.0,4.0,17.439,78.363,3.45,1629360317634.5
135,2021-08-19 13:36:00,1,1,0.044000000000000004,8224.5,32.74,46.842,939.526,75.485,69.528,85.263,585.5,2112.0,2139.0,1092.5,0.12,-0.072,-0.016,1920.0,31616.0,32512.0,0.0,0.0,428.081,486.229,487.366,487.548,487.652,61.067,64.593,64.607,64.61,0.455,71.0,-1425.0,0.0,78.0,3893.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.65,-87.5,-35.0,4.0,17.438,78.366,3.65,1629360378610.5
136,2021-08-19 13:37:00,1,1,0.03,8226.5,32.77,46.05,940.802,75.715,72.154,84.862,534.0,2012.0,1997.5,1061.0,-0.008,0.024,-0.04,32640.0,33152.0,32128.0,0.0,0.0,168.106,190.945,191.395,191.467,191.508,23.982,25.37,25.378,25.379,0.518,72.5,-1449.5,0.0,78.0,3898.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.665,-97.0,-35.0,4.0,17.433,78.37,3.25,1629360440685.5
137,2021-08-19 13:38:00,1,1,0.047,8228.0,32.63,46.722,941.612,76.371,71.363,80.587,687.0,2189.0,2426.0,1116.0,0.0,0.016,-0.064,0.0,256.0,64512.0,0.0,0.0,660.209,751.583,754.481,754.995,755.188,94.546,101.089,101.988,102.167,0.529,97.0,-1935.0,0.0,78.0,3893.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.383,-110.0,-35.0,4.0,17.43,78.374,4.3,1629360487270.0
138,2021-08-19 13:39:00,1,1,0.040999999999999995,8229.5,32.39,46.746,940.957,74.653,71.658,78.718,549.0,2035.5,2039.5,1070.5,-0.008,-0.032,-0.096,32640.0,32256.0,64000.0,0.0,0.0,155.015,176.171,176.65,176.73,176.769,22.135,23.477,23.533,23.544,0.532,77.0,-1532.5,0.0,78.0,3891.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.917,-98.5,-35.0,4.0,17.432,78.375,4.2,1629360564634.0
139,2021-08-19 13:40:00,1,1,0.083,8231.5,32.22,46.899,939.619,75.623,73.333,79.436,657.0,2151.5,2340.5,1104.0,-0.032,-0.016,0.064,32256.0,32512.0,1024.0,0.0,0.0,156.217,177.447,177.869,177.938,177.976,22.287,23.581,23.592,23.594,0.524,81.0,-1623.5,0.0,78.0,3886.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.733,-106.0,-35.0,4.0,17.437,78.375,3.8,1629360626433.0
140,2021-08-19 13:41:00,1,1,0.053,8233.5,32.145,47.285,938.274,77.396,73.345,83.333,590.5,2081.5,2150.0,1080.5,-0.032,-0.12,-0.304,32256.0,63616.0,60672.0,0.0,0.0,151.28,171.82,172.215,172.279,172.315,21.579,22.819,22.819,22.819,0.481,94.5,-1888.0,0.0,78.0,3891.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-85.0,-35.0,4.0,17.441,78.377,3.9,1629360688959.5
141,2021-08-19 13:42:00,1,1,0.061,8235.5,32.085,47.48,938.003,72.799,68.135,78.213,527.5,1996.0,1980.5,1059.5,-0.032,-0.016,-0.024,65024.0,65280.0,32384.0,0.0,0.0,81.716,92.811,93.024,93.059,93.078,11.656,12.326,12.326,12.326,0.511,98.0,-1952.5,0.0,78.0,3890.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,8.917,-80.5,-35.0,4.0,17.443,78.377,4.0,1629360750997.0
142,2021-08-19 13:43:00,1,1,0.045,8237.5,32.09,47.632,938.077,76.521,71.693,86.887,579.5,2154.5,2123.5,1098.5,-0.072,-0.04,-0.072,64384.0,64896.0,64384.0,0.0,0.0,116.805,132.678,132.994,133.045,133.073,16.664,17.631,17.639,17.641,0.539,71.5,-1427.0,0.0,77.5,3894.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.588,-76.0,-35.0,4.0,17.448,78.378,4.6,1629360812440.0
143,2021-08-19 13:44:00,1,1,0.052000000000000005,8239.5,31.995,47.999,938.423,74.771,71.61,79.443,593.5,2146.0,2159.5,1101.5,-0.024,-0.008,-0.128,65152.0,32640.0,63488.0,0.0,0.0,89.908,102.207,102.504,102.554,102.577,12.844,13.641,13.688,13.698,0.545,80.5,-1607.0,0.0,77.0,3894.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.915,-95.0,-35.0,4.0,17.452,78.381,2.95,1629360875232.5
144,2021-08-19 13:45:00,1,1,0.031,8241.5,31.775,48.296,939.015,76.691,71.842,84.719,553.5,2062.0,2049.0,1072.0,-0.008,-0.008,0.024,32640.0,32640.0,384.0,0.0,0.0,75.374,85.796,86.12,86.178,86.199,10.792,11.533,11.63,11.65,0.548,95.0,-1892.0,0.0,77.0,3889.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.857,-76.0,-40.0,4.0,17.457,78.384,2.6,1629360936660.5
145,2021-08-19 13:46:00,1,1,0.067,8243.0,31.58,49.235,940.145,79.416,74.983,86.643,562.0,2100.0,2080.0,1087.0,-0.128,-0.064,0.16,63488.0,64512.0,2560.0,0.0,0.0,78.902,90.246,90.878,90.998,91.029,11.39,12.449,12.775,12.841,0.55,93.0,-1846.0,0.0,77.0,3890.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.691,-90.0,-36.0,4.0,17.462,78.385,1.9,1629360983203.0
146,2021-08-19 13:47:00,1,1,0.067,8244.5,31.38,49.237,939.641,77.086,73.027,82.124,535.5,1946.0,1998.5,1045.0,0.04,0.008,-0.096,640.0,32896.0,64000.0,0.0,0.0,93.595,108.612,110.417,110.773,110.839,13.847,16.12,17.316,17.555,0.61,79.0,-1577.5,0.0,77.0,3893.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,16.78,-98.5,-41.0,4.0,17.47,78.387,3.3,1629361060560.0
147,2021-08-19 13:48:00,1,1,0.032,8246.5,31.195,49.52,939.731,77.35,72.79,81.862,562.0,1967.5,2074.0,1051.0,-0.144,0.064,0.128,63232.0,1024.0,2048.0,0.0,0.0,85.795,105.275,106.061,106.21,106.248,13.294,14.574,14.992,15.076,0.557,101.5,-2021.5,0.0,78.0,3884.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,16.638,-86.5,-41.0,4.0,17.475,78.388,2.95,1629361122688.5
148,2021-08-19 13:49:00,1,1,0.052000000000000005,8248.5,31.1,51.01,939.12,77.097,71.765,83.764,544.0,1981.5,2023.0,1052.0,-0.008,0.0,0.072,32640.0,32768.0,33920.0,0.0,0.0,100.495,114.799,115.508,115.64,115.677,14.477,15.731,16.072,16.141,0.56,81.0,-1611.5,0.0,77.0,3892.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.346,-88.5,-41.0,4.0,17.479,78.39,3.5,1629361184770.5
149,2021-08-19 13:50:00,1,1,0.042,8250.0,30.97,51.395,939.458,76.549,73.064,81.207,531.0,1925.0,1988.0,1045.0,0.032,0.016,-0.048,512.0,256.0,64768.0,0.0,0.0,153.233,174.076,174.502,174.572,174.61,21.865,23.146,23.166,23.17,0.523,97.0,-1937.0,0.0,77.0,3893.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.757,-78.0,-41.0,4.0,17.484,78.39,3.2,1629361231784.0
150,2021-08-19 13:51:00,1,1,0.092,8251.5,30.905,50.964,939.94,76.105,71.772,85.288,638.5,2328.0,2288.0,1150.5,-0.024,0.016,-0.016,32384.0,256.0,32512.0,0.0,0.0,116.24,132.926,133.841,134.013,134.058,16.775,18.317,18.785,18.879,0.551,95.0,-1896.5,0.0,77.0,3885.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.478,-82.0,-41.0,4.0,17.487,78.391,3.1,1629361277787.5
151,2021-08-19 13:52:00,1,1,0.045,8253.5,30.93,50.381,939.368,75.923,71.035,83.064,528.5,1994.5,1980.5,1060.5,0.008,0.032,0.056,32896.0,33280.0,896.0,0.0,0.0,160.466,182.47,183.036,183.133,183.176,22.936,24.393,24.505,24.528,0.53,83.5,-1671.5,0.0,77.0,3892.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.044,-84.5,-41.0,4.0,17.491,78.393,2.8,1629361340009.0
152,2021-08-19 13:53:00,1,1,0.08800000000000001,8255.5,31.015,50.861,938.738,76.594,71.752,85.444,599.0,2071.0,2179.0,1080.0,-0.032,-0.024,0.04,65024.0,32384.0,33408.0,0.0,0.0,248.842,282.628,283.278,283.382,283.443,35.495,37.534,37.534,37.534,0.462,91.5,-1825.0,0.0,77.0,3893.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.434,-85.0,-41.0,4.0,17.495,78.394,2.55,1629361402020.0
153,2021-08-19 13:54:00,1,1,0.083,8257.5,31.16,50.2,937.611,76.616,70.277,83.172,594.0,2103.5,2159.0,1088.0,-0.032,-0.032,-0.104,65024.0,32256.0,63872.0,0.0,0.0,161.22,183.109,183.53,183.598,183.637,22.996,24.318,24.318,24.318,0.478,76.0,-1518.5,0.0,77.0,3880.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.735,-95.5,-41.0,4.0,17.497,78.393,2.3,1629361463838.5
154,2021-08-19 13:55:00,1,1,0.075,8259.5,31.28,49.717,937.768,76.777,70.559,85.92,598.0,2085.5,2172.0,1079.5,0.032,-0.008,-0.128,512.0,32640.0,63488.0,0.0,0.0,174.145,197.789,198.244,198.317,198.359,24.84,26.267,26.267,26.267,0.471,92.5,-1839.5,0.0,77.0,3880.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.121,-84.5,-41.0,4.0,17.497,78.395,2.65,1629361526430.5
155,2021-08-19 13:56:00,1,1,0.071,8261.5,31.465,49.44,938.011,75.739,72.256,81.924,628.5,2197.5,2256.0,1119.0,-0.024,-0.016,-0.024,32384.0,32512.0,32384.0,0.0,0.0,235.391,267.351,267.966,268.064,268.121,33.576,35.505,35.505,35.505,0.443,88.5,-1764.0,0.0,77.0,3879.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.373,-89.5,-41.0,4.0,17.496,78.397,2.45,1629361587956.5
156,2021-08-19 13:57:00,1,1,0.06,8263.5,31.67,48.844,938.711,77.634,72.813,84.302,643.0,2366.0,2306.5,1163.5,0.008,0.008,-0.08,32896.0,128.0,31488.0,0.0,0.0,186.636,211.976,212.463,212.541,212.587,26.622,28.151,28.151,28.151,0.5,93.5,-1860.5,0.0,77.0,3881.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.17,-83.0,-41.0,4.0,17.494,78.401,2.65,1629361649873.0
157,2021-08-19 13:58:00,1,1,0.07200000000000001,8265.5,31.84,48.784,939.024,78.155,73.657,84.618,620.5,2326.5,2235.5,1152.0,-0.032,0.056,0.072,65024.0,896.0,1152.0,0.0,0.0,200.571,227.822,228.359,228.445,228.494,28.613,30.27,30.28,30.282,0.523,78.0,-1553.0,0.0,77.0,3876.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.17,-86.5,-41.0,4.0,17.492,78.405,2.45,1629361711681.5
158,2021-08-19 13:59:00,1,1,0.078,8267.5,31.97,48.487,939.777,77.655,73.497,85.83,674.5,2321.0,2390.5,1150.0,-0.008,-0.016,-0.016,32640.0,32512.0,32512.0,0.0,0.0,400.432,454.801,455.848,456.016,456.113,57.118,60.401,60.401,60.401,0.461,75.5,-1510.5,0.0,77.0,3878.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.527,-82.5,-41.0,4.0,17.49,78.408,2.35,1629361773980.0
159,2021-08-19 14:00:00,1,1,0.046,8269.5,32.14,48.323,940.337,76.98,72.784,85.434,680.5,2439.0,2412.5,1179.0,-0.008,-0.008,0.088,32640.0,32640.0,1408.0,0.0,0.0,268.668,305.146,305.848,305.961,306.026,38.323,40.525,40.525,40.525,0.464,74.0,-1480.5,0.0,77.0,3876.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.314,-101.0,-41.0,4.0,17.488,78.41,2.35,1629361835800.5
160,2021-08-19 14:01:00,1,1,0.05,8271.5,32.3,48.146,940.576,78.655,72.672,86.4,659.0,2317.5,2347.0,1153.0,0.016,-0.008,0.008,33024.0,32640.0,32896.0,0.0,0.0,265.626,301.69,302.385,302.496,302.56,37.889,40.066,40.066,40.066,0.484,71.5,-1431.5,0.0,77.0,3885.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.614,-76.0,-41.0,4.0,17.485,78.412,2.8,1629361898202.0
161,2021-08-19 14:02:00,1,1,0.046,8273.5,32.38,47.577,941.504,78.076,73.187,89.946,671.5,2464.0,2380.5,1192.0,0.112,-0.024,0.024,1792.0,32384.0,33152.0,0.0,0.0,337.708,383.747,384.756,384.923,385.008,48.211,51.101,51.198,51.218,0.486,74.0,-1470.5,0.0,77.0,3878.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.824,-81.5,-41.0,4.0,17.482,78.416,3.75,1629361960360.5
162,2021-08-19 14:03:00,1,1,0.065,8275.5,32.36,47.648,942.143,77.777,71.996,88.185,584.5,2460.5,2141.0,1185.0,-0.04,-0.008,-0.04,64896.0,32640.0,64896.0,0.0,0.0,121.102,150.107,151.135,151.329,151.38,18.942,20.68,21.205,21.31,0.554,56.0,-1121.0,0.0,77.0,3881.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.757,-80.5,-41.0,4.0,17.478,78.42,2.4,1629362022274.5
163,2021-08-19 14:04:00,1,1,0.038,8277.5,32.265,47.766,942.777,78.533,73.726,86.162,637.0,2446.0,2279.0,1182.5,-0.04,0.008,-0.04,32128.0,32896.0,64896.0,0.0,0.0,162.549,186.267,187.806,188.099,188.17,23.541,25.948,26.801,26.972,0.543,75.5,-1498.5,0.0,76.5,3877.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.565,-89.0,-41.0,4.0,17.476,78.423,3.05,1629362083939.0
164,2021-08-19 14:05:00,1,1,0.027999999999999997,8279.0,32.28,48.011,943.3,77.338,70.172,85.784,647.0,2550.0,2315.0,1218.0,0.016,0.016,0.112,256.0,256.0,1792.0,0.0,0.0,175.988,201.038,202.278,202.51,202.574,25.351,27.547,28.145,28.265,0.539,84.0,-1673.0,0.0,76.0,3878.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.49,-84.0,-41.0,4.0,17.474,78.425,2.8,1629362130954.0
