,Date Time, Monitor ID, Location ID, CO(ppm),data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp,Unnamed: 0,Unnamed: 0.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
558,2021-09-17 23:17:00,1,1,0.16,33.08,39.577,940.915,47.622,45.944,53.149,424.0,2875.0,1689.0,1301.0,0.064,0.0,-0.048,65280.0,65280.0,64768.0,76.361,0.494,68.302,78.539,79.272,79.416,79.453,9.937,11.028,11.45,11.534,0.602,42.0,-834.0,0.0,85.0,3971.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-33.0,4.0,17.445,78.35,16.779,1631900851168.0,235095.0,235095.0,1631900851168.0,33.08,39.577,940.915,42.0,-834.0,424.0,1689.0,2875.0,1301.0,0.0,11.028,9.937,11.45,11.534,68.302,78.539,79.272,79.416,79.453,0.602,0.064,0.0,-0.048,65280.0,65280.0,64768.0,47.622,45.944,53.149,76.361,0.494,3971.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631900857207.0,17.445,78.35,16.779,103.686,91.565,117.164,0.104,1.143,18.683,86.1,3.044,7.61,2.647,6.617,1.0
563,2021-09-17 23:22:00,1,1,0.0,33.07,40.414,940.945,46.718,46.015,47.162,422.0,2860.0,1691.0,1299.0,-0.016,-0.016,0.112,65280.0,65280.0,1792.0,76.75,0.086,63.663,73.024,73.584,73.693,73.724,9.223,10.121,10.418,10.478,0.606,34.0,-683.0,0.0,85.0,3963.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-33.0,4.0,17.445,78.35,16.779,1631901152467.0,235096.0,235096.0,1631901152467.0,33.07,40.414,940.945,34.0,-683.0,422.0,1691.0,2860.0,1299.0,0.0,10.121,9.223,10.418,10.478,63.663,73.024,73.584,73.693,73.724,0.606,-0.016,-0.016,0.112,65280.0,65280.0,1792.0,46.718,46.015,47.162,76.75,0.086,3963.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631901155858.0,17.445,78.35,16.779,103.991,91.094,103.264,0.104,1.11,18.461,82.3,2.793,6.983,2.429,6.072,1.0
566,2021-09-17 23:25:00,1,1,0.1,33.06,40.778,940.899,47.031,46.651,47.613,423.0,2842.0,1683.0,1302.0,-0.048,0.0,-0.032,64768.0,0.0,65024.0,76.004,0.078,67.27,77.182,77.788,77.906,77.939,9.75,10.712,11.037,11.103,0.598,28.0,-556.0,0.0,84.0,3972.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631901351621.0,235097.0,235097.0,1631901351621.0,33.06,40.778,940.899,28.0,-556.0,423.0,1683.0,2842.0,1302.0,0.0,10.712,9.75,11.037,11.103,67.27,77.182,77.788,77.906,77.939,0.598,-0.048,0.0,-0.032,64768.0,0.0,65024.0,47.031,46.651,47.613,76.004,0.078,3972.0,84.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631901363478.0,17.445,78.35,16.779,103.836,90.522,92.848,0.104,1.127,18.74,82.1,2.957,7.391,2.571,6.427,1.0
570,2021-09-17 23:29:00,1,1,0.1,33.03,41.271,940.876,47.792,46.051,56.972,422.0,2846.0,1682.0,1296.0,-0.064,0.0,-0.112,64512.0,0.0,63744.0,74.524,0.016,70.198,80.407,80.947,81.052,81.083,10.145,11.06,11.328,11.382,0.629,30.0,-590.0,0.0,84.0,3957.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631901582579.0,235099.0,235099.0,1631901582579.0,33.03,41.271,940.876,30.0,-590.0,422.0,1682.0,2846.0,1296.0,0.0,11.06,10.145,11.328,11.382,70.198,80.407,80.947,81.052,81.083,0.629,-0.064,0.0,-0.112,64512.0,0.0,63744.0,47.792,46.051,56.972,74.524,0.016,3957.0,84.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631901585951.0,17.445,78.35,16.779,104.098,90.655,96.321,0.104,1.138,18.827,82.2,3.053,7.631,2.654,6.636,1.0
572,2021-09-17 23:31:00,1,1,0.09,33.03,41.393,940.872,46.083,45.747,46.921,422.0,2835.0,1681.0,1299.0,-0.016,0.016,0.08,65280.0,256.0,1280.0,76.3,0.226,69.211,79.271,79.8,79.903,79.934,10.002,10.9,11.162,11.215,0.613,23.0,-462.0,0.0,84.0,3966.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631901714553.0,235100.0,235100.0,1631901714553.0,33.03,41.393,940.872,23.0,-462.0,422.0,1681.0,2835.0,1299.0,0.0,10.9,10.002,11.162,11.215,69.211,79.271,79.8,79.903,79.934,0.613,-0.016,0.016,0.08,65280.0,256.0,1280.0,46.083,45.747,46.921,76.3,0.226,3966.0,84.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631901717924.0,17.445,78.35,16.779,104.086,90.305,84.17,0.104,1.131,18.899,82.0,3.008,7.521,2.616,6.54,1.0
577,2021-09-17 23:36:00,1,1,0.0,33.02,41.768,940.822,46.182,45.724,46.884,421.0,2842.0,1688.0,1295.0,-0.016,0.0,-0.064,65280.0,0.0,64512.0,76.254,0.094,69.627,79.857,80.464,80.582,80.616,10.085,11.062,11.383,11.448,0.59,26.0,-518.0,0.0,83.0,3956.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631901977883.0,235102.0,235102.0,1631901977883.0,33.02,41.768,940.822,26.0,-518.0,421.0,1688.0,2842.0,1295.0,0.0,11.062,10.085,11.383,11.448,69.627,79.857,80.464,80.582,80.616,0.59,-0.016,0.0,-0.064,65280.0,0.0,64512.0,46.182,45.724,46.884,76.254,0.094,3956.0,83.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631901984534.0,17.445,78.35,16.779,104.266,90.533,89.372,0.104,1.138,18.898,82.1,3.053,7.633,2.655,6.637,1.0
582,2021-09-17 23:41:00,1,1,0.0,33.04,42.036,940.805,45.618,45.181,46.061,421.0,2846.0,1679.0,1299.0,-0.032,0.0,0.048,65024.0,0.0,768.0,75.977,0.295,77.745,89.283,90.039,90.187,90.227,11.286,12.452,12.872,12.955,0.6,28.0,-563.0,0.0,83.0,3959.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631902273232.0,235104.0,235104.0,1631902273232.0,33.04,42.036,940.805,28.0,-563.0,421.0,1679.0,2846.0,1299.0,0.0,12.452,11.286,12.872,12.955,77.745,89.283,90.039,90.187,90.227,0.6,-0.032,0.0,0.048,65024.0,0.0,768.0,45.618,45.181,46.061,75.977,0.295,3959.0,83.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631902276625.0,17.445,78.35,16.779,104.148,90.664,92.827,0.104,1.182,19.305,82.2,3.437,8.592,2.989,7.471,1.0
585,2021-09-17 23:44:00,1,1,0.08,33.05,42.122,940.834,45.72,45.384,46.371,422.0,2835.0,1681.0,1295.0,-0.032,0.0,0.0,65024.0,0.0,0.0,76.407,0.024,70.863,81.293,81.923,82.046,82.081,10.268,11.274,11.611,11.678,0.559,23.0,-456.0,0.0,83.0,3952.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631902454699.0,235105.0,235105.0,1631902454699.0,33.05,42.122,940.834,23.0,-456.0,422.0,1681.0,2835.0,1295.0,0.0,11.274,10.268,11.611,11.678,70.863,81.293,81.923,82.046,82.081,0.559,-0.032,0.0,0.0,65024.0,0.0,0.0,45.72,45.384,46.371,76.407,0.024,3952.0,83.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631902458077.0,17.445,78.35,16.779,103.926,90.313,84.143,0.104,1.144,19.024,82.0,3.112,7.779,2.706,6.765,1.0
590,2021-09-17 23:49:00,1,1,0.0,33.03,42.495,940.729,45.699,44.955,46.948,422.0,2832.0,1681.0,1298.0,-0.048,0.016,-0.064,64768.0,256.0,64512.0,75.925,0.024,82.129,94.61,95.609,95.807,95.855,11.986,13.413,14.01,14.129,0.628,19.0,-373.0,0.0,82.0,3945.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631902757398.0,235106.0,235106.0,1631902757398.0,33.03,42.495,940.729,19.0,-373.0,422.0,1681.0,2832.0,1298.0,0.0,13.413,11.986,14.01,14.129,82.129,94.61,95.609,95.807,95.855,0.628,-0.048,0.016,-0.064,64768.0,256.0,64512.0,45.699,44.955,46.948,75.925,0.024,3945.0,82.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631902770275.0,17.445,78.35,16.779,103.985,90.221,77.202,0.104,1.207,19.78,82.0,3.702,9.255,3.219,8.048,1.0
594,2021-09-17 23:53:00,1,1,0.06,33.04,42.667,940.726,46.227,45.039,53.723,421.0,2846.0,1686.0,1297.0,-0.016,-0.016,0.0,65280.0,65280.0,0.0,75.987,0.318,65.751,75.702,76.473,76.625,76.663,9.587,10.701,11.157,11.248,0.58,20.0,-408.0,0.0,82.0,3949.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631903009423.0,235107.0,235107.0,1631903009423.0,33.04,42.667,940.726,20.0,-408.0,421.0,1686.0,2846.0,1297.0,0.0,10.701,9.587,11.157,11.248,65.751,75.702,76.473,76.625,76.663,0.58,-0.016,-0.016,0.0,65280.0,65280.0,0.0,46.227,45.039,53.723,75.987,0.318,3949.0,82.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631903014984.0,17.445,78.35,16.779,104.09,90.671,78.928,0.104,1.127,18.926,82.2,2.953,7.384,2.568,6.421,1.0
599,2021-09-17 23:58:00,1,1,0.0,33.03,42.909,940.645,45.445,45.02,45.956,423.0,2846.0,1689.0,1296.0,-0.064,-0.016,-0.016,64512.0,65280.0,65280.0,76.3,0.569,75.369,86.721,87.568,87.735,87.777,10.977,12.219,12.713,12.812,0.629,19.0,-375.0,0.0,81.0,3932.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631903290651.0,235109.0,235109.0,1631903290651.0,33.03,42.909,940.645,19.0,-375.0,423.0,1689.0,2846.0,1296.0,0.0,12.219,10.977,12.713,12.812,75.369,86.721,87.568,87.735,87.777,0.629,-0.064,-0.016,-0.016,64512.0,65280.0,65280.0,45.445,45.02,45.956,76.3,0.569,3932.0,81.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631903294031.0,17.445,78.35,16.779,103.779,90.673,77.192,0.104,1.175,19.449,82.2,3.372,8.431,2.933,7.331,1.0
601,2021-09-18 00:00:00,1,1,0.0,33.05,42.994,940.582,45.576,44.819,46.671,424.0,2842.0,1690.0,1299.0,0.016,0.0,-0.096,256.0,0.0,64000.0,76.081,0.624,77.021,88.76,89.719,89.909,89.955,11.248,11.108,11.576,11.676,0.636,20.0,-403.0,0.0,81.0,3933.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631903459986.0,235110.0,235110.0,1631903459986.0,33.05,42.994,940.582,20.0,-403.0,424.0,1690.0,2842.0,1299.0,0.0,11.108,11.248,11.576,11.676,77.021,88.76,89.719,89.909,89.955,0.636,0.016,0.0,-0.096,256.0,0.0,64000.0,45.576,44.819,46.671,76.081,0.624,3933.0,81.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631903463372.0,17.445,78.35,16.779,103.511,90.546,78.916,0.104,1.14,19.057,82.1,3.066,7.664,2.666,6.665,1.0
606,2021-09-18 00:05:00,1,1,0.0,33.07,43.142,940.645,46.636,45.161,51.986,421.0,2846.0,1687.0,1294.0,0.016,0.016,0.032,256.0,256.0,512.0,75.518,0.418,74.485,85.289,85.843,85.95,85.983,10.759,11.711,11.981,12.035,0.592,13.0,-263.0,0.0,81.0,3927.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631903738838.0,235111.0,235111.0,1631903738838.0,33.07,43.142,940.645,13.0,-263.0,421.0,1687.0,2846.0,1294.0,0.0,11.711,10.759,11.981,12.035,74.485,85.289,85.843,85.95,85.983,0.592,0.016,0.016,0.032,256.0,256.0,512.0,46.636,45.161,51.986,75.518,0.418,3927.0,81.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631903742225.0,17.445,78.35,16.779,103.907,90.676,66.754,0.104,1.16,19.501,82.2,3.232,8.08,2.811,7.026,1.0
610,2021-09-18 00:09:00,1,1,0.05,33.08,43.058,940.775,45.811,45.057,47.879,424.0,2835.0,1691.0,1293.0,-0.016,0.0,-0.032,65280.0,0.0,65024.0,76.112,0.318,72.426,83.253,84.012,84.161,84.2,10.531,11.67,12.103,12.189,0.596,18.0,-358.0,0.0,81.0,3925.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631903986481.0,235112.0,235112.0,1631903986481.0,33.08,43.058,940.775,18.0,-358.0,424.0,1691.0,2835.0,1293.0,0.0,11.67,10.531,12.103,12.189,72.426,83.253,84.012,84.161,84.2,0.596,-0.016,0.0,-0.032,65280.0,0.0,65024.0,45.811,45.057,47.879,76.112,0.318,3925.0,81.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631904001783.0,17.445,78.35,16.779,103.366,90.323,75.428,0.103,1.157,19.287,82.0,3.221,8.052,2.801,7.002,1.0
615,2021-09-18 00:14:00,1,1,0.0,33.08,43.094,940.74,46.418,45.377,48.171,423.0,2828.0,1686.0,1293.0,-0.016,-0.016,-0.16,65280.0,65280.0,62976.0,76.3,0.302,68.841,79.27,80.085,80.246,80.285,10.039,11.213,11.697,11.793,0.624,10.0,-196.0,0.0,80.0,3934.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631904281419.0,235114.0,235114.0,1631904281419.0,33.08,43.094,940.74,10.0,-196.0,423.0,1686.0,2828.0,1293.0,0.0,11.213,10.039,11.697,11.793,68.841,79.27,80.085,80.246,80.285,0.624,-0.016,-0.016,-0.16,65280.0,65280.0,62976.0,46.418,45.377,48.171,76.3,0.302,3934.0,80.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631904284806.0,17.445,78.35,16.779,103.53,90.099,61.544,0.104,1.141,19.452,82.0,3.095,7.737,2.691,6.728,1.0
620,2021-09-18 00:19:00,1,1,0.0,33.11,43.158,940.763,45.782,45.349,46.162,423.0,2821.0,1685.0,1291.0,-0.016,0.0,0.048,65280.0,0.0,768.0,76.393,0.039,71.49,81.986,82.604,82.724,82.759,10.354,11.351,11.677,11.742,0.576,7.0,-149.0,0.0,80.0,3947.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631904576971.0,235115.0,235115.0,1631904576971.0,33.11,43.158,940.763,7.0,-149.0,423.0,1685.0,2821.0,1291.0,0.0,11.351,10.354,11.677,11.742,71.49,81.986,82.604,82.724,82.759,0.576,-0.016,0.0,0.048,65280.0,0.0,768.0,45.782,45.349,46.162,76.393,0.039,3947.0,80.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631904580349.0,17.445,78.35,16.779,103.385,89.876,56.321,0.103,1.145,19.686,81.9,3.133,7.832,2.724,6.811,1.0
624,2021-09-18 00:23:00,1,1,0.0,33.14,43.379,940.765,45.79,45.249,46.203,421.0,2817.0,1679.0,1290.0,0.016,-0.016,-0.048,256.0,65280.0,64768.0,76.004,0.257,73.5,84.614,85.47,85.639,85.681,10.714,11.954,12.46,12.561,0.618,15.0,-299.0,0.0,80.0,3912.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631904827194.0,235116.0,235116.0,1631904827194.0,33.14,43.379,940.765,15.0,-299.0,421.0,1679.0,2817.0,1290.0,0.0,11.954,10.714,12.46,12.561,73.5,84.614,85.47,85.639,85.681,0.618,0.016,-0.016,-0.048,256.0,65280.0,64768.0,45.79,45.249,46.203,76.004,0.257,3912.0,80.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631904830573.0,17.445,78.35,16.779,103.561,89.751,70.185,0.104,1.163,19.448,81.9,3.299,8.249,2.869,7.173,1.0
629,2021-09-18 00:28:00,1,1,0.0,33.16,43.393,940.761,45.948,45.478,46.527,422.0,2821.0,1680.0,1292.0,0.048,0.016,0.032,768.0,256.0,512.0,76.081,0.047,76.139,87.139,87.674,87.777,87.81,10.988,11.931,12.184,12.234,0.599,7.0,-136.0,0.0,80.0,3911.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631905085979.0,235117.0,235117.0,1631905085979.0,33.16,43.393,940.761,7.0,-136.0,422.0,1680.0,2821.0,1292.0,0.0,11.931,10.988,12.184,12.234,76.139,87.139,87.674,87.777,87.81,0.599,0.048,0.016,0.032,768.0,256.0,512.0,45.948,45.478,46.527,76.081,0.047,3911.0,80.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631905093201.0,17.445,78.35,16.779,103.299,89.879,56.291,0.103,1.164,19.878,81.9,3.293,8.233,2.864,7.159,1.0
631,2021-09-18 00:30:00,1,1,0.0,33.17,43.43,940.771,45.753,45.198,46.141,421.0,2821.0,1681.0,1289.0,0.032,0.0,0.064,512.0,0.0,1024.0,76.331,0.14,71.568,81.843,82.302,82.39,82.42,10.315,11.159,11.363,11.403,0.584,10.0,-205.0,0.0,79.0,3920.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631905224909.0,235118.0,235118.0,1631905224909.0,33.17,43.43,940.771,10.0,-205.0,421.0,1681.0,2821.0,1289.0,0.0,11.159,10.315,11.363,11.403,71.568,81.843,82.302,82.39,82.42,0.584,0.032,0.0,0.064,512.0,0.0,1024.0,45.753,45.198,46.141,76.331,0.14,3920.0,79.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631905238309.0,17.445,78.35,16.779,103.417,89.879,61.492,0.103,1.139,19.421,81.9,3.08,7.7,2.678,6.695,1.0
636,2021-09-18 00:35:00,1,1,0.0,33.18,43.371,940.607,46.107,45.613,51.075,421.0,2810.0,1681.0,1298.0,-0.048,-0.016,-0.016,64768.0,65280.0,65280.0,76.3,0.156,77.54,89.163,89.995,90.159,90.201,11.281,12.521,13.0,13.095,0.607,13.0,-265.0,0.0,79.0,3910.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631905508917.0,235119.0,235119.0,1631905508917.0,33.18,43.371,940.607,13.0,-265.0,421.0,1681.0,2810.0,1298.0,0.0,12.521,11.281,13.0,13.095,77.54,89.163,89.995,90.159,90.201,0.607,-0.048,-0.016,-0.016,64768.0,65280.0,65280.0,46.107,45.613,51.075,76.3,0.156,3910.0,79.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631905512916.0,17.445,78.35,16.779,103.376,89.527,66.695,0.103,1.18,19.692,81.8,3.456,8.639,3.005,7.513,1.0
639,2021-09-18 00:38:00,1,1,0.0,33.2,43.361,940.57,45.466,45.113,45.931,421.0,2814.0,1674.0,1291.0,-0.032,-0.016,0.032,65024.0,65280.0,512.0,76.004,0.533,74.589,85.83,86.673,86.839,86.881,10.865,12.098,12.591,12.69,0.6,19.0,-388.0,0.0,79.0,3907.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631905724358.0,235121.0,235121.0,1631905724358.0,33.2,43.361,940.57,19.0,-388.0,421.0,1674.0,2814.0,1291.0,0.0,12.098,10.865,12.591,12.69,74.589,85.83,86.673,86.839,86.881,0.6,-0.032,-0.016,0.032,65024.0,65280.0,512.0,45.466,45.113,45.931,76.004,0.533,3907.0,79.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631905728577.0,17.445,78.35,16.779,103.284,89.655,77.098,0.103,1.168,19.356,81.8,3.339,8.348,2.904,7.259,1.0
645,2021-09-18 00:44:00,1,1,0.0,33.2,43.276,940.532,46.063,45.564,46.465,421.0,2825.0,1682.0,1292.0,-0.048,0.016,-0.112,64768.0,256.0,63744.0,76.05,0.51,78.117,89.934,90.846,91.027,91.071,11.388,12.709,13.248,13.356,0.618,11.0,-214.0,0.0,79.0,3906.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631906060060.0,235122.0,235122.0,1631906060060.0,33.2,43.276,940.532,11.0,-214.0,421.0,1682.0,2825.0,1292.0,0.0,12.709,11.388,13.248,13.356,78.117,89.934,90.846,91.027,91.071,0.618,-0.048,0.016,-0.112,64768.0,256.0,63744.0,46.063,45.564,46.465,76.05,0.51,3906.0,79.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631906065889.0,17.445,78.35,16.779,103.292,90.006,63.216,0.103,1.188,19.871,81.9,3.508,8.769,3.05,7.625,1.0
650,2021-09-18 00:49:00,1,1,0.0,33.24,43.255,940.473,45.939,45.36,49.603,421.0,2807.0,1675.0,1290.0,0.016,-0.016,-0.016,256.0,65280.0,65280.0,76.469,0.024,72.169,82.905,83.624,83.765,83.802,10.482,11.582,11.985,12.065,0.603,13.0,-256.0,0.0,78.0,3903.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-23.0,4.0,17.445,78.35,16.779,1631906376674.0,235124.0,235124.0,1631906376674.0,33.24,43.255,940.473,13.0,-256.0,421.0,1675.0,2807.0,1290.0,0.0,11.582,10.482,11.985,12.065,72.169,82.905,83.624,83.765,83.802,0.603,0.016,-0.016,-0.016,256.0,65280.0,65280.0,45.939,45.36,49.603,76.469,0.024,3903.0,78.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631906380104.0,17.445,78.35,16.779,103.108,89.43,66.668,0.103,1.151,19.391,81.8,3.197,7.992,2.78,6.949,1.0
