,Date Time, Monitor ID, Location ID, CO(ppm),data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp,Unnamed: 0,Unnamed: 0.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
32,2021-09-16 18:26:00,1,1,0.0,31.15,35.809,938.258,61.134,49.402,76.696,626.0,3378.0,2256.0,1446.0,-0.032,-0.016,0.064,65024.0,65280.0,1024.0,47.229,0.349,323.289,367.956,368.841,368.993,369.092,46.216,48.871,48.871,48.871,0.482,8.0,-167.0,0.0,95.0,4106.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-41.0,4.0,17.445,78.35,15.058,1631797012733.0,232571.0,232571.0,1631797012733.0,31.15,35.809,938.258,8.0,-167.0,626.0,2256.0,3378.0,1446.0,0.0,48.871,46.216,48.871,48.871,323.289,367.956,368.841,368.993,369.092,0.482,-0.032,-0.016,0.064,65024.0,65280.0,1024.0,61.134,49.402,76.696,47.229,0.349,4106.0,95.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797025646.0,17.445,78.35,15.058,79.134,107.613,59.186,0.079,1.913,27.262,98.9,13.489,33.721,11.729,29.323,1.0
35,2021-09-16 18:29:00,1,1,24.05,31.125,36.122,938.273,56.861,53.295,68.08,535.5,3005.0,2000.5,1341.5,0.04,-0.008,0.0,640.0,32640.0,0.0,51.474,0.388,74.832,85.171,85.376,85.411,85.434,10.698,11.312,11.312,11.312,0.502,10.0,-198.0,0.0,95.0,4094.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-47.5,4.0,17.445,78.35,14.574,1631797169954.0,232583.5,232583.5,1631797169954.0,31.125,36.122,938.273,10.0,-198.0,535.5,2000.5,3005.0,1341.5,0.0,11.312,10.698,11.312,11.312,74.832,85.171,85.376,85.411,85.434,0.502,0.04,-0.008,0.0,640.0,32640.0,0.0,56.861,53.295,68.08,51.474,0.388,4094.5,95.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797172758.0,17.445,78.35,14.574,94.389,95.68,62.662,0.094,1.143,19.869,83.75,3.122,7.805,2.715,6.787,1.0
36,2021-09-16 18:30:00,1,1,24.23,31.13,35.929,938.872,61.401,49.656,78.638,852.0,4339.0,2882.0,1713.0,-0.016,-0.016,-0.08,65280.0,65280.0,64256.0,53.281,0.117,2119.049,2411.829,2417.628,2418.625,2419.273,302.929,320.336,320.336,320.336,0.506,14.0,-279.0,0.0,95.0,4079.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-45.0,4.0,17.445,78.35,12.753,1631797216276.0,232588.0,232588.0,1631797216276.0,31.13,35.929,938.872,14.0,-279.0,852.0,2882.0,4339.0,1713.0,0.0,320.336,302.929,320.336,320.336,2119.049,2411.829,2417.628,2418.625,2419.273,0.506,-0.016,-0.016,-0.08,65280.0,65280.0,64256.0,61.401,49.656,78.638,53.281,0.117,4079.0,95.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797218889.0,17.445,78.35,12.753,41.339,138.366,69.606,0.041,3.873,41.206,158.4,88.413,221.032,76.881,192.202,1.0
37,2021-09-16 18:31:00,1,1,24.25,31.18,35.932,938.316,49.309,48.265,50.192,848.0,4539.0,2877.0,1768.0,-0.016,-0.016,-0.048,65280.0,65280.0,64768.0,50.186,1.017,1137.803,1295.008,1298.122,1298.657,1299.005,162.655,172.001,172.001,172.001,0.482,17.0,-347.0,0.0,95.0,4108.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-44.0,4.0,17.445,78.35,14.057,1631797264772.0,232591.0,232591.0,1631797264772.0,31.18,35.932,938.316,17.0,-347.0,848.0,2877.0,4539.0,1768.0,0.0,172.001,162.655,172.001,172.001,1137.803,1295.008,1298.122,1298.657,1299.005,0.482,-0.016,-0.016,-0.048,65280.0,65280.0,64768.0,49.309,48.265,50.192,50.186,1.017,4108.0,95.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797267347.0,17.445,78.35,14.057,41.777,144.766,74.788,0.042,3.251,36.729,153.9,47.472,118.681,41.28,103.201,1.0
38,2021-09-16 18:32:00,1,1,24.3,31.225,36.021,938.31,48.733,47.71,49.957,845.0,4526.5,2867.5,1764.0,-0.016,0.0,-0.056,65280.0,0.0,64640.0,52.984,0.709,705.083,802.501,804.431,804.763,804.978,100.795,106.587,106.587,106.587,0.472,13.0,-258.5,0.0,95.0,4093.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-48.5,4.0,17.445,78.35,13.852,1631797350335.5,232598.5,232598.5,1631797350335.5,31.225,36.021,938.31,13.0,-258.5,845.0,2867.5,4526.5,1764.0,0.0,106.587,100.795,106.587,106.587,705.083,802.501,804.431,804.763,804.978,0.472,-0.016,0.0,-0.056,65280.0,0.0,64640.0,48.733,47.71,49.957,52.984,0.709,4093.0,95.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797352917.0,17.445,78.35,13.852,42.062,144.367,67.822,0.042,2.788,33.72,151.95,29.418,73.545,25.581,63.952,1.0
40,2021-09-16 18:34:00,1,1,22.68,31.33,36.162,938.318,48.147,47.007,49.632,844.0,4442.0,2866.0,1752.0,-0.016,-0.016,-0.112,65280.0,65280.0,63744.0,52.728,0.478,422.069,480.384,481.539,481.737,481.867,60.337,63.804,63.804,63.804,0.456,15.0,-304.0,0.0,94.0,4102.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-52.0,4.0,17.445,78.35,14.302,1631797497913.0,232610.0,232610.0,1631797497913.0,31.33,36.162,938.318,15.0,-304.0,844.0,2866.0,4442.0,1752.0,0.0,63.804,60.337,63.804,63.804,422.069,480.384,481.539,481.737,481.867,0.456,-0.016,-0.016,-0.112,65280.0,65280.0,63744.0,48.147,47.007,49.632,52.728,0.478,4102.0,94.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797500877.0,17.445,78.35,14.302,41.73,141.665,71.239,0.042,2.36,30.232,126.6,17.61,44.025,15.313,38.282,1.0
43,2021-09-16 18:37:00,1,1,22.48,31.4,36.179,938.334,60.352,47.045,78.136,834.0,4346.0,2836.0,1718.0,-0.016,-0.016,0.032,65280.0,65280.0,512.0,50.936,0.562,301.242,342.863,343.687,343.829,343.921,43.064,45.539,45.539,45.539,0.481,5.0,-105.0,0.0,95.0,4083.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-52.0,4.0,17.445,78.35,14.295,1631797631470.0,232619.0,232619.0,1631797631470.0,31.4,36.179,938.334,5.0,-105.0,834.0,2836.0,4346.0,1718.0,0.0,45.539,43.064,45.539,45.539,301.242,342.863,343.687,343.829,343.921,0.481,-0.016,-0.016,0.032,65280.0,65280.0,512.0,60.352,47.045,78.136,50.936,0.562,4083.0,95.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797635375.0,17.445,78.35,14.295,43.079,138.594,53.849,0.043,2.103,29.058,97.1,12.569,31.422,10.929,27.323,1.0
45,2021-09-16 18:39:00,1,1,22.53,31.51,36.249,938.391,48.461,47.214,48.787,833.0,4267.0,2829.0,1694.0,0.0,-0.016,-0.096,0.0,65280.0,64000.0,55.348,0.202,225.996,257.221,257.839,257.945,258.015,32.307,34.164,34.164,34.164,0.48,18.0,-363.0,0.0,94.0,4089.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-52.0,4.0,17.445,78.35,14.197,1631797795439.0,232632.0,232632.0,1631797795439.0,31.51,36.249,938.391,18.0,-363.0,833.0,2829.0,4267.0,1694.0,0.0,34.164,32.307,34.164,34.164,225.996,257.221,257.839,257.945,258.015,0.48,0.0,-0.016,-0.096,0.0,65280.0,64000.0,48.461,47.214,48.787,55.348,0.202,4089.0,94.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797799717.0,17.445,78.35,14.197,42.73,136.067,76.355,0.043,1.908,26.364,96.3,9.429,23.573,8.199,20.498,1.0
48,2021-09-16 18:42:00,1,1,22.67,31.59,36.316,938.458,47.648,46.663,48.62,831.0,4260.0,2828.0,1691.0,0.032,-0.016,0.08,512.0,65280.0,1280.0,55.608,0.569,174.972,199.148,199.626,199.709,199.762,25.013,26.451,26.451,26.451,0.453,13.0,-250.0,0.0,94.0,4080.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-52.0,4.0,17.445,78.35,14.297,1631797935762.0,232641.0,232641.0,1631797935762.0,31.59,36.316,938.458,13.0,-250.0,831.0,2828.0,4260.0,1691.0,0.0,26.451,25.013,26.451,26.451,174.972,199.148,199.626,199.709,199.762,0.453,0.032,-0.016,0.08,512.0,65280.0,1280.0,47.648,46.663,48.62,55.608,0.569,4080.0,94.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631797938703.0,17.445,78.35,14.297,42.688,135.844,67.637,0.043,1.761,25.31,96.3,7.3,18.251,6.348,15.87,1.0
50,2021-09-16 18:44:00,1,1,22.74,31.67,36.395,938.408,47.878,47.408,48.108,832.0,4235.0,2826.0,1684.0,-0.016,0.0,-0.032,65280.0,0.0,65024.0,55.379,0.14,160.568,182.753,183.192,183.268,183.317,22.954,24.273,24.273,24.273,0.438,3.0,-63.0,0.0,94.0,4082.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-52.0,4.0,17.445,78.35,14.161,1631798062168.0,232650.0,232650.0,1631798062168.0,31.67,36.395,938.408,3.0,-63.0,832.0,2826.0,4235.0,1684.0,0.0,24.273,22.954,24.273,24.273,160.568,182.753,183.192,183.268,183.317,0.438,-0.016,0.0,-0.032,65280.0,0.0,65024.0,47.878,47.408,48.108,55.379,0.14,4082.0,94.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631798073448.0,17.445,78.35,14.161,42.142,135.045,50.242,0.042,1.711,25.922,96.0,6.699,16.748,5.826,14.564,1.0
54,2021-09-16 18:48:00,1,1,13.35,31.79,36.477,938.534,46.169,45.902,46.458,830.0,4221.0,2828.0,1683.0,-0.016,-0.032,0.032,65280.0,65024.0,512.0,55.452,0.172,112.466,128.005,128.312,128.365,128.4,16.078,17.001,17.001,17.001,0.448,8.0,-151.0,0.0,93.0,4088.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-52.0,4.0,17.445,78.35,14.197,1631798287156.0,232665.0,232665.0,1631798287156.0,31.79,36.477,938.534,8.0,-151.0,830.0,2828.0,4221.0,1683.0,0.0,17.001,16.078,17.001,17.001,112.466,128.005,128.312,128.365,128.4,0.448,-0.016,-0.032,0.032,65280.0,65024.0,512.0,46.169,45.902,46.458,55.452,0.172,4088.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631798290118.0,17.445,78.35,14.197,41.912,134.598,58.859,0.042,1.53,23.497,95.9,4.692,11.731,4.08,10.201,1.0
57,2021-09-16 18:51:00,1,1,13.06,31.875,35.653,938.583,47.263,46.406,48.312,759.5,3808.5,2633.0,1568.5,0.04,-0.024,0.12,640.0,65152.0,1920.0,53.293,0.349,76.114,86.63,86.838,86.874,86.897,10.881,11.506,11.506,11.506,0.445,0.0,40.0,0.0,93.0,4079.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-37.0,4.0,17.445,78.35,13.877,1631798479347.5,232680.0,232680.0,1631798479347.5,31.875,35.653,938.583,0.0,40.0,759.5,2633.0,3808.5,1568.5,0.0,11.506,10.881,11.506,11.506,76.114,86.63,86.838,86.874,86.897,0.445,0.04,-0.024,0.12,640.0,65152.0,1920.0,47.263,46.406,48.312,53.293,0.349,4079.5,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631798482136.5,17.445,78.35,13.877,53.409,121.39,44.953,0.053,1.292,0.0,91.75,3.176,7.939,2.761,6.904,1.0
58,2021-09-16 18:52:00,1,1,12.87,31.895,35.674,938.612,46.996,46.278,47.79,763.5,3803.0,2639.5,1569.0,0.008,-0.032,-0.056,32896.0,65024.0,31872.0,52.303,0.773,70.891,80.685,80.879,80.913,80.934,10.134,10.716,10.716,10.717,0.456,0.0,49.5,0.0,93.0,4075.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-45.0,4.0,17.445,78.35,14.43,1631798541149.0,232688.0,232688.0,1631798541149.0,31.895,35.674,938.612,0.0,49.5,763.5,2639.5,3803.0,1569.0,0.0,10.716,10.134,10.716,10.717,70.891,80.685,80.879,80.913,80.934,0.456,0.008,-0.032,-0.056,32896.0,65024.0,31872.0,46.996,46.278,47.79,52.303,0.773,4075.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631798543740.0,17.445,78.35,14.43,52.644,121.214,44.943,0.053,1.264,0.0,91.7,2.958,7.394,2.572,6.43,1.0
60,2021-09-16 18:54:00,1,1,12.18,31.95,35.775,938.644,53.485,52.057,57.006,763.0,3796.0,2641.0,1562.0,-0.016,-0.016,-0.032,65280.0,65280.0,65024.0,55.671,0.078,64.3,73.184,73.36,73.39,73.41,9.192,9.72,9.72,9.72,0.464,1.0,-22.0,0.0,93.0,4085.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-39.0,4.0,17.445,78.35,14.216,1631798695003.0,232704.0,232704.0,1631798695003.0,31.95,35.775,938.644,1.0,-22.0,763.0,2641.0,3796.0,1562.0,0.0,9.72,9.192,9.72,9.72,64.3,73.184,73.36,73.39,73.41,0.464,-0.016,-0.016,-0.032,65280.0,65280.0,65024.0,53.485,52.057,57.006,55.671,0.078,4085.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631798697973.0,17.445,78.35,14.216,52.464,120.992,46.649,0.052,1.225,21.778,91.6,2.683,6.707,2.333,5.832,1.0
64,2021-09-16 18:58:00,1,1,11.0,32.02,35.877,938.613,52.546,51.651,53.92,757.0,3753.0,2622.0,1548.0,-0.016,0.0,0.016,64768.0,65280.0,256.0,54.705,0.047,46.87,53.346,53.474,53.496,53.511,6.7,7.085,7.085,7.085,0.466,0.0,68.0,0.0,93.0,4079.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,14.555,1631798899117.0,232711.0,232711.0,1631798899117.0,32.02,35.877,938.613,0.0,68.0,757.0,2622.0,3753.0,1548.0,0.0,7.085,6.7,7.085,7.085,46.87,53.346,53.474,53.496,53.511,0.466,-0.016,0.0,0.016,64768.0,65280.0,256.0,52.546,51.651,53.92,54.705,0.047,4079.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631798906343.0,17.445,78.35,14.555,53.135,119.617,44.877,0.053,1.105,0.0,91.2,1.956,4.889,1.7,4.251,1.0
68,2021-09-16 19:02:00,1,1,9.25,32.1,35.86,938.56,55.851,52.356,61.38,740.0,3703.0,2577.0,1533.0,0.0,0.0,0.128,0.0,0.0,2048.0,55.108,0.318,36.614,41.673,41.773,41.791,41.802,5.234,5.535,5.535,5.535,0.448,0.0,133.0,0.0,93.0,4071.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,14.878,1631799121094.0,232721.0,232721.0,1631799121094.0,32.1,35.86,938.56,0.0,133.0,740.0,2577.0,3703.0,1533.0,0.0,5.535,5.234,5.535,5.535,36.614,41.673,41.773,41.791,41.802,0.448,0.0,0.0,0.128,0.0,0.0,2048.0,55.851,52.356,61.38,55.108,0.318,4071.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631799124152.0,17.445,78.35,14.878,55.615,118.017,44.838,0.056,1.017,0.0,90.7,1.528,3.819,1.328,3.321,1.0
70,2021-09-16 19:04:00,1,1,8.74,32.13,35.838,938.589,52.678,52.077,54.414,735.0,3678.0,2556.0,1532.0,0.0,0.048,0.048,0.0,768.0,768.0,55.202,0.342,32.45,36.933,37.022,37.037,37.047,4.639,4.905,4.905,4.905,0.474,1.0,-15.0,0.0,93.0,4069.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,14.662,1631799252500.0,232728.0,232728.0,1631799252500.0,32.13,35.838,938.589,1.0,-15.0,735.0,2556.0,3678.0,1532.0,0.0,4.905,4.639,4.905,4.905,32.45,36.933,37.022,37.037,37.047,0.474,0.0,0.048,0.048,0.0,768.0,768.0,52.678,52.077,54.414,55.202,0.342,4069.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631799255501.0,17.445,78.35,14.662,56.315,117.217,46.56,0.056,0.976,18.914,90.4,1.354,3.385,1.177,2.943,1.0
71,2021-09-16 19:05:00,1,1,8.42,32.16,35.755,938.577,52.506,51.962,53.334,727.0,3646.0,2537.0,1521.0,0.048,-0.016,0.064,768.0,65280.0,1024.0,55.233,0.14,29.067,33.083,33.162,33.176,33.185,4.155,4.394,4.394,4.394,0.493,0.0,20.0,0.0,92.0,4066.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,14.193,1631799347886.0,232732.0,232732.0,1631799347886.0,32.16,35.755,938.577,0.0,20.0,727.0,2537.0,3646.0,1521.0,0.0,4.394,4.155,4.394,4.394,29.067,33.083,33.162,33.176,33.185,0.493,0.048,-0.016,0.064,768.0,65280.0,1024.0,52.506,51.962,53.334,55.233,0.14,4066.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631799359718.0,17.445,78.35,14.193,57.525,116.192,44.812,0.058,0.94,0.0,90.1,1.213,3.032,1.055,2.636,1.0
74,2021-09-16 19:08:00,1,1,7.64,32.18,35.709,938.603,52.581,52.141,53.184,717.0,3621.0,2509.0,1509.0,0.0,-0.016,0.0,0.0,65280.0,0.0,55.483,0.41,28.197,32.093,32.17,32.183,32.192,4.031,4.263,4.263,4.263,0.479,0.0,2.0,0.0,92.0,4075.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,13.926,1631799494980.0,232738.0,232738.0,1631799494980.0,32.18,35.709,938.603,0.0,2.0,717.0,2509.0,3621.0,1509.0,0.0,4.263,4.031,4.263,4.263,28.197,32.093,32.17,32.183,32.192,0.479,0.0,-0.016,0.0,0.0,65280.0,0.0,52.581,52.141,53.184,55.483,0.41,4075.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631799497953.0,17.445,78.35,13.926,59.112,115.392,44.803,0.059,0.928,0.0,89.9,1.176,2.941,1.023,2.558,1.0
76,2021-09-16 19:10:00,1,1,7.25,32.23,35.652,938.619,52.724,52.134,53.117,709.0,3607.0,2484.0,1505.0,0.0,0.016,-0.016,0.0,256.0,65280.0,55.452,0.441,20.01,22.774,22.829,22.839,22.845,2.861,3.025,3.025,3.025,0.474,0.0,76.0,0.0,92.0,4074.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,13.739,1631799643427.0,232745.0,232745.0,1631799643427.0,32.23,35.652,938.619,0.0,76.0,709.0,2484.0,3607.0,1505.0,0.0,3.025,2.861,3.025,3.025,20.01,22.774,22.829,22.839,22.845,0.474,0.0,0.016,-0.016,0.0,256.0,65280.0,52.724,52.134,53.117,55.452,0.441,4074.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631799646364.0,17.445,78.35,13.739,60.226,114.943,44.78,0.06,0.832,0.0,89.7,0.835,2.087,0.726,1.815,1.0
79,2021-09-16 19:13:00,1,1,6.29,32.25,35.556,938.664,54.646,52.384,69.299,699.0,3571.0,2462.0,1498.0,0.0,-0.016,0.128,0.0,65280.0,2048.0,54.83,0.086,21.986,25.024,25.084,25.095,25.102,3.143,3.324,3.324,3.324,0.479,1.0,-23.0,0.0,92.0,4069.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,14.01,1631799793079.0,232751.0,232751.0,1631799793079.0,32.25,35.556,938.664,1.0,-23.0,699.0,2462.0,3571.0,1498.0,0.0,3.324,3.143,3.324,3.324,21.986,25.024,25.084,25.095,25.102,0.479,0.0,-0.016,0.128,0.0,65280.0,2048.0,54.646,52.384,69.299,54.83,0.086,4069.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631799796010.0,17.445,78.35,14.01,61.818,113.79,46.508,0.062,0.853,17.404,89.4,0.917,2.293,0.798,1.994,1.0
80,2021-09-16 19:14:00,1,1,6.11,32.27,35.46,938.65,54.568,52.242,68.529,690.0,3535.0,2432.0,1491.0,-0.016,0.0,-0.08,65280.0,0.0,64256.0,55.16,0.164,20.706,23.567,23.624,23.634,23.64,2.96,3.13,3.13,3.13,0.474,0.0,164.0,0.0,92.0,4068.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,12.778,1631799883341.0,232756.0,232756.0,1631799883341.0,32.27,35.46,938.65,0.0,164.0,690.0,2432.0,3535.0,1491.0,0.0,3.13,2.96,3.13,3.13,20.706,23.567,23.624,23.634,23.64,0.474,-0.016,0.0,-0.08,65280.0,0.0,64256.0,54.568,52.242,68.529,55.16,0.164,4068.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631799886345.0,17.445,78.35,12.778,63.242,112.638,44.765,0.063,0.834,0.0,89.0,0.864,2.16,0.751,1.878,1.0
83,2021-09-16 19:17:00,1,1,5.81,32.3,35.353,938.717,52.807,51.581,53.615,681.0,3517.0,2414.0,1486.0,-0.016,-0.016,0.032,65280.0,65280.0,512.0,55.16,0.142,15.767,17.945,17.988,17.996,18.0,2.254,2.383,2.383,2.383,0.489,0.0,104.0,0.0,92.0,4071.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,12.97,1631800024455.0,232762.0,232762.0,1631800024455.0,32.3,35.353,938.717,0.0,104.0,681.0,2414.0,3517.0,1486.0,0.0,2.383,2.254,2.383,2.383,15.767,17.945,17.988,17.996,18.0,0.489,-0.016,-0.016,0.032,65280.0,65280.0,512.0,52.807,51.581,53.615,55.16,0.142,4071.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631800027371.0,17.445,78.35,12.97,64.621,112.06,44.753,0.065,0.764,0.0,88.8,0.658,1.645,0.572,1.43,1.0
85,2021-09-16 19:19:00,1,1,5.53,32.32,35.452,938.715,53.006,52.422,53.629,681.0,3532.0,2409.0,1484.0,-0.016,0.0,-0.096,65280.0,0.0,64000.0,55.535,0.11,16.192,18.43,18.474,18.482,18.487,2.315,2.448,2.448,2.448,0.514,3.0,-62.0,0.0,92.0,4068.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,,-51.0,4.0,17.445,78.35,12.955,1631800173505.0,232768.0,232768.0,1631800173505.0,32.32,35.452,938.715,3.0,-62.0,681.0,2409.0,3532.0,1484.0,0.0,2.448,2.315,2.448,2.448,16.192,18.43,18.474,18.482,18.487,0.514,-0.016,0.0,-0.096,65280.0,0.0,64000.0,53.006,52.422,53.629,55.535,0.11,4068.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631800177799.0,17.445,78.35,12.955,64.519,112.542,49.948,0.065,0.772,15.846,89.0,0.676,1.689,0.587,1.469,1.0
