Epoch date,GMT,NO2_ppb_megasense
1624483114,23-06-2021 21:18,2525
1624483117,23-06-2021 21:18,2525
1624483411,23-06-2021 21:23,2517
1624483417,23-06-2021 21:23,2517
1624483961,23-06-2021 21:32,2510
1624483967,23-06-2021 21:32,2510
1624484413,23-06-2021 21:40,2532
1624484416,23-06-2021 21:40,2532
1624485027,23-06-2021 21:50,2521
1624485035,23-06-2021 21:50,2517
1624485588,23-06-2021 21:59,2535
1624485591,23-06-2021 21:59,2535
1624486060,23-06-2021 22:07,2510
1624486065,23-06-2021 22:07,2510
1624486433,23-06-2021 22:13,2525
1624486439,23-06-2021 22:13,2525
1624486807,23-06-2021 22:20,2517
1624486810,23-06-2021 22:20,2517
1624487170,23-06-2021 22:26,2521
1624487175,23-06-2021 22:26,2521
1624487521,23-06-2021 22:32,2517
1624487524,23-06-2021 22:32,2517
1624487900,23-06-2021 22:38,2532
1624487907,23-06-2021 22:38,2532
1624488354,23-06-2021 22:45,2525
1624488359,23-06-2021 22:45,2525
1624488817,23-06-2021 22:53,2503
1624488821,23-06-2021 22:53,2503
1624489346,23-06-2021 23:02,2514
1624489353,23-06-2021 23:02,2521
1624489380,23-06-2021 23:03,2521
1624489383,23-06-2021 23:03,2514
1624489476,23-06-2021 23:04,2514
1624489479,23-06-2021 23:04,2514
1624489597,23-06-2021 23:06,2521
1624489600,23-06-2021 23:06,2521
1624490201,23-06-2021 23:16,2528
1624490203,23-06-2021 23:16,2528
1624490731,23-06-2021 23:25,2528
1624490740,23-06-2021 23:25,2517
1624491159,23-06-2021 23:32,2507
1624491654,23-06-2021 23:40,2517
1624491659,23-06-2021 23:40,2517
1624492149,23-06-2021 23:49,2507
1624492673,23-06-2021 23:57,2525
1624492678,23-06-2021 23:57,2525
1624492981,24-06-2021 00:03,2514
1624492984,24-06-2021 00:03,2514
1624493270,24-06-2021 00:07,2517
1624493661,24-06-2021 00:14,2517
1624493670,24-06-2021 00:14,2517
1624494009,24-06-2021 00:20,2521
1624494012,24-06-2021 00:20,2521
1624494322,24-06-2021 00:25,2507
1624494325,24-06-2021 00:25,2507
1624494953,24-06-2021 00:35,2500
1624494962,24-06-2021 00:36,2500
1624495592,24-06-2021 00:46,2525
1624496194,24-06-2021 00:56,2517
1624496479,24-06-2021 01:01,2535
1624496897,24-06-2021 01:08,2503
1624497325,24-06-2021 01:15,2514
1624497747,24-06-2021 01:22,2517
1624498104,24-06-2021 01:28,2507
1624498670,24-06-2021 01:37,2546
1624499007,24-06-2021 01:43,2517
1624499403,24-06-2021 01:50,2517
1624499799,24-06-2021 01:56,2517
1624500194,24-06-2021 02:03,2532
1624500653,24-06-2021 02:10,2528
1624501186,24-06-2021 02:19,2517
1624501594,24-06-2021 02:26,2550
1624502006,24-06-2021 02:33,2528
1624502334,24-06-2021 02:38,2542
1624502726,24-06-2021 02:45,2525
1624503261,24-06-2021 02:54,2553
1624503702,24-06-2021 03:01,2514
1624504082,24-06-2021 03:08,2528
1624504486,24-06-2021 03:14,2532
1624504884,24-06-2021 03:21,2532
1624505230,24-06-2021 03:27,2542
1624505896,24-06-2021 03:38,2539
1624506555,24-06-2021 03:49,2539
1624507162,24-06-2021 03:59,2532
1624507580,24-06-2021 04:06,2525
1624507979,24-06-2021 04:12,2528
1624508404,24-06-2021 04:20,2532
1624508824,24-06-2021 04:27,2525
1624509201,24-06-2021 04:33,2514
1624509724,24-06-2021 04:42,2557
1624510040,24-06-2021 04:47,2539
1624510387,24-06-2021 04:53,2521
1624510679,24-06-2021 04:57,2535
1624510811,24-06-2021 05:00,2546
1624510915,24-06-2021 05:01,2525
1624511096,24-06-2021 05:04,2560
1624511534,24-06-2021 05:12,2535
1624511899,24-06-2021 05:18,2560
1624512360,24-06-2021 05:26,2507
1624512410,24-06-2021 05:26,2507
1624513233,24-06-2021 05:40,2482
1624513644,24-06-2021 05:47,2482
1624514057,24-06-2021 05:54,2464
1624514370,24-06-2021 05:59,2471
1624514706,24-06-2021 06:05,2464
1624515005,24-06-2021 06:10,2450
1624515452,24-06-2021 06:17,2478
1624516275,24-06-2021 06:31,2471
1624516779,24-06-2021 06:39,2457
1624517271,24-06-2021 06:47,2460
1624517703,24-06-2021 06:55,2482
1624518097,24-06-2021 07:01,2475
1624518524,24-06-2021 07:08,2475
1624518702,24-06-2021 07:11,2482
1624518914,24-06-2021 07:15,2489
1624519121,24-06-2021 07:18,2492
1624519350,24-06-2021 07:22,2492
1624519558,24-06-2021 07:25,2471
1624519796,24-06-2021 07:29,2485
1624520061,24-06-2021 07:34,2489
1624520244,24-06-2021 07:37,2492
1624520450,24-06-2021 07:40,2489
1624520651,24-06-2021 07:44,2475
1624521066,24-06-2021 07:51,2507
1624521626,24-06-2021 08:00,2467
1624522051,24-06-2021 08:07,2464
1624522081,24-06-2021 08:08,2471
1624522164,24-06-2021 08:09,2475
1624522264,24-06-2021 08:11,2467
1624522449,24-06-2021 08:14,2482
1624522452,24-06-2021 08:14,2482
1624522757,24-06-2021 08:19,2492
1624522760,24-06-2021 08:19,2492
1624523512,24-06-2021 08:31,2457
1624523520,24-06-2021 08:32,2457
1624523572,24-06-2021 08:32,2475
1624523576,24-06-2021 08:32,2475
1624523829,24-06-2021 08:37,2482
1624523832,24-06-2021 08:37,2482
1624524460,24-06-2021 08:47,2467
1624524464,24-06-2021 08:47,2467
1624524698,24-06-2021 08:51,2450
1624524701,24-06-2021 08:51,2450
1624525188,24-06-2021 08:59,2457
1624525649,24-06-2021 09:07,2464
1624525653,24-06-2021 09:07,2464
1624526041,24-06-2021 09:14,2457
1624526044,24-06-2021 09:14,2457
1624526307,24-06-2021 09:18,2464
1624526310,24-06-2021 09:18,2464
1624526482,24-06-2021 09:21,2446
1624526489,24-06-2021 09:21,2446
1624526796,24-06-2021 09:26,2439
1624526800,24-06-2021 09:26,2439
1624527173,24-06-2021 09:32,2453
1624527177,24-06-2021 09:32,2453
1624527528,24-06-2021 09:38,2450
1624527531,24-06-2021 09:38,2450
1624527912,24-06-2021 09:45,2482
1624527921,24-06-2021 09:45,2482
1624527981,24-06-2021 09:46,2467
1624527984,24-06-2021 09:46,2478
1624528097,24-06-2021 09:48,2464
1624528100,24-06-2021 09:48,2464
1624528377,24-06-2021 09:52,2471
1624528380,24-06-2021 09:53,2471
1624528625,24-06-2021 09:57,2453
1624528628,24-06-2021 09:57,2453
1624528808,24-06-2021 10:00,2435
1624528811,24-06-2021 10:00,2435
1624529015,24-06-2021 10:03,2425
1624529020,24-06-2021 10:03,2425
1624529243,24-06-2021 10:07,2450
1624529249,24-06-2021 10:07,2432
1624529274,24-06-2021 10:07,2442
1624529277,24-06-2021 10:07,2442
1624529474,24-06-2021 10:11,2435
1624529478,24-06-2021 10:11,2435
1624529659,24-06-2021 10:14,2428
1624529663,24-06-2021 10:14,2428
1624529852,24-06-2021 10:17,2428
1624529855,24-06-2021 10:17,2428
1624530088,24-06-2021 10:21,2453
1624530094,24-06-2021 10:21,2453
1624530285,24-06-2021 10:24,2414
1624530288,24-06-2021 10:24,2414
1624530491,24-06-2021 10:28,2428
1624530498,24-06-2021 10:28,2428
1624530722,24-06-2021 10:32,2435
1624530725,24-06-2021 10:32,2435
1624531007,24-06-2021 10:36,2410
1624531011,24-06-2021 10:36,2410
1624531145,24-06-2021 10:39,2421
1624531148,24-06-2021 10:39,2421
1624531344,24-06-2021 10:42,2414
1624531347,24-06-2021 10:42,2414
1624531524,24-06-2021 10:45,2425
1624531527,24-06-2021 10:45,2392
1624531750,24-06-2021 10:49,2432
1624531757,24-06-2021 10:49,2432
1624531915,24-06-2021 10:51,2453
1624531921,24-06-2021 10:52,2421
1624532181,24-06-2021 10:56,2439
1624532371,24-06-2021 10:59,2435
1624532374,24-06-2021 10:59,2435
1624532555,24-06-2021 11:02,2442
1624532558,24-06-2021 11:02,2442
1624532787,24-06-2021 11:06,2428
1624532790,24-06-2021 11:06,2428
1624532877,24-06-2021 11:07,2421
1624532881,24-06-2021 11:08,2421
1624533061,24-06-2021 11:11,2417
1624533264,24-06-2021 11:14,2421
1624533267,24-06-2021 11:14,2421
1624533461,24-06-2021 11:17,2403
1624533464,24-06-2021 11:17,2403
1624533684,24-06-2021 11:21,2428
1624533686,24-06-2021 11:21,2439
1624533878,24-06-2021 11:24,2421
1624533883,24-06-2021 11:24,2421
1624534259,24-06-2021 11:30,2496
1624534262,24-06-2021 11:31,2496
1624534629,24-06-2021 11:37,2532
1624534635,24-06-2021 11:37,2532
1624534918,24-06-2021 11:41,2517
1624534922,24-06-2021 11:42,2517
1624535338,24-06-2021 11:48,2550
1624535341,24-06-2021 11:49,2550
1624535738,24-06-2021 11:55,2528
1624535740,24-06-2021 11:55,2528
1624536073,24-06-2021 12:01,2546
1624536082,24-06-2021 12:01,2546
1624536136,24-06-2021 12:02,2539
1624536138,24-06-2021 12:02,2539
1624536282,24-06-2021 12:04,2542
1624536285,24-06-2021 12:04,2542
1624536565,24-06-2021 12:09,2489
1624536568,24-06-2021 12:09,2446
1624536716,24-06-2021 12:11,2489
1624536719,24-06-2021 12:11,2457
1624536992,24-06-2021 12:16,2503
1624536996,24-06-2021 12:16,2503
1624537256,24-06-2021 12:20,2453
1624537259,24-06-2021 12:20,2432
1624537442,24-06-2021 12:24,2400
1624537450,24-06-2021 12:24,2400
1624537653,24-06-2021 12:27,2360
1624537656,24-06-2021 12:27,2360
1624537883,24-06-2021 12:31,2328
1624537886,24-06-2021 12:31,2328
1624538128,24-06-2021 12:35,2300
1624538133,24-06-2021 12:35,2310
1624538245,24-06-2021 12:37,2310
1624538249,24-06-2021 12:37,2317
1624538455,24-06-2021 12:40,2282
1624538458,24-06-2021 12:40,2282
1624538635,24-06-2021 12:43,2271
1624538635,24-06-2021 12:43,2271
1624538638,24-06-2021 12:43,2267
1624538861,24-06-2021 12:47,2253
1624538867,24-06-2021 12:47,2253
1624539071,24-06-2021 12:51,2250
1624539076,24-06-2021 12:51,2250
1624539247,24-06-2021 12:54,2264
1624539251,24-06-2021 12:54,2264
1624539451,24-06-2021 12:57,2285
1624539454,24-06-2021 12:57,2285
1624539663,24-06-2021 13:01,2307
1624539666,24-06-2021 13:01,2307
1624539856,24-06-2021 13:04,2332
1624539859,24-06-2021 13:04,2332
1624540038,24-06-2021 13:07,2335
1624540044,24-06-2021 13:07,2335
1624540387,24-06-2021 13:13,2371
1624540394,24-06-2021 13:13,2371
1624540746,24-06-2021 13:19,2375
1624540749,24-06-2021 13:19,2375
1624541145,24-06-2021 13:25,2392
1624541149,24-06-2021 13:25,2392
1624541957,24-06-2021 13:39,2407
1624541963,24-06-2021 13:39,2407
1624542527,24-06-2021 13:48,2400
1624542531,24-06-2021 13:48,2400
1624543057,24-06-2021 13:57,2442
1624543582,24-06-2021 14:06,2432
1624543590,24-06-2021 14:06,2432
1624544008,24-06-2021 14:13,2457
1624544011,24-06-2021 14:13,2457
1624544409,24-06-2021 14:20,2450
1624544750,24-06-2021 14:25,2460
1624544754,24-06-2021 14:25,2460
1624545135,24-06-2021 14:32,2435
1624545141,24-06-2021 14:32,2435
1624545515,24-06-2021 14:38,2460
1624546022,24-06-2021 14:47,2464
1624546026,24-06-2021 14:47,2464
1624546517,24-06-2021 14:55,2464
1624547031,24-06-2021 15:03,2489
1624547456,24-06-2021 15:10,2482
1624547674,24-06-2021 15:14,2489
1624548066,24-06-2021 15:21,2482
1624548437,24-06-2021 15:27,2478
1624549226,24-06-2021 15:40,2482
1624549715,24-06-2021 15:48,2496
1624550245,24-06-2021 15:57,2500
1624550414,24-06-2021 16:00,2525
1624550637,24-06-2021 16:03,2496
1624551069,24-06-2021 16:11,2489
1624551410,24-06-2021 16:16,2482
1624551765,24-06-2021 16:22,2485
1624552136,24-06-2021 16:28,2496
1624552139,24-06-2021 16:28,2496
1624552586,24-06-2021 16:36,2507
1624552994,24-06-2021 16:43,2507
1624553293,24-06-2021 16:48,2500
1624553296,24-06-2021 16:48,2500
1624553644,24-06-2021 16:54,2503
1624553976,24-06-2021 16:59,2500
1624554342,24-06-2021 17:05,2496
1624554727,24-06-2021 17:12,2514
1624555334,24-06-2021 17:22,2500
1624555664,24-06-2021 17:27,2485
1624556045,24-06-2021 17:34,2496
1624556441,24-06-2021 17:40,2492
1624556444,24-06-2021 17:40,2492
1624556811,24-06-2021 17:46,2514
1624556819,24-06-2021 17:46,2514
1624557169,24-06-2021 17:52,2489
1624557664,24-06-2021 18:01,2489
1624557667,24-06-2021 18:01,2489
1624558203,24-06-2021 18:10,2500
1624558212,24-06-2021 18:10,2500
1624558815,24-06-2021 18:20,2489
1624558818,24-06-2021 18:20,2489
1624559211,24-06-2021 18:26,2485
1624559215,24-06-2021 18:26,2485
1624559572,24-06-2021 18:32,2489
1624559579,24-06-2021 18:32,2489
1624559936,24-06-2021 18:38,2503
1624559939,24-06-2021 18:38,2503
1624560332,24-06-2021 18:45,2510
1624560696,24-06-2021 18:51,2485
1624560699,24-06-2021 18:51,2485
1624561236,24-06-2021 19:00,2510
1624561244,24-06-2021 19:00,2503
1624561614,24-06-2021 19:06,2475
1624561617,24-06-2021 19:06,2475
1624562000,24-06-2021 19:13,2500
1624562003,24-06-2021 19:13,2500
1624562376,24-06-2021 19:19,2514
1624562380,24-06-2021 19:19,2514
1624562776,24-06-2021 19:26,2500
1624562783,24-06-2021 19:26,2500
1624563137,24-06-2021 19:32,2478
1624563140,24-06-2021 19:32,2478
1624563632,24-06-2021 19:40,2503
1624563636,24-06-2021 19:40,2503
1624563981,24-06-2021 19:46,2478
1624563988,24-06-2021 19:46,2478
1624564325,24-06-2021 19:52,2478
1624564328,24-06-2021 19:52,2478
1624564713,24-06-2021 19:58,2489
1624564718,24-06-2021 19:58,2489
1624565080,24-06-2021 20:04,2503
1624565083,24-06-2021 20:04,2503
1624565428,24-06-2021 20:10,2471
1624565435,24-06-2021 20:10,2471
1624565951,24-06-2021 20:19,2489
1624565956,24-06-2021 20:19,2500
1624566337,24-06-2021 20:25,2475
1624566340,24-06-2021 20:25,2475
1624566695,24-06-2021 20:31,2507
1624566702,24-06-2021 20:31,2507
1624567053,24-06-2021 20:37,2492
1624567057,24-06-2021 20:37,2492
1624567425,24-06-2021 20:43,2500
1624567428,24-06-2021 20:43,2500
1624567787,24-06-2021 20:49,2492
1624567790,24-06-2021 20:49,2492
1624568310,24-06-2021 20:58,2503
1624568319,24-06-2021 20:58,2503
1624568863,24-06-2021 21:07,2485
1624568866,24-06-2021 21:07,2478
1624569372,24-06-2021 21:16,2503
1624569377,24-06-2021 21:16,2514
1624570017,24-06-2021 21:26,2507
1624570023,24-06-2021 21:27,2507
1624570553,24-06-2021 21:35,2514
1624571120,24-06-2021 21:45,2500
1624571642,24-06-2021 21:54,2503
1624571720,24-06-2021 21:55,2500
1624571913,24-06-2021 21:58,2510
1624572433,24-06-2021 22:07,2503
1624572902,24-06-2021 22:15,2514
1624573283,24-06-2021 22:21,2503
1624573754,24-06-2021 22:29,2503
1624574180,24-06-2021 22:36,2500
1624574517,24-06-2021 22:41,2510
1624574925,24-06-2021 22:48,2521
1624575302,24-06-2021 22:55,2503
1624575928,24-06-2021 23:05,2507
1624576343,24-06-2021 23:12,2507
1624576755,24-06-2021 23:19,2517
1624577165,24-06-2021 23:26,2507
1624577577,24-06-2021 23:32,2510
1624578071,24-06-2021 23:41,2525
1624578533,24-06-2021 23:48,2514
1624578913,24-06-2021 23:55,2510
1624579324,25-06-2021 00:02,2500
1624579770,25-06-2021 00:09,2510
1624580082,25-06-2021 00:14,2500
1624580742,25-06-2021 00:25,2507
1624581099,25-06-2021 00:31,2507
1624581478,25-06-2021 00:37,2503
1624581884,25-06-2021 00:44,2517
1624582292,25-06-2021 00:51,2525
1624582753,25-06-2021 00:59,2507
1624583304,25-06-2021 01:08,2514
1624586958,25-06-2021 02:09,2521
1624586965,25-06-2021 02:09,2525
1624587831,25-06-2021 02:23,2528
1624588361,25-06-2021 02:32,2517
1624588720,25-06-2021 02:38,2507
1624589116,25-06-2021 02:45,2517
1624589515,25-06-2021 02:51,2525
1624589924,25-06-2021 02:58,2521
1624589931,25-06-2021 02:58,2521
1624590436,25-06-2021 03:07,2510
1624590966,25-06-2021 03:16,2528
1624591527,25-06-2021 03:25,2521
1624591988,25-06-2021 03:33,2539
1624592590,25-06-2021 03:43,2525
1624592977,25-06-2021 03:49,2553
1624593008,25-06-2021 03:50,2528
1624593039,25-06-2021 03:50,2525
1624593070,25-06-2021 03:51,2553
1624593101,25-06-2021 03:51,2525
1624593132,25-06-2021 03:52,2528
1624593163,25-06-2021 03:52,2528
1624593194,25-06-2021 03:53,2553
1624593225,25-06-2021 03:53,2535
1624593256,25-06-2021 03:54,2539
1624593287,25-06-2021 03:54,2535
1624593318,25-06-2021 03:55,2546
1624593349,25-06-2021 03:55,2550
1624593590,25-06-2021 03:59,2542
1624593968,25-06-2021 04:06,2550
1624594392,25-06-2021 04:13,2532
1624594783,25-06-2021 04:19,2535
1624595131,25-06-2021 04:25,2528
1624595841,25-06-2021 04:37,2553
1624596404,25-06-2021 04:46,2550
1624596901,25-06-2021 04:55,2560
1624597505,25-06-2021 05:05,2564
1624597890,25-06-2021 05:11,2535
1624599074,25-06-2021 05:31,2560
1624599602,25-06-2021 05:40,2571
1624600152,25-06-2021 05:49,2550
1624600858,25-06-2021 06:00,2550
1624601485,25-06-2021 06:11,2553
1624601942,25-06-2021 06:19,2567
1624602441,25-06-2021 06:27,2564
1624602832,25-06-2021 06:33,2567
1624603186,25-06-2021 06:39,2528
1624603528,25-06-2021 06:45,2589
1624603965,25-06-2021 06:52,2596
1624604460,25-06-2021 07:01,2596
1624604999,25-06-2021 07:09,2585
1624605537,25-06-2021 07:18,2603
1624606068,25-06-2021 07:27,2596
1624606566,25-06-2021 07:36,2589
1624607172,25-06-2021 07:46,2589
1624607552,25-06-2021 07:52,2596
1624607557,25-06-2021 07:52,2603
1624607937,25-06-2021 07:58,2592
1624608342,25-06-2021 08:05,2596
1624608729,25-06-2021 08:12,2592
1624609042,25-06-2021 08:17,2589
1624609530,25-06-2021 08:25,2592
1624609928,25-06-2021 08:32,2589
1624610264,25-06-2021 08:37,2596
1624610270,25-06-2021 08:37,2596
1624610618,25-06-2021 08:43,2589
1624611043,25-06-2021 08:50,2589
1624611047,25-06-2021 08:50,2589
1624611406,25-06-2021 08:56,2610
1624611999,25-06-2021 09:06,2585
1624612009,25-06-2021 09:06,2585
1624612450,25-06-2021 09:14,2596
1624612453,25-06-2021 09:14,2596
1624612932,25-06-2021 09:22,2607
1624612936,25-06-2021 09:22,2607
1624613321,25-06-2021 09:28,2610
1624613328,25-06-2021 09:28,2610
1624613681,25-06-2021 09:34,2600
1624613684,25-06-2021 09:34,2600
1624614044,25-06-2021 09:40,2603
1624614049,25-06-2021 09:40,2603
1624614351,25-06-2021 09:45,2603
1624614355,25-06-2021 09:45,2603
1624614673,25-06-2021 09:51,2603
1624614680,25-06-2021 09:51,2603
1624614782,25-06-2021 09:53,2610
1624614785,25-06-2021 09:53,2610
1624614813,25-06-2021 09:53,2607
1624614816,25-06-2021 09:53,2607
1624614970,25-06-2021 09:56,2621
1624614974,25-06-2021 09:56,2610
1624615332,25-06-2021 10:02,2617
1624615335,25-06-2021 10:02,2617
1624615970,25-06-2021 10:12,2617
1624615978,25-06-2021 10:12,2617
1624616487,25-06-2021 10:21,2621
1624617049,25-06-2021 10:30,2617
1624617485,25-06-2021 10:38,2607
1624617905,25-06-2021 10:45,2621
1624618300,25-06-2021 10:51,2607
1624618694,25-06-2021 10:58,2610
1624618981,25-06-2021 11:03,2614
1624619649,25-06-2021 11:14,2625
1624620276,25-06-2021 11:24,2632
1624620806,25-06-2021 11:33,2610
1624621259,25-06-2021 11:40,2632
1624621667,25-06-2021 11:47,2607
1624622089,25-06-2021 11:54,2642
1624622438,25-06-2021 12:00,2628
1624622784,25-06-2021 12:06,2610
1624623360,25-06-2021 12:16,2621
1624623774,25-06-2021 12:22,2614
1624624199,25-06-2021 12:29,2621
1624624614,25-06-2021 12:36,2632
1624624917,25-06-2021 12:41,2610
1624625309,25-06-2021 12:48,2614
1624625880,25-06-2021 12:58,2603
1624626244,25-06-2021 13:04,2628
1624626664,25-06-2021 13:11,2621
1624627057,25-06-2021 13:17,2614
1624627465,25-06-2021 13:24,2621
1624627928,25-06-2021 13:32,2621
1624628420,25-06-2021 13:40,2621
1624628425,25-06-2021 13:40,2621
1624628860,25-06-2021 13:47,2628
1624629316,25-06-2021 13:55,2617
1624629807,25-06-2021 14:03,2639
1624630368,25-06-2021 14:12,2621
1624630374,25-06-2021 14:12,2625
1624630896,25-06-2021 14:21,2625
1624631422,25-06-2021 14:30,2628
1624631425,25-06-2021 14:30,2628
1624631948,25-06-2021 14:39,2642
1624631956,25-06-2021 14:39,2642
1624632377,25-06-2021 14:46,2635
1624632937,25-06-2021 14:55,2628
1624632942,25-06-2021 14:55,2628
1624633567,25-06-2021 15:06,2646
1624634075,25-06-2021 15:14,2628
1624634622,25-06-2021 15:23,2625
1624634625,25-06-2021 15:23,2625
1624635017,25-06-2021 15:30,2635
1624635380,25-06-2021 15:36,2614
1624635671,25-06-2021 15:41,2628
1624635740,25-06-2021 15:42,2621
1624635743,25-06-2021 15:42,2635
1624636015,25-06-2021 15:46,2639
1624636370,25-06-2021 15:52,2621
1624636635,25-06-2021 15:57,2639
1624636637,25-06-2021 15:57,2639
1624637262,25-06-2021 16:07,2617
1624637900,25-06-2021 16:18,2639
1624638541,25-06-2021 16:29,2639
1624639070,25-06-2021 16:37,2625
1624639633,25-06-2021 16:47,2628
1624640059,25-06-2021 16:54,2639
1624640062,25-06-2021 16:54,2639
1624640461,25-06-2021 17:01,2628
1624640820,25-06-2021 17:07,2628
1624641172,25-06-2021 17:12,2639
1624641179,25-06-2021 17:12,2650
1624641510,25-06-2021 17:18,2639
1624641972,25-06-2021 17:26,2646
1624642403,25-06-2021 17:33,2632
1624642410,25-06-2021 17:33,2642
1624642775,25-06-2021 17:39,2625
1624642778,25-06-2021 17:39,2625
1624643129,25-06-2021 17:45,2653
1624643134,25-06-2021 17:45,2653
1624643500,25-06-2021 17:51,2635
1624643503,25-06-2021 17:51,2635
1624643879,25-06-2021 17:57,2650
1624644151,25-06-2021 18:02,2628
1624644155,25-06-2021 18:02,2628
1624645862,25-06-2021 18:31,2642
1624646426,25-06-2021 18:40,2625
1624646429,25-06-2021 18:40,2628
1624646917,25-06-2021 18:48,2610
1624646921,25-06-2021 18:48,2610
1624647303,25-06-2021 18:55,2635
1624647309,25-06-2021 18:55,2635
1624647646,25-06-2021 19:00,2621
1624647649,25-06-2021 19:00,2621
1624648036,25-06-2021 19:07,2635
1624648042,25-06-2021 19:07,2635
1624648437,25-06-2021 19:13,2642
1624648441,25-06-2021 19:14,2646
1624648760,25-06-2021 19:19,2628
1624648767,25-06-2021 19:19,2628
1624649423,25-06-2021 19:30,2625
1624649428,25-06-2021 19:30,2625
1624649987,25-06-2021 19:39,2617
1624649993,25-06-2021 19:39,2617
1624650521,25-06-2021 19:48,2628
1624650526,25-06-2021 19:48,2628
1624650911,25-06-2021 19:55,2632
1624650914,25-06-2021 19:55,2632
1624651301,25-06-2021 20:01,2632
1624651698,25-06-2021 20:08,2628
1624651703,25-06-2021 20:08,2628
1624652080,25-06-2021 20:14,2607
1624652397,25-06-2021 20:19,2628
1624652955,25-06-2021 20:29,2632
1624652962,25-06-2021 20:29,2632
1624653582,25-06-2021 20:39,2621
1624653584,25-06-2021 20:39,2621
1624654007,25-06-2021 20:46,2625
1624654638,25-06-2021 20:57,2632
1624654644,25-06-2021 20:57,2632
1624655065,25-06-2021 21:04,2596
1624655556,25-06-2021 21:12,2621
1624655976,25-06-2021 21:19,2614
1624655984,25-06-2021 21:19,2614
1624656336,25-06-2021 21:25,2621
1624656339,25-06-2021 21:25,2621
1624656714,25-06-2021 21:31,2625
1624657096,25-06-2021 21:38,2625
1624657235,25-06-2021 21:40,2639
1624657339,25-06-2021 21:42,2617
1624657549,25-06-2021 21:45,2621
1624657552,25-06-2021 21:45,2621
1624657955,25-06-2021 21:52,2617
1624657958,25-06-2021 21:52,2617
1624658334,25-06-2021 21:58,2628
1624658339,25-06-2021 21:58,2628
1624658715,25-06-2021 22:05,2621
1624659016,25-06-2021 22:10,2621
1624659019,25-06-2021 22:10,2621
1624659646,25-06-2021 22:20,2628
1624659650,25-06-2021 22:20,2628
1624660028,25-06-2021 22:27,2617
1624660358,25-06-2021 22:32,2639
1624660360,25-06-2021 22:32,2639
1624660700,25-06-2021 22:38,2625
1624661073,25-06-2021 22:44,2625
1624661076,25-06-2021 22:44,2625
1624661413,25-06-2021 22:50,2621
1624661420,25-06-2021 22:50,2621
1624661988,25-06-2021 22:59,2610
1624662579,25-06-2021 23:09,2635
1624663078,25-06-2021 23:17,2625
1624663086,25-06-2021 23:18,2625
1624663477,25-06-2021 23:24,2621
1624663480,25-06-2021 23:24,2617
1624663870,25-06-2021 23:31,2628
1624663873,25-06-2021 23:31,2628
1624664256,25-06-2021 23:37,2603
1624664260,25-06-2021 23:37,2614
1624664627,25-06-2021 23:43,2646
1624664633,25-06-2021 23:43,2646
1624664911,25-06-2021 23:48,2628
1624664914,25-06-2021 23:48,2628
1624665569,25-06-2021 23:59,2632
1624665574,25-06-2021 23:59,2632
1624665908,26-06-2021 00:05,2635
1624665914,26-06-2021 00:05,2625
1624666255,26-06-2021 00:10,2632
1624666259,26-06-2021 00:10,2632
1624666602,26-06-2021 00:16,2621
1624666607,26-06-2021 00:16,2621
1624666981,26-06-2021 00:23,2617
1624666984,26-06-2021 00:23,2617
1624667346,26-06-2021 00:29,2632
1624667353,26-06-2021 00:29,2635
1624667924,26-06-2021 00:38,2625
1624667928,26-06-2021 00:38,2625
1624668319,26-06-2021 00:45,2621
1624668715,26-06-2021 00:51,2610
1624669062,26-06-2021 00:57,2621
1624669066,26-06-2021 00:57,2621
1624669425,26-06-2021 01:03,2621
1624669737,26-06-2021 01:08,2635
1624670364,26-06-2021 01:19,2625
1624671056,26-06-2021 01:30,2628
1624671628,26-06-2021 01:40,2639
1624672112,26-06-2021 01:48,2632
1624672705,26-06-2021 01:58,2639
1624673199,26-06-2021 02:06,2635
1624673661,26-06-2021 02:14,2660
1624673666,26-06-2021 02:14,2660
1624674288,26-06-2021 02:24,2664
1624674664,26-06-2021 02:31,2657
1624675057,26-06-2021 02:37,2664
1624675439,26-06-2021 02:43,2682
1624675838,26-06-2021 02:50,2667
1624676200,26-06-2021 02:56,2682
1624676780,26-06-2021 03:06,2667
1624677162,26-06-2021 03:12,2675
1624677519,26-06-2021 03:18,2678
1624677884,26-06-2021 03:24,2682
1624678263,26-06-2021 03:31,2689
1624678640,26-06-2021 03:37,2678
1624678690,26-06-2021 03:38,2689
1624678836,26-06-2021 03:40,2685
1624679102,26-06-2021 03:45,2700
1624679537,26-06-2021 03:52,2689
1624679963,26-06-2021 03:59,2675
1624680357,26-06-2021 04:05,2700
1624680796,26-06-2021 04:13,2692
1624681374,26-06-2021 04:22,2689
1624681937,26-06-2021 04:32,2689
1624682468,26-06-2021 04:41,2692
1624682794,26-06-2021 04:46,2689
1624682970,26-06-2021 04:49,2717
1624683403,26-06-2021 04:56,2725
1624683411,26-06-2021 04:56,2653
1624683812,26-06-2021 05:03,2689
1624684150,26-06-2021 05:09,2646
1624684181,26-06-2021 05:09,2614
1624684212,26-06-2021 05:10,2617
1624684253,26-06-2021 05:10,2617
1624684288,26-06-2021 05:11,2610
1624684319,26-06-2021 05:11,2596
1624684350,26-06-2021 05:12,2575
1624684389,26-06-2021 05:13,2571
1624684795,26-06-2021 05:19,2507
1624685186,26-06-2021 05:26,2489
1624685470,26-06-2021 05:31,2467
