,Date Time, Monitor ID, Location ID, CO(ppm),data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp,Unnamed: 0,Unnamed: 0.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
257,2021-09-16 22:11:00,1,1,0.6,33.11,32.998,939.494,62.186,61.498,64.642,677.0,1667.0,2400.0,964.0,0.0,-0.032,0.016,0.0,65024.0,256.0,56.189,0.486,26.114,29.659,29.728,29.739,29.745,3.725,3.939,3.939,3.939,0.547,0.0,2659.0,0.0,86.0,3990.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631810468910.0,232863.0,232863.0,1631810468910.0,33.11,32.998,939.494,0.0,2659.0,677.0,2400.0,1667.0,964.0,0.0,3.939,3.725,3.939,3.939,26.114,29.659,29.728,29.739,29.745,0.547,0.0,-0.032,0.016,0.0,65024.0,256.0,62.186,61.498,64.642,56.189,0.486,3990.0,86.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631810472703.0,17.445,78.35,5.7,61.749,52.838,44.415,0.062,0.646,0.0,60.8,1.087,2.718,0.945,2.363,0.0
258,2021-09-16 22:12:00,1,1,0.72,33.07,32.024,939.502,63.034,60.641,70.934,675.0,1639.0,2392.0,959.0,0.0,-0.016,0.08,0.0,65280.0,1280.0,55.199,0.226,27.39,31.109,31.18,31.192,31.198,3.907,4.131,4.131,4.131,0.517,0.0,2616.0,0.0,86.0,3992.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,2147483647.0,-43.0,4.0,17.445,78.35,14.718,1631810578748.0,232866.0,232866.0,1631810578748.0,33.07,32.024,939.502,0.0,2616.0,675.0,2392.0,1639.0,959.0,0.0,4.131,3.907,4.131,4.131,27.39,31.109,31.18,31.192,31.198,0.517,0.0,-0.016,0.08,0.0,65280.0,1280.0,63.034,60.641,70.934,55.199,0.226,3992.0,86.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631810584871.0,17.445,78.35,14.718,62.36,51.932,44.458,0.062,0.65,0.0,60.1,1.14,2.851,0.992,2.479,1.0
259,2021-09-16 22:13:00,1,1,0.71,33.06,31.812,939.446,62.096,60.19,68.243,673.0,1646.0,2388.0,955.0,-0.016,0.032,-0.064,65280.0,512.0,64512.0,50.976,0.265,32.069,36.423,36.506,36.52,36.528,4.574,4.837,4.837,4.837,0.516,0.0,2496.0,0.0,86.0,3997.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,2147483647.0,-49.0,4.0,17.445,78.35,16.025,1631810609760.0,232867.0,232867.0,1631810609760.0,33.06,31.812,939.446,0.0,2496.0,673.0,2388.0,1646.0,955.0,0.0,4.837,4.574,4.837,4.837,32.069,36.423,36.506,36.52,36.528,0.516,-0.016,0.032,-0.064,65280.0,512.0,64512.0,62.096,60.19,68.243,50.976,0.265,3997.0,86.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631810612314.0,17.445,78.35,16.025,62.761,52.153,44.468,0.063,0.685,0.0,60.3,1.335,3.338,1.161,2.902,1.0
260,2021-09-16 22:14:00,1,1,0.71,33.02,30.888,939.597,60.726,59.756,63.452,666.0,1557.0,2370.0,942.0,0.0,-0.016,-0.064,0.0,65280.0,64512.0,56.189,0.295,37.845,42.984,43.083,43.098,43.108,5.398,5.708,5.708,5.708,0.517,0.0,2711.0,0.0,86.0,3984.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631810678030.0,232869.0,232869.0,1631810678030.0,33.02,30.888,939.597,0.0,2711.0,666.0,2370.0,1557.0,942.0,0.0,5.708,5.398,5.708,5.708,37.845,42.984,43.083,43.098,43.108,0.517,0.0,-0.016,-0.064,0.0,65280.0,64512.0,60.726,59.756,63.452,56.189,0.295,3984.0,86.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631810681091.0,17.445,78.35,7.9,64.205,49.295,44.509,0.064,0.703,0.0,57.9,1.576,3.939,1.37,3.425,1.0
263,2021-09-16 22:17:00,1,1,0.68,32.97,30.586,939.545,61.028,60.573,61.761,663.0,1571.0,2360.0,943.0,0.032,0.0,-0.16,512.0,0.0,62976.0,56.189,0.334,31.427,35.693,35.775,35.789,35.796,4.483,4.74,4.74,4.74,0.548,0.0,2137.0,0.0,86.0,3989.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631810846270.0,232872.0,232872.0,1631810846270.0,32.97,30.586,939.545,0.0,2137.0,663.0,2360.0,1571.0,943.0,0.0,4.74,4.483,4.74,4.74,31.427,35.693,35.775,35.789,35.796,0.548,0.032,0.0,-0.16,512.0,0.0,62976.0,61.028,60.573,61.761,56.189,0.334,3989.0,86.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631810849492.0,17.445,78.35,7.9,64.967,49.74,44.541,0.065,0.665,0.0,58.3,1.308,3.271,1.138,2.844,1.0
266,2021-09-16 22:20:00,1,1,0.46,32.94,30.771,939.519,60.638,59.695,61.277,664.0,1585.0,2354.0,942.0,0.0,0.0,-0.064,0.0,0.0,64512.0,56.397,0.07,26.149,29.728,29.815,29.83,29.837,3.736,3.969,3.984,3.987,0.578,0.0,2019.0,0.0,85.0,3965.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631811055181.0,232875.0,232875.0,1631811055181.0,32.94,30.771,939.519,0.0,2019.0,664.0,2354.0,1585.0,942.0,0.0,3.969,3.736,3.984,3.987,26.149,29.728,29.815,29.83,29.837,0.578,0.0,0.0,-0.064,0.0,0.0,64512.0,60.638,59.695,61.277,56.397,0.07,3965.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631811058171.0,17.445,78.35,7.9,64.922,50.19,44.551,0.065,0.631,0.0,58.7,1.095,2.739,0.953,2.381,1.0
269,2021-09-16 22:23:00,1,1,0.29,32.96,32.029,939.466,59.072,58.421,59.73,637.0,1575.0,2282.0,936.0,-0.016,-0.032,0.032,65280.0,65024.0,512.0,56.064,0.549,32.879,37.41,37.542,37.565,37.574,4.704,5.018,5.052,5.059,0.598,0.0,1704.0,0.0,85.0,3985.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631811220244.0,232878.0,232878.0,1631811220244.0,32.96,32.029,939.466,0.0,1704.0,637.0,2282.0,1575.0,936.0,0.0,5.018,4.704,5.052,5.059,32.879,37.41,37.542,37.565,37.574,0.598,-0.016,-0.032,0.032,65280.0,65024.0,512.0,59.072,58.421,59.73,56.064,0.549,3985.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631811226766.0,17.445,78.35,7.9,69.239,49.883,44.511,0.069,0.678,0.0,58.4,1.385,3.462,1.204,3.011,1.0
273,2021-09-16 22:27:00,1,1,0.18,32.97,33.013,939.411,59.059,58.651,59.43,624.0,1575.0,2254.0,945.0,-0.016,0.032,-0.064,65280.0,512.0,64512.0,56.158,0.533,26.147,29.783,29.91,29.933,29.941,3.748,4.019,4.064,4.073,0.615,0.0,1631.0,0.0,85.0,3982.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631811451387.0,232881.0,232881.0,1631811451387.0,32.97,33.013,939.411,0.0,1631.0,624.0,2254.0,1575.0,945.0,0.0,4.019,3.748,4.064,4.073,26.147,29.783,29.91,29.933,29.941,0.615,-0.016,0.032,-0.064,65280.0,512.0,64512.0,59.059,58.651,59.43,56.158,0.533,3982.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631811454128.0,17.445,78.35,7.9,71.281,49.894,44.483,0.071,0.632,0.0,58.4,1.109,2.773,0.965,2.411,1.0
276,2021-09-16 22:30:00,1,1,0.14,32.97,33.747,939.496,59.151,58.545,59.665,618.0,1607.0,2235.0,944.0,-0.032,-0.016,-0.048,65024.0,65280.0,64768.0,56.158,0.094,24.333,27.678,27.769,27.785,27.792,3.48,3.706,3.728,3.732,0.593,0.0,1711.0,0.0,85.0,3975.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631811626593.0,232884.0,232884.0,1631811626593.0,32.97,33.747,939.496,0.0,1711.0,618.0,2235.0,1607.0,944.0,0.0,3.706,3.48,3.728,3.732,24.333,27.678,27.769,27.785,27.792,0.593,-0.032,-0.016,-0.048,65024.0,65280.0,64768.0,59.151,58.545,59.665,56.158,0.094,3975.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631811629234.0,17.445,78.35,7.9,72.219,50.926,44.465,0.072,0.622,0.0,59.3,1.023,2.557,0.889,2.224,1.0
280,2021-09-16 22:34:00,1,1,0.11,32.97,34.468,939.434,59.814,58.798,65.851,608.0,1614.0,2203.0,943.0,-0.048,0.0,0.08,64768.0,0.0,1280.0,55.858,0.164,20.023,22.765,22.833,22.844,22.85,2.861,3.04,3.052,3.054,0.572,0.0,1641.0,0.0,85.0,3976.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631811877008.0,232888.0,232888.0,1631811877008.0,32.97,34.468,939.434,0.0,1641.0,608.0,2203.0,1614.0,943.0,0.0,3.04,2.861,3.052,3.054,20.023,22.765,22.833,22.844,22.85,0.572,-0.048,0.0,0.08,64768.0,0.0,1280.0,59.814,58.798,65.851,55.858,0.164,3976.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631811879498.0,17.445,78.35,7.9,73.828,51.158,44.448,0.074,0.586,0.0,59.5,0.839,2.098,0.73,1.824,1.0
284,2021-09-16 22:38:00,1,1,0.06,32.98,35.501,939.44,60.179,58.885,65.482,598.0,1582.0,2170.0,947.0,0.032,0.0,-0.016,512.0,0.0,65280.0,55.23,0.652,30.086,34.326,34.51,34.544,34.554,4.325,4.673,4.754,4.77,0.612,0.0,1536.0,0.0,85.0,3982.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631812082189.0,232891.0,232891.0,1631812082189.0,32.98,35.501,939.44,0.0,1536.0,598.0,2170.0,1582.0,947.0,0.0,4.673,4.325,4.754,4.77,30.086,34.326,34.51,34.544,34.554,0.612,0.032,0.0,-0.016,512.0,0.0,65280.0,60.179,58.885,65.482,55.23,0.652,3982.0,85.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631812084449.0,17.445,78.35,7.9,75.363,50.145,44.419,0.075,0.665,0.0,58.6,1.29,3.224,1.122,2.804,1.0
287,2021-09-16 22:41:00,1,1,0.12,32.99,35.452,939.456,54.28,51.811,66.377,599.0,1607.0,2175.0,949.0,0.016,-0.032,-0.032,256.0,65024.0,65024.0,56.487,0.008,20.544,23.536,23.726,23.762,23.771,2.974,3.274,3.379,3.4,0.591,0.0,1643.0,0.0,84.0,3972.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631812277500.0,232894.0,232894.0,1631812277500.0,32.99,35.452,939.456,0.0,1643.0,599.0,2175.0,1607.0,949.0,0.0,3.274,2.974,3.379,3.4,20.544,23.536,23.726,23.762,23.771,0.591,0.016,-0.032,-0.032,256.0,65024.0,65024.0,54.28,51.811,66.377,56.487,0.008,3972.0,84.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631812279500.0,17.445,78.35,7.9,75.153,50.944,44.415,0.075,0.598,0.0,59.3,0.904,2.259,0.786,1.965,1.0
291,2021-09-16 22:45:00,1,1,0.03,33.01,37.717,939.509,52.481,50.443,63.118,575.0,1564.0,2112.0,937.0,0.032,0.0,-0.048,512.0,0.0,64768.0,55.827,0.699,43.785,50.043,50.369,50.43,50.446,6.313,6.876,7.039,7.071,0.599,0.0,1313.0,0.0,84.0,3964.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631812500712.0,232898.0,232898.0,1631812500712.0,33.01,37.717,939.509,0.0,1313.0,575.0,2112.0,1564.0,937.0,0.0,6.876,6.313,7.039,7.071,43.785,50.043,50.369,50.43,50.446,0.599,0.032,0.0,-0.048,512.0,0.0,64768.0,52.481,50.443,63.118,55.827,0.699,3964.0,84.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631812506974.0,17.445,78.35,7.9,78.875,49.593,44.351,0.079,0.747,0.0,58.2,1.898,4.745,1.65,4.126,1.0
294,2021-09-16 22:48:00,1,1,0.0,33.04,37.631,939.473,51.155,49.653,54.468,578.0,1575.0,2120.0,943.0,-0.032,0.0,0.016,65024.0,0.0,256.0,55.574,0.722,28.035,32.035,32.239,32.277,32.288,4.041,4.397,4.497,4.517,0.614,0.0,1593.0,0.0,84.0,3951.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631812733759.0,232900.0,232900.0,1631812733759.0,33.04,37.631,939.473,0.0,1593.0,578.0,2120.0,1575.0,943.0,0.0,4.397,4.041,4.497,4.517,28.035,32.035,32.239,32.277,32.288,0.614,-0.032,0.0,0.016,65024.0,0.0,256.0,51.155,49.653,54.468,55.574,0.722,3951.0,84.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631812735638.0,17.445,78.35,7.9,78.24,49.944,44.339,0.078,0.651,0.0,58.4,1.213,3.034,1.055,2.638,1.0
299,2021-09-16 22:53:00,1,1,0.46,33.09,40.692,939.547,51.836,45.998,61.765,548.0,1467.0,2039.0,911.0,0.0,0.0,-0.048,0.0,0.0,64768.0,58.688,0.218,62.073,70.892,71.318,71.397,71.42,8.938,10.202,10.442,10.485,0.586,0.0,1124.0,0.0,83.0,3952.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.36,,-49.0,4.0,17.445,78.35,7.9,1631812984797.0,232904.0,232904.0,1631812984797.0,33.09,40.692,939.547,0.0,1124.0,548.0,2039.0,1467.0,911.0,0.0,10.202,8.938,10.442,10.485,62.073,70.892,71.318,71.397,71.42,0.586,0.0,0.0,-0.048,0.0,0.0,64768.0,51.836,45.998,61.765,58.688,0.218,3952.0,83.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631812986451.0,17.445,78.35,7.9,82.755,46.521,44.241,0.083,0.823,0.0,55.6,2.816,7.039,2.448,6.121,1.0
