Epoch date,GMT,CO_mega
1624428353,23-06-2021 06:05,443
1624428598,23-06-2021 06:09,437
1624428911,23-06-2021 06:15,437
1624429234,23-06-2021 06:20,448
1624429586,23-06-2021 06:26,438
1624430071,23-06-2021 06:34,439
1624430246,23-06-2021 06:37,442
1624430539,23-06-2021 06:42,454
1624430785,23-06-2021 06:46,443
1624431449,23-06-2021 06:57,435
1624431929,23-06-2021 07:05,436
1624432019,23-06-2021 07:06,433
1624432341,23-06-2021 07:12,440
1624432695,23-06-2021 07:18,442
1624433027,23-06-2021 07:23,442
1624433134,23-06-2021 07:25,440
1624433337,23-06-2021 07:28,442
1624433634,23-06-2021 07:33,444
1624433700,23-06-2021 07:35,453
1624433761,23-06-2021 07:36,457
1624433792,23-06-2021 07:36,458
1624433824,23-06-2021 07:37,459
1624433905,23-06-2021 07:38,458
1624434178,23-06-2021 07:42,510
1624434323,23-06-2021 07:45,512
1624434796,23-06-2021 07:53,481
1624435480,23-06-2021 08:04,496
1624435704,23-06-2021 08:08,480
1624435873,23-06-2021 08:11,502
1624436191,23-06-2021 08:16,501
1624436524,23-06-2021 08:22,487
1624436774,23-06-2021 08:26,515
1624437102,23-06-2021 08:31,493
1624437594,23-06-2021 08:39,489
1624437715,23-06-2021 08:41,501
1624437909,23-06-2021 08:45,482
1624438571,23-06-2021 08:56,459
1624438936,23-06-2021 09:02,456
1624439220,23-06-2021 09:07,450
1624439575,23-06-2021 09:12,452
1624439869,23-06-2021 09:17,446
1624440186,23-06-2021 09:23,449
1624440520,23-06-2021 09:28,464
1624440783,23-06-2021 09:33,471
1624440888,23-06-2021 09:34,465
1624441492,23-06-2021 09:44,447
1624441781,23-06-2021 09:49,452
1624442089,23-06-2021 09:54,449
1624442540,23-06-2021 10:02,453
1624442898,23-06-2021 10:08,439
1624443389,23-06-2021 10:16,442
1624444780,23-06-2021 10:39,423
1624445138,23-06-2021 10:45,427
1624445323,23-06-2021 10:48,429
1624445563,23-06-2021 10:52,436
1624445899,23-06-2021 10:58,437
1624446821,23-06-2021 11:13,447
1624447282,23-06-2021 11:21,452
1624447474,23-06-2021 11:24,449
1624502166,24-06-2021 02:36,444
1624502197,24-06-2021 02:36,401
1624511689,24-06-2021 05:14,464
1624512329,24-06-2021 05:25,458
1624512601,24-06-2021 05:30,456
1624512937,24-06-2021 05:35,460
1624513388,24-06-2021 05:43,463
1624513685,24-06-2021 05:48,466
1624514021,24-06-2021 05:53,465
1624514364,24-06-2021 05:59,467
1624514708,24-06-2021 06:05,467
1624514999,24-06-2021 06:09,469
1624515376,24-06-2021 06:16,471
1624515558,24-06-2021 06:19,468
1624516384,24-06-2021 06:33,452
1624516512,24-06-2021 06:35,449
1624516681,24-06-2021 06:38,454
1624516975,24-06-2021 06:42,459
1624517297,24-06-2021 06:48,457
1624517630,24-06-2021 06:53,458
1624518718,24-06-2021 07:11,454
1624518994,24-06-2021 07:16,454
1624519312,24-06-2021 07:21,454
1624519962,24-06-2021 07:32,461
1624520171,24-06-2021 07:36,462
1624520497,24-06-2021 07:41,458
1624520861,24-06-2021 07:47,461
1624521196,24-06-2021 07:53,463
1624521517,24-06-2021 07:58,466
1624521807,24-06-2021 08:03,472
1624522154,24-06-2021 08:09,467
1624522464,24-06-2021 08:14,463
1624522505,24-06-2021 08:15,463
1624522705,24-06-2021 08:18,469
1624523175,24-06-2021 08:26,467
1624523448,24-06-2021 08:30,463
1624523693,24-06-2021 08:34,474
1624523908,24-06-2021 08:38,466
1624524241,24-06-2021 08:44,464
1624524839,24-06-2021 08:53,447
1624525104,24-06-2021 08:58,446
1624526040,24-06-2021 09:14,454
1624526264,24-06-2021 09:17,452
1624526587,24-06-2021 09:23,463
1624526895,24-06-2021 09:28,466
1624527071,24-06-2021 09:31,466
1624528472,24-06-2021 09:54,446
1624528947,24-06-2021 10:02,447
1624529022,24-06-2021 10:03,447
1624529197,24-06-2021 10:06,449
1624529510,24-06-2021 10:11,449
1624529792,24-06-2021 10:16,443
1624530053,24-06-2021 10:20,444
1624530097,24-06-2021 10:21,446
1624530429,24-06-2021 10:27,450
1624530746,24-06-2021 10:32,446
1624531063,24-06-2021 10:37,446
1624531342,24-06-2021 10:42,475
1624531635,24-06-2021 10:47,446
1624531953,24-06-2021 10:52,447
1624532476,24-06-2021 11:01,443
1624532751,24-06-2021 11:05,446
1624533119,24-06-2021 11:11,447
1624533396,24-06-2021 11:16,451
1624533727,24-06-2021 11:22,446
1624534061,24-06-2021 11:27,449
1624534378,24-06-2021 11:32,444
1624591874,25-06-2021 03:31,447
1624591980,25-06-2021 03:33,395
1624592232,25-06-2021 03:37,427
1624592489,25-06-2021 03:41,433
1624592830,25-06-2021 03:47,432
1624593105,25-06-2021 03:51,463
1624593860,25-06-2021 04:04,452
1624594113,25-06-2021 04:08,446
1624594445,25-06-2021 04:14,449
1624594975,25-06-2021 04:22,444
1624595141,25-06-2021 04:25,442
1624596074,25-06-2021 04:41,446
1624596407,25-06-2021 04:46,453
1624596598,25-06-2021 04:49,449
1624596933,25-06-2021 04:55,447
1624597619,25-06-2021 05:06,451
1624597926,25-06-2021 05:12,444
1624598212,25-06-2021 05:16,451
1624598581,25-06-2021 05:23,452
1624598892,25-06-2021 05:28,451
1624599187,25-06-2021 05:33,449
1624599532,25-06-2021 05:38,455
1624599581,25-06-2021 05:39,455
1624599914,25-06-2021 05:45,449
1624600231,25-06-2021 05:50,454
1624600527,25-06-2021 05:55,454
1624600836,25-06-2021 06:00,460
1624601197,25-06-2021 06:06,447
1624601509,25-06-2021 06:11,452
1624602149,25-06-2021 06:22,448
1624602426,25-06-2021 06:27,450
1624602741,25-06-2021 06:32,448
1624602970,25-06-2021 06:36,446
1624603281,25-06-2021 06:41,443
1624603608,25-06-2021 06:46,445
1624603930,25-06-2021 06:52,449
1624604147,25-06-2021 06:55,449
1624604498,25-06-2021 07:01,462
1624604980,25-06-2021 07:09,458
1624605297,25-06-2021 07:14,463
1624605706,25-06-2021 07:21,470
1624606063,25-06-2021 07:27,467
1624606372,25-06-2021 07:32,469
1624606522,25-06-2021 07:35,472
1624606696,25-06-2021 07:38,469
1624607065,25-06-2021 07:44,458
1624607361,25-06-2021 07:49,473
1624607664,25-06-2021 07:54,463
1624608906,25-06-2021 08:15,469
1624609301,25-06-2021 08:21,467
1624609471,25-06-2021 08:24,472
1624609823,25-06-2021 08:30,460
1624610126,25-06-2021 08:35,452
1624610814,25-06-2021 08:46,451
1624611272,25-06-2021 08:54,446
1624611472,25-06-2021 08:57,452
1624611854,25-06-2021 09:04,453
1624612852,25-06-2021 09:20,453
1624613463,25-06-2021 09:31,474
1624613754,25-06-2021 09:35,473
1624614095,25-06-2021 09:41,459
1624615639,25-06-2021 10:07,478
1624616099,25-06-2021 10:14,483
1624616319,25-06-2021 10:18,468
1624616605,25-06-2021 10:23,463
1624616887,25-06-2021 10:28,462
1624617198,25-06-2021 10:33,458
1624617551,25-06-2021 10:39,458
