Date Time,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
22-10-2021 14:19,28.82999992,43.22100067,943.2567749,49.04470825,45.91779709,60.34999466,538,6310,2013,2268,-0.064052045,-0.016013011,-0.112091072,64512,65280,63744,0,0,132.648056,150.8292694,151.2916718,151.3706665,151.4060211,18.95773888,20.15668488,20.24538612,20.26313019,0.529608488,0,1893,0,100,4180,30,30,30,30,120,30,30,30,30,30,30,1,1,20.4,-106,-58,3,17.44553833,78.349845,4.699999809,1.63489E+12
22-10-2021 14:20,28.95999908,43.01599884,943.2653198,47.16874695,45.7694664,48.37190247,506,5635,1922,2076,0.016013011,0,0,256,0,0,0,0,148.137619,168.2970581,168.7155762,168.7839355,168.8206635,21.14030457,22.38480186,22.40886497,22.41368103,0.53414762,0,1088,0,100,4180,30,30,30,30,120,30,30,30,30,30,30,1,1,18.714285,-108,-56,3,17.44562833,78.34991333,4.699999809,1.63489E+12
22-10-2021 14:20,29.12000084,42.75299835,943.2634277,47.77591705,46.17309189,54.31102371,488,5117,1871,1940,-0.032026023,0.016013011,0.032026023,65024,256,512,0,0,131.0863037,148.9307861,149.3048859,149.3661346,149.3987427,18.70814323,19.8129921,19.83714867,19.84197998,0.543463469,0,658,0,100,4174,30,30,30,30,120,30,30,30,30,30,30,1,1,19.1,-108,-57,3,17.44553833,78.34991667,5,1.63489E+12
22-10-2021 14:21,29.27000046,42.5019989,943.2354126,47.67545319,46.3284111,48.81994629,476,4746,1824,1827,-0.032026023,0,0.080065049,65024,0,1280,0,0,130.2700348,148.0261536,148.413269,148.4772644,148.5101013,18.59654236,19.70934677,19.74511528,19.75226974,0.531050444,0,325,0,100,4178,30,30,30,30,120,30,30,30,30,30,30,1,1,19.383333,-106,-57,3,17.44541833,78.34996333,5.699999809,1.63489E+12
22-10-2021 14:21,29.42000008,42.4679985,943.2683716,59.3972435,46.1108017,78.45891571,467,4457,1811,1741,-0.032026023,-0.016013011,-0.128104091,65024,65280,63488,0,0,128.9910431,146.7014313,147.1716309,147.252594,147.2875519,18.44162941,19.62734985,19.7293396,19.74973679,0.543697,0,38,0,100,4143,30,30,30,30,120,30,30,30,30,30,30,1,1,21.085712,-103,-57,3,17.44563833,78.34994,4.800000191,1.63489E+12
22-10-2021 14:22,29.55999947,42.16600037,943.2131958,65.10819244,45.98487473,78.87875366,462,4189,1801,1671,-0.032026023,0.016013011,-0.096078061,65024,256,64000,0,0,133.7127991,152.1638641,152.7136841,152.8102875,152.8482819,19.13656998,20.42593002,20.57949829,20.61021042,0.561288118,3,-59,0,99,4150,30,30,30,30,120,30,30,30,30,30,30,1,1,20.685713,-104,-57,3,17.44558833,78.35001667,4.599999905,1.63489E+12
22-10-2021 14:22,29.71999931,41.86700058,943.1682129,62.55705261,45.12828827,78.79187012,462,3971,1793,1617,-0.016013011,0.016013011,-0.04803903,65280,256,64768,0,0,132.3882446,150.7508392,151.3589325,151.4674988,151.506897,18.96729279,20.30537987,20.50624084,20.54641342,0.571741819,17,-331,0,99,4147,30,30,30,30,120,30,30,30,30,30,30,1,1,19.199999,-105,-57,3,17.4455,78.34995167,4.599999905,1.63489E+12
22-10-2021 14:23,29.93000031,41.55899811,943.1964111,67.18468475,49.3902626,78.33843231,460,3785,1793,1562,0.016013011,-0.032026023,-0.064052045,256,65024,64512,0,0,141.2119293,160.837677,161.5128479,161.6340179,161.6768188,20.23991776,21.69280434,21.92740059,21.97432137,0.569787145,17,-343,0,99,4141,30,30,30,30,120,30,30,30,30,30,30,1,1,21.34,-104,-57,3,17.44556833,78.349855,4.900000095,1.63489E+12
22-10-2021 14:23,30.17000008,41.13299942,943.2034302,64.06062317,49.49178314,78.46214294,459,3642,1788,1519,0.032026023,-0.032026023,0.112091072,512,65024,1792,0,0,132.7765503,151.0812531,151.6156464,151.7092133,151.7466125,18.99888229,20.26803017,20.411623,20.44035339,0.551615715,8,-165,0,99,4151,30,30,30,30,120,30,30,30,30,30,30,1,1,19.628572,-107,-57,3,17.44558167,78.34992,4.900000095,1.63489E+12
22-10-2021 14:24,30.36000061,40.70199966,943.2678223,69.63726807,49.08910751,85.02939606,456,3489,1779,1482,-0.032026023,0,-0.032026023,65024,0,65024,0,0,137.4945831,156.1739197,156.5409698,156.6000824,156.6335754,19.614645,20.74905586,20.75499153,20.75617409,0.535090089,20,-396,0,99,4128,30,30,30,30,120,30,30,30,30,30,30,1,1,21.366669,-105,-57,3,17.445575,78.349935,5,1.63489E+12
22-10-2021 14:24,30.52000046,40.09799957,943.2263184,69.17952728,49.54192734,79.097229,459,3367,1779,1442,0.032026023,0.016013011,-0.016013011,512,256,65280,0,0,128.1376038,145.6207123,146.0134125,146.0787811,146.1114044,18.29592705,19.40200996,19.44633293,19.4552002,0.548386335,17,-341,0,99,4144,30,30,30,30,120,30,30,30,30,30,30,1,1,21.060001,-105,-57,3,17.44545,78.34991167,4.699999809,1.63489E+12
22-10-2021 14:25,30.65999985,39.9280014,943.175293,70.58417511,49.56432724,86.79169464,459,3246,1783,1412,0.096078061,0,0.112091072,1536,0,1792,0,0,126.8555298,144.157547,144.54216,144.6060181,144.6381989,18.11154175,19.20254707,19.24323463,19.25136375,0.558489442,29,-587,0,99,4145,30,30,30,30,120,30,30,30,30,30,30,1,1,20.475,-104,-57,3,17.44542833,78.34975667,5.699999809,1.63489E+12
22-10-2021 14:25,30.79000092,39.56399918,943.1828003,69.09020233,48.92830658,80.72145844,456,3182,1785,1387,0.144117102,-0.064052045,-0.016013011,2304,64512,65280,0,0,137.7801819,156.6190186,157.0683594,157.1441193,157.1799774,19.68135452,20.89682388,20.96523094,20.9789238,0.548050523,23,-460,0,99,4136,30,30,30,30,120,30,30,30,30,30,30,1,1,20.9,-105,-57,3,17.44578167,78.34987167,7.800000191,1.63489E+12
22-10-2021 14:26,30.89999962,39.20899963,943.1918945,77.67687225,53.00945282,92.01011658,459,3100,1792,1363,0,-0.016013011,0.096078061,0,65280,1536,0,0,127.2377548,144.8449249,145.4016113,145.5003204,145.5374298,18.22055054,19.47981453,19.65160179,19.68596268,0.587386012,14,-287,0,99,4137,30,30,30,30,120,30,30,30,30,30,30,1,1,17.699999,-103,-57,3,17.44556167,78.34999833,5.699999809,1.63489E+12
22-10-2021 14:26,31.01000023,38.98699951,943.1934204,54.63241959,52.62155151,62.19635773,463,3035,1795,1347,0.032026023,-0.016013011,0.04803903,512,65280,768,0,0,122.7767715,139.5992279,140.0233154,140.0956268,140.1282501,17.54571724,18.65167618,18.73078537,18.74660492,0.527866364,31,-624,0,98,4143,30,30,30,30,120,30,30,30,30,30,30,1,1,17.92,-103,-57,3,17.44565167,78.35009,5.199999809,1.63489E+12
22-10-2021 14:27,31.11000061,38.72800064,943.1936035,67.11766052,51.91675568,87.51070404,455,2921,1785,1316,-0.032026023,-0.016013011,0.080065049,65024,65280,1280,0,0,120.7594147,137.1595612,137.4780884,137.5292358,137.5585327,17.22602844,18.21868324,18.22095299,18.2213974,0.529011607,46,-915,0,98,4121,30,30,30,30,120,30,30,30,30,30,30,1,1,16.3,-103,-57,3,17.44559833,78.34985333,6,1.63489E+12
