,Date Time, Monitor ID, Location ID, SO2(ppm),data.temp_c,data.hum_prcnt,data.press_hpa,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.location.lat,data.location.lon,data.location.acc,data.timestamp
50,2021-10-23 12:22:00,1,1,0.0,38.04,25.01,949.983,404.0,2039.0,1631.0,1066.0,56.0,-1112.0,0.0,95.0,17.419,78.355,1.8,1634971909167.0
51,2021-10-23 12:23:00,1,1,0.0,37.855,24.356,949.876,412.5,1953.0,1658.0,1055.5,32.0,-643.5,0.0,94.0,17.419,78.357,1.6,1634971955711.0
52,2021-10-23 12:24:00,1,1,0.0,37.4,23.207,949.839,412.0,1724.5,1656.5,982.5,30.5,-605.5,0.0,94.0,17.418,78.361,1.5,1634972017644.0
53,2021-10-23 12:25:00,1,1,0.0,36.845,23.778,950.202,394.5,1658.5,1604.5,965.5,58.5,-1168.0,0.0,94.0,17.418,78.367,1.65,1634972079556.0
54,2021-10-23 12:26:00,1,1,0.0,36.44,23.294,950.501,381.5,1451.5,1568.5,907.0,42.5,-846.5,0.0,94.0,17.419,78.372,1.55,1634972141665.5
55,2021-10-23 12:27:00,1,1,0.1,36.565,23.159,950.635,448.0,1474.5,1749.5,917.0,98.5,-1963.5,0.0,94.0,17.418,78.37,1.8,1634972203677.0
56,2021-10-23 12:28:00,1,1,0.0,36.69,24.356,950.812,424.0,1689.0,1693.0,975.0,166.0,-3310.0,0.0,94.0,17.416,78.369,2.5,1634972250175.0
57,2021-10-23 12:29:00,1,1,0.0,36.99,24.132,950.677,480.0,1785.0,1844.5,1001.5,163.0,-3252.5,0.0,94.0,17.415,78.368,2.1,1634972296788.5
58,2021-10-23 12:30:00,1,1,0.0,37.52,23.491,950.083,458.0,1767.5,1785.0,991.0,168.5,-3359.5,0.0,94.0,17.413,78.368,1.8,1634972358603.0
59,2021-10-23 12:31:00,1,1,0.1,37.905,22.644,949.463,407.0,1556.5,1637.5,936.0,103.0,-2056.5,0.0,94.0,17.41,78.372,1.9,1634972420691.5
60,2021-10-23 12:32:00,1,1,0.1,37.77,23.356,950.29,415.0,1521.0,1664.0,927.0,124.0,-2477.0,0.0,94.0,17.408,78.374,1.7,1634972482625.5
61,2021-10-23 12:33:00,1,1,0.0,37.905,22.997,951.576,433.5,1703.0,1714.5,976.0,143.0,-2860.5,0.0,94.0,17.407,78.376,1.8,1634972545167.5
62,2021-10-23 12:34:00,1,1,0.2,38.48,22.436,951.869,468.0,1860.0,1815.0,1022.0,178.5,-3564.5,0.0,94.0,17.406,78.377,2.05,1634972607175.0
63,2021-10-23 12:35:00,1,1,0.1,39.035,21.656,952.132,497.0,1992.5,1896.0,1058.5,109.0,-2179.5,0.0,94.0,17.405,78.377,2.15,1634972668541.5
64,2021-10-23 12:36:00,1,1,0.0,39.285,21.24,952.314,434.5,1803.5,1719.5,1004.5,139.0,-2778.0,0.0,94.0,17.404,78.377,1.7,1634972731256.0
65,2021-10-23 12:37:00,1,1,0.0,39.55,21.382,952.428,459.5,1955.0,1792.0,1045.5,126.0,-2507.5,0.0,94.0,17.403,78.377,2.1,1634972793063.5
66,2021-10-23 12:38:00,1,1,0.1,39.955,20.548,952.587,465.0,1789.0,1802.0,1010.0,0.0,1077.5,0.0,93.0,17.402,78.38,1.9,1634972855415.5
67,2021-10-23 12:39:00,1,1,0.1,39.635,20.036,952.866,506.0,1753.5,1918.5,987.0,104.5,-2086.5,0.0,93.0,17.402,78.383,2.05,1634972917152.5
68,2021-10-23 12:40:00,1,1,0.1,39.315,20.271,952.37,453.5,1687.0,1772.0,973.0,130.0,-2597.0,0.0,93.0,17.401,78.386,1.9,1634972978500.5
69,2021-10-23 12:41:00,1,1,0.1,39.14,20.549,952.257,508.5,1796.0,1928.0,1004.0,91.5,-1829.0,0.0,93.0,17.401,78.389,1.8,1634973040940.0
70,2021-10-23 12:42:00,1,1,0.0,39.07,21.075,952.277,459.5,1692.5,1786.5,977.0,181.5,-3622.5,0.0,93.0,17.4,78.39,2.15,1634973102948.0
71,2021-10-23 12:43:00,1,1,0.1,39.175,21.626,952.202,464.5,1881.5,1800.0,1028.5,142.0,-2827.0,0.0,93.0,17.398,78.39,2.7,1634973165055.0
72,2021-10-23 12:44:00,1,1,0.1,39.24,20.604,951.479,396.0,1642.0,1610.0,961.0,101.0,-2007.0,0.0,93.0,17.397,78.39,2.6,1634973211270.0
73,2021-10-23 12:45:00,1,1,0.1,39.135,21.363,951.185,397.5,1685.0,1617.0,974.0,123.5,-2465.0,0.0,93.0,17.396,78.39,2.45,1634973258293.5
74,2021-10-23 12:46:00,1,1,0.1,39.36,21.355,952.084,400.0,1715.5,1620.5,984.0,75.5,-1504.5,0.0,93.0,17.395,78.39,2.0,1634973320106.5
75,2021-10-23 12:47:00,1,1,0.1,40.02,21.161,951.407,406.5,1766.0,1641.0,996.5,39.5,-796.0,0.0,93.0,17.396,78.39,2.9,1634973382124.0
76,2021-10-23 12:48:00,1,1,0.0,40.445,20.159,951.368,416.5,1675.0,1669.0,962.5,49.5,-34.5,0.0,93.0,17.398,78.39,3.1,1634973443636.5
77,2021-10-23 12:49:00,1,1,0.0,40.275,19.834,952.434,423.5,1619.5,1684.5,954.0,97.0,-1937.5,0.0,93.0,17.4,78.39,2.15,1634973505727.5
78,2021-10-23 12:50:00,1,1,0.1,40.245,19.97,952.006,477.0,1887.0,1836.5,1027.0,134.5,-2685.0,0.0,93.0,17.4,78.393,2.0,1634973567908.0
79,2021-10-23 12:51:00,1,1,0.1,40.15,19.424,951.521,448.0,1675.0,1754.0,973.0,49.0,-987.0,0.0,93.0,17.4,78.395,1.7,1634973614180.0
80,2021-10-23 12:52:00,1,1,0.2,39.7,20.194,952.094,487.0,1826.0,1866.5,1011.5,117.5,-2347.0,0.0,93.0,17.402,78.399,1.85,1634973692083.5
81,2021-10-23 12:53:00,1,1,0.1,39.58,20.202,952.076,478.5,1758.5,1839.5,994.0,132.0,-2633.0,0.0,92.0,17.402,78.4,1.9,1634973753804.0
82,2021-10-23 12:54:00,1,1,0.1,39.345,20.087,952.596,507.5,2228.5,1923.0,1125.0,148.5,-2956.5,0.0,93.0,17.398,78.401,2.05,1634973815812.0
83,2021-10-23 12:55:00,1,1,0.1,38.615,22.04,952.777,501.5,1913.5,1902.5,1035.0,116.5,-2326.5,0.0,93.0,17.394,78.4,1.85,1634973877779.0
84,2021-10-23 12:56:00,1,1,0.1,38.185,21.542,952.533,563.5,2198.0,2083.5,1119.0,91.5,-1823.0,0.0,92.5,17.392,78.4,2.05,1634973940068.0
85,2021-10-23 12:57:00,1,1,0.1,38.14,21.552,953.018,515.0,2062.0,1943.5,1078.5,69.0,-1376.0,0.0,92.0,17.39,78.401,1.95,1634974002084.5
86,2021-10-23 12:58:00,1,1,0.2,38.375,21.65,952.979,482.5,1992.5,1849.5,1058.5,101.5,-2033.0,0.0,92.0,17.388,78.4,2.3,1634974064097.0
87,2021-10-23 12:59:00,1,1,0.2,38.6,21.729,952.953,518.0,2060.0,1951.0,1079.0,40.0,-801.0,0.0,92.0,17.387,78.401,1.8,1634974110621.0
88,2021-10-23 13:00:00,1,1,0.2,38.845,21.201,952.936,560.0,2046.0,2068.5,1075.0,85.5,-1700.0,0.0,92.0,17.385,78.402,2.15,1634974156952.0
89,2021-10-23 13:01:00,1,1,0.2,39.035,21.52,953.032,631.0,2328.0,2265.5,1152.0,112.0,-2236.0,0.0,92.0,17.384,78.404,1.9,1634974219219.0
90,2021-10-23 13:02:00,1,1,0.1,39.26,20.903,953.57,506.5,1985.5,1918.0,1052.5,58.5,-1162.0,0.0,92.0,17.383,78.405,2.0,1634974281257.0
