created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),pm10,pm2.5,RH,Temperature
2021-11-01 12:19:00,1,1, ,0.129,0.078,71.0,35.5,34.275,32.06
2021-11-01 12:20:00,1,1, ,0.123,0.080,85.1,34.75,34.805,32.065
2021-11-01 12:21:00,1,1, ,0.100,0.076,69.8,33.9,35.435,32.065
2021-11-01 12:22:00,1,1, ,0.132,0.075,70.35,39.35,34.435,32.025
2021-11-01 12:23:00,1,1, ,0.140,0.081,68.55,35.05,33.955,31.805
2021-11-01 12:24:00,1,1, ,0.108,0.070,102.6,43.05,34.695,31.885
2021-11-01 12:25:00,1,1, ,0.106,0.070,137.35,50.0,34.575,31.955
2021-11-01 12:26:00,1,1, ,0.132,0.079,111.85,48.15,33.85,32.145
2021-11-01 12:27:00,1,1, ,0.109,0.076,121.9,45.1,33.64,32.23
2021-11-01 12:28:00,1,1, ,0.109,0.071,138.05,50.0,33.52,32.465
2021-11-01 12:29:00,1,1, ,0.156,0.088,82.4,37.15,32.81,32.61
2021-11-01 12:30:00,1,1, ,0.123,0.076,74.35,35.05,34.48,32.395
2021-11-01 12:31:00,1,1, ,0.137,0.071,103.7,39.3,34.305,32.34
2021-11-01 12:32:00,1,1, ,0.390,0.109,126.0,48.0,33.885,32.51
2021-11-01 12:33:00,1,1, ,0.180,0.081,124.2,47.5,33.74,32.78
2021-11-01 12:34:00,1,1, ,0.255,0.090,125.6,53.2,32.61,33.14
2021-11-01 12:35:00,1,1, ,0.105,0.067,161.65,49.0,32.49,33.47
2021-11-01 12:36:00,1,1, ,0.119,0.073,308.95,51.95,31.57,33.635
2021-11-01 12:37:00,1,1, ,0.123,0.080,430.95,61.2,31.39,34.02
2021-11-01 12:38:00,1,1, ,0.120,0.071,261.7,53.9,30.695,34.46
2021-11-01 12:39:00,1,1, ,0.106,0.070,293.95,54.2,30.045,34.745
2021-11-01 12:40:00,1,1, ,0.109,0.076,144.05,44.65,29.71,34.84
2021-11-01 12:41:00,1,1, ,0.238,0.100,114.8,40.75,29.57,34.9
2021-11-01 12:42:00,1,1, ,0.141,0.084,119.5,42.9,29.39,34.84
2021-11-01 12:43:00,1,1, ,0.128,0.082,99.35,40.25,29.85,34.705
2021-11-01 12:44:00,1,1, ,0.135,0.080,125.55,42.05,30.285,34.45
2021-11-01 12:45:00,1,1, ,0.124,0.076,161.5,53.6,30.555,34.375
2021-11-01 12:46:00,1,1, ,0.100,0.071,269.55,63.0,30.56,34.525
2021-11-01 12:47:00,1,1, ,0.145,0.082,125.2,46.9,31.125,34.605
2021-11-01 12:48:00,1,1, ,0.121,0.077,167.05,55.9,31.2,34.745
2021-11-01 12:49:00,1,1, ,0.129,0.080,89.35,41.05,31.075,34.79
2021-11-01 12:50:00,1,1, ,0.142,0.087,155.7,50.25,31.03,34.74
2021-11-01 12:51:00,1,1, ,0.131,0.083,130.15,46.8,31.02,34.825
2021-11-01 12:52:00,1,1, ,0.153,0.082,104.75,43.0,30.74,34.825
2021-11-01 12:53:00,1,1, ,0.120,0.077,105.25,40.85,30.73,34.725
2021-11-01 12:54:00,1,1, ,0.131,0.081,148.45,53.4,30.77,34.685
2021-11-01 12:55:00,1,1, ,0.333,0.116,101.6,42.4,31.565,34.615
2021-11-01 12:56:00,1,1, ,0.123,0.081,128.95,45.15,31.98,34.56
2021-11-01 12:57:00,1,1, ,0.108,0.076,148.9,42.5,32.83,34.165
2021-11-01 12:58:00,1,1, ,0.136,0.081,114.1,40.6,33.295,34.02
2021-11-01 12:59:00,1,1, ,0.116,0.077,84.5,38.7,34.44,33.715
2021-11-01 13:00:00,1,1, ,0.118,0.081,303.45,65.15,33.975,33.535
2021-11-01 13:01:00,1,1, ,0.135,0.077,152.5,51.35,34.385,33.415
2021-11-01 13:02:00,1,1, ,0.128,0.077,147.2,49.5,34.67,33.305
2021-11-01 13:03:00,1,1, ,0.116,0.079,159.35,51.7,34.815,33.175
2021-11-01 13:04:00,1,1, ,0.141,0.079,156.7,51.45,35.6,33.15
2021-11-01 13:05:00,1,1, ,0.119,0.082,191.75,53.5,35.19,33.18
2021-11-01 13:06:00,1,1, ,0.109,0.079,175.6,50.75,35.575,33.03
2021-11-01 13:07:00,1,1, ,0.089,0.070,164.05,49.95,35.615,32.925
2021-11-01 13:08:00,1,1, ,0.104,0.076,185.65,52.7,35.615,32.87
2021-11-01 13:09:00,1,1, ,0.114,0.075,179.25,51.45,35.715,32.735
2021-11-01 13:10:00,1,1, ,0.116,0.080,168.6,54.55,35.965,32.67
2021-11-01 13:11:00,1,1, ,0.111,0.078,144.55,50.95,36.205,32.62
2021-11-01 13:12:00,1,1, ,0.116,0.078,117.05,47.0,35.4,32.57
2021-11-01 13:13:00,1,1, ,0.107,0.074,141.2,48.65,35.925,32.48
2021-11-01 13:14:00,1,1, ,0.142,0.083,145.75,50.0,35.83,32.35
2021-11-01 13:20:00,1,1,0.00, , ,150.7,50.9,35.98,32.175
2021-11-01 13:21:00,1,1,0.00, , ,187.15,54.0,36.235,32.18
2021-11-01 13:22:00,1,1,0.00, , ,179.15,54.65,36.72,32.175
2021-11-01 13:23:00,1,1,0.00, , ,161.3,51.8,36.65,32.13
2021-11-01 13:24:00,1,1,0.00, , ,145.25,49.75,36.67,32.065
2021-11-01 13:25:00,1,1,0.00, , ,137.0,50.85,36.75,31.945
2021-11-01 13:26:00,1,1,0.00, , ,125.1,47.5,36.79,31.875
2021-11-01 13:27:00,1,1,0.00, , ,143.15,48.95,36.47,31.845
2021-11-01 13:28:00,1,1,0.00, , ,142.1,48.5,36.48,31.765
2021-11-01 13:29:00,1,1,0.00, , ,114.05,45.45,37.53,31.78
2021-11-01 13:30:00,1,1,0.00, , ,147.95,50.3,36.68,31.94
2021-11-01 13:31:00,1,1,0.00, , ,136.25,48.45,36.35,32.07
2021-11-01 13:32:00,1,1,0.00, , ,137.8,50.7,36.03,32.2
2021-11-01 13:33:00,1,1,0.00, , ,171.7,55.55,35.985,32.36
2021-11-01 13:34:00,1,1,0.00, , ,157.3,52.9,36.075,32.495
2021-11-01 13:35:00,1,1,0.00, , ,130.1,44.2,36.55,32.48
2021-11-01 13:36:00,1,1,0.00, , ,140.1,51.3,37.22,32.46
2021-11-01 13:37:00,1,1,0.00, , ,191.45,55.25,37.07,32.535
2021-11-01 13:38:00,1,1,0.00, , ,147.2,48.5,36.78,32.54
2021-11-01 13:39:00,1,1,0.00, , ,199.4,49.3,38.3,32.33
2021-11-01 13:40:00,1,1,0.00, , ,249.45,58.1,36.79,32.365
2021-11-01 13:41:00,1,1,0.00, , ,95.6,42.95,37.14,32.305
2021-11-01 13:42:00,1,1,0.00, , ,72.7,38.0,38.085,32.065
2021-11-01 13:43:00,1,1,0.00, , ,68.75,32.95,38.75,31.84
2021-11-01 13:47:00,1,1, ,0.087,0.068,113.9,44.45,39.5,31.5
2021-11-01 13:48:00,1,1, ,0.096,0.069,112.6,44.1,39.13,31.615
2021-11-01 13:49:00,1,1, ,0.099,0.066,100.0,44.0,38.32,31.66
2021-11-01 13:50:00,1,1, ,0.087,0.063,102.2,44.45,38.625,31.77
2021-11-01 13:51:00,1,1, ,0.100,0.064,96.65,43.45,38.525,31.9
2021-11-01 13:52:00,1,1, ,0.078,0.063,98.2,44.25,38.07,31.94
2021-11-01 13:53:00,1,1, ,0.078,0.061,108.0,43.55,38.04,31.98
2021-11-01 13:54:00,1,1, ,0.081,0.062,66.1,33.65,37.845,31.73
2021-11-01 13:55:00,1,1, ,0.090,0.067,54.4,31.45,38.99,31.175
2021-11-01 13:56:00,1,1, ,0.082,0.062,59.75,31.8,40.305,30.595
2021-11-01 13:57:00,1,1, ,0.080,0.064,54.4,32.7,40.99,30.31
2021-11-01 13:58:00,1,1, ,0.090,0.065,52.9,29.05,40.575,30.195
2021-11-01 13:59:00,1,1, ,0.106,0.072,58.1,33.35,42.605,29.94
2021-11-01 14:00:00,1,1, ,0.724,0.141,61.75,34.7,43.955,29.58
2021-11-01 14:01:00,1,1, ,0.145,0.075,65.25,35.65,44.845,29.38
2021-11-01 14:02:00,1,1, ,0.101,0.068,55.4,31.0,44.105,29.375
2021-11-01 14:03:00,1,1, ,0.079,0.062,81.6,40.85,45.07,29.225
2021-11-01 14:05:00,1,1, ,0.519,0.138,373.0,61.2,44.105,29.415
2021-11-01 14:06:00,1,1, ,0.169,0.078,172.85,49.35,43.955,29.59
2021-11-01 14:07:00,1,1, ,0.912,0.210,123.9,39.75,43.28,29.41
2021-11-01 14:08:00,1,1, ,0.551,0.123,73.8,37.5,44.16,29.215
2021-11-01 14:09:00,1,1, ,0.825,0.167,83.8,37.4,44.16,29.15
2021-11-01 14:10:00,1,1, ,0.356,0.098,220.8,53.0,43.09,29.2
2021-11-01 14:11:00,1,1, ,0.104,0.071,178.067,49.633,43.35,29.057
2021-11-01 14:12:00,1,1, ,0.111,0.077,446.9,86.8,43.95,28.945
2021-11-01 14:13:00,1,1, ,0.097,0.071,407.5,65.8,44.53,29.1
2021-11-01 14:14:00,1,1, ,0.101,0.069,674.8,93.25,43.72,29.08
2021-11-01 14:15:00,1,1, ,0.133,0.078,489.45,69.6,43.385,29.145
2021-11-01 14:16:00,1,1, ,0.123,0.083,151.55,48.45,42.64,29.24
2021-11-01 14:17:00,1,1, ,0.089,0.066,111.6,45.7,42.87,29.3
2021-11-01 14:18:00,1,1, ,0.292,0.095,84.6,40.25,43.495,29.225
2021-11-01 14:19:00,1,1, ,0.128,0.071,84.65,42.3,44.2,29.19
2021-11-01 14:20:00,1,1, ,0.913,0.197,117.5,44.2,44.025,29.14
2021-11-01 14:21:00,1,1, ,0.505,0.125,247.85,101.8,43.335,29.15
2021-11-01 14:22:00,1,1, ,0.393,0.102,170.15,47.45,43.975,29.065
2021-11-01 14:23:00,1,1, ,0.579,0.153,186.8,45.25,44.615,28.93
2021-11-01 14:24:00,1,1, ,0.506,0.136,95.9,38.55,44.9,28.76
2021-11-01 14:25:00,1,1, ,0.793,0.187,714.4,108.1,44.555,28.915
2021-11-01 14:26:00,1,1, ,0.187,0.085,357.6,68.6,43.61,29.015
2021-11-01 14:27:00,1,1, ,0.204,0.089,542.3,87.95,43.64,29.13
2021-11-01 14:28:00,1,1, ,0.233,0.099,587.55,104.7,43.66,29.21
2021-11-01 14:29:00,1,1, ,0.155,0.079,705.2,127.8,44.15,29.24
2021-11-01 14:30:00,1,1, ,0.373,0.107,630.9,106.6,43.745,29.31
2021-11-01 14:31:00,1,1, ,0.227,0.089,239.95,59.6,44.505,29.42
2021-11-01 14:32:00,1,1, ,0.506,0.130,340.0,59.7,45.23,29.67
2021-11-01 14:33:00,1,1, ,0.373,0.107,299.0,64.7,43.87,29.88
2021-11-01 14:34:00,1,1, ,0.175,0.074,103.3,42.55,43.215,29.875
2021-11-01 14:35:00,1,1, ,0.121,0.069,352.7,67.45,42.905,30.07
2021-11-01 14:36:00,1,1, ,0.214,0.082,128.3,48.2,42.01,30.19
2021-11-01 14:38:00,1,1, ,1.411,0.277,201.8,48.7,41.18,30.52
2021-11-01 14:39:00,1,1, ,0.570,0.129,131.3,43.85,41.855,30.51
2021-11-01 14:40:00,1,1, ,0.402,0.101,89.3,38.3,41.15,30.36
2021-11-01 14:41:00,1,1, ,0.634,0.125,329.45,65.6,41.495,30.2
2021-11-01 14:42:00,1,1, ,0.287,0.081,673.05,104.45,41.57,30.255
2021-11-01 14:43:00,1,1, ,0.369,0.093,880.2,142.1,41.64,30.245
2021-11-01 14:44:00,1,1, ,0.572,0.133,317.8,63.8,40.495,30.19
2021-11-01 14:45:00,1,1, ,0.407,0.114,328.1,56.5,40.8,30.16
2021-11-01 14:46:00,1,1, ,0.220,0.077,533.8,74.7,41.455,30.185
2021-11-01 14:47:00,1,1, ,0.249,0.086,419.35,70.5,40.97,30.125
2021-11-01 14:48:00,1,1, ,0.131,0.068,290.0,50.45,42.14,29.705
2021-11-01 14:49:00,1,1, ,0.321,0.105,633.95,83.7,44.64,29.34
2021-11-01 14:50:00,1,1, ,0.939,0.237,707.9,88.5,46.385,29.18
2021-11-01 14:51:00,1,1, ,0.151,0.062,317.1,48.3,45.745,29.135
2021-11-01 14:52:00,1,1, ,0.241,0.069,299.85,54.7,45.525,29.23
2021-11-01 14:53:00,1,1, ,0.502,0.112,227.95,44.6,45.915,29.165
2021-11-01 14:54:00,1,1, ,0.190,0.065,198.3,47.0,46.46,29.29
2021-11-01 14:57:00,1,1, ,0.219,0.080,530.4,73.8,51.41,28.9
2021-11-01 14:58:00,1,1, ,0.718,0.163,535.4,73.75,50.88,29.075
2021-11-01 14:59:00,1,1, ,0.731,0.172,279.8,46.9,50.135,29.22
2021-11-01 15:00:00,1,1, ,0.084,0.051,597.1,75.7,49.47,29.36
2021-11-01 15:01:00,1,1, ,0.168,0.060,431.0,70.6,49.82,29.33
2021-11-01 15:02:00,1,1, ,0.203,0.072,151.1,37.1,49.07,28.97
2021-11-01 15:03:00,1,1, ,0.213,0.074,400.2,73.75,49.69,29.045
2021-11-01 15:04:00,1,1, ,0.243,0.075,465.6,84.25,51.185,29.01
2021-11-01 15:05:00,1,1, ,0.165,0.064,152.45,36.1,52.885,28.73
2021-11-01 15:06:00,1,1, ,0.241,0.078,142.1,38.05,53.25,28.765
2021-11-01 15:07:00,1,1, ,0.104,0.067,100.1,34.0,52.765,28.645
2021-11-01 15:08:00,1,1, ,0.207,0.078,436.0,79.95,52.9,28.775
2021-11-01 15:09:00,1,1, ,0.267,0.102,275.85,50.65,51.09,28.845
2021-11-01 15:10:00,1,1, ,0.213,0.081,156.0,44.1,51.09,28.86
2021-11-01 15:11:00,1,1, ,0.757,0.186,160.7,47.5,50.955,28.865
2021-11-01 15:12:00,1,1, ,0.098,0.070,95.0,38.6,49.515,28.775
2021-11-01 15:13:00,1,1, ,0.085,0.065,171.15,50.2,50.53,28.595
2021-11-01 15:14:00,1,1, ,0.117,0.063,273.3,65.55,50.025,28.745
2021-11-01 15:15:00,1,1, ,0.079,0.058,162.3,45.0,50.21,28.77
2021-11-01 15:16:00,1,1, ,0.078,0.059,421.75,83.4,48.95,28.76
2021-11-01 15:17:00,1,1, ,0.108,0.061,80.5,39.45,48.095,28.495
2021-11-01 15:18:00,1,1, ,0.111,0.062,70.1,37.7,47.61,28.35
2021-11-01 15:19:00,1,1, ,0.100,0.064,73.0,36.0,46.67,28.34
2021-11-01 15:20:00,1,1, ,0.073,0.060,80.05,33.75,46.98,27.985
2021-11-01 15:21:00,1,1, ,0.091,0.061,73.25,32.6,46.57,27.83
2021-11-01 15:22:00,1,1, ,0.108,0.063,132.25,39.85,44.83,28.135
2021-11-01 15:23:00,1,1, ,0.093,0.061,116.7,39.3,44.115,28.29
2021-11-01 15:24:00,1,1, ,0.096,0.064,112.85,40.25,43.725,28.475
2021-11-01 15:25:00,1,1, ,0.090,0.067,89.5,38.9,43.135,28.6
2021-11-01 15:26:00,1,1, ,0.078,0.062,91.75,32.15,43.5,28.525
2021-11-01 15:27:00,1,1, ,0.099,0.070,85.75,34.15,44.295,28.335
2021-11-01 15:28:00,1,1, ,0.094,0.068,66.85,34.25,44.905,28.21
2021-11-01 15:29:00,1,1, ,0.081,0.065,59.45,30.75,44.555,28.07
2021-11-01 15:30:00,1,1, ,0.072,0.062,89.0,40.95,44.225,28.22
2021-11-01 15:31:00,1,1, ,0.075,0.064,67.55,33.1,44.04,28.17
2021-11-01 15:32:00,1,1, ,0.086,0.058,74.75,37.8,45.045,28.165
