created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),CO_1,SO2_1,CO_2,SO2_2,Temperature,RH,Pressure,time,latitude,longitude,altitude
2021-11-01 11:32:00,1,1, ,0.130,0.071,39.4,27.7,-956.0,0.0,34.414,30.564,947.302,2021-11-01 06:02:00,17.44648655,78.3510898,521.5790000000002
2021-11-01 11:33:00,1,1, ,0.101,0.070,42.57899999999999,28.053,-617.263,0.0,34.879,30.185,946.693,2021-11-01 06:03:00,17.44931467,78.34841185,528.369
2021-11-01 11:34:00,1,1, ,0.086,0.060,46.368,31.789,-897.684,0.0,34.014,30.923000000000002,946.442,2021-11-01 06:04:00,17.44519761,78.3527773,520.37
2021-11-01 11:35:00,1,1, ,0.101,0.072,46.111000000000004,32.667,-710.222,0.0,32.823,32.211,946.914,2021-11-01 06:05:00,17.44176442,78.35888351,508.609
2021-11-01 11:36:00,1,1, ,0.115,0.073,47.056000000000004,34.0,-436.444,0.0,32.946,32.159,948.422,2021-11-01 06:06:00,17.44008996,78.36174058,510.312
2021-11-01 11:37:00,1,1, ,0.132,0.068,49.0,35.222,-427.556,0.0,32.681999999999995,32.247,947.9019999999999,2021-11-01 06:07:00,17.43531723,78.36784358,498.4
2021-11-01 11:38:00,1,1, ,0.130,0.083,49.824,35.941,-363.29400000000004,0.0,32.422,32.839,949.832,2021-11-01 06:08:00,17.43032052,78.37342383,495.573
2021-11-01 11:39:00,1,1, ,0.182,0.080,48.0,35.0,-322.66700000000003,0.0,31.340999999999998,34.351,949.845,2021-11-01 06:09:00,17.42474392,78.37944987,482.562
2021-11-01 11:40:00,1,1, ,0.607,0.148,46.736999999999995,33.842,-270.316,0.0,30.991,36.08,952.1410000000001,2021-11-01 06:10:00,17.42162543,78.38399355,473.39
2021-11-01 11:41:00,1,1, ,0.166,0.087,46.611000000000004,32.833,-256.0,0.0,31.276,35.921,952.951,2021-11-01 06:11:00,17.41825468,78.3888593,470.11300000000006
2021-11-01 11:42:00,1,1, ,0.164,0.112,45.778,32.333,-240.889,0.0,31.064,35.729,952.814,2021-11-01 06:12:00,17.4154851,78.39277466,480.291
2021-11-01 11:43:00,1,1, ,0.108,0.079,43.474,31.316,-218.947,0.0,30.504,35.981,952.304,2021-11-01 06:13:00,17.41266507,78.39521311,477.635
2021-11-01 11:44:00,1,1, ,0.122,0.080,40.0,29.421,-194.52599999999998,0.0,29.694000000000003,37.357,952.59,2021-11-01 06:14:00,17.40970953,78.39893886,470.80800000000005
2021-11-01 11:45:00,1,1, ,0.099,0.069,40.056,28.555999999999997,-192.0,0.0,30.099,37.158,953.215,2021-11-01 06:15:00,17.40803976,78.40123194,482.503
2021-11-01 11:46:00,1,1, ,0.085,0.062,44.211000000000006,29.526,-192.0,0.0,31.195999999999998,35.633,953.0189999999999,2021-11-01 06:16:00,17.41145596,78.40342007,438.218
2021-11-01 11:47:00,1,1, ,0.082,0.065,50.556000000000004,33.889,-183.111,0.0,32.191,33.58,951.1080000000001,2021-11-01 06:17:00,17.414070499999998,78.40495012,482.624
2021-11-01 11:48:00,1,1, ,0.099,0.067,55.736999999999995,38.368,-200.421,0.0,32.393,33.08,948.763,2021-11-01 06:18:00,17.41534632,78.40931404,492.671
2021-11-01 11:49:00,1,1, ,0.097,0.066,58.57899999999999,40.421,-181.895,0.0,32.615,33.445,947.653,2021-11-01 06:19:00,17.41767441,78.41109229,519.976
2021-11-01 11:50:00,1,1, ,0.084,0.063,60.474,42.211000000000006,-158.316,0.0,33.115,32.234,946.635,2021-11-01 06:20:00,17.41886157,78.41195139,525.447
2021-11-01 11:51:00,1,1, ,0.090,0.065,59.0,40.111,-95.111,0.0,33.693000000000005,31.885,947.1110000000001,2021-11-01 06:21:00,17.418222,78.41350375,519.64
2021-11-01 11:52:00,1,1, ,0.094,0.066,56.946999999999996,40.316,-242.52599999999998,0.0,32.746,32.99,947.434,2021-11-01 06:22:00,17.417904800000002,78.41380664,503.376
