time,created_at,latitude,longitude,altitude
2021-11-01 06:01:50,2021-11-01 11:31:50,17.44633418,78.35124241,522.637
2021-11-01 06:01:51,2021-11-01 11:31:51,17.44634984,78.35122788,519.3330000000001
2021-11-01 06:01:52,2021-11-01 11:31:52,17.44636299,78.35121233,520.789
2021-11-01 06:01:53,2021-11-01 11:31:53,17.446379800000003,78.35119328,520.909
2021-11-01 06:01:54,2021-11-01 11:31:54,17.44639808,78.35117585,521.35
2021-11-01 06:01:55,2021-11-01 11:31:55,17.44641534,78.35116044,521.2669999999999
2021-11-01 06:01:56,2021-11-01 11:31:56,17.44642848,78.35114699,520.972
2021-11-01 06:01:57,2021-11-01 11:31:57,17.44644415,78.35113359,520.161
2021-11-01 06:01:58,2021-11-01 11:31:58,17.44645634,78.3511213,520.665
2021-11-01 06:01:59,2021-11-01 11:31:59,17.44646925,78.35110798,521.4
2021-11-01 06:02:00,2021-11-01 11:32:00,17.44648655,78.3510898,521.5790000000001
2021-11-01 06:02:01,2021-11-01 11:32:01,17.44650684,78.35106936,522.183
2021-11-01 06:02:02,2021-11-01 11:32:02,17.44652936,78.35104611,521.586
2021-11-01 06:02:03,2021-11-01 11:32:03,17.44655453,78.35102458,521.351
2021-11-01 06:02:04,2021-11-01 11:32:04,17.44658137,78.35099897,521.303
2021-11-01 06:02:05,2021-11-01 11:32:05,17.44661429,78.35096779,522.0880000000001
2021-11-01 06:02:06,2021-11-01 11:32:06,17.44664963,78.35093046,521.504
2021-11-01 06:02:07,2021-11-01 11:32:07,17.446679,78.35089521,522.5509999999999
2021-11-01 06:02:08,2021-11-01 11:32:08,17.44672117,78.35086076,522.349
2021-11-01 06:02:09,2021-11-01 11:32:09,17.44675648,78.35081982,522.634
2021-11-01 06:02:10,2021-11-01 11:32:10,17.44680029,78.35077293,522.43
2021-11-01 06:02:11,2021-11-01 11:32:11,17.44685186,78.35072359,522.284
2021-11-01 06:02:12,2021-11-01 11:32:12,17.44690212,78.35067141,522.423
2021-11-01 06:02:13,2021-11-01 11:32:13,17.44694756,78.35062306,522.534
2021-11-01 06:02:14,2021-11-01 11:32:14,17.44699534,78.35057532,523.068
2021-11-01 06:02:15,2021-11-01 11:32:15,17.44704437,78.350524,523.313
2021-11-01 06:02:16,2021-11-01 11:32:16,17.44710136,78.35047333,523.393
2021-11-01 06:02:17,2021-11-01 11:32:17,17.44715853,78.35041779,523.7
2021-11-01 06:02:18,2021-11-01 11:32:18,17.44721786,78.35035788,523.729
2021-11-01 06:02:19,2021-11-01 11:32:19,17.44727891,78.3502944,522.918
2021-11-01 06:02:20,2021-11-01 11:32:20,17.44734719,78.35021886,523.148
2021-11-01 06:02:21,2021-11-01 11:32:21,17.4474138,78.35014746,522.927
2021-11-01 06:02:22,2021-11-01 11:32:22,17.44748166,78.35007564,522.784
2021-11-01 06:02:23,2021-11-01 11:32:23,17.44755058,78.3500022,523.094
2021-11-01 06:02:24,2021-11-01 11:32:24,17.44762204,78.34992902,523.793
2021-11-01 06:02:25,2021-11-01 11:32:25,17.4476953,78.34985619,524.336
2021-11-01 06:02:26,2021-11-01 11:32:26,17.44777001,78.34978067,524.637
2021-11-01 06:02:27,2021-11-01 11:32:27,17.44784502,78.34970321,524.366
2021-11-01 06:02:28,2021-11-01 11:32:28,17.44792612,78.34962927,524.839
2021-11-01 06:02:29,2021-11-01 11:32:29,17.44801016,78.34955294,525.243
2021-11-01 06:02:30,2021-11-01 11:32:30,17.44809105,78.34947376,525.068
2021-11-01 06:02:31,2021-11-01 11:32:31,17.44817855,78.34939557,525.339
2021-11-01 06:02:32,2021-11-01 11:32:32,17.44826304,78.34931662,525.389
2021-11-01 06:02:33,2021-11-01 11:32:33,17.44835173,78.3492332,525.3340000000001
2021-11-01 06:02:34,2021-11-01 11:32:34,17.44843847,78.3491482,525.624
2021-11-01 06:02:35,2021-11-01 11:32:35,17.44853327,78.34905939,525.081
2021-11-01 06:02:36,2021-11-01 11:32:36,17.44862396,78.34896649,525.054
2021-11-01 06:02:37,2021-11-01 11:32:37,17.44871005,78.34888427,525.689
2021-11-01 06:02:38,2021-11-01 11:32:38,17.44879913,78.34879918,525.78
2021-11-01 06:02:39,2021-11-01 11:32:39,17.44887857,78.34871708,526.159
2021-11-01 06:02:40,2021-11-01 11:32:40,17.44895281,78.34864123,526.931
2021-11-01 06:02:41,2021-11-01 11:32:41,17.44902128,78.34857332,527.3290000000001
2021-11-01 06:02:42,2021-11-01 11:32:42,17.44908597,78.34851156,527.811
2021-11-01 06:02:43,2021-11-01 11:32:43,17.44914481,78.3484547,527.951
2021-11-01 06:02:44,2021-11-01 11:32:44,17.44919117,78.34840588,528.056
2021-11-01 06:02:45,2021-11-01 11:32:45,17.44922559,78.34836895,528.499
2021-11-01 06:02:46,2021-11-01 11:32:46,17.44925939,78.34833347,528.246
2021-11-01 06:02:47,2021-11-01 11:32:47,17.4492845,78.34830661,528.477
2021-11-01 06:02:48,2021-11-01 11:32:48,17.44931225,78.34829096,528.847
2021-11-01 06:02:49,2021-11-01 11:32:49,17.44933125,78.34829082,529.082
2021-11-01 06:02:50,2021-11-01 11:32:50,17.44934485,78.34829157,528.524
2021-11-01 06:02:51,2021-11-01 11:32:51,17.44935127,78.34829456,528.54
2021-11-01 06:02:52,2021-11-01 11:32:52,17.44935532,78.34829778,528.813
2021-11-01 06:02:53,2021-11-01 11:32:53,17.44935995,78.34830258,529.12
2021-11-01 06:02:54,2021-11-01 11:32:54,17.44936361,78.34830821,528.923
2021-11-01 06:02:55,2021-11-01 11:32:55,17.44936548,78.34831492,528.75
2021-11-01 06:02:56,2021-11-01 11:32:56,17.44936902,78.34832466,528.374
2021-11-01 06:02:57,2021-11-01 11:32:57,17.44937061,78.34834073,528.592
2021-11-01 06:02:58,2021-11-01 11:32:58,17.44936301,78.34836212,528.855
2021-11-01 06:02:59,2021-11-01 11:32:59,17.44934304,78.34838634,528.648
2021-11-01 06:03:00,2021-11-01 11:33:00,17.44931467,78.34841185,528.369
2021-11-01 06:03:01,2021-11-01 11:33:01,17.449280399999996,78.34844427,527.9490000000001
2021-11-01 06:03:02,2021-11-01 11:33:02,17.44923387,78.34849003,527.494
2021-11-01 06:03:03,2021-11-01 11:33:03,17.44918765,78.34853576,527.2909999999999
2021-11-01 06:03:04,2021-11-01 11:33:04,17.44914229,78.34858344,526.479
2021-11-01 06:03:05,2021-11-01 11:33:05,17.44908479,78.34863662,525.806
2021-11-01 06:03:06,2021-11-01 11:33:06,17.44902149,78.34869984,525.116
2021-11-01 06:03:07,2021-11-01 11:33:07,17.44895458,78.34877043,524.562
2021-11-01 06:03:08,2021-11-01 11:33:08,17.448885100000002,78.34884244,524.3580000000001
2021-11-01 06:03:09,2021-11-01 11:33:09,17.44881347,78.34892005,524.486
2021-11-01 06:03:10,2021-11-01 11:33:10,17.44873891,78.34899767,524.219
2021-11-01 06:03:11,2021-11-01 11:33:11,17.44866517,78.34907464,523.85
2021-11-01 06:03:12,2021-11-01 11:33:12,17.44858877,78.34915322,523.45
