created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),pm10,pm2.5,RH,Temperature,time,latitude,longitude,altitude
2021-11-01 11:32:00,1,1, ,0.130,0.071,128.75,38.45,29.955,34.595,2021-11-01 06:02:00,17.44648655,78.3510898,521.5790000000002
2021-11-01 11:33:00,1,1, ,0.101,0.070,109.35,35.4,30.46,34.41,2021-11-01 06:03:00,17.44931467,78.34841185,528.369
2021-11-01 11:34:00,1,1, ,0.086,0.060,117.05,35.2,31.165,33.585,2021-11-01 06:04:00,17.44519761,78.3527773,520.37
2021-11-01 11:35:00,1,1, ,0.101,0.072,164.2,39.85,31.765,32.895,2021-11-01 06:05:00,17.44176442,78.35888351,508.609
2021-11-01 11:36:00,1,1, ,0.115,0.073,95.4,37.05,32.245,32.74,2021-11-01 06:06:00,17.44008996,78.36174058,510.312
2021-11-01 11:37:00,1,1, ,0.132,0.068,173.5,39.45,33.17,32.06,2021-11-01 06:07:00,17.43531723,78.36784358,498.4
2021-11-01 11:38:00,1,1, ,0.130,0.083,135.95,38.0,34.125,31.48,2021-11-01 06:08:00,17.43032052,78.37342383,495.573
2021-11-01 11:39:00,1,1, ,0.182,0.080,370.1,47.15,35.76,30.56,2021-11-01 06:09:00,17.42474392,78.37944987,482.562
2021-11-01 11:40:00,1,1, ,0.607,0.148,75.8,37.75,36.93,30.56,2021-11-01 06:10:00,17.42162543,78.38399355,473.39
2021-11-01 11:41:00,1,1, ,0.166,0.087,82.0,34.55,37.015,30.695,2021-11-01 06:11:00,17.41825468,78.3888593,470.11300000000006
2021-11-01 11:42:00,1,1, ,0.164,0.112,101.0,37.6,36.3,30.815,2021-11-01 06:12:00,17.4154851,78.39277466,480.291
2021-11-01 11:43:00,1,1, ,0.108,0.079,102.35,45.4,35.695,30.75,2021-11-01 06:13:00,17.41266507,78.39521311,477.635
2021-11-01 11:44:00,1,1, ,0.122,0.080,115.15,38.8,35.96,30.615,2021-11-01 06:14:00,17.40970953,78.39893886,470.80800000000005
2021-11-01 11:45:00,1,1, ,0.099,0.069,461.95,72.1,36.375,30.515,2021-11-01 06:15:00,17.40803976,78.40123194,482.503
2021-11-01 11:46:00,1,1, ,0.085,0.062,169.25,46.95,36.745,30.52,2021-11-01 06:16:00,17.41145596,78.40342007,438.218
2021-11-01 11:47:00,1,1, ,0.082,0.065,147.6,65.1,36.19,30.53,2021-11-01 06:17:00,17.414070499999998,78.40495012,482.624
2021-11-01 11:48:00,1,1, ,0.099,0.067,88.55,42.15,36.005,30.51,2021-11-01 06:18:00,17.41534632,78.40931404,492.671
2021-11-01 11:49:00,1,1, ,0.097,0.066,119.35,48.15,36.45,30.62,2021-11-01 06:19:00,17.41767441,78.41109229,519.976
2021-11-01 11:50:00,1,1, ,0.084,0.063,122.0,42.7,35.77,30.67,2021-11-01 06:20:00,17.41886157,78.41195139,525.447
2021-11-01 11:51:00,1,1, ,0.090,0.065,79.4,40.15,36.325,30.9,2021-11-01 06:21:00,17.418222,78.41350375,519.64
2021-11-01 11:52:00,1,1, ,0.094,0.066,81.85,38.95,35.795,30.99,2021-11-01 06:22:00,17.417904800000002,78.41380664,503.376
2021-11-01 11:53:00,1,1, ,0.092,0.064,141.0,46.0,36.1,30.83,2021-11-01 06:23:00,17.41855828,78.41290586,510.527
2021-11-01 11:54:00,1,1, ,0.104,0.075,95.3,41.9,37.025,30.96,2021-11-01 06:24:00,17.4208084,78.41119681,512.444
2021-11-01 11:55:00,1,1, ,0.086,0.068,79.8,40.3,35.51,31.02,2021-11-01 06:25:00,17.42232015,78.41104423,523.961
2021-11-01 11:57:00,1,1, ,0.121,0.083,96.4,44.1,36.32,31.33,2021-11-01 06:27:00,17.42295472,78.41129975,511.935
2021-11-01 11:58:00,1,1, ,0.111,0.077,79.9,38.4,36.075,31.42,2021-11-01 06:28:00,17.425304399999998,78.41439,518.952
2021-11-01 11:59:00,1,1, ,0.103,0.077,104.15,44.8,35.03,31.43,2021-11-01 06:29:00,17.42620299,78.41497794,508.5630000000001
2021-11-01 12:00:00,1,1, ,0.098,0.071,89.3,43.95,34.35,31.635,2021-11-01 06:30:00,17.42624455,78.41499879,503.307
2021-11-01 12:01:00,1,1, ,0.108,0.068,96.4,53.9,33.825,31.665,2021-11-01 06:31:00,17.42944554,78.41236933,511.474
2021-11-01 12:02:00,1,1, ,0.115,0.072,107.3,47.15,35.42,31.4,2021-11-01 06:32:00,17.43042162,78.40853807,495.119
2021-11-01 12:03:00,1,1, ,0.115,0.074,111.55,48.3,35.98,31.425,2021-11-01 06:33:00,17.43269366,78.40677420000002,500.193
2021-11-01 12:04:00,1,1, ,0.104,0.072,73.85,42.25,34.6,31.305,2021-11-01 06:34:00,17.43507908,78.4024736,484.963
2021-11-01 12:05:00,1,1, ,0.112,0.069,93.2,42.85,35.06,31.29,2021-11-01 06:35:00,17.438274300000003,78.39968733,487.656
2021-11-01 12:06:00,1,1, ,0.114,0.073,125.35,45.9,35.05,31.395,2021-11-01 06:36:00,17.439598999999998,78.39860007,480.996
2021-11-01 12:07:00,1,1, ,0.108,0.069,109.95,41.3,34.87,31.52,2021-11-01 06:37:00,17.44273894,78.39491583,476.961
2021-11-01 12:08:00,1,1, ,0.120,0.076,110.0,44.2,34.97,31.57,2021-11-01 06:38:00,17.44311983,78.39378640000002,477.227
2021-11-01 12:09:00,1,1, ,0.087,0.067,103.85,44.2,34.99,31.685,2021-11-01 06:39:00,17.445826999999998,78.39452628,473.326
2021-11-01 12:10:00,1,1, ,0.082,0.067,77.2,36.4,35.65,31.63,2021-11-01 06:40:00,17.45130296,78.39655786,460.38
2021-11-01 12:11:00,1,1, ,0.149,0.112,92.25,38.85,34.89,31.725,2021-11-01 06:41:00,17.45189755,78.39150481,483.651
2021-11-01 12:12:00,1,1, ,0.133,0.091,88.1,37.15,34.57,31.67,2021-11-01 06:42:00,17.452412600000002,78.38610762,478.302
2021-11-01 12:13:00,1,1, ,0.107,0.082,115.3,41.4,35.01,31.63,2021-11-01 06:43:00,17.45233537,78.38203128,489.546
2021-11-01 12:15:00,1,1, ,0.103,0.071,86.3,43.9,35.53,31.6,2021-11-01 06:45:00,17.45311668,78.38242554,494.916
2021-11-01 12:16:00,1,1, ,0.108,0.098,141.85,56.85,34.485,31.655,2021-11-01 06:46:00,17.45457018,78.38330943,485.101
2021-11-01 12:17:00,1,1, ,0.118,0.109,123.15,54.55,33.965,31.865,2021-11-01 06:47:00,17.45499741,78.38347149,477.297
2021-11-01 12:18:00,1,1, ,0.100,0.071,83.85,37.65,34.14,31.915,2021-11-01 06:48:00,17.45996008,78.38488272,474.097
2021-11-01 12:19:00,1,1, ,0.129,0.078,71.0,35.5,34.275,32.06,2021-11-01 06:49:00,17.46538046,78.38567305,468.924
2021-11-01 12:20:00,1,1, ,0.123,0.080,85.1,34.75,34.805,32.065,2021-11-01 06:50:00,17.47161401,78.38722653,465.461
2021-11-01 12:21:00,1,1, ,0.100,0.076,69.8,33.9,35.435,32.065,2021-11-01 06:51:00,17.47719672,78.39019521,475.865
2021-11-01 12:22:00,1,1, ,0.132,0.075,70.35,39.35,34.435,32.025,2021-11-01 06:52:00,17.48367712,78.38969695,494.395
2021-11-01 12:23:00,1,1, ,0.140,0.081,68.55,35.05,33.955,31.805,2021-11-01 06:53:00,17.48943869,78.39209889,489.146
2021-11-01 12:24:00,1,1, ,0.108,0.070,102.6,43.05,34.695,31.885,2021-11-01 06:54:00,17.49410407,78.39406217,485.947
2021-11-01 12:25:00,1,1, ,0.106,0.070,137.35,50.0,34.575,31.955,2021-11-01 06:55:00,17.49648832,78.39431490000003,485.968
2021-11-01 12:26:00,1,1, ,0.132,0.079,111.85,48.15,33.85,32.145,2021-11-01 06:56:00,17.49811373,78.39156482,512.5790000000002
2021-11-01 12:27:00,1,1, ,0.109,0.076,121.9,45.1,33.64,32.23,2021-11-01 06:57:00,17.49883915,78.38712547,511.423
2021-11-01 12:28:00,1,1, ,0.109,0.071,138.05,50.0,33.52,32.465,2021-11-01 06:58:00,17.49936662,78.38336598,508.381
2021-11-01 12:29:00,1,1, ,0.156,0.088,82.4,37.15,32.81,32.61,2021-11-01 06:59:00,17.49767966,78.37805723,503.609
2021-11-01 12:30:00,1,1, ,0.123,0.076,74.35,35.05,34.48,32.395,2021-11-01 07:00:00,17.49655409,78.37037883,514.94
2021-11-01 12:31:00,1,1, ,0.137,0.071,103.7,39.3,34.305,32.34,2021-11-01 07:01:00,17.49651918,78.36467749,494.229
2021-11-01 12:32:00,1,1, ,0.390,0.109,126.0,48.0,33.885,32.51,2021-11-01 07:02:00,17.49668414,78.36209754,488.684
2021-11-01 12:33:00,1,1, ,0.180,0.081,124.2,47.5,33.74,32.78,2021-11-01 07:03:00,17.495998,78.35878134,471.953
2021-11-01 12:34:00,1,1, ,0.255,0.090,125.6,53.2,32.61,33.14,2021-11-01 07:04:00,17.49477109,78.35410845,468.729
2021-11-01 12:35:00,1,1, ,0.105,0.067,161.65,49.0,32.49,33.47,2021-11-01 07:05:00,17.49467804,78.35323299999997,456.494
2021-11-01 12:36:00,1,1, ,0.119,0.073,308.95,51.95,31.57,33.635,2021-11-01 07:06:00,17.49446303,78.35276692,475.004
2021-11-01 12:37:00,1,1, ,0.123,0.080,430.95,61.2,31.39,34.02,2021-11-01 07:07:00,17.49447004,78.35270792,487.568
2021-11-01 12:38:00,1,1, ,0.120,0.071,261.7,53.9,30.695,34.46,2021-11-01 07:08:00,17.49426359,78.35194738,472.203
2021-11-01 12:39:00,1,1, ,0.106,0.070,293.95,54.2,30.045,34.745,2021-11-01 07:09:00,17.49426038,78.3519311,476.37
2021-11-01 12:40:00,1,1, ,0.109,0.076,144.05,44.65,29.71,34.84,2021-11-01 07:10:00,17.49404509,78.35053112,483.23
2021-11-01 12:41:00,1,1, ,0.238,0.100,114.8,40.75,29.57,34.9,2021-11-01 07:11:00,17.49483566,78.34572689,476.282
2021-11-01 12:42:00,1,1, ,0.141,0.084,119.5,42.9,29.39,34.84,2021-11-01 07:12:00,17.49509804,78.33983147,469.007
2021-11-01 12:43:00,1,1, ,0.128,0.082,99.35,40.25,29.85,34.705,2021-11-01 07:13:00,17.49555084,78.33420724,471.002
2021-11-01 12:44:00,1,1, ,0.135,0.080,125.55,42.05,30.285,34.45,2021-11-01 07:14:00,17.49531972,78.33294153,474.436
2021-11-01 12:45:00,1,1, ,0.124,0.076,161.5,53.6,30.555,34.375,2021-11-01 07:15:00,17.49505439,78.33063266,474.495
2021-11-01 12:46:00,1,1, ,0.100,0.071,269.55,63.0,30.56,34.525,2021-11-01 07:16:00,17.49486301,78.32916125,449.705
2021-11-01 12:47:00,1,1, ,0.145,0.082,125.2,46.9,31.125,34.605,2021-11-01 07:17:00,17.49498591,78.32497071,451.779
2021-11-01 12:48:00,1,1, ,0.121,0.077,167.05,55.9,31.2,34.745,2021-11-01 07:18:00,17.49504439,78.32308646,449.917
2021-11-01 12:49:00,1,1, ,0.129,0.080,89.35,41.05,31.075,34.79,2021-11-01 07:19:00,17.49512705,78.31790922,443.734
2021-11-01 12:50:00,1,1, ,0.142,0.087,155.7,50.25,31.03,34.74,2021-11-01 07:20:00,17.49512935,78.31791118,442.95
2021-11-01 12:51:00,1,1, ,0.131,0.083,130.15,46.8,31.02,34.825,2021-11-01 07:21:00,17.49561295,78.31601504,445.818
2021-11-01 12:52:00,1,1, ,0.153,0.082,104.75,43.0,30.74,34.825,2021-11-01 07:22:00,17.49962484,78.31321566,440.22
2021-11-01 12:53:00,1,1, ,0.120,0.077,105.25,40.85,30.73,34.725,2021-11-01 07:23:00,17.50372262,78.30971556,444.793
2021-11-01 12:54:00,1,1, ,0.131,0.081,148.45,53.4,30.77,34.685,2021-11-01 07:24:00,17.50660013,78.30471879,451.272
2021-11-01 12:55:00,1,1, ,0.333,0.116,101.6,42.4,31.565,34.615,2021-11-01 07:25:00,17.50917938,78.30016721,436.362
2021-11-01 12:56:00,1,1, ,0.123,0.081,128.95,45.15,31.98,34.56,2021-11-01 07:26:00,17.51174769,78.29360375,442.521
2021-11-01 12:57:00,1,1, ,0.108,0.076,148.9,42.5,32.83,34.165,2021-11-01 07:27:00,17.513760100000002,78.28776002,451.876
2021-11-01 12:58:00,1,1, ,0.136,0.081,114.1,40.6,33.295,34.02,2021-11-01 07:28:00,17.51620625,78.28207564,454.634
2021-11-01 12:59:00,1,1, ,0.116,0.077,84.5,38.7,34.44,33.715,2021-11-01 07:29:00,17.52053862,78.2766088,453.691
2021-11-01 13:00:00,1,1, ,0.118,0.081,303.45,65.15,33.975,33.535,2021-11-01 07:30:00,17.52094224,78.27610274,455.534
2021-11-01 13:01:00,1,1, ,0.135,0.077,152.5,51.35,34.385,33.415,2021-11-01 07:31:00,17.52094294,78.27610585,455.32
2021-11-01 13:02:00,1,1, ,0.128,0.077,147.2,49.5,34.67,33.305,2021-11-01 07:32:00,17.52095385,78.27615361,450.079
2021-11-01 13:03:00,1,1, ,0.116,0.079,159.35,51.7,34.815,33.175,2021-11-01 07:33:00,17.52094133,78.27621495,436.822
2021-11-01 13:04:00,1,1, ,0.141,0.079,156.7,51.45,35.6,33.15,2021-11-01 07:34:00,17.52093032,78.27620785,438.184
2021-11-01 13:05:00,1,1, ,0.119,0.082,191.75,53.5,35.19,33.18,2021-11-01 07:35:00,17.52093348,78.27620956,435.535
2021-11-01 13:06:00,1,1, ,0.109,0.079,175.6,50.75,35.575,33.03,2021-11-01 07:36:00,17.5209368,78.27621176,435.18300000000005
2021-11-01 13:07:00,1,1, ,0.089,0.070,164.05,49.95,35.615,32.925,2021-11-01 07:37:00,17.52092489,78.27619804,441.502
2021-11-01 13:08:00,1,1, ,0.104,0.076,185.65,52.7,35.615,32.87,2021-11-01 07:38:00,17.52092951,78.27619575,442.44
2021-11-01 13:09:00,1,1, ,0.114,0.075,179.25,51.45,35.715,32.735,2021-11-01 07:39:00,17.520932199999994,78.27619297,442.907
2021-11-01 13:10:00,1,1, ,0.116,0.080,168.6,54.55,35.965,32.67,2021-11-01 07:40:00,17.5209282,78.27617114,446.411
2021-11-01 13:11:00,1,1, ,0.111,0.078,144.55,50.95,36.205,32.62,2021-11-01 07:41:00,17.52092967,78.27616974,446.771
2021-11-01 13:12:00,1,1, ,0.116,0.078,117.05,47.0,35.4,32.57,2021-11-01 07:42:00,17.52093145,78.27616885,446.925
2021-11-01 13:13:00,1,1, ,0.107,0.074,141.2,48.65,35.925,32.48,2021-11-01 07:43:00,17.52093196,78.27616901,446.922
2021-11-01 13:14:00,1,1, ,0.142,0.083,145.75,50.0,35.83,32.35,2021-11-01 07:44:00,17.52093179,78.27616945,446.891
2021-11-01 13:20:00,1,1,0.00, , ,150.7,50.9,35.98,32.175,2021-11-01 07:50:00,17.52092353,78.27620409,443.131
2021-11-01 13:21:00,1,1,0.00, , ,187.15,54.0,36.235,32.18,2021-11-01 07:51:00,17.5209451,78.27619518,441.926
2021-11-01 13:22:00,1,1,0.00, , ,179.15,54.65,36.72,32.175,2021-11-01 07:52:00,17.52094103,78.27620234,442.128
2021-11-01 13:23:00,1,1,0.00, , ,161.3,51.8,36.65,32.13,2021-11-01 07:53:00,17.52095469,78.27624834,442.536
2021-11-01 13:24:00,1,1,0.00, , ,145.25,49.75,36.67,32.065,2021-11-01 07:54:00,17.52097761,78.27622593,443.858
2021-11-01 13:25:00,1,1,0.00, , ,137.0,50.85,36.75,31.945,2021-11-01 07:55:00,17.52096007,78.27623996,445.592
2021-11-01 13:26:00,1,1,0.00, , ,125.1,47.5,36.79,31.875,2021-11-01 07:56:00,17.52097653,78.27624117,445.847
2021-11-01 13:27:00,1,1,0.00, , ,143.15,48.95,36.47,31.845,2021-11-01 07:57:00,17.52097366,78.27622339,446.878
2021-11-01 13:28:00,1,1,0.00, , ,142.1,48.5,36.48,31.765,2021-11-01 07:58:00,17.52096717,78.27621049,447.284
2021-11-01 13:29:00,1,1,0.00, , ,114.05,45.45,37.53,31.78,2021-11-01 07:59:00,17.52102829,78.27613413,446.745
2021-11-01 13:30:00,1,1,0.00, , ,147.95,50.3,36.68,31.94,2021-11-01 08:00:00,17.5234979,78.27323309,448.174
2021-11-01 13:31:00,1,1,0.00, , ,136.25,48.45,36.35,32.07,2021-11-01 08:01:00,17.5271268,78.26876266,446.406
2021-11-01 13:32:00,1,1,0.00, , ,137.8,50.7,36.03,32.2,2021-11-01 08:02:00,17.52920946,78.26571614,450.703
2021-11-01 13:33:00,1,1,0.00, , ,171.7,55.55,35.985,32.36,2021-11-01 08:03:00,17.52941935,78.2642162,456.7
