created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),pm10,pm2.5,RH,Temperature,time,latitude,longitude,altitude
2021-11-01 11:32:00,1,1, ,0.130,0.071,48.0,36.9,32.41,35.13,2021-11-01 06:02:00,17.44648655,78.3510898,521.5790000000002
2021-11-01 11:33:00,1,1, ,0.101,0.070,47.5,36.55,32.57,35.125,2021-11-01 06:03:00,17.44931467,78.34841185,528.369
2021-11-01 11:34:00,1,1, ,0.086,0.060,46.85,36.0,32.67,35.135,2021-11-01 06:04:00,17.44519761,78.3527773,520.37
2021-11-01 11:35:00,1,1, ,0.101,0.072,46.55,36.65,32.63,35.135,2021-11-01 06:05:00,17.44176442,78.35888351,508.609
2021-11-01 11:36:00,1,1, ,0.115,0.073,49.0,36.8,32.65,35.14,2021-11-01 06:06:00,17.44008996,78.36174058,510.312
2021-11-01 11:37:00,1,1, ,0.132,0.068,47.8,36.6,32.49,35.14,2021-11-01 06:07:00,17.43531723,78.36784358,498.4
2021-11-01 11:38:00,1,1, ,0.130,0.083,47.55,36.5,32.43,35.14,2021-11-01 06:08:00,17.43032052,78.37342383,495.573
2021-11-01 11:39:00,1,1, ,0.182,0.080,50.75,36.5,32.185,35.14,2021-11-01 06:09:00,17.42474392,78.37944987,482.562
2021-11-01 11:40:00,1,1, ,0.607,0.148,50.15,36.75,32.05,35.14,2021-11-01 06:10:00,17.42162543,78.38399355,473.39
2021-11-01 11:41:00,1,1, ,0.166,0.087,47.8,36.45,32.43,35.14,2021-11-01 06:11:00,17.41825468,78.3888593,470.11300000000006
2021-11-01 11:42:00,1,1, ,0.164,0.112,50.55,35.45,32.63,35.165,2021-11-01 06:12:00,17.4154851,78.39277466,480.291
2021-11-01 11:43:00,1,1, ,0.108,0.079,49.9,36.35,32.69,35.23,2021-11-01 06:13:00,17.41266507,78.39521311,477.635
2021-11-01 11:44:00,1,1, ,0.122,0.080,47.7,35.35,32.65,35.23,2021-11-01 06:14:00,17.40970953,78.39893886,470.80800000000005
2021-11-01 11:45:00,1,1, ,0.099,0.069,48.9,35.8,32.775,35.23,2021-11-01 06:15:00,17.40803976,78.40123194,482.503
2021-11-01 11:46:00,1,1, ,0.085,0.062,50.0,35.1,32.69,35.25,2021-11-01 06:16:00,17.41145596,78.40342007,438.218
2021-11-01 11:47:00,1,1, ,0.082,0.065,45.95,34.6,32.7,35.27,2021-11-01 06:17:00,17.414070499999998,78.40495012,482.624
2021-11-01 11:48:00,1,1, ,0.099,0.067,47.0,35.25,32.6,35.29,2021-11-01 06:18:00,17.41534632,78.40931404,492.671
2021-11-01 11:49:00,1,1, ,0.097,0.066,46.1,35.3,32.65,35.305,2021-11-01 06:19:00,17.41767441,78.41109229,519.976
2021-11-01 11:50:00,1,1, ,0.084,0.063,49.15,35.35,32.645,35.3,2021-11-01 06:20:00,17.41886157,78.41195139,525.447
2021-11-01 11:51:00,1,1, ,0.090,0.065,44.95,35.15,32.925,35.2,2021-11-01 06:21:00,17.418222,78.41350375,519.64
2021-11-01 11:52:00,1,1, ,0.094,0.066,47.45,35.35,33.205,35.08,2021-11-01 06:22:00,17.417904800000002,78.41380664,503.376
2021-11-01 11:53:00,1,1, ,0.092,0.064,45.25,34.65,33.4,34.93,2021-11-01 06:23:00,17.41855828,78.41290586,510.527
2021-11-01 11:54:00,1,1, ,0.104,0.075,47.65,35.3,33.665,34.85,2021-11-01 06:24:00,17.4208084,78.41119681,512.444
2021-11-01 11:55:00,1,1, ,0.086,0.068,47.45,35.65,33.92,34.72,2021-11-01 06:25:00,17.42232015,78.41104423,523.961
2021-11-01 11:56:00,1,1, ,0.112,0.097,47.75,35.2,34.17,34.61,2021-11-01 06:26:00,17.42288401,78.41126759,508.964
2021-11-01 11:57:00,1,1, ,0.121,0.083,46.8,34.3,34.395,34.51,2021-11-01 06:27:00,17.42295472,78.41129975,511.935
2021-11-01 11:58:00,1,1, ,0.111,0.077,48.1,34.15,34.615,34.44,2021-11-01 06:28:00,17.425304399999998,78.41439,518.952
2021-11-01 11:59:00,1,1, ,0.103,0.077,44.9,34.95,34.64,34.37,2021-11-01 06:29:00,17.42620299,78.41497794,508.5630000000001
2021-11-01 12:00:00,1,1, ,0.098,0.071,48.5,34.6,34.82,34.305,2021-11-01 06:30:00,17.42624455,78.41499879,503.307
2021-11-01 12:01:00,1,1, ,0.108,0.068,48.85,34.55,35.05,34.24,2021-11-01 06:31:00,17.42944554,78.41236933,511.474
2021-11-01 12:02:00,1,1, ,0.115,0.072,47.3,34.55,35.22,34.185,2021-11-01 06:32:00,17.43042162,78.40853807,495.119
2021-11-01 12:03:00,1,1, ,0.115,0.074,48.25,34.5,35.385,34.125,2021-11-01 06:33:00,17.43269366,78.40677420000002,500.193
2021-11-01 12:04:00,1,1, ,0.104,0.072,45.5,35.05,35.49,34.07,2021-11-01 06:34:00,17.43507908,78.4024736,484.963
2021-11-01 12:05:00,1,1, ,0.112,0.069,45.3,34.15,35.575,34.02,2021-11-01 06:35:00,17.438274300000003,78.39968733,487.656
2021-11-01 12:06:00,1,1, ,0.114,0.073,44.3,34.2,35.775,33.98,2021-11-01 06:36:00,17.439598999999998,78.39860007,480.996
2021-11-01 12:07:00,1,1, ,0.108,0.069,44.45,34.35,35.96,33.97,2021-11-01 06:37:00,17.44273894,78.39491583,476.961
2021-11-01 12:08:00,1,1, ,0.120,0.076,46.85,34.7,35.96,33.97,2021-11-01 06:38:00,17.44311983,78.39378640000002,477.227
2021-11-01 12:09:00,1,1, ,0.087,0.067,44.45,34.65,35.98,33.95,2021-11-01 06:39:00,17.445826999999998,78.39452628,473.326
2021-11-01 12:10:00,1,1, ,0.082,0.067,43.1,34.55,36.015,33.92,2021-11-01 06:40:00,17.45130296,78.39655786,460.38
2021-11-01 12:11:00,1,1, ,0.149,0.112,47.9,35.15,35.995,33.905,2021-11-01 06:41:00,17.45189755,78.39150481,483.651
2021-11-01 12:12:00,1,1, ,0.133,0.091,45.2,34.65,36.015,33.89,2021-11-01 06:42:00,17.452412600000002,78.38610762,478.302
2021-11-01 12:13:00,1,1, ,0.107,0.082,46.2,33.5,36.015,33.88,2021-11-01 06:43:00,17.45233537,78.38203128,489.546
2021-11-01 12:14:00,1,1, ,0.096,0.071,45.0,34.05,35.945,33.925,2021-11-01 06:44:00,17.45192384,78.38172585,499.542
2021-11-01 12:15:00,1,1, ,0.103,0.071,46.65,34.05,35.845,33.97,2021-11-01 06:45:00,17.45311668,78.38242554,494.916
2021-11-01 12:16:00,1,1, ,0.108,0.098,48.65,35.05,35.7,34.065,2021-11-01 06:46:00,17.45457018,78.38330943,485.101
