Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-11-01 11:21:00,1,1, ,0.078,0.062,10240.0,336533.0,336533.0,1635745902325.0,26.17,35.501,947.938,406.0,-8099.0,578.0,2115.0,7428.0,2580.0,0.0,47.894,43.94,49.05,49.282,304.053,348.258,350.589,351.04,351.177,0.584,-0.016,0.016,-0.128,65280.0,256.0,63488.0,77.856,76.242,85.232,312.507,0.055,4162.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635745912544.0,17.445,78.35,33.794,426.861,237.188,752.347,0.427,2.526,29.635,168.7,13.219,33.047,11.495,28.736,1.0
2021-11-01 11:22:00,1,1, ,0.083,0.063,10241.5,336534.5,336534.5,1635745948823.5,26.07,35.032,947.861,148.5,-2960.5,490.5,1871.5,6226.5,2242.5,0.0,47.265,44.132,47.748,47.845,307.323,350.702,352.17,352.443,352.556,0.568,0.032,0.016,0.056,512.0,256.0,896.0,77.269,76.899,77.684,418.502,0.097,4168.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635745953249.5,17.445,78.35,35.926,356.392,198.735,305.515,0.356,2.319,29.092,154.85,13.045,32.613,11.344,28.359,1.0
2021-11-01 11:23:00,1,1, ,0.080,0.062,10243.5,336536.5,336536.5,1635746010934.5,25.94,34.156,947.864,70.0,-1401.5,451.0,1763.0,5278.0,1977.5,0.0,48.114,45.29,48.293,48.33,316.295,360.337,361.435,361.632,361.735,0.552,-0.016,-0.016,-0.04,32512.0,32512.0,64896.0,64.502,56.632,74.93,449.749,0.486,4158.5,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746015156.0,17.445,78.35,34.884,323.972,168.373,169.363,0.324,2.162,28.638,132.0,13.279,33.199,11.547,28.868,1.0
2021-11-01 11:24:00,1,1, ,0.112,0.069,10245.0,336539.0,336539.0,1635746068488.0,25.83,35.08,947.837,96.0,-1923.0,447.0,1750.0,4975.0,1890.0,0.0,44.508,41.999,44.586,44.601,293.568,334.276,335.18,335.339,335.431,0.552,0.016,0.032,0.032,256.0,512.0,512.0,70.317,60.075,78.463,333.34,0.094,4156.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746072604.0,17.445,78.35,39.545,321.719,158.686,214.517,0.322,2.051,27.504,152.0,12.284,30.711,10.682,26.705,1.0
2021-11-01 11:25:00,1,1, ,0.088,0.063,10246.0,336541.0,336541.0,1635746157327.0,26.68,36.966,947.757,171.0,-3417.0,431.0,1711.0,4453.0,1748.0,0.0,36.54,34.178,36.862,36.927,238.161,271.678,272.747,272.945,273.03,0.604,0.0,0.016,0.0,0.0,256.0,0.0,73.625,69.753,84.193,842.279,0.21,4145.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746163647.0,17.445,78.35,39.935,310.356,142.006,344.221,0.31,1.856,25.312,156.0,10.085,25.213,8.77,21.924,1.0
2021-11-01 11:27:00,1,1, ,0.102,0.064,10247.0,336543.0,336543.0,1635746231471.0,27.92,35.795,947.745,159.0,-3163.0,425.0,1694.0,4107.0,1648.0,0.0,48.685,45.666,49.004,49.068,318.529,363.145,364.43,364.665,364.775,0.589,0.016,0.0,0.048,256.0,0.0,768.0,71.823,58.863,85.558,1811.944,0.202,4135.0,99.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746236563.0,17.445,78.35,44.787,303.845,130.927,322.819,0.304,1.993,26.274,155.4,13.437,33.593,11.684,29.211,1.0
2021-11-01 11:28:00,1,1, ,0.096,0.065,10248.0,336544.0,336544.0,1635746292290.0,28.59,32.058,947.851,90.0,-1788.0,425.0,1696.0,3860.0,1578.0,0.0,48.252,44.663,49.081,49.246,310.047,354.458,356.379,356.746,356.872,0.643,0.0,0.016,0.048,0.0,256.0,768.0,71.086,65.001,76.304,844.563,0.279,4160.0,99.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746296392.0,17.445,78.35,39.076,299.9,122.985,202.833,0.3,1.951,26.242,151.7,13.318,33.294,11.581,28.951,1.0
2021-11-01 11:29:00,1,1, ,0.096,0.061,10249.0,336545.0,336545.0,1635746361461.0,29.08,31.514,948.117,93.0,-1851.0,431.0,1710.0,3764.0,1550.0,0.0,44.789,41.758,45.3,45.403,290.642,331.769,333.226,333.499,333.608,0.592,0.016,-0.016,-0.032,256.0,65280.0,65024.0,64.861,55.913,79.165,115.053,0.249,4139.0,99.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746367968.0,17.445,78.35,39.076,303.951,119.909,207.814,0.304,1.897,25.675,151.8,12.362,30.905,10.749,26.874,1.0
2021-11-01 11:30:00,1,1, ,0.292,0.098,10250.0,336547.0,336547.0,1635746459819.0,29.25,23.873,948.046,46.0,-926.0,422.0,1680.0,3346.0,1432.0,0.0,39.114,36.292,39.71,39.829,105.733,288.127,289.589,289.867,289.967,0.572,-0.016,0.0,-0.08,65280.0,0.0,64256.0,66.876,54.769,89.386,309.513,0.039,4145.0,99.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746464692.0,17.445,78.35,39.076,289.228,106.452,126.345,0.289,1.728,24.76,91.8,10.795,26.988,9.387,23.468,1.0
2021-11-01 11:31:00,1,1, ,0.105,0.071,10251.0,336548.0,336548.0,1635746512505.0,29.31,31.747,948.055,49.0,-980.0,436.0,1723.0,3432.0,1460.0,0.0,40.055,37.477,40.399,40.467,261.173,297.91,299.07,299.285,299.378,0.561,0.0,-0.016,0.0,0.0,65280.0,0.0,69.678,59.984,82.527,122.616,0.387,4134.0,99.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635746516637.0,17.445,78.35,39.076,308.076,109.289,131.334,0.308,1.763,24.996,94.9,11.055,27.638,9.613,24.033,1.0
