created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),pm10,pm2.5,RH,Temperature
2021-11-01 12:40:00,1,1, ,0.109,0.076,47.9,35.2,34.05,35.15
2021-11-01 12:41:00,1,1, ,0.238,0.100,46.35,36.2,33.92,35.185
2021-11-01 12:42:00,1,1, ,0.141,0.084,51.55,36.25,33.82,35.22
2021-11-01 12:43:00,1,1, ,0.128,0.082,46.8,36.0,33.75,35.24
2021-11-01 12:44:00,1,1, ,0.135,0.080,49.65,36.5,33.63,35.265
2021-11-01 12:45:00,1,1, ,0.124,0.076,47.65,36.8,33.555,35.3
2021-11-01 12:46:00,1,1, ,0.100,0.071,48.8,36.9,33.5,35.31
2021-11-01 12:47:00,1,1, ,0.145,0.082,48.65,36.25,33.475,35.34
2021-11-01 12:48:00,1,1, ,0.121,0.077,45.0,35.8,33.41,35.365
2021-11-01 12:49:00,1,1, ,0.129,0.080,47.05,36.85,33.38,35.37
2021-11-01 12:50:00,1,1, ,0.142,0.087,47.05,36.65,33.38,35.385
2021-11-01 12:51:00,1,1, ,0.131,0.083,46.9,36.65,33.355,35.395
2021-11-01 12:52:00,1,1, ,0.153,0.082,46.2,36.35,33.33,35.41
2021-11-01 12:53:00,1,1, ,0.120,0.077,44.85,36.1,33.28,35.425
2021-11-01 12:54:00,1,1, ,0.131,0.081,47.15,36.1,33.25,35.45
2021-11-01 12:55:00,1,1, ,0.333,0.116,44.6,36.1,33.21,35.475
2021-11-01 12:56:00,1,1, ,0.123,0.081,48.1,37.0,33.13,35.475
2021-11-01 12:57:00,1,1, ,0.108,0.076,48.15,36.85,33.11,35.485
2021-11-01 12:58:00,1,1, ,0.136,0.081,48.2,37.45,33.11,35.485
2021-11-01 12:59:00,1,1, ,0.116,0.077,46.7,36.75,33.09,35.485
2021-11-01 13:00:00,1,1, ,0.118,0.081,49.2,37.5,33.03,35.49
2021-11-01 13:01:00,1,1, ,0.135,0.077,46.25,36.4,32.97,35.49
2021-11-01 13:02:00,1,1, ,0.128,0.077,46.05,36.15,32.93,35.495
2021-11-01 13:03:00,1,1, ,0.116,0.079,46.25,37.3,32.85,35.5
2021-11-01 13:04:00,1,1, ,0.141,0.079,47.9,36.55,32.885,35.5
2021-11-01 13:05:00,1,1, ,0.119,0.082,47.55,37.5,32.81,35.495
2021-11-01 13:06:00,1,1, ,0.109,0.079,43.95,35.7,32.81,35.5
2021-11-01 13:07:00,1,1, ,0.089,0.070,47.55,36.5,32.81,35.5
2021-11-01 13:08:00,1,1, ,0.104,0.076,45.25,35.75,32.725,35.505
2021-11-01 13:09:00,1,1, ,0.114,0.075,46.05,36.2,32.75,35.505
2021-11-01 13:10:00,1,1, ,0.116,0.080,45.15,36.65,32.75,35.52
2021-11-01 13:11:00,1,1, ,0.111,0.078,46.85,36.7,32.75,35.525
2021-11-01 13:12:00,1,1, ,0.116,0.078,46.5,37.25,32.75,35.53
2021-11-01 13:13:00,1,1, ,0.107,0.074,49.45,36.95,32.75,35.54
2021-11-01 13:14:00,1,1, ,0.142,0.083,46.65,37.6,32.725,35.54
2021-11-01 13:20:00,1,1,0.00, , ,44.7,36.15,32.7,35.565
2021-11-01 13:21:00,1,1,0.00, , ,46.5,35.8,32.67,35.57
2021-11-01 13:22:00,1,1,0.00, , ,45.8,37.1,32.605,35.565
2021-11-01 13:23:00,1,1,0.00, , ,51.65,37.6,32.56,35.57
2021-11-01 13:24:00,1,1,0.00, , ,49.6,37.3,32.525,35.57
2021-11-01 13:25:00,1,1,0.00, , ,47.2,37.15,32.54,35.57
2021-11-01 13:26:00,1,1,0.00, , ,44.65,37.2,32.54,35.58
2021-11-01 13:27:00,1,1,0.00, , ,47.55,38.25,32.525,35.59
2021-11-01 13:28:00,1,1,0.00, , ,48.75,37.55,32.525,35.585
2021-11-01 13:29:00,1,1,0.00, , ,46.45,37.75,32.54,35.59
2021-11-01 13:30:00,1,1,0.00, , ,46.3,36.8,32.56,35.585
2021-11-01 13:31:00,1,1,0.00, , ,46.7,36.55,32.54,35.59
2021-11-01 13:32:00,1,1,0.00, , ,44.9,36.85,32.54,35.595
2021-11-01 13:33:00,1,1,0.00, , ,46.65,37.3,32.58,35.59
2021-11-01 13:34:00,1,1,0.00, , ,46.4,36.8,32.56,35.6
2021-11-01 13:35:00,1,1,0.00, , ,45.15,36.5,32.54,35.6
2021-11-01 13:36:00,1,1,0.00, , ,48.95,37.45,32.525,35.61
2021-11-01 13:37:00,1,1,0.00, , ,53.7,38.05,32.57,35.62
2021-11-01 13:38:00,1,1,0.00, , ,51.0,37.75,32.61,35.62
2021-11-01 13:39:00,1,1,0.00, , ,50.2,38.1,32.63,35.62
2021-11-01 13:40:00,1,1,0.00, , ,46.25,36.45,32.615,35.625
2021-11-01 13:41:00,1,1,0.00, , ,49.75,37.8,32.535,35.61
2021-11-01 13:42:00,1,1,0.00, , ,48.1,37.2,32.505,35.62
2021-11-01 13:43:00,1,1,0.00, , ,51.6,38.8,32.525,35.62
2021-11-01 13:47:00,1,1, ,0.087,0.068,47.45,37.85,32.615,35.625
2021-11-01 13:48:00,1,1, ,0.096,0.069,48.55,37.75,32.685,35.585
2021-11-01 13:49:00,1,1, ,0.099,0.066,47.75,37.6,32.75,35.575
2021-11-01 13:50:00,1,1, ,0.087,0.063,49.25,37.7,32.75,35.57
2021-11-01 13:51:00,1,1, ,0.100,0.064,47.3,36.65,32.75,35.57
2021-11-01 13:52:00,1,1, ,0.078,0.063,48.0,36.75,32.75,35.575
2021-11-01 13:53:00,1,1, ,0.078,0.061,49.55,37.85,32.75,35.57
2021-11-01 13:54:00,1,1, ,0.081,0.062,48.8,38.15,32.725,35.57
2021-11-01 13:55:00,1,1, ,0.090,0.067,49.05,37.6,32.75,35.58
2021-11-01 13:56:00,1,1, ,0.082,0.062,46.15,36.9,32.7,35.585
2021-11-01 13:57:00,1,1, ,0.080,0.064,48.35,37.55,32.7,35.58
2021-11-01 13:58:00,1,1, ,0.090,0.065,49.35,38.0,32.67,35.59
2021-11-01 13:59:00,1,1, ,0.106,0.072,46.45,37.4,32.67,35.59
2021-11-01 14:00:00,1,1, ,0.724,0.141,48.85,37.15,32.63,35.59
2021-11-01 14:01:00,1,1, ,0.145,0.075,47.15,37.1,32.615,35.58
2021-11-01 14:02:00,1,1, ,0.101,0.068,47.9,37.3,32.56,35.6
2021-11-01 14:03:00,1,1, ,0.079,0.062,48.75,37.75,32.605,35.6
2021-11-01 14:04:00,1,1, ,0.118,0.071,48.05,37.6,32.59,35.59
2021-11-01 14:05:00,1,1, ,0.519,0.138,48.7,37.65,32.58,35.595
2021-11-01 14:06:00,1,1, ,0.169,0.078,48.35,37.1,32.58,35.59
2021-11-01 14:07:00,1,1, ,0.912,0.210,47.05,36.8,32.59,35.59
2021-11-01 14:08:00,1,1, ,0.551,0.123,47.6,37.4,32.58,35.595
2021-11-01 14:09:00,1,1, ,0.825,0.167,48.5,37.1,32.56,35.6
2021-11-01 14:10:00,1,1, ,0.356,0.098,46.5,37.05,32.58,35.6
2021-11-01 14:11:00,1,1, ,0.104,0.071,46.5,37.25,32.58,35.615
2021-11-01 14:12:00,1,1, ,0.111,0.077,47.1,37.15,32.59,35.62
2021-11-01 14:13:00,1,1, ,0.097,0.071,45.45,38.0,32.59,35.61
2021-11-01 14:14:00,1,1, ,0.101,0.069,48.25,37.7,32.57,35.62
2021-11-01 14:15:00,1,1, ,0.133,0.078,49.0,38.5,32.52,35.625
2021-11-01 14:16:00,1,1, ,0.123,0.083,47.35,37.75,32.53,35.625
2021-11-01 14:17:00,1,1, ,0.089,0.066,47.6,37.2,32.58,35.62
2021-11-01 14:18:00,1,1, ,0.292,0.095,46.75,38.15,32.56,35.625
2021-11-01 14:19:00,1,1, ,0.128,0.071,47.75,38.65,32.54,35.63
2021-11-01 14:20:00,1,1, ,0.913,0.197,48.65,38.55,32.505,35.62
2021-11-01 14:21:00,1,1, ,0.505,0.125,48.95,38.5,32.54,35.62
2021-11-01 14:22:00,1,1, ,0.393,0.102,49.65,37.95,32.55,35.63
2021-11-01 14:23:00,1,1, ,0.579,0.153,48.3,38.45,32.56,35.62
2021-11-01 14:24:00,1,1, ,0.506,0.136,45.85,37.7,32.57,35.62
2021-11-01 14:25:00,1,1, ,0.793,0.187,51.0,37.75,32.57,35.625
2021-11-01 14:26:00,1,1, ,0.187,0.085,46.1,37.4,32.59,35.63
2021-11-01 14:27:00,1,1, ,0.204,0.089,46.7,38.05,32.55,35.63
2021-11-01 14:28:00,1,1, ,0.233,0.099,48.45,38.65,32.62,35.625
2021-11-01 14:29:00,1,1, ,0.155,0.079,46.3,37.45,32.6,35.63
2021-11-01 14:30:00,1,1, ,0.373,0.107,46.8,37.8,32.58,35.63
2021-11-01 14:31:00,1,1, ,0.227,0.089,48.6,38.1,32.54,35.63
2021-11-01 14:32:00,1,1, ,0.506,0.130,45.45,37.6,32.55,35.63
2021-11-01 14:33:00,1,1, ,0.373,0.107,44.95,37.3,32.56,35.63
2021-11-01 14:34:00,1,1, ,0.175,0.074,46.1,38.0,32.58,35.63
2021-11-01 14:35:00,1,1, ,0.121,0.069,48.55,39.25,32.58,35.63
2021-11-01 14:36:00,1,1, ,0.214,0.082,48.1,38.8,32.64,35.64
2021-11-01 14:37:00,1,1, ,0.899,0.189,46.2,38.1,32.64,35.64
2021-11-01 14:38:00,1,1, ,1.411,0.277,46.2,37.3,32.655,35.63
2021-11-01 14:39:00,1,1, ,0.570,0.129,48.1,38.75,32.655,35.63
2021-11-01 14:40:00,1,1, ,0.402,0.101,47.8,37.6,32.635,35.64
2021-11-01 14:41:00,1,1, ,0.634,0.125,45.35,37.25,32.64,35.64
2021-11-01 14:42:00,1,1, ,0.287,0.081,46.25,37.55,32.56,35.635
2021-11-01 14:43:00,1,1, ,0.369,0.093,46.6,37.8,32.58,35.635
2021-11-01 14:44:00,1,1, ,0.572,0.133,47.75,37.4,32.6,35.635
2021-11-01 14:45:00,1,1, ,0.407,0.114,47.1,37.65,32.58,35.63
2021-11-01 14:46:00,1,1, ,0.220,0.077,46.85,35.8,32.58,35.635
2021-11-01 14:47:00,1,1, ,0.249,0.086,46.05,36.2,32.58,35.64
2021-11-01 14:48:00,1,1, ,0.131,0.068,44.8,36.5,32.54,35.64
2021-11-01 14:49:00,1,1, ,0.321,0.105,44.95,36.9,32.56,35.64
2021-11-01 14:50:00,1,1, ,0.939,0.237,45.25,36.55,32.54,35.645
2021-11-01 14:51:00,1,1, ,0.151,0.062,46.65,37.65,32.52,35.65
2021-11-01 14:52:00,1,1, ,0.241,0.069,46.0,36.3,32.46,35.645
2021-11-01 14:53:00,1,1, ,0.502,0.112,48.25,36.95,32.4,35.645
2021-11-01 14:54:00,1,1, ,0.190,0.065,44.15,36.2,32.38,35.64
2021-11-01 14:55:00,1,1, ,0.323,0.087,45.65,37.4,32.36,35.65
2021-11-01 14:56:00,1,1, ,0.518,0.123,43.8,36.35,32.46,35.64
2021-11-01 14:57:00,1,1, ,0.219,0.080,46.2,37.0,32.27,35.635
2021-11-01 14:58:00,1,1, ,0.718,0.163,44.75,36.1,32.32,35.64
2021-11-01 14:59:00,1,1, ,0.731,0.172,47.15,36.9,32.36,35.64
2021-11-01 15:00:00,1,1, ,0.084,0.051,45.6,37.25,32.44,35.645
2021-11-01 15:01:00,1,1, ,0.168,0.060,46.0,36.15,32.42,35.645
2021-11-01 15:02:00,1,1, ,0.203,0.072,49.0,37.1,32.28,35.665
2021-11-01 15:03:00,1,1, ,0.213,0.074,48.1,36.9,32.26,35.67
2021-11-01 15:04:00,1,1, ,0.243,0.075,47.9,36.2,32.28,35.67
2021-11-01 15:05:00,1,1, ,0.165,0.064,48.65,36.8,32.26,35.675
2021-11-01 15:06:00,1,1, ,0.241,0.078,48.15,36.4,32.115,35.67
2021-11-01 15:07:00,1,1, ,0.104,0.067,46.0,35.2,32.2,35.68
2021-11-01 15:08:00,1,1, ,0.207,0.078,44.6,35.3,32.22,35.685
2021-11-01 15:09:00,1,1, ,0.267,0.102,49.05,36.15,32.135,35.68
2021-11-01 15:10:00,1,1, ,0.213,0.081,47.45,35.75,32.15,35.68
2021-11-01 15:11:00,1,1, ,0.757,0.186,46.3,35.0,32.175,35.67
2021-11-01 15:12:00,1,1, ,0.098,0.070,44.15,35.5,32.175,35.67
2021-11-01 15:13:00,1,1, ,0.085,0.065,45.05,35.0,32.055,35.67
2021-11-01 15:14:00,1,1, ,0.117,0.063,45.05,35.6,31.99,35.665
2021-11-01 15:15:00,1,1, ,0.079,0.058,45.35,36.5,32.01,35.66
2021-11-01 15:16:00,1,1, ,0.078,0.059,46.3,35.8,32.055,35.655
2021-11-01 15:17:00,1,1, ,0.108,0.061,44.4,35.25,32.175,35.665
2021-11-01 15:18:00,1,1, ,0.111,0.062,44.05,35.5,32.15,35.65
2021-11-01 15:19:00,1,1, ,0.100,0.064,42.75,35.55,32.135,35.655
2021-11-01 15:20:00,1,1, ,0.073,0.060,44.25,35.5,32.115,35.66
2021-11-01 15:21:00,1,1, ,0.091,0.061,44.7,35.55,32.26,35.65
2021-11-01 15:22:00,1,1, ,0.108,0.063,45.4,35.25,32.22,35.64
2021-11-01 15:23:00,1,1, ,0.093,0.061,44.65,35.7,32.2,35.635
2021-11-01 15:24:00,1,1, ,0.096,0.064,42.2,34.45,32.22,35.645
2021-11-01 15:25:00,1,1, ,0.090,0.067,41.85,34.35,32.22,35.635
2021-11-01 15:26:00,1,1, ,0.078,0.062,44.25,34.6,32.26,35.63
2021-11-01 15:27:00,1,1, ,0.099,0.070,42.05,34.05,32.21,35.63
2021-11-01 15:28:00,1,1, ,0.094,0.068,45.55,35.15,32.145,35.63
2021-11-01 15:29:00,1,1, ,0.081,0.065,45.3,34.6,32.22,35.615
2021-11-01 15:30:00,1,1, ,0.072,0.062,44.6,34.5,32.175,35.61
2021-11-01 15:31:00,1,1, ,0.075,0.064,43.1,34.05,32.27,35.61
2021-11-01 15:32:00,1,1, ,0.086,0.058,44.0,34.55,32.24,35.62
2021-11-01 17:50:00,1,1, ,0.066,0.065,52.05,41.55,34.3,35.48
2021-11-01 17:51:00,1,1, ,0.069,0.064,53.7,42.0,35.235,35.47
2021-11-01 17:52:00,1,1, ,0.069,0.066,49.65,41.9,35.925,35.39
2021-11-01 17:53:00,1,1, ,0.065,0.065,50.25,42.1,36.445,35.295
2021-11-01 17:54:00,1,1, ,0.066,0.065,51.0,42.75,36.765,35.22
2021-11-01 17:55:00,1,1, ,0.063,0.063,49.5,41.95,37.035,35.13
2021-11-01 17:56:00,1,1, ,0.063,0.063,47.7,41.5,37.185,35.025
2021-11-01 17:57:00,1,1, ,0.063,0.063,47.45,41.85,37.41,34.93
2021-11-01 17:58:00,1,1, ,0.063,0.063,49.95,42.4,37.575,34.845
2021-11-01 17:59:00,1,1, ,0.061,0.062,46.95,41.9,37.45,34.69
2021-11-01 18:00:00,1,1, ,0.062,0.062,49.1,42.0,37.33,34.525
2021-11-01 18:01:00,1,1, ,0.062,0.062,47.85,42.15,37.525,34.365
2021-11-01 18:02:00,1,1, ,0.062,0.063,47.25,42.15,37.305,34.22
2021-11-01 18:03:00,1,1, ,0.062,0.063,46.5,41.5,36.82,34.02
2021-11-01 18:04:00,1,1, ,0.060,0.061,46.6,41.1,36.045,33.88
2021-11-01 18:05:00,1,1, ,0.061,0.062,46.2,41.3,36.025,33.7
2021-11-01 18:06:00,1,1, ,0.059,0.060,46.5,41.65,35.305,33.53
2021-11-01 18:07:00,1,1, ,0.059,0.060,45.6,40.9,35.71,33.35
2021-11-01 18:08:00,1,1, ,0.058,0.059,44.75,40.25,37.2,33.2
2021-11-01 18:09:00,1,1, ,0.060,0.060,46.4,41.5,38.28,33.08
2021-11-01 18:10:00,1,1, ,0.057,0.058,46.0,41.15,38.88,32.98
2021-11-01 18:11:00,1,1, ,0.057,0.058,46.2,41.4,39.41,32.89
2021-11-01 18:12:00,1,1, ,0.059,0.060,45.75,41.05,39.95,32.83
2021-11-01 18:13:00,1,1, ,0.057,0.058,45.8,41.0,40.2,32.79
2021-11-01 18:14:00,1,1, ,0.058,0.058,45.85,41.25,40.37,32.725
2021-11-01 18:15:00,1,1, ,0.059,0.060,45.0,40.3,40.445,32.66
2021-11-01 18:16:00,1,1, ,0.055,0.056,46.1,41.15,40.05,32.575
2021-11-01 18:17:00,1,1, ,0.055,0.056,45.85,41.1,40.39,32.5
