created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2021-06-01 00:00:30 +0530,393952,24.6,10.7,48.98,33.12,,,
2021-06-01 00:01:00 +0530,393953,37.4,13.1,48.98,33.11,,,
2021-06-01 00:01:30 +0530,393954,28.1,12.1,48.87,33.11,,,
2021-06-01 00:02:00 +0530,393955,18.4,9.9,48.8,33.13,,,
2021-06-01 00:02:30 +0530,393956,19.6,9.8,48.8,33.13,,,
2021-06-01 00:03:00 +0530,393957,38.8,12.8,49.11,33.14,,,
2021-06-01 00:03:30 +0530,393958,25.4,10.9,49.41,33.14,,,
2021-06-01 00:04:00 +0530,393959,20.6,10.2,49.21,33.15,,,
2021-06-01 00:04:30 +0530,393960,18.4,9.6,49.08,33.15,,,
2021-06-01 00:05:00 +0530,393961,17.7,9.6,48.91,33.15,,,
2021-06-01 00:05:30 +0530,393962,17.3,8.9,48.7,33.14,,,
2021-06-01 00:06:00 +0530,393963,18.3,9.6,48.66,33.14,,,
2021-06-01 00:06:30 +0530,393964,15.5,9.3,48.91,33.14,,,
2021-06-01 00:07:00 +0530,393965,33.6,11.7,48.91,33.13,,,
2021-06-01 00:07:30 +0530,393966,22.4,10.5,48.84,33.12,,,
2021-06-01 00:08:00 +0530,393967,24.2,10.4,48.91,33.09,,,
2021-06-01 00:08:30 +0530,393968,19.9,9.8,48.95,33.08,,,
2021-06-01 00:09:00 +0530,393969,35.6,10.6,48.99,33.07,,,
2021-06-01 00:09:30 +0530,393970,19.4,9.7,49.05,33.06,,,
2021-06-01 00:10:00 +0530,393971,18.6,9.3,48.99,33.06,,,
2021-06-01 00:10:30 +0530,393972,14.6,8.8,49.05,33.05,,,
2021-06-01 00:11:00 +0530,393973,13.0,8.5,49.12,33.04,,,
2021-06-01 00:11:30 +0530,393974,17.0,9.1,49.39,33.03,,,
2021-06-01 00:12:00 +0530,393975,19.9,8.7,49.42,33.01,,,
2021-06-01 00:12:30 +0530,393976,16.2,8.8,49.36,32.97,,,
2021-06-01 00:13:00 +0530,393977,14.8,8.7,49.46,32.96,,,
2021-06-01 00:13:30 +0530,393978,13.6,8.8,49.63,32.92,,,
2021-06-01 00:14:00 +0530,393979,31.1,11.0,49.67,32.87,,,
2021-06-01 00:14:30 +0530,393980,32.0,10.8,49.5,32.86,,,
2021-06-01 00:15:00 +0530,393981,12.7,8.5,49.47,32.84,,,
2021-06-01 00:15:30 +0530,393982,15.0,8.6,49.74,32.83,,,
2021-06-01 00:16:00 +0530,393983,28.5,10.6,49.84,32.82,,,
2021-06-01 00:16:30 +0530,393984,32.1,10.5,49.84,32.81,,,
2021-06-01 00:17:00 +0530,393985,15.0,9.2,49.63,32.78,,,
2021-06-01 00:17:30 +0530,393986,13.7,8.9,49.67,32.77,,,
2021-06-01 00:18:00 +0530,393987,13.5,8.3,49.67,32.75,,,
2021-06-01 00:18:30 +0530,393988,16.9,9.0,49.84,32.75,,,
2021-06-01 00:19:00 +0530,393989,14.3,8.3,50.05,32.75,,,
2021-06-01 00:19:30 +0530,393990,12.3,8.2,50.11,32.75,,,
2021-06-01 00:20:00 +0530,393991,22.2,10.1,50.01,32.74,,,
2021-06-01 00:20:30 +0530,393992,19.0,9.6,49.94,32.74,,,
2021-06-01 00:21:00 +0530,393993,14.5,9.2,49.77,32.74,,,
2021-06-01 00:21:30 +0530,393994,11.9,8.0,49.63,32.75,,,
2021-06-01 00:22:00 +0530,393995,15.5,8.8,49.6,32.75,,,
2021-06-01 00:22:30 +0530,393996,17.3,8.5,49.47,32.76,,,
2021-06-01 00:23:00 +0530,393997,13.7,8.0,49.63,32.76,,,
2021-06-01 00:23:30 +0530,393998,14.3,8.5,49.77,32.77,,,
2021-06-01 00:24:00 +0530,393999,14.0,8.5,49.84,32.77,,,
2021-06-01 00:24:30 +0530,394000,23.3,10.0,49.81,32.77,,,
2021-06-01 00:25:00 +0530,394001,14.0,8.4,49.84,32.77,,,
2021-06-01 00:25:30 +0530,394002,16.2,8.6,49.94,32.76,,,
2021-06-01 00:26:00 +0530,394003,17.3,9.3,49.88,32.76,,,
2021-06-01 00:26:30 +0530,394004,14.2,8.3,49.84,32.75,,,
2021-06-01 00:27:00 +0530,394005,16.0,8.4,49.84,32.75,,,
2021-06-01 00:27:30 +0530,394006,15.4,8.7,49.88,32.75,,,
2021-06-01 00:28:00 +0530,394007,14.3,8.5,49.88,32.76,,,
2021-06-01 00:28:30 +0530,394008,77.2,17.0,49.94,32.78,,,
2021-06-01 00:29:00 +0530,394009,44.4,13.4,49.88,32.78,,,
2021-06-01 00:29:30 +0530,394010,28.4,10.7,49.74,32.81,,,
2021-06-01 00:30:00 +0530,394011,23.6,9.3,49.63,32.83,,,
2021-06-01 00:30:30 +0530,394012,69.8,16.1,49.81,32.85,,,
2021-06-01 00:31:00 +0530,394013,49.1,12.9,49.74,32.87,,,
2021-06-01 00:31:30 +0530,394014,32.2,10.4,49.6,32.87,,,
2021-06-01 00:32:00 +0530,394015,18.3,8.7,49.5,32.89,,,
2021-06-01 00:32:30 +0530,394016,36.2,12.1,49.49,32.91,,,
2021-06-01 00:33:00 +0530,394017,59.5,14.8,49.46,32.93,,,
2021-06-01 00:33:30 +0530,394018,35.5,11.8,49.39,32.96,,,
2021-06-01 00:34:00 +0530,394019,16.5,8.5,49.22,32.97,,,
2021-06-01 00:34:30 +0530,394020,16.6,8.6,49.18,32.97,,,
2021-06-01 00:35:00 +0530,394021,17.3,8.9,49.18,32.97,,,
