Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-11-02 12:58:00,1,1, , , ,0.1,10414.5,337569.5,337569.5,1635838105146.5,22.115,34.37,953.09,359.5,-7177.0,519.0,1953.5,5957.0,2163.0,0.0,15.908,14.675,16.223,16.286,101.752,116.409,117.096,117.228,117.271,0.605,0.04,0.008,-0.008,640.0,32896.0,32640.0,67.081,57.723,76.083,287.536,0.086,4199.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838111778.0,17.465,78.45,71.425,380.375,190.087,673.647,0.38,1.524,22.689,166.2,4.391,10.976,3.818,9.545,1.0
2021-11-02 12:59:00,1,1, , , ,0.2,10416.5,337571.5,337571.5,1635838167352.5,22.57,35.643,952.984,206.0,-4108.0,456.5,1777.0,4412.0,1733.0,0.0,23.743,21.067,24.929,25.166,143.964,166.108,168.038,168.422,168.512,0.669,0.08,0.096,-0.04,1280.0,1536.0,64896.0,70.725,63.664,80.013,342.919,0.07,4191.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838171866.5,17.465,78.451,83.469,331.365,140.663,406.996,0.331,1.522,23.096,157.95,6.553,16.383,5.698,14.246,1.0
2021-11-02 13:00:00,1,1, , , ,0.1,10418.0,337573.0,337573.0,1635838221209.0,22.95,33.346,953.104,185.0,-3687.0,447.0,1753.0,3882.0,1591.0,0.0,20.77,17.907,22.255,22.551,121.0,140.538,142.793,143.245,143.339,0.673,0.08,0.0,-0.032,1280.0,0.0,65024.0,72.013,67.477,79.576,413.924,0.031,4200.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838225679.0,17.464,78.455,39.389,321.349,123.68,370.42,0.321,1.385,21.851,156.9,5.733,14.331,4.985,12.462,1.0
2021-11-02 13:01:00,1,1, , , ,0.1,10419.5,337575.0,337575.0,1635838283037.0,23.38,32.675,952.855,194.5,-3879.5,449.0,1758.0,3538.5,1494.5,0.0,17.533,15.609,18.364,18.53,106.806,123.141,124.51,124.782,124.846,0.629,-0.008,0.032,-0.016,32640.0,512.0,32512.0,67.554,59.593,73.494,409.724,0.39,4191.5,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838287495.5,17.464,78.457,74.351,322.101,112.682,386.714,0.322,1.266,20.616,157.35,4.839,12.098,4.208,10.52,1.0
2021-11-02 13:02:00,1,1, , , ,0.1,10421.5,337578.5,337578.5,1635838361247.5,23.835,31.25,952.203,185.0,-3683.5,452.0,1767.5,3226.5,1406.0,0.0,16.519,15.28,16.812,16.87,106.046,121.254,121.923,122.051,122.094,0.564,0.056,0.008,-0.08,33664.0,32896.0,64256.0,68.76,62.856,73.567,371.37,0.144,4188.5,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838365718.5,17.463,78.462,19.449,322.907,102.685,370.04,0.323,1.2,19.936,156.85,4.559,11.398,3.965,9.911,1.0
2021-11-02 13:04:00,1,1, , , ,0.0,10423.0,337582.0,337582.0,1635838460724.0,24.32,30.038,953.058,146.0,-2914.0,461.0,1790.0,2975.0,1335.0,0.0,15.17,14.343,15.172,15.172,100.325,114.19,114.468,114.516,114.546,0.527,0.064,0.016,0.0,1024.0,256.0,0.0,68.636,64.052,72.377,443.743,0.486,4191.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838466240.0,17.462,78.471,29.832,328.711,94.626,302.148,0.329,1.134,19.339,154.7,4.187,10.467,3.641,9.102,1.0
2021-11-02 13:05:00,1,1, , , ,0.0,10424.5,337585.0,337585.0,1635838525399.5,24.585,29.924,952.927,128.5,-2565.5,464.0,1805.0,2887.0,1310.0,0.0,15.47,14.625,15.474,15.475,102.292,116.433,116.718,116.767,116.799,0.531,0.008,-0.024,-0.04,32896.0,65152.0,32128.0,65.572,59.594,71.922,418.137,0.171,4187.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838529855.5,17.464,78.472,40.781,330.881,91.809,271.65,0.331,1.13,19.336,153.8,4.27,10.675,3.713,9.282,1.0
2021-11-02 13:07:00,1,1, , , ,0.0,10426.0,337590.0,337590.0,1635838637799.0,24.87,29.549,952.266,103.0,-2062.0,468.0,1816.0,2792.0,1278.0,0.0,15.688,14.835,15.688,15.688,103.777,118.115,118.399,118.448,118.48,0.535,0.0,0.016,-0.064,0.0,256.0,64512.0,72.267,68.438,79.838,498.493,0.078,4182.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838644228.0,17.465,78.473,51.729,333.588,88.767,227.265,0.334,1.122,19.346,152.4,4.33,10.825,3.765,9.413,1.0
2021-11-02 13:08:00,1,1, , , ,0.2,10427.0,337594.0,337594.0,1635838716506.0,25.13,28.299,952.659,69.0,-1380.0,472.0,1820.0,2714.0,1262.0,0.0,11.901,11.255,11.901,11.901,78.729,89.607,89.822,89.859,89.884,0.524,-0.016,-0.048,-0.112,65280.0,64768.0,63744.0,70.005,65.304,76.397,550.544,0.086,4187.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838721829.0,17.472,78.474,135.6,335.455,86.258,168.162,0.335,1.019,18.413,135.0,3.285,8.212,2.856,7.141,1.0
2021-11-02 13:09:00,1,1, , , ,0.2,10428.0,337596.0,337596.0,1635838763422.0,25.21,28.842,952.961,80.0,-1589.0,476.0,1838.0,2721.0,1259.0,0.0,11.731,11.094,11.731,11.731,77.604,88.326,88.538,88.575,88.598,0.526,-0.048,-0.048,0.032,64768.0,64768.0,512.0,69.137,63.764,73.477,421.704,0.149,4203.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635838767904.0,17.472,78.474,135.6,339.15,86.488,187.2,0.339,1.017,18.296,151.2,3.238,8.095,2.816,7.039,1.0
