created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),pm10,pm2.5,RH,Temperature
2021-11-02 11:20:00,1,1,0.00, , , ,59.0,31.8,48.69,33.04
2021-11-02 11:21:00,1,1,0.00, , , ,65.6,32.5,48.985,33.015
2021-11-02 11:22:00,1,1,0.00, , , ,60.0,32.05,48.485,33.455
2021-11-02 11:23:00,1,1,0.00, , , ,50.1,31.8,48.28,33.02
2021-11-02 11:26:00,1,1,0.00, , , ,48.1,26.9,46.105,34.15
2021-11-02 11:27:00,1,1,0.00, , , ,55.75,26.0,44.16,34.52
2021-11-02 11:28:00,1,1,0.00, , , ,52.6,25.15,43.855,34.705
2021-11-02 11:29:00,1,1,0.00, , , ,52.8,25.0,44.39,34.3
2021-11-02 11:30:00,1,1,0.00, , , ,77.95,26.3,45.175,34.15
2021-11-02 11:31:00,1,1,0.00, , , ,41.3,24.6,44.26,34.69
2021-11-02 11:32:00,1,1,0.00, , , ,54.3,25.9,44.115,34.955
2021-11-02 11:33:00,1,1,0.00, , , ,45.1,26.55,43.895,35.01
2021-11-02 11:34:00,1,1,0.00, , , ,45.9,26.95,43.765,35.09
2021-11-02 11:35:00,1,1,0.00, , , ,56.45,26.55,44.03,35.065
2021-11-02 11:36:00,1,1,0.00, , , ,57.1,26.1,43.935,35.105
2021-11-02 11:37:00,1,1,0.00, , , ,50.25,25.4,43.5,35.165
2021-11-02 11:38:00,1,1,0.00, , , ,46.85,25.8,43.61,34.885
2021-11-02 11:39:00,1,1,0.00, , , ,46.6,26.65,43.73,34.825
2021-11-02 11:40:00,1,1,0.00, , , ,50.0,26.0,43.71,34.95
2021-11-02 11:41:00,1,1,0.00, , , ,50.95,24.95,43.745,35.12
2021-11-02 11:42:00,1,1,0.00, , , ,41.45,24.2,43.72,35.265
2021-11-02 11:43:00,1,1,0.00, , , ,54.95,25.35,42.82,35.445
2021-11-02 11:44:00,1,1,0.00, , , ,41.45,25.55,42.615,35.69
2021-11-02 11:45:00,1,1,0.00, , , ,44.7,26.2,42.21,36.01
2021-11-02 11:46:00,1,1,2.89, , , ,55.05,28.1,41.625,35.93
2021-11-02 11:47:00,1,1,8.53, , , ,84.25,30.15,42.405,35.865
2021-11-02 11:48:00,1,1,12.39, , , ,83.4,30.35,42.175,35.64
2021-11-02 11:49:00,1,1,13.10, , , ,64.9,27.85,42.91,35.22
2021-11-02 11:50:00,1,1,15.22, , , ,80.65,23.05,44.045,34.6
2021-11-02 11:51:00,1,1,11.76, , , ,42.25,19.15,45.715,33.725
2021-11-02 11:52:00,1,1,6.59, , , ,45.6,21.2,48.02,32.875
2021-11-02 11:53:00,1,1,3.20, , , ,53.15,26.0,49.12,32.625
2021-11-02 11:54:00,1,1,5.11, , , ,38.15,22.55,48.785,32.555
2021-11-02 11:55:00,1,1,9.27, , , ,106.95,56.8,49.65,32.54
2021-11-02 11:56:00,1,1,10.35, , , ,148.55,35.1,48.91,32.825
2021-11-02 11:57:00,1,1,5.44, , , ,76.65,30.8,48.385,33.03
2021-11-02 11:58:00,1,1,3.00, , , ,64.65,28.4,48.615,32.895
2021-11-02 11:59:00,1,1,1.12, , , ,67.45,31.3,49.925,32.425
