Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),Unnamed: 0,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-11-02 11:43:00,1,1,0.00, , , ,11633.5,1635833621354.0,33.66,44.59,945.591,47.0,-934.0,272.5,1261.0,4435.5,1742.0,0.0,34.492,32.212,34.838,34.908,224.82,256.014,257.054,257.24,257.307,0.548,-0.04,0.0,-0.064,64896.0,0.0,64512.0,63.319,49.8,76.443,0.0,0.0,4186.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635833623616.5,17.445,78.35,1.85,187.678,141.558,125.439,0.188,2.006,25.958,100.15,9.52,23.799,8.278,20.695,0.0
2021-11-02 11:44:00,1,1,0.00, , , ,11635.5,1635833682938.0,35.06,40.694,945.597,50.0,-1000.5,311.0,1368.5,3594.0,1505.0,0.0,34.536,32.558,34.623,34.64,227.997,259.121,259.83,259.948,260.007,0.549,-0.016,0.0,0.016,65280.0,32768.0,256.0,62.215,50.396,74.542,0.0,0.0,4194.5,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635833683276.5,17.445,78.35,1.75,214.072,114.594,130.057,0.214,1.863,24.595,106.3,9.532,23.83,8.289,20.721,0.0
2021-11-02 11:45:00,1,1,0.00, , , ,11637.0,1635833729865.0,35.85,37.315,945.573,17.0,-343.0,284.0,1296.0,3160.0,1391.0,0.0,31.888,30.025,32.0,32.022,210.17,238.921,239.616,239.733,239.788,0.573,-0.08,0.0,-0.112,64256.0,0.0,63744.0,64.061,54.215,76.547,0.0,0.0,4189.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635833730434.0,17.445,78.35,2.2,188.803,100.673,72.482,0.189,1.734,24.142,85.3,8.801,22.003,7.653,19.133,0.0
2021-11-02 11:46:00,1,1,2.89, , , ,11638.5,1635833776955.5,35.4,37.186,945.63,4.0,829.5,283.0,1297.0,2830.0,1300.0,0.0,34.128,32.115,34.263,34.29,224.754,255.531,256.295,256.425,256.484,0.561,0.056,0.024,0.0,896.0,384.0,32768.0,61.91,58.759,65.322,0.0,0.0,4192.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635833777220.5,17.446,78.351,2.2,188.082,90.109,50.142,0.188,1.674,12.152,84.1,9.419,23.548,8.191,20.477,0.0
2021-11-02 11:47:00,1,1,8.53, , , ,11640.5,1635833839136.5,34.415,39.016,945.938,46.0,-882.0,292.5,1320.0,2656.5,1246.5,0.0,33.506,31.648,33.538,33.545,221.781,251.955,252.576,252.677,252.732,0.541,-0.016,0.0,0.024,32512.0,32768.0,33152.0,62.453,58.396,66.704,0.0,0.0,4188.5,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635833839416.0,17.446,78.351,1.4,197.921,84.573,123.469,0.198,1.596,11.265,117.2,9.248,23.119,8.041,20.104,0.0
2021-11-02 11:48:00,1,1,12.39, , , ,11642.0,1635833885072.0,34.02,39.318,945.894,18.0,-367.0,297.0,1331.0,2475.0,1191.0,0.0,30.006,28.306,30.066,30.078,198.267,225.302,225.899,225.998,226.048,0.563,0.0,-0.016,0.16,0.0,65280.0,2560.0,61.202,59.435,64.515,0.0,0.0,4207.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635833885359.0,17.446,78.351,1.9,201.998,78.767,75.06,0.202,1.485,22.385,80.0,8.282,20.704,7.202,18.004,0.0
2021-11-02 11:49:00,1,1,13.10, , , ,11643.5,1635833964650.5,32.08,43.214,945.112,76.0,-1515.0,281.5,1286.0,2182.0,1111.5,0.0,34.416,32.511,34.445,34.451,227.838,258.829,259.463,259.566,259.622,0.528,-0.072,0.04,-0.096,64384.0,33408.0,64000.0,75.797,65.549,83.804,0.0,0.0,4189.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635833964936.0,17.449,78.349,2.25,194.268,69.424,176.57,0.194,1.425,21.885,119.35,9.499,23.747,8.26,20.649,0.0
2021-11-02 11:50:00,1,1,15.22, , , ,11645.5,1635834024900.5,30.125,47.421,945.113,56.5,-1124.0,260.5,1231.0,1901.5,1033.5,0.0,36.658,34.666,36.658,36.658,243.03,276.027,276.662,276.764,276.823,0.499,-0.024,0.016,0.112,32384.0,256.0,1792.0,84.855,69.249,90.305,0.0,0.0,4196.5,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635834025279.5,17.447,78.353,2.1,182.444,60.486,143.579,0.182,1.33,21.086,111.7,10.118,25.294,8.798,21.995,0.0
2021-11-02 11:51:00,1,1,11.76, , , ,11647.5,1635834087087.5,28.845,51.035,945.054,105.0,-2092.0,280.0,1289.5,1828.0,1010.5,0.0,42.971,40.636,42.972,42.972,284.888,323.568,324.313,324.432,324.501,0.489,0.04,0.024,-0.032,640.0,384.0,32256.0,84.07,79.798,88.443,0.0,0.0,4196.0,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635834087570.5,17.449,78.358,2.5,202.16,58.167,228.288,0.202,1.349,21.139,152.45,11.86,29.65,10.313,25.783,0.0
2021-11-02 11:52:00,1,1,6.59, , , ,11649.5,1635834149751.5,28.375,52.618,945.358,93.5,-1867.0,291.0,1317.0,1790.5,1004.5,0.0,39.29,37.155,39.29,39.29,260.482,295.848,296.529,296.638,296.701,0.529,-0.008,-0.04,-0.08,32640.0,64896.0,64256.0,83.277,77.024,88.809,0.0,0.0,4193.5,100.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1635834150280.0,17.448,78.363,2.0,212.724,56.982,208.521,0.213,1.291,20.737,151.85,10.844,27.11,9.43,23.574,0.0
