Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm)
02 Nov 2021 16:24,1,1, ,0.049,0.034, 
02 Nov 2021 16:25,1,1, ,0.056,0.037, 
02 Nov 2021 16:26,1,1, ,0.065,0.044, 
02 Nov 2021 16:27,1,1, ,0.094,0.044, 
02 Nov 2021 16:28,1,1, ,0.068,0.043, 
02 Nov 2021 16:29,1,1, ,0.102,0.046, 
02 Nov 2021 16:30,1,1, ,0.071,0.037, 
02 Nov 2021 16:31,1,1, ,0.041,0.033, 
02 Nov 2021 16:32,1,1, ,0.069,0.037, 
02 Nov 2021 16:33,1,1, ,0.066,0.035, 
02 Nov 2021 16:34,1,1, ,0.044,0.032, 
02 Nov 2021 16:35,1,1, ,0.116,0.046, 
02 Nov 2021 16:36,1,1, ,0.037,0.031, 
02 Nov 2021 16:37,1,1, ,0.058,0.040, 
02 Nov 2021 16:38,1,1, ,0.090,0.054, 
02 Nov 2021 16:39,1,1, ,0.107,0.066, 
02 Nov 2021 16:40,1,1, ,0.030,0.030, 
02 Nov 2021 16:41,1,1, ,0.174,0.054, 
02 Nov 2021 16:42,1,1, ,0.269,0.061, 
02 Nov 2021 16:43,1,1, ,0.105,0.040, 
02 Nov 2021 16:44,1,1, ,0.255,0.065, 
02 Nov 2021 16:45,1,1, ,0.061,0.045, 
02 Nov 2021 16:46,1,1, ,0.038,0.031, 
02 Nov 2021 16:47,1,1, ,0.045,0.040, 
02 Nov 2021 16:48,1,1, ,0.036,0.033, 
02 Nov 2021 16:49,1,1, ,0.038,0.032, 
02 Nov 2021 16:50,1,1, ,0.035,0.034, 
02 Nov 2021 16:51,1,1, ,0.052,0.034, 
02 Nov 2021 16:52,1,1, ,0.033,0.031, 
02 Nov 2021 16:53,1,1, ,0.033,0.031, 
02 Nov 2021 16:54,1,1, ,0.043,0.033, 
02 Nov 2021 16:56,1,1, ,0.029,0.029, 
02 Nov 2021 16:57,1,1, ,0.033,0.030, 
02 Nov 2021 16:58,1,1, ,0.039,0.029, 
02 Nov 2021 16:59,1,1, ,0.046,0.032, 
02 Nov 2021 17:00,1,1, ,0.034,0.022, 
02 Nov 2021 17:01,1,1, ,0.036,0.024, 
02 Nov 2021 17:02,1,1, ,0.028,0.024, 
02 Nov 2021 17:03,1,1, ,0.029,0.024, 
02 Nov 2021 17:04,1,1, ,0.034,0.024, 
02 Nov 2021 17:05,1,1, ,0.049,0.031, 
02 Nov 2021 17:06,1,1, ,0.046,0.031, 
02 Nov 2021 17:07,1,1, ,0.047,0.031, 
02 Nov 2021 17:08,1,1, ,0.039,0.026, 
02 Nov 2021 17:09,1,1, ,0.031,0.021, 
02 Nov 2021 17:10,1,1, ,0.034,0.024, 
02 Nov 2021 17:11,1,1, ,0.098,0.057, 
02 Nov 2021 17:12,1,1, ,0.042,0.031, 
02 Nov 2021 17:13,1,1, ,0.070,0.044, 
02 Nov 2021 17:14,1,1, ,0.072,0.056, 
02 Nov 2021 17:15,1,1, ,0.055,0.043, 
02 Nov 2021 17:16,1,1, ,0.040,0.030, 
02 Nov 2021 17:17,1,1, ,0.042,0.029, 
02 Nov 2021 17:18,1,1, ,0.031,0.025, 
02 Nov 2021 17:19,1,1, ,0.039,0.028, 
02 Nov 2021 17:20,1,1, ,0.033,0.028, 
02 Nov 2021 17:21,1,1, ,0.051,0.036, 
02 Nov 2021 17:22,1,1, ,0.036,0.026, 
02 Nov 2021 17:23,1,1, ,0.056,0.032, 
02 Nov 2021 17:24,1,1, ,0.033,0.025, 
02 Nov 2021 17:25,1,1, ,0.032,0.025, 
02 Nov 2021 17:26,1,1, ,0.028,0.022, 
02 Nov 2021 17:27,1,1, ,0.042,0.028, 
02 Nov 2021 17:28,1,1, ,0.033,0.025, 
02 Nov 2021 17:29,1,1, ,0.038,0.026, 
02 Nov 2021 17:30,1,1, ,0.036,0.026, 
02 Nov 2021 17:31,1,1, ,0.039,0.025, 
02 Nov 2021 17:32,1,1, ,0.027,0.016, 
02 Nov 2021 17:33,1,1, ,0.025,0.016, 
02 Nov 2021 17:34,1,1, ,0.044,0.018, 
02 Nov 2021 17:35,1,1, ,0.024,0.015, 
02 Nov 2021 17:36,1,1, ,0.021,0.014, 
02 Nov 2021 17:37,1,1, ,0.038,0.032, 
02 Nov 2021 17:38,1,1, ,0.046,0.034, 
02 Nov 2021 17:39,1,1, ,0.197,0.077, 
02 Nov 2021 17:40,1,1, ,0.040,0.027, 
02 Nov 2021 17:41,1,1, ,0.121,0.040, 
02 Nov 2021 17:42,1,1, ,0.063,0.028, 
02 Nov 2021 17:43,1,1, ,0.044,0.028, 
02 Nov 2021 17:44,1,1, ,0.039,0.023, 
02 Nov 2021 17:45,1,1, ,0.031,0.024, 
02 Nov 2021 17:46,1,1, ,0.041,0.022, 
02 Nov 2021 17:47,1,1, ,0.035,0.022, 
02 Nov 2021 17:48,1,1, ,0.034,0.023, 
02 Nov 2021 17:49,1,1, ,0.031,0.018, 
02 Nov 2021 17:50,1,1, ,0.067,0.024, 
02 Nov 2021 17:51,1,1, ,0.029,0.019, 
02 Nov 2021 17:52,1,1, ,0.025,0.018, 
02 Nov 2021 17:53,1,1, ,0.037,0.019, 
02 Nov 2021 17:54,1,1, ,0.023,0.019, 
