created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),pm10,pm2.5,RH,Temperature
2021-11-03 14:30:00,1,1, , , ,0.0,12.1,8.7,43.13,36.43
2021-11-03 14:31:00,1,1, , , ,0.0,17.45,10.8,44.33,35.5
2021-11-03 14:32:00,1,1, , , ,0.0,17.75,10.85,45.92,34.9
2021-11-03 14:33:00,1,1, , , ,0.0,26.75,11.85,47.18,34.605
2021-11-03 14:34:00,1,1, , , ,0.0,19.7,11.3,47.28,34.395
2021-11-03 14:35:00,1,1, , , ,0.0,34.45,11.85,48.215,34.335
2021-11-03 14:36:00,1,1, , , ,0.0,40.65,13.0,49.065,34.26
2021-11-03 14:37:00,1,1, , , ,0.0,24.05,12.45,48.405,34.15
2021-11-03 14:38:00,1,1, , , ,0.0,16.5,11.75,48.88,34.025
2021-11-03 14:39:00,1,1, , , ,0.0,20.2,11.45,48.155,33.935
2021-11-03 14:40:00,1,1, , , ,0.0,18.9,11.95,48.475,33.86
2021-11-03 14:41:00,1,1, , , ,0.0,16.15,11.05,48.11,33.795
2021-11-03 14:42:00,1,1, , , ,0.0,20.0,10.85,47.79,33.77
2021-11-03 14:43:00,1,1, , , ,0.0,18.75,10.9,47.445,33.77
2021-11-03 14:44:00,1,1, , , ,0.0,15.8,10.6,46.76,33.895
2021-11-03 14:45:00,1,1, , , ,0.0,31.7,11.55,40.91,33.71
2021-11-03 14:46:00,1,1, , , ,0.0,35.15,10.8,34.55,33.29
2021-11-03 14:47:00,1,1, , , ,0.1,21.75,9.15,30.125,33.115
2021-11-03 14:48:00,1,1, , , ,0.1,21.9,8.4,29.945,32.825
2021-11-03 14:49:00,1,1, , , ,0.1,28.05,8.85,29.225,32.595
2021-11-03 14:50:00,1,1, , , ,0.0,20.0,7.95,29.435,32.25
2021-11-03 14:51:00,1,1, , , ,0.0,17.6,7.5,28.04,32.125
2021-11-03 14:52:00,1,1, , , ,0.0,11.35,6.55,26.76,31.935
2021-11-03 14:53:00,1,1, , , ,0.0,12.0,6.4,26.585,31.585
2021-11-03 14:54:00,1,1, , , ,0.0,9.65,5.85,27.01,31.36
2021-11-03 14:55:00,1,1, , , ,0.0,12.55,5.45,27.57,31.18
2021-11-03 14:56:00,1,1, , , ,0.0,9.0,4.8,27.35,31.05
2021-11-03 14:57:00,1,1, , , ,0.0,10.9,4.95,27.085,30.855
2021-11-03 14:58:00,1,1, , , ,0.0,10.7,5.15,27.0,30.73
2021-11-03 14:59:00,1,1, , , ,0.0,19.2,5.8,26.865,30.61
2021-11-03 15:00:00,1,1, , , ,0.1,13.25,5.25,26.695,30.535
2021-11-03 15:01:00,1,1, , , ,0.1,9.15,5.15,26.57,30.465
2021-11-03 15:02:00,1,1, , , ,0.1,9.9,5.0,27.26,30.33
2021-11-03 15:03:00,1,1, , , ,0.0,10.4,4.85,27.39,30.23
2021-11-03 15:04:00,1,1, , , ,0.0,12.25,4.8,27.44,30.355
2021-11-03 15:05:00,1,1, , , ,0.0,11.7,4.8,28.295,30.44
2021-11-03 15:06:00,1,1, , , ,0.0,14.05,8.25,39.66,30.84
2021-11-03 15:07:00,1,1, , , ,0.0,19.8,11.2,42.01,31.07
2021-11-03 15:08:00,1,1, , , ,0.0,30.75,11.15,35.25,30.95
2021-11-03 15:09:00,1,1, , , ,0.1,26.2,9.9,28.815,30.8
2021-11-03 15:10:00,1,1, , , ,0.1,17.8,8.35,26.775,30.555
2021-11-03 15:11:00,1,1, , , ,0.1,12.55,6.85,26.56,30.415
2021-11-03 15:12:00,1,1, , , ,0.1,9.6,5.9,25.89,30.26
2021-11-03 15:13:00,1,1, , , ,0.0,9.65,5.6,25.765,30.035
2021-11-03 15:14:00,1,1, , , ,0.0,7.35,5.0,25.33,29.935
2021-11-03 15:15:00,1,1, , , ,0.0,7.3,5.3,25.72,29.71
2021-11-03 15:16:00,1,1, , , ,0.0,8.25,5.15,25.97,29.52
2021-11-03 15:17:00,1,1, , , ,0.0,6.85,5.0,26.74,29.33
2021-11-03 15:18:00,1,1, , , ,0.0,7.45,4.85,25.62,29.155
2021-11-03 15:19:00,1,1, , , ,0.0,7.9,4.7,26.61,28.855
2021-11-03 15:20:00,1,1, , , ,0.0,9.1,5.0,26.89,28.665
2021-11-03 15:21:00,1,1, , , ,0.1,12.25,5.0,27.075,28.535
2021-11-03 15:22:00,1,1, , , ,0.0,10.25,4.5,26.835,28.3
2021-11-03 15:23:00,1,1, , , ,0.1,7.9,4.3,26.96,28.155
2021-11-03 15:24:00,1,1, , , ,0.1,8.75,4.45,27.16,27.92
2021-11-03 15:25:00,1,1, , , ,0.1,7.2,4.3,27.245,27.745
2021-11-03 15:26:00,1,1, , , ,0.1,8.4,4.4,27.035,27.68
2021-11-03 15:27:00,1,1, , , ,0.0,7.35,4.1,27.18,27.62
2021-11-03 15:28:00,1,1, , , ,0.1,6.3,4.0,27.39,27.38
2021-11-03 15:29:00,1,1, , , ,0.1,7.25,3.8,27.72,27.22
2021-11-03 15:30:00,1,1, , , ,0.1,6.45,3.65,27.775,27.025
2021-11-03 15:31:00,1,1, , , ,0.2,4.65,3.75,27.965,26.855
2021-11-03 15:32:00,1,1, , , ,0.1,5.9,3.55,28.815,26.64
2021-11-03 15:33:00,1,1, , , ,0.1,5.5,3.85,28.53,26.63
2021-11-03 15:34:00,1,1, , , ,0.2,6.05,4.0,28.755,26.525
2021-11-03 15:35:00,1,1, , , ,0.1,5.4,3.9,28.7,26.525
2021-11-03 15:36:00,1,1, , , ,0.2,5.35,3.7,27.975,26.52
2021-11-03 15:37:00,1,1, , , ,0.1,5.3,3.7,28.555,26.52
2021-11-03 15:38:00,1,1, , , ,0.1,30.95,8.4,36.66,26.52
2021-11-03 15:39:00,1,1, , , ,0.1,43.0,16.45,47.195,26.59
2021-11-03 15:40:00,1,1, , , ,0.1,37.8,16.45,50.4,26.92
2021-11-03 15:41:00,1,1, , , ,0.1,31.9,17.25,49.405,27.085
2021-11-03 15:42:00,1,1, , , ,0.1,42.5,22.3,49.5,27.285
2021-11-03 15:43:00,1,1, , , ,0.1,49.05,20.35,47.63,27.44
2021-11-03 15:44:00,1,1, , , ,0.1,43.95,19.25,46.8,27.475
2021-11-03 15:45:00,1,1, , , ,0.1,34.45,16.1,48.195,27.6
2021-11-03 15:46:00,1,1, , , ,0.1,37.75,15.9,47.84,27.675
2021-11-03 15:47:00,1,1, , , ,0.1,38.45,15.6,46.97,27.78
2021-11-03 15:48:00,1,1, , , ,0.1,27.6,15.35,46.435,27.825
2021-11-03 15:49:00,1,1, , , ,0.1,25.85,15.6,46.55,27.85
2021-11-03 15:50:00,1,1, , , ,0.1,30.6,16.05,47.1,27.935
2021-11-03 15:51:00,1,1, , , ,0.1,23.85,14.45,46.94,27.97
2021-11-03 15:52:00,1,1, , , ,0.0,17.9,12.2,47.12,28.05
2021-11-03 16:03:00,1,1, , , ,0.1,97.7,16.5,56.42,29.43
2021-11-03 16:04:00,1,1, , , ,0.1,94.9,16.25,55.38,29.69
