created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),CO_1,SO2_1,CO_2,SO2_2,Temperature,RH,Pressure
2021-11-03 16:10:00,1,1, , , ,0.0,-7360.0,17.778,20.167,5.333,30.238,50.597,947.878
2021-11-03 16:11:00,1,1, , , ,0.1,-7336.421,17.684,19.684,4.579,30.224,50.776,947.675
2021-11-03 16:12:00,1,1, , , ,0.2,-7258.667,17.778,18.833,4.278,30.024,51.248,946.814
2021-11-03 16:13:00,1,1, , , ,0.1,-7140.444,16.889,18.056,3.833,29.652,51.993,947.19
2021-11-03 16:14:00,1,1, , , ,0.1,-7022.316,16.0,19.158,5.053,29.741,51.964,947.002
2021-11-03 16:15:00,1,1, , , ,0.1,-6976.889,16.0,18.722,5.111,29.896,51.584,947.184
2021-11-03 16:16:00,1,1, , , ,0.1,-6912.842,16.0,17.526,4.263,29.849,51.694,947.45
2021-11-03 16:17:00,1,1, , , ,0.1,-6819.368,16.0,15.158,3.211,29.845,51.67,947.48
2021-11-03 16:18:00,1,1, , , ,0.1,-6745.263,16.0,14.158,3.211,29.886,51.64,947.462
2021-11-03 16:19:00,1,1, , , ,0.1,-6694.222,16.0,13.389,3.0,29.918,51.504,947.495
2021-11-03 16:20:00,1,1, , , ,0.1,-6651.2,16.0,12.85,3.1,30.038,51.116,947.455
2021-11-03 16:21:00,1,1, , , ,0.1,-6628.211,16.0,12.526,3.0,30.039,51.094,947.489
2021-11-03 16:22:00,1,1, , , ,0.1,-6597.333,16.0,12.278,3.111,30.005,51.315,947.53
2021-11-03 16:23:00,1,1, , , ,0.0,-6549.053,16.0,12.105,2.947,29.912,50.915,947.562
2021-11-03 16:24:00,1,1, , , ,0.1,-6491.556,16.0,12.167,2.889,29.86,50.767,947.584
2021-11-03 16:25:00,1,1, , , ,0.1,-6435.368,16.0,12.0,3.0,29.84,50.807,947.606
2021-11-03 16:26:00,1,1, , , ,0.1,-6391.579,16.0,11.947,3.0,29.867,50.93,947.625
2021-11-03 16:27:00,1,1, , , ,0.0,-6399.158,16.0,12.105,3.211,29.918,50.756,947.651
2021-11-03 16:28:00,1,1, , , ,0.0,-6420.444,16.0,12.667,4.0,29.976,50.942,947.793
2021-11-03 16:29:00,1,1, , , ,0.3,-6460.632,16.0,15.368,4.105,29.867,50.91,947.844
2021-11-03 16:30:00,1,1, , , ,0.2,-6494.222,16.0,16.167,4.0,29.681,51.325,948.043
2021-11-03 16:31:00,1,1, , , ,0.1,-6466.526,16.0,16.842,4.789,29.526,52.222,948.781
2021-11-03 16:32:00,1,1, , , ,0.2,-6437.053,16.0,15.947,4.632,29.574,51.883,948.987
2021-11-03 16:33:00,1,1, , , ,0.2,-6528.0,16.0,17.167,4.389,29.947,51.347,949.477
2021-11-03 16:34:00,1,1, , , ,0.1,-6584.889,16.0,21.611,4.5,29.883,51.624,949.704
2021-11-03 16:35:00,1,1, , , ,0.2,-6469.053,16.0,19.789,3.947,29.313,53.513,949.234
2021-11-03 16:36:00,1,1, , , ,0.1,-6370.526,17.684,17.368,3.474,29.343,52.662,949.794
2021-11-03 16:37:00,1,1, , , ,0.1,-6417.778,16.889,18.556,4.389,29.877,51.583,950.583
2021-11-03 16:38:00,1,1, , , ,0.2,-6558.316,16.842,20.579,5.0,30.196,51.028,950.852
2021-11-03 16:39:00,1,1, , , ,0.1,-6664.0,16.0,20.611,5.056,30.471,50.437,950.92
2021-11-03 16:40:00,1,1, , , ,0.1,-6745.263,16.0,21.579,4.947,30.646,50.107,950.945
2021-11-03 16:41:00,1,1, , , ,0.2,-6804.211,16.0,21.263,4.526,30.794,49.747,950.96
2021-11-03 16:42:00,1,1, , , ,0.2,-6838.737,16.0,21.0,4.158,30.853,49.486,950.964
2021-11-03 16:43:00,1,1, , , ,0.2,-6881.684,17.684,22.526,4.474,31.135,48.968,950.972
2021-11-03 16:48:00,1,1, ,0.037,0.021, ,-6880.842,16.0,22.053,3.421,31.173,48.684,951.02
2021-11-03 16:49:00,1,1, ,0.081,0.035, ,-6848.889,16.0,22.111,3.556,31.177,48.807,951.031
2021-11-03 16:50:00,1,1, ,0.058,0.023, ,-6842.947,16.0,21.684,3.526,31.144,48.967,951.006
2021-11-03 16:51:00,1,1, ,0.053,0.027, ,-6828.444,16.0,22.722,3.556,31.244,49.048,951.043
2021-11-03 16:52:00,1,1, ,0.042,0.023, ,-6832.0,16.0,22.211,3.474,31.395,48.744,951.044
2021-11-03 16:53:00,1,1, ,0.057,0.036, ,-6832.0,16.0,21.105,4.632,31.361,48.869,951.061
2021-11-03 16:54:00,1,1, ,0.046,0.023, ,-6830.316,16.0,20.947,3.895,31.344,49.0,951.066
2021-11-03 16:55:00,1,1, ,0.063,0.042, ,-6810.105,16.0,20.105,3.368,31.248,49.322,951.076
2021-11-03 16:56:00,1,1, ,0.045,0.034, ,-6761.263,16.0,20.053,3.421,31.149,49.607,950.922
2021-11-03 16:57:00,1,1, ,0.063,0.040, ,-6651.789,-16.0,22.789,3.684,30.851,50.369,950.623
2021-11-03 16:58:00,1,1, ,0.048,0.032, ,-6570.105,-14.316,25.684,3.842,30.721,50.758,949.977
2021-11-03 16:59:00,1,1, ,0.035,0.024, ,-6487.579,16.0,25.105,3.368,30.653,51.059,950.504
2021-11-03 17:00:00,1,1, ,0.037,0.029, ,-6411.294,16.0,27.647,4.647,30.782,51.146,950.855
2021-11-03 17:01:00,1,1, ,0.027,0.022, ,-6442.353,16.0,29.412,4.706,30.822,50.956,951.068
2021-11-03 17:02:00,1,1, ,0.034,0.024, ,-6431.111,16.0,25.111,4.333,30.604,51.453,951.203
2021-11-03 17:03:00,1,1, ,0.027,0.022, ,-6368.0,16.0,22.444,4.778,30.442,51.663,950.937
2021-11-03 17:04:00,1,1, ,0.061,0.031, ,-6341.895,18.526,21.053,6.789,30.521,51.446,950.65
2021-11-03 17:05:00,1,1, ,0.110,0.083, ,-6347.789,16.0,21.053,8.263,30.623,51.098,950.065
2021-11-03 17:06:00,1,1, ,0.035,0.026, ,-6365.333,-52.444,21.056,7.444,30.514,50.789,949.691
2021-11-03 17:07:00,1,1, ,0.022,0.017, ,-6356.571,-22.857,20.143,5.0,30.349,51.107,949.776
2021-11-03 17:08:00,1,1, ,0.057,0.041, ,-6270.316,-21.053,19.316,4.053,29.861,52.234,948.471
2021-11-03 17:09:00,1,1, ,0.056,0.042, ,-6130.667,19.556,18.444,4.611,29.78,52.922,948.076
2021-11-03 17:10:00,1,1, ,0.092,0.048, ,-6084.444,16.0,17.611,5.556,29.775,53.085,947.904
2021-11-03 17:11:00,1,1, ,0.091,0.091, ,-6056.8,16.8,16.7,5.25,29.757,53.031,948.227
2021-11-03 17:12:00,1,1, ,0.040,0.031, ,-6016.889,24.0,16.611,5.278,29.846,52.827,948.307
2021-11-03 17:13:00,1,1, ,0.039,0.022, ,-6000.0,16.889,19.5,4.833,29.92,52.876,948.584
2021-11-03 17:14:00,1,1, ,0.088,0.042, ,-5980.632,16.0,20.526,5.579,29.765,53.256,949.122
2021-11-03 17:15:00,1,1, ,0.080,0.030, ,-5928.0,17.778,18.778,5.722,29.713,53.215,949.805
2021-11-03 17:16:00,1,1, ,0.108,0.047, ,-5845.333,19.556,19.0,3.0,29.203,53.966,949.441
2021-11-03 17:17:00,1,1, ,0.033,0.019, ,-5678.316,29.474,17.789,2.579,28.884,54.875,949.858
2021-11-03 17:18:00,1,1, ,0.047,0.031, ,-5571.368,41.263,15.105,2.842,28.576,56.024,950.091
2021-11-03 17:19:00,1,1, ,0.081,0.045, ,-5504.0,62.222,14.111,3.056,28.629,56.37,950.986
2021-11-03 17:20:00,1,1, ,0.084,0.029, ,-5486.0,80.0,14.125,2.875,28.626,56.758,951.569
2021-11-03 17:21:00,1,1, ,0.058,0.022, ,-5472.0,80.0,14.278,2.944,28.652,57.66,952.002
2021-11-03 17:22:00,1,1, ,0.033,0.021, ,-5436.632,51.368,14.105,2.474,28.425,58.111,951.778
2021-11-03 17:23:00,1,1, ,0.106,0.086, ,-5370.667,55.111,15.778,2.444,28.392,58.392,951.638
2021-11-03 17:24:00,1,1, ,0.109,0.078, ,-5344.0,49.684,15.105,2.579,28.374,58.473,951.731
2021-11-03 17:25:00,1,1, ,0.052,0.042, ,-5328.0,48.842,15.684,2.895,28.333,58.757,951.887
2021-11-03 17:26:00,1,1, ,0.140,0.137, ,-5322.105,48.0,15.421,2.789,28.207,59.198,952.313
2021-11-03 17:27:00,1,1, ,0.087,0.059, ,-5299.368,48.0,14.105,2.789,28.179,59.611,952.71
2021-11-03 17:28:00,1,1, ,0.062,0.042, ,-5269.333,57.778,16.778,2.889,28.233,59.944,952.86
2021-11-03 17:29:00,1,1, ,0.098,0.085, ,-5280.0,55.579,21.474,3.105,28.423,59.76,952.974
2021-11-03 17:30:00,1,1, ,0.059,0.035, ,-5326.316,48.0,21.105,3.0,28.483,59.756,953.077
2021-11-03 17:31:00,1,1, ,0.033,0.020, ,-5310.222,46.222,18.944,3.222,28.445,60.129,953.169
2021-11-03 17:32:00,1,1, ,0.032,0.022, ,-5296.0,31.158,18.737,3.211,28.355,60.299,953.421
2021-11-03 17:33:00,1,1, ,0.195,0.200, ,-5270.222,16.0,16.611,2.889,28.162,61.061,953.318
2021-11-03 17:34:00,1,1, ,0.045,0.036, ,-5213.474,16.0,16.842,2.947,28.091,61.496,953.022
2021-11-03 17:35:00,1,1, ,0.037,0.034, ,-5190.737,17.684,15.053,3.158,28.006,61.804,953.171
2021-11-03 17:36:00,1,1, ,0.061,0.061, ,-5112.471,19.765,13.176,2.647,27.662,62.692,952.891
2021-11-03 17:37:00,1,1, ,0.033,0.023, ,-4983.579,21.895,11.368,2.053,27.465,63.093,952.899
2021-11-03 17:38:00,1,1, ,0.027,0.018, ,-4912.941,17.882,11.0,2.235,27.386,63.621,952.221
2021-11-03 17:39:00,1,1, ,0.025,0.016, ,-4892.444,16.0,11.167,3.667,27.264,64.165,952.213
2021-11-03 17:40:00,1,1, ,0.046,0.028, ,-4848.0,16.0,11.526,3.526,26.961,65.367,952.303
2021-11-03 17:41:00,1,1, ,0.050,0.047, ,-4786.526,16.0,12.895,3.684,26.883,66.031,951.824
2021-11-03 17:42:00,1,1, ,0.066,0.059, ,-4753.778,16.0,13.111,3.333,26.769,66.392,950.873
2021-11-03 17:43:00,1,1, ,0.054,0.044, ,-4717.333,16.0,12.389,3.833,26.683,66.758,950.311
2021-11-03 17:44:00,1,1, ,0.044,0.037, ,-4680.421,16.0,11.421,3.105,26.642,66.797,950.371
2021-11-03 17:45:00,1,1, ,0.045,0.029, ,-4689.778,17.778,11.222,3.278,26.805,66.367,950.498
2021-11-03 17:46:00,1,1, ,0.034,0.025, ,-4756.0,16.0,13.062,3.75,27.131,65.734,950.34
2021-11-03 17:47:00,1,1, ,0.026,0.024, ,-4842.947,17.684,15.263,4.579,27.473,64.781,949.722
2021-11-03 17:48:00,1,1, ,0.032,0.026, ,-4950.222,16.0,15.778,4.611,27.738,64.031,949.848
2021-11-03 17:49:00,1,1, ,0.038,0.034, ,-5002.105,16.0,18.895,6.211,27.935,63.901,949.653
2021-11-03 17:50:00,1,1, ,0.051,0.033, ,-5056.842,16.0,18.789,4.316,27.697,64.031,950.512
2021-11-03 17:51:00,1,1, ,0.062,0.033, ,-4967.579,16.0,15.526,3.474,27.397,65.284,951.006
2021-11-03 17:52:00,1,1, ,0.049,0.031, ,-4853.895,16.842,14.789,4.895,27.195,66.469,951.231
2021-11-03 17:53:00,1,1, ,0.074,0.050, ,-4775.111,16.889,14.444,4.389,26.97,68.63,950.997
2021-11-03 17:54:00,1,1, ,0.074,0.045, ,-4710.737,17.684,13.158,3.947,26.702,69.741,950.907
2021-11-03 17:55:00,1,1, ,0.065,0.053, ,-4650.105,16.0,14.368,4.737,26.78,69.859,951.304
2021-11-03 17:56:00,1,1, ,0.043,0.029, ,-4612.211,16.0,16.053,3.684,26.776,69.208,951.6
2021-11-03 17:57:00,1,1, ,0.043,0.032, ,-4581.333,16.0,15.944,3.333,26.747,68.683,951.74
2021-11-03 17:58:00,1,1, ,0.052,0.045, ,-4562.526,16.842,15.737,4.579,26.872,68.537,951.807
2021-11-03 17:59:00,1,1, ,0.059,0.029, ,-4614.222,16.889,15.667,3.778,26.987,67.503,952.1
2021-11-03 18:00:00,1,1, ,0.034,0.023, ,-4673.778,16.889,15.278,3.278,27.109,66.779,952.289
2021-11-03 18:01:00,1,1, ,0.045,0.025, ,-4725.6,16.0,14.0,2.65,27.069,65.864,951.249
2021-11-03 18:02:00,1,1, ,0.084,0.038, ,-4717.176,16.941,12.412,2.471,26.781,66.664,950.232
2021-11-03 18:03:00,1,1, ,0.051,0.028, ,-4660.444,16.0,12.222,2.611,26.712,66.947,950.098
2021-11-03 18:04:00,1,1, ,0.057,0.034, ,-4640.889,16.889,11.556,2.722,26.791,66.911,949.49
2021-11-03 18:05:00,1,1, ,0.086,0.034, ,-4627.368,16.842,11.316,2.158,26.637,67.323,948.858
2021-11-03 18:06:00,1,1, ,0.075,0.036, ,-4593.778,16.889,11.167,2.056,26.591,67.267,949.743
2021-11-03 18:07:00,1,1, ,0.069,0.044, ,-4586.947,16.842,11.632,2.526,26.803,67.095,950.299
2021-11-03 18:08:00,1,1, ,0.087,0.031, ,-4651.556,16.889,11.278,2.667,26.867,66.705,950.204
2021-11-03 18:09:00,1,1, ,0.084,0.035, ,-4629.333,16.0,10.778,2.833,26.557,67.687,949.99
2021-11-03 18:10:00,1,1, ,0.058,0.033, ,-4555.789,16.0,12.211,3.0,26.398,68.624,950.526
2021-11-03 18:11:00,1,1, ,0.043,0.022, ,-4509.6,20.8,12.45,2.7,26.382,68.826,950.725
2021-11-03 18:12:00,1,1, ,0.153,0.087, ,-4470.222,16.889,11.722,3.0,26.413,69.174,950.948
2021-11-03 18:13:00,1,1, ,0.104,0.047, ,-4439.111,16.889,14.778,2.889,26.474,69.048,950.89
2021-11-03 18:14:00,1,1, ,0.069,0.025, ,-4444.632,16.842,16.368,2.263,26.381,68.722,950.466
2021-11-03 18:15:00,1,1, ,0.084,0.037, ,-4417.684,16.842,17.211,1.895,26.339,68.184,950.254
2021-11-03 18:16:00,1,1, ,0.074,0.028, ,-4416.0,16.0,13.895,1.789,26.33,68.207,950.856
2021-11-03 18:17:00,1,1, ,0.125,0.057, ,-4406.588,16.0,12.294,2.059,26.338,68.274,951.294
2021-11-03 18:18:00,1,1, ,0.114,0.066, ,-4430.316,16.0,12.316,2.211,26.504,67.553,951.796
2021-11-03 18:19:00,1,1, ,0.069,0.034, ,-4468.444,16.889,13.722,2.0,26.532,67.341,952.484
2021-11-03 18:20:00,1,1, ,0.183,0.044, ,-4460.632,17.684,12.474,2.0,26.243,67.991,952.122
2021-11-03 18:21:00,1,1, ,0.128,0.089, ,-4394.667,17.778,11.833,2.167,26.091,68.454,952.579
2021-11-03 18:22:00,1,1, ,0.066,0.031, ,-4380.632,16.0,11.737,1.789,26.107,68.599,953.22
2021-11-03 18:23:00,1,1, ,0.081,0.037, ,-4343.111,17.778,10.722,1.833,25.999,68.561,952.869
2021-11-03 18:24:00,1,1, ,0.141,0.052, ,-4333.474,17.684,9.842,1.579,25.923,69.002,952.647
2021-11-03 18:25:00,1,1, ,0.095,0.033, ,-4320.941,19.765,8.765,1.529,26.004,68.619,952.983
2021-11-03 18:26:00,1,1, ,0.101,0.041, ,-4374.222,16.0,11.056,1.944,26.314,67.966,953.145
2021-11-03 18:27:00,1,1, ,0.134,0.059, ,-4416.0,17.778,13.0,1.833,26.239,67.856,953.197
2021-11-03 18:28:00,1,1, ,0.144,0.042, ,-4411.789,16.842,12.263,1.684,26.218,67.908,953.475
2021-11-03 18:29:00,1,1, ,0.174,0.054, ,-4393.778,16.889,17.5,2.5,26.382,67.999,953.803
2021-11-03 18:30:00,1,1, ,0.137,0.040, ,-4432.842,19.368,17.632,1.789,26.444,67.96,954.273
2021-11-03 18:31:00,1,1, ,0.097,0.042, ,-4456.421,16.0,16.0,1.579,26.534,67.598,954.341
2021-11-03 18:32:00,1,1, ,0.128,0.057, ,-4476.444,16.889,15.0,2.056,26.607,67.488,954.473
2021-11-03 18:33:00,1,1, ,0.086,0.048, ,-4512.0,16.0,16.842,2.053,26.732,66.642,954.702
2021-11-03 18:34:00,1,1, ,0.221,0.065, ,-4543.158,16.0,15.737,1.789,26.754,66.579,955.37
2021-11-03 18:35:00,1,1, ,0.070,0.033, ,-4540.444,18.667,15.333,1.444,26.736,66.89,955.922
2021-11-03 18:36:00,1,1, ,0.124,0.044, ,-4528.0,16.842,15.0,1.895,26.664,67.236,955.905
2021-11-03 18:37:00,1,1, ,0.163,0.065, ,-4507.556,16.0,14.389,1.889,26.637,67.347,955.3
2021-11-03 18:38:00,1,1, ,0.121,0.045, ,-4496.0,16.0,16.167,2.0,26.689,67.167,954.728
2021-11-03 18:39:00,1,1, ,0.187,0.063, ,-4496.0,16.0,13.053,2.053,26.653,67.184,955.261
2021-11-03 18:40:00,1,1, ,0.513,0.119, ,-4493.474,16.0,12.421,1.842,26.597,67.321,955.533
2021-11-03 18:41:00,1,1, ,0.053,0.030, ,-4463.059,16.0,11.353,2.176,26.696,67.353,955.61
2021-11-03 18:42:00,1,1, ,0.046,0.028, ,-4550.737,16.0,13.105,2.895,27.101,66.145,955.641
2021-11-03 18:57:00,1,1,0.00, , , ,-4160.0,16.0,5.35,1.75,25.997,69.372,956.51
2021-11-03 18:58:00,1,1,0.00, , , ,-4160.0,16.0,5.421,1.737,26.004,69.396,956.522
2021-11-03 18:59:00,1,1,0.00, , , ,-4160.0,16.0,5.45,1.7,26.059,69.591,956.551
2021-11-03 19:00:00,1,1,0.00, , , ,-4187.789,16.0,5.789,1.895,26.192,69.377,956.569
2021-11-03 19:01:00,1,1,0.00, , , ,-4192.0,16.0,5.8,1.8,26.202,69.386,956.593
2021-11-03 19:02:00,1,1,0.74, , , ,-4180.0,16.0,5.6,1.5,26.17,69.416,956.597
2021-11-03 19:03:00,1,1,4.83, , , ,-4159.158,16.842,6.579,1.895,26.196,69.429,956.614
2021-11-03 19:04:00,1,1,1.07, , , ,-4144.0,16.0,6.5,2.15,26.113,69.719,956.619
2021-11-03 19:05:00,1,1,0.35, , , ,-4155.556,16.0,9.722,3.444,26.104,70.277,956.756
2021-11-03 19:06:00,1,1,0.00, , , ,-4184.0,16.889,10.944,3.111,26.16,70.039,956.22
2021-11-03 19:07:00,1,1,1.00, , , ,-4283.556,16.889,13.556,3.833,26.527,69.139,955.887
2021-11-03 19:08:00,1,1,0.00, , , ,-4397.474,16.0,15.842,4.053,26.887,67.96,955.872
2021-11-03 19:09:00,1,1,2.18, , , ,-4502.222,17.778,14.167,3.444,26.932,67.347,955.782
2021-11-03 19:10:00,1,1,2.98, , , ,-4518.222,16.889,12.889,2.889,26.943,67.156,955.985
2021-11-03 19:11:00,1,1,1.33, , , ,-4507.294,18.824,12.059,2.529,26.779,67.731,956.256
2021-11-03 19:12:00,1,1,6.14, , , ,-4433.684,19.368,13.0,2.263,26.42,69.124,956.37
2021-11-03 19:13:00,1,1,1.16, , , ,-4356.706,17.882,11.176,1.647,26.125,70.14,957.109
2021-11-03 19:14:00,1,1,3.60, , , ,-4277.647,18.824,12.059,2.353,26.012,70.716,957.516
2021-11-03 19:15:00,1,1,0.85, , , ,-4212.444,16.889,13.333,1.944,25.743,71.54,957.226
2021-11-03 19:16:00,1,1,1.04, , , ,-4178.667,16.0,12.333,1.944,25.852,71.278,957.459
2021-11-03 19:17:00,1,1,9.59, , , ,-4236.632,16.0,13.316,2.474,26.281,69.592,957.181
2021-11-03 19:18:00,1,1,6.48, , , ,-4322.667,16.889,11.167,2.111,26.3,69.305,956.94
2021-11-03 19:19:00,1,1,5.66, , , ,-4328.889,16.0,11.833,2.722,26.232,69.792,956.415
2021-11-03 19:20:00,1,1,1.44, , , ,-4298.667,17.778,10.944,2.278,26.199,69.782,956.527
2021-11-03 20:49:00,1,1,0.34, , , ,-3535.111,16.889,3.5,0.667,24.755,72.089,954.86
2021-11-03 20:50:00,1,1,0.20, , , ,-3522.667,19.556,3.278,0.222,24.707,72.224,954.869
2021-11-03 20:51:00,1,1,1.79, , , ,-3509.053,16.842,3.0,0.053,24.694,72.289,954.89
2021-11-03 20:52:00,1,1,6.90, , , ,-3504.0,16.842,2.842,0.158,24.721,72.24,954.902
2021-11-03 20:53:00,1,1,3.14, , , ,-3523.556,19.556,3.111,0.278,24.823,72.441,954.903
2021-11-03 20:54:00,1,1,1.07, , , ,-3558.222,16.889,2.889,0.833,24.83,71.923,954.881
2021-11-03 20:55:00,1,1,3.60, , , ,-3576.0,16.0,3.0,1.0,24.801,71.665,954.794
2021-11-03 20:56:00,1,1,1.35, , , ,-3624.0,17.778,4.5,1.722,24.917,71.099,954.698
2021-11-03 20:57:00,1,1,2.06, , , ,-3752.0,16.0,9.556,2.222,25.27,69.67,954.848
2021-11-03 20:58:00,1,1,3.00, , , ,-3839.059,16.0,9.118,1.235,24.986,69.683,955.051
2021-11-03 20:59:00,1,1,2.71, , , ,-3829.895,17.684,7.105,1.789,24.9,69.679,955.183
2021-11-03 21:00:00,1,1,3.61, , , ,-3804.444,20.444,7.667,1.667,24.951,69.916,954.989
2021-11-03 21:01:00,1,1,3.36, , , ,-3838.222,18.667,6.556,2.278,24.953,70.149,954.431
2021-11-03 21:02:00,1,1,8.67, , , ,-3880.0,16.889,6.889,2.5,25.196,69.217,954.1
2021-11-03 21:03:00,1,1,5.47, , , ,-3920.0,21.333,7.722,2.0,25.079,69.542,954.519
2021-11-03 21:04:00,1,1,5.90, , , ,-3920.0,18.0,8.062,2.0,25.183,69.781,955.446
2021-11-03 21:05:00,1,1,5.29, , , ,-3984.0,21.647,8.647,1.765,25.514,67.551,956.452
2021-11-03 21:06:00,1,1,6.47, , , ,-4011.556,19.556,9.389,2.0,25.526,67.02,956.584
2021-11-03 21:07:00,1,1,6.93, , , ,-4041.412,17.882,12.412,2.706,25.938,66.104,956.919
2021-11-03 21:08:00,1,1,3.28, , , ,-4173.333,18.667,12.722,1.944,26.171,65.225,957.594
2021-11-03 21:09:00,1,1,4.23, , , ,-4242.824,18.824,13.706,2.0,26.257,64.486,957.987
2021-11-03 21:10:00,1,1,4.00, , , ,-4269.333,16.889,13.611,2.0,26.277,64.34,957.227
2021-11-03 21:11:00,1,1,3.31, , , ,-4310.222,21.333,15.444,3.5,26.452,63.902,956.318
2021-11-03 21:12:00,1,1,4.59, , , ,-4336.0,17.778,15.889,1.944,26.403,63.854,956.007
2021-11-03 21:13:00,1,1,1.68, , , ,-4315.294,19.765,14.353,1.412,26.08,64.279,955.772
2021-11-03 21:14:00,1,1,2.84, , , ,-4266.105,19.368,13.632,1.684,26.128,64.695,955.577
2021-11-03 21:15:00,1,1,9.19, , , ,-4320.0,19.429,12.786,2.143,26.472,64.435,956.176
2021-11-03 21:16:00,1,1,7.29, , , ,-4342.588,19.765,12.353,2.0,26.292,65.381,956.621
2021-11-03 21:17:00,1,1,5.80, , , ,-4322.667,18.667,14.25,2.25,26.315,65.347,956.949
2021-11-03 21:18:00,1,1,2.90, , , ,-4298.667,17.778,13.0,1.389,26.051,65.975,956.664
2021-11-03 21:19:00,1,1,4.75, , , ,-4179.556,16.0,12.0,1.0,25.621,67.69,956.838
2021-11-03 21:20:00,1,1,6.37, , , ,-4063.111,16.0,14.444,2.0,25.673,67.991,956.756
2021-11-03 21:21:00,1,1,4.19, , , ,-4081.778,16.0,14.278,2.5,25.935,67.469,956.332
2021-11-03 21:22:00,1,1,7.16, , , ,-4129.778,16.889,12.667,2.056,25.878,67.002,955.86
2021-11-03 21:23:00,1,1,5.47, , , ,-4088.0,17.778,11.167,1.778,25.754,67.342,955.824
2021-11-03 21:24:00,1,1,5.62, , , ,-4068.211,16.842,11.368,2.947,25.9,67.277,955.572
2021-11-03 21:25:00,1,1,5.56, , , ,-4097.882,16.0,12.176,2.235,25.972,67.033,955.382
2021-11-03 21:26:00,1,1,5.44, , , ,-4103.579,16.0,15.158,2.105,25.988,67.103,955.261
2021-11-03 21:27:00,1,1,5.55, , , ,-4111.111,16.889,15.056,2.0,25.858,66.985,954.905
2021-11-03 21:28:00,1,1,5.07, , , ,-4077.333,16.889,12.778,2.0,25.581,67.847,954.809
2021-11-03 21:29:00,1,1,3.93, , , ,-4016.0,16.889,12.167,2.0,25.454,68.983,954.844
2021-11-03 21:30:00,1,1,4.71, , , ,-3979.556,19.556,11.778,1.889,25.542,68.203,954.27
2021-11-03 21:31:00,1,1,4.22, , , ,-4019.556,16.889,11.111,2.333,25.766,67.591,954.656
2021-11-03 21:32:00,1,1,15.38, , , ,-4058.667,16.0,11.056,2.167,25.722,67.606,954.673
