created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),pm10,pm2.5,RH,Temperature,time,latitude,longitude,altitude
2021-11-03 15:02:00,1,1, , , ,0.1,43.95,12.95,45.775,33.695,2021-11-03 09:32:00,17.45662403,78.36480839,521.427
2021-11-03 15:03:00,1,1, , , ,0.0,69.95,13.3,45.255,33.81,2021-11-03 09:33:00,17.45860435,78.36592797,512.67
2021-11-03 15:04:00,1,1, , , ,0.0,82.25,16.25,45.28,33.99,2021-11-03 09:34:00,17.46179414,78.36695403,510.195
2021-11-03 15:05:00,1,1, , , ,0.0,29.05,11.7,45.17,33.895,2021-11-03 09:35:00,17.4620536,78.36695314,508.31
2021-11-03 15:06:00,1,1, , , ,0.0,32.6,11.3,45.5,33.66,2021-11-03 09:36:00,17.46206906,78.3669656,511.037
2021-11-03 15:07:00,1,1, , , ,0.0,31.6,11.3,45.76,33.605,2021-11-03 09:37:00,17.46207528,78.36696758,511.479
2021-11-03 15:08:00,1,1, , , ,0.0,25.3,11.1,46.105,33.49,2021-11-03 09:38:00,17.46358955,78.3671811,508.514
2021-11-03 15:09:00,1,1, , , ,0.1,51.25,13.5,46.345,33.485,2021-11-03 09:39:00,17.46498152,78.36747961,498.835
2021-11-03 15:10:00,1,1, , , ,0.1,53.35,16.5,46.82,33.51,2021-11-03 09:40:00,17.46898902,78.36604415,504.304
2021-11-03 15:11:00,1,1, , , ,0.1,51.95,19.4,46.525,33.555,2021-11-03 09:41:00,17.47312453,78.36436327,508.259
2021-11-03 15:12:00,1,1, , , ,0.1,71.45,23.1,48.025,33.435,2021-11-03 09:42:00,17.47723078,78.36262925,507.295
2021-11-03 15:13:00,1,1, , , ,0.0,74.9,21.95,47.985,33.3,2021-11-03 09:43:00,17.48169641,78.36076603,508.824
2021-11-03 15:14:00,1,1, , , ,0.0,33.35,13.5,48.815,32.96,2021-11-03 09:44:00,17.48663119,78.35755834,509.492
2021-11-03 15:15:00,1,1, , , ,0.0,39.7,20.1,50.365,32.45,2021-11-03 09:45:00,17.49203691,78.35299014,486.402
2021-11-03 15:16:00,1,1, , , ,0.0,78.35,18.85,51.21,32.135,2021-11-03 09:46:00,17.49344454,78.35162833,490.169
2021-11-03 15:17:00,1,1, , , ,0.0,76.45,19.8,50.98,32.13,2021-11-03 09:47:00,17.49444392,78.35266265,477.338
2021-11-03 15:18:00,1,1, , , ,0.0,45.95,14.75,51.075,32.15,2021-11-03 09:48:00,17.49581746,78.35778349,485.888
2021-11-03 15:19:00,1,1, , , ,0.0,61.4,19.0,51.19,32.145,2021-11-03 09:49:00,17.49672308,78.36125377,493.153
2021-11-03 15:20:00,1,1, , , ,0.0,114.4,22.5,51.105,32.185,2021-11-03 09:50:00,17.49672085,78.3612515,496.827
2021-11-03 15:21:00,1,1, , , ,0.1,100.25,22.85,50.965,32.325,2021-11-03 09:51:00,17.49675786,78.36174162,501.645
2021-11-03 15:22:00,1,1, , , ,0.0,100.8,29.0,50.515,32.535,2021-11-03 09:52:00,17.49662607,78.36553478,503.423
2021-11-03 15:23:00,1,1, , , ,0.1,75.9,20.95,50.295,32.505,2021-11-03 09:53:00,17.49659184,78.37194529,516.4630000000002
2021-11-03 15:24:00,1,1, , , ,0.1,36.0,15.2,50.89,32.31,2021-11-03 09:54:00,17.497807,78.37824729,521.849
2021-11-03 15:25:00,1,1, , , ,0.1,38.1,15.8,51.275,32.13,2021-11-03 09:55:00,17.49942557,78.38391663,512.886
2021-11-03 15:26:00,1,1, , , ,0.1,49.05,18.25,51.67,32.0,2021-11-03 09:56:00,17.49873206,78.38900973,500.789
2021-11-03 15:27:00,1,1, , , ,0.0,52.65,20.65,52.435,31.895,2021-11-03 09:57:00,17.49759709,78.39281152,513.521
2021-11-03 15:28:00,1,1, , , ,0.1,61.4,18.55,52.61,31.815,2021-11-03 09:58:00,17.49639285,78.39543965,509.281
2021-11-03 15:29:00,1,1, , , ,0.1,70.55,23.45,52.405,31.785,2021-11-03 09:59:00,17.4952829,78.39877244,505.854
2021-11-03 15:30:00,1,1, , , ,0.1,53.25,16.45,52.455,31.81,2021-11-03 10:00:00,17.49318981,78.40340363,499.283
2021-11-03 15:31:00,1,1, , , ,0.2,57.9,20.3,52.155,31.905,2021-11-03 10:01:00,17.49256998,78.40462334,503.304
2021-11-03 15:32:00,1,1, , , ,0.1,94.75,40.1,52.0,32.185,2021-11-03 10:02:00,17.49191063,78.40615169,495.208
2021-11-03 15:33:00,1,1, , , ,0.1,123.75,34.15,50.675,32.385,2021-11-03 10:03:00,17.48941132,78.40869559999999,481.246
2021-11-03 15:34:00,1,1, , , ,0.2,148.8,23.4,49.525,32.705,2021-11-03 10:04:00,17.48853421,78.40942867,474.0630000000001
2021-11-03 15:35:00,1,1, , , ,0.1,58.3,15.95,48.89,32.945,2021-11-03 10:05:00,17.48682595,78.41052938,473.359
2021-11-03 15:36:00,1,1, , , ,0.2,44.3,17.8,48.565,32.935,2021-11-03 10:06:00,17.48281934,78.41424861,460.832
2021-11-03 15:37:00,1,1, , , ,0.1,51.55,18.45,48.435,32.96,2021-11-03 10:07:00,17.48128618,78.41674012,461.686
2021-11-03 15:38:00,1,1, , , ,0.1,141.65,21.25,48.565,32.975,2021-11-03 10:08:00,17.48129218,78.41674805,461.885
2021-11-03 15:39:00,1,1, , , ,0.1,101.95,21.4,48.675,33.0,2021-11-03 10:09:00,17.48129363,78.41674678,462.466
2021-11-03 15:40:00,1,1, , , ,0.1,58.25,16.2,48.76,33.01,2021-11-03 10:10:00,17.48129528,78.41674574,463.0630000000001
2021-11-03 15:41:00,1,1, , , ,0.1,101.8,22.7,49.075,32.925,2021-11-03 10:11:00,17.48129634,78.41674367,463.836
2021-11-03 15:42:00,1,1, , , ,0.1,110.2,22.35,48.99,32.92,2021-11-03 10:12:00,17.48134067,78.41670873,471.861
2021-11-03 15:43:00,1,1, , , ,0.1,109.85,21.3,48.94,32.915,2021-11-03 10:13:00,17.48134256,78.41670839,472.18300000000005
2021-11-03 15:44:00,1,1, , , ,0.1,70.0,16.55,48.615,32.955,2021-11-03 10:14:00,17.48134406,78.4167077,472.687
2021-11-03 15:45:00,1,1, , , ,0.1,73.1,16.55,48.395,32.985,2021-11-03 10:15:00,17.48134407,78.41670721,472.971
2021-11-03 15:46:00,1,1, , , ,0.1,69.0,16.3,48.36,32.94,2021-11-03 10:16:00,17.48131792,78.41669371,474.656
2021-11-03 15:47:00,1,1, , , ,0.1,59.7,15.35,48.04,32.915,2021-11-03 10:17:00,17.48131851,78.4166941,475.059
2021-11-03 15:48:00,1,1, , , ,0.1,51.6,16.0,48.12,32.925,2021-11-03 10:18:00,17.48131844,78.41669509999998,475.403
2021-11-03 15:49:00,1,1, , , ,0.1,65.95,16.3,48.28,32.95,2021-11-03 10:19:00,17.48131838,78.41669547,475.518
2021-11-03 15:50:00,1,1, , , ,0.1,69.4,18.2,48.615,32.97,2021-11-03 10:20:00,17.48127922,78.41668996,467.766
2021-11-03 15:51:00,1,1, , , ,0.1,44.0,11.6,48.35,33.05,2021-11-03 10:21:00,17.48128647,78.41664255,476.359
2021-11-03 15:52:00,1,1, , , ,0.0,71.15,14.65,48.3,33.035,2021-11-03 10:22:00,17.48129124,78.41663263,483.297
2021-11-03 15:53:00,1,1, , , ,0.1,75.55,19.7,48.305,33.015,2021-11-03 10:23:00,17.48128651,78.41663795,487.274
2021-11-03 15:55:00,1,1, , , ,0.1,55.7,15.1,47.72,32.93,2021-11-03 10:25:00,17.48126173,78.41663306,488.223
2021-11-03 15:56:00,1,1, , , ,0.2,52.75,14.3,46.725,33.01,2021-11-03 10:26:00,17.48124104,78.41662976,490.737
2021-11-03 15:57:00,1,1, , , ,0.1,49.5,17.1,46.35,33.01,2021-11-03 10:27:00,17.48124123,78.4166306,490.731
2021-11-03 16:03:00,1,1, , , ,0.1,80.1,15.3,47.16,32.49,2021-11-03 10:33:00,17.48124699,78.41664431,482.521
2021-11-03 16:04:00,1,1, , , ,0.1,57.0,12.15,46.48,32.485,2021-11-03 10:34:00,17.48126215,78.41667045,481.979
2021-11-03 16:05:00,1,1, , , ,0.1,73.1,14.5,46.755,32.525,2021-11-03 10:35:00,17.48126697,78.41666456,483.55300000000005
2021-11-03 16:06:00,1,1, , , ,0.1,54.5,14.7,46.685,32.585,2021-11-03 10:36:00,17.47920925,78.41862472,478.307
2021-11-03 16:07:00,1,1, , , ,0.1,46.15,19.55,47.305,32.645,2021-11-03 10:37:00,17.47643761,78.42254618,463.83
2021-11-03 16:08:00,1,1, , , ,0.1,46.05,17.4,47.77,32.635,2021-11-03 10:38:00,17.47279613,78.42557027,447.463
2021-11-03 16:09:00,1,1, , , ,0.1,86.25,48.4,47.365,32.72,2021-11-03 10:39:00,17.47052896,78.42720414,443.321
2021-11-03 16:10:00,1,1, , , ,0.0,57.55,19.4,47.095,32.88,2021-11-03 10:40:00,17.46839134,78.42852047,444.283
2021-11-03 16:11:00,1,1, , , ,0.1,44.9,22.1,47.005,32.995,2021-11-03 10:41:00,17.46485317,78.43007701,453.221
2021-11-03 16:12:00,1,1, , , ,0.2,44.4,21.4,46.77,32.98,2021-11-03 10:42:00,17.4598952,78.43234340000002,460.616
2021-11-03 16:13:00,1,1, , , ,0.1,31.0,13.25,47.105,32.895,2021-11-03 10:43:00,17.45665915,78.43521617,453.046
2021-11-03 16:14:00,1,1, , , ,0.1,68.7,19.05,47.36,32.865,2021-11-03 10:44:00,17.4570383,78.43821361,443.233
2021-11-03 16:15:00,1,1, , , ,0.1,72.1,25.9,47.45,32.81,2021-11-03 10:45:00,17.45662659,78.44157311,441.256
2021-11-03 16:16:00,1,1, , , ,0.1,88.05,20.85,47.555,32.735,2021-11-03 10:46:00,17.45654685,78.44223807,435.648
2021-11-03 16:17:00,1,1, , , ,0.1,28.45,7.6,47.63,32.71,2021-11-03 10:47:00,17.45655249,78.44227588,445.312
2021-11-03 16:18:00,1,1, , , ,0.1,22.55,7.95,47.78,32.7,2021-11-03 10:48:00,17.45657334,78.44226254,443.684
2021-11-03 16:19:00,1,1, , , ,0.1,23.7,10.15,47.745,32.69,2021-11-03 10:49:00,17.45658176,78.44228216,448.981
2021-11-03 16:21:00,1,1, , , ,0.1,23.4,8.15,47.715,32.715,2021-11-03 10:51:00,17.45666027,78.44209174,457.335
2021-11-03 16:22:00,1,1, , , ,0.1,22.4,8.35,47.845,32.72,2021-11-03 10:52:00,17.45674545,78.44182266,458.122
2021-11-03 16:23:00,1,1, , , ,0.0,29.05,7.75,47.15,32.72,2021-11-03 10:53:00,17.45677676,78.44175599,461.052
2021-11-03 16:24:00,1,1, , , ,0.1,21.15,7.25,46.775,32.73,2021-11-03 10:54:00,17.45676029,78.44176426,463.447
2021-11-03 16:25:00,1,1, , , ,0.1,26.2,6.85,46.67,32.765,2021-11-03 10:55:00,17.45670578,78.44183259999998,467.289
2021-11-03 16:26:00,1,1, , , ,0.1,42.5,9.65,46.755,32.8,2021-11-03 10:56:00,17.45657961,78.44227172,479.315
2021-11-03 16:27:00,1,1, , , ,0.0,64.3,8.95,46.585,32.85,2021-11-03 10:57:00,17.45652224,78.44256752,476.53
2021-11-03 16:28:00,1,1, , , ,0.0,96.45,26.0,46.705,32.865,2021-11-03 10:58:00,17.45631855,78.44380697,471.042
2021-11-03 16:29:00,1,1, , , ,0.3,109.95,18.65,46.55,32.855,2021-11-03 10:59:00,17.45596432,78.44569894,460.1
2021-11-03 16:30:00,1,1, , , ,0.2,42.1,14.2,46.625,32.785,2021-11-03 11:00:00,17.45544601,78.44903812,455.201
2021-11-03 16:31:00,1,1, , , ,0.1,122.25,17.7,47.4,32.7,2021-11-03 11:01:00,17.45394858,78.45005122,456.022
2021-11-03 16:32:00,1,1, , , ,0.2,74.7,18.4,47.245,32.62,2021-11-03 11:02:00,17.45034191,78.45032424,450.652
2021-11-03 16:33:00,1,1, , , ,0.2,167.25,58.8,47.82,32.59,2021-11-03 11:03:00,17.4499551,78.45013312,449.23800000000006
2021-11-03 16:34:00,1,1, , , ,0.1,127.0,48.35,47.735,32.58,2021-11-03 11:04:00,17.44875368,78.45203396,446.376
2021-11-03 16:35:00,1,1, , , ,0.2,66.4,25.65,48.945,32.42,2021-11-03 11:05:00,17.44282707,78.45384328,440.579
