created_at,entry_id,field1,field2,field3,field4
2021-10-01 00:00:30 +0530,417275,0.6,0.6,71.89,29.72
2021-10-01 00:01:00 +0530,417276,0.6,0.6,71.94,29.67
2021-10-01 00:01:30 +0530,417277,0.5,0.5,71.75,29.75
2021-10-01 00:02:00 +0530,417278,0.5,0.5,71.8,29.76
2021-10-01 00:02:30 +0530,417279,0.5,0.5,71.86,29.67
2021-10-01 00:03:00 +0530,417280,0.5,0.5,72.01,29.68
2021-10-01 00:03:30 +0530,417281,0.5,0.5,72.03,29.71
2021-10-01 00:04:00 +0530,417282,0.6,0.6,71.89,29.67
2021-10-01 00:04:30 +0530,417283,0.4,0.4,71.99,29.67
2021-10-01 00:05:00 +0530,417284,0.4,0.4,72.06,29.71
2021-10-01 00:05:30 +0530,417285,0.5,0.5,71.8,29.74
2021-10-01 00:06:00 +0530,417286,0.5,0.5,71.97,29.71
2021-10-01 00:06:30 +0530,417287,0.5,0.5,71.89,29.73
2021-10-01 00:07:00 +0530,417288,0.5,0.5,71.89,29.68
2021-10-01 00:07:30 +0530,417289,0.4,0.4,71.8,29.72
2021-10-01 00:08:00 +0530,417290,0.5,0.5,71.94,29.65
2021-10-01 00:08:30 +0530,417291,0.4,0.4,71.9,29.7
2021-10-01 00:09:00 +0530,417292,0.5,0.5,71.94,29.72
2021-10-01 00:09:30 +0530,417293,0.4,0.4,72.0,29.65
2021-10-01 00:10:00 +0530,417294,0.6,0.6,71.86,29.72
2021-10-01 00:10:30 +0530,417295,0.5,0.5,71.94,29.71
2021-10-01 00:11:00 +0530,417296,0.5,0.5,71.75,29.73
2021-10-01 00:11:30 +0530,417297,0.5,0.5,71.64,29.76
2021-10-01 00:12:00 +0530,417298,0.5,0.5,71.72,29.76
2021-10-01 00:12:30 +0530,417299,0.5,0.5,71.86,29.66
2021-10-01 00:13:00 +0530,417300,0.4,0.4,71.99,29.7
2021-10-01 00:13:30 +0530,417301,0.5,0.5,71.97,29.65
2021-10-01 00:14:00 +0530,417302,0.5,0.5,71.86,29.67
2021-10-01 00:14:30 +0530,417303,0.5,0.5,72.01,29.67
2021-10-01 00:15:00 +0530,417304,0.5,0.5,72.06,29.68
2021-10-01 00:15:30 +0530,417305,0.5,0.5,71.91,29.7
2021-10-01 00:16:00 +0530,417306,0.4,0.4,71.97,29.72
2021-10-01 00:16:30 +0530,417307,0.5,0.5,72.03,29.65
2021-10-01 00:17:00 +0530,417308,0.4,0.4,71.99,29.67
2021-10-01 00:17:30 +0530,417309,0.5,0.5,71.94,29.72
2021-10-01 00:18:00 +0530,417310,0.5,0.5,72.06,29.62
2021-10-01 00:18:30 +0530,417311,0.4,0.4,71.91,29.71
2021-10-01 00:19:00 +0530,417312,0.5,0.5,71.97,29.72
2021-10-01 00:19:30 +0530,417313,0.5,0.5,72.07,29.59
2021-10-01 00:20:00 +0530,417314,0.6,0.6,72.09,29.64
2021-10-01 00:20:30 +0530,417315,0.4,0.4,72.07,29.65
2021-10-01 00:21:00 +0530,417316,0.4,0.4,72.06,29.64
2021-10-01 00:21:30 +0530,417317,0.5,0.5,72.01,29.67
2021-10-01 00:22:00 +0530,417318,0.5,0.5,71.97,29.66
2021-10-01 00:22:30 +0530,417319,0.5,0.5,71.84,29.76
2021-10-01 00:23:00 +0530,417320,0.4,0.4,71.55,29.79
2021-10-01 00:23:30 +0530,417321,0.5,0.5,71.67,29.73
2021-10-01 00:24:00 +0530,417322,0.5,0.5,71.89,29.68
2021-10-01 00:24:30 +0530,417323,0.5,0.5,71.72,29.81
2021-10-01 00:25:00 +0530,417324,0.5,0.5,71.75,29.7
2021-10-01 00:25:30 +0530,417325,0.5,0.5,71.97,29.65
2021-10-01 00:26:00 +0530,417326,0.4,0.4,72.15,29.63
2021-10-01 00:26:30 +0530,417327,0.6,0.6,72.08,29.65
2021-10-01 00:27:00 +0530,417328,0.5,0.5,71.99,29.64
2021-10-01 00:27:30 +0530,417329,0.6,0.6,72.0,29.7
2021-10-01 00:28:00 +0530,417330,0.4,0.4,72.06,29.63
2021-10-01 00:28:31 +0530,417331,0.4,0.4,72.09,29.63
2021-10-01 00:29:00 +0530,417332,0.6,0.6,72.15,29.66
2021-10-01 00:29:30 +0530,417333,0.5,0.5,72.06,29.66
2021-10-01 00:30:00 +0530,417334,0.4,0.4,72.06,29.68
2021-10-01 00:30:30 +0530,417335,0.7,0.7,71.84,29.8
2021-10-01 00:31:00 +0530,417336,0.4,0.4,71.86,29.67
2021-10-01 00:31:30 +0530,417337,0.4,0.4,72.0,29.68
2021-10-01 00:32:00 +0530,417338,0.5,0.5,71.94,29.74
2021-10-01 00:32:30 +0530,417339,0.4,0.4,71.97,29.65
2021-10-01 00:33:00 +0530,417340,0.5,0.5,71.97,29.68
2021-10-01 00:33:30 +0530,417341,0.5,0.5,71.86,29.75
2021-10-01 00:34:00 +0530,417342,0.6,0.6,71.89,29.7
2021-10-01 00:34:30 +0530,417343,0.5,0.5,71.97,29.72
2021-10-01 00:35:00 +0530,417344,0.6,0.6,71.91,29.67
2021-10-01 00:35:30 +0530,417345,0.4,0.4,71.94,29.68
2021-10-01 00:36:00 +0530,417346,0.6,0.6,72.01,29.71
2021-10-01 00:36:30 +0530,417347,0.5,0.5,72.01,29.64
2021-10-01 00:37:00 +0530,417348,0.5,0.5,72.09,29.61
2021-10-01 00:37:30 +0530,417349,0.5,0.5,72.21,29.62
2021-10-01 00:38:00 +0530,417350,0.5,0.5,72.15,29.59
2021-10-01 00:38:30 +0530,417351,0.4,0.4,72.18,29.63
2021-10-01 00:39:00 +0530,417352,0.5,0.5,71.96,29.7
2021-10-01 00:39:30 +0530,417353,0.6,0.6,72.12,29.59
2021-10-01 00:40:00 +0530,417354,0.5,0.5,72.15,29.62
2021-10-01 00:40:30 +0530,417355,0.5,0.5,72.01,29.67
2021-10-01 00:41:00 +0530,417356,0.6,0.6,72.18,29.63
2021-10-01 00:41:30 +0530,417357,0.6,0.6,72.01,29.66
2021-10-01 00:42:00 +0530,417358,0.5,0.5,72.06,29.63
2021-10-01 00:42:30 +0530,417359,0.5,0.5,72.06,29.66
2021-10-01 00:43:00 +0530,417360,0.4,0.4,72.09,29.63
2021-10-01 00:43:30 +0530,417361,0.5,0.5,72.04,29.61
2021-10-01 00:44:00 +0530,417362,0.5,0.5,72.08,29.62
2021-10-01 00:44:30 +0530,417363,0.4,0.4,72.23,29.63
2021-10-01 00:45:00 +0530,417364,0.5,0.5,72.15,29.61
2021-10-01 00:45:30 +0530,417365,0.4,0.4,72.08,29.65
2021-10-01 00:46:00 +0530,417366,0.5,0.5,72.21,29.65
2021-10-01 00:46:30 +0530,417367,0.5,0.5,72.13,29.65
2021-10-01 00:47:00 +0530,417368,0.4,0.4,72.08,29.65
2021-10-01 00:47:30 +0530,417369,0.5,0.5,72.15,29.68
2021-10-01 00:48:00 +0530,417370,0.5,0.5,72.08,29.63
2021-10-01 00:48:30 +0530,417371,0.9,0.9,72.18,29.61
2021-10-01 00:49:00 +0530,417372,0.5,0.5,72.18,29.64
2021-10-01 00:49:30 +0530,417373,0.5,0.5,71.91,29.71
2021-10-01 00:50:00 +0530,417374,0.5,0.5,71.99,29.67
2021-10-01 00:50:30 +0530,417375,0.6,0.6,72.06,29.7
2021-10-01 00:51:00 +0530,417376,0.5,0.5,72.0,29.71
2021-10-01 00:51:30 +0530,417377,0.5,0.5,71.9,29.72
2021-10-01 00:52:00 +0530,417378,0.4,0.4,72.06,29.66
2021-10-01 00:52:30 +0530,417379,0.6,0.6,71.84,29.74
2021-10-01 00:53:00 +0530,417380,0.6,0.6,71.86,29.74
2021-10-01 00:53:30 +0530,417381,0.5,0.5,72.06,29.66
2021-10-01 00:54:00 +0530,417382,0.4,0.4,71.89,29.72
2021-10-01 00:54:30 +0530,417383,0.7,0.7,71.89,29.68
2021-10-01 00:55:00 +0530,417384,0.6,0.6,71.91,29.65
2021-10-01 00:55:30 +0530,417385,0.5,0.5,71.99,29.67
2021-10-01 00:56:00 +0530,417386,0.5,0.5,71.91,29.66
2021-10-01 00:56:30 +0530,417387,0.5,0.5,71.97,29.71
2021-10-01 00:57:00 +0530,417388,0.5,0.5,72.01,29.71
2021-10-01 00:57:30 +0530,417389,0.6,0.6,72.03,29.65
2021-10-01 00:58:00 +0530,417390,0.5,0.5,71.91,29.73
2021-10-01 00:58:30 +0530,417391,0.5,0.5,71.89,29.7
2021-10-01 00:59:00 +0530,417392,0.5,0.5,72.06,29.63
2021-10-01 00:59:30 +0530,417393,0.4,0.4,72.06,29.68
2021-10-01 01:00:00 +0530,417394,0.5,0.5,71.97,29.72
2021-10-01 01:00:30 +0530,417395,0.5,0.5,72.03,29.68
2021-10-01 01:01:00 +0530,417396,0.5,0.5,72.0,29.7
2021-10-01 01:01:30 +0530,417397,0.4,0.4,71.91,29.76
2021-10-01 01:02:00 +0530,417398,0.5,0.5,71.89,29.67
2021-10-01 01:02:30 +0530,417399,0.5,0.5,72.0,29.66
2021-10-01 01:03:00 +0530,417400,0.6,0.6,72.01,29.7
2021-10-01 01:03:30 +0530,417401,0.6,0.6,72.03,29.64
2021-10-01 01:04:00 +0530,417402,0.5,0.5,71.94,29.7
2021-10-01 01:04:30 +0530,417403,0.5,0.5,72.06,29.7
2021-10-01 01:05:00 +0530,417404,0.5,0.5,72.08,29.64
2021-10-01 01:05:30 +0530,417405,0.5,0.5,72.07,29.68
2021-10-01 01:06:00 +0530,417406,0.5,0.5,72.09,29.65
2021-10-01 01:06:30 +0530,417407,0.5,0.5,71.97,29.72
2021-10-01 01:07:00 +0530,417408,0.5,0.5,71.94,29.72
2021-10-01 01:07:30 +0530,417409,0.6,0.6,71.72,29.77
2021-10-01 01:08:00 +0530,417410,0.5,0.5,71.84,29.75
2021-10-01 01:08:30 +0530,417411,0.4,0.4,71.89,29.79
2021-10-01 01:09:00 +0530,417412,0.4,0.4,71.97,29.65
2021-10-01 01:09:30 +0530,417413,0.5,0.5,71.97,29.72
