Epoch date,GMT,Temperature,Humidity,Pressure_hpa,CO_mega_ppb,CO_mega_ppm,NO2_mega_ppb,NO2_mega_ppm,Ozone_ppm,Latitude,Longitude
1627382154,27-07-2021 10:35,34.66999817,38.73799896,941.137085,536,0.536,2185,2.185,85,17.42184333,78.38431
1627382185,27-07-2021 10:36,34.47999954,39.9090004,941.1295776,594,0.594,2275,2.275,144,17.42264667,78.38195333
1627382216,27-07-2021 10:36,34.47999954,39.95700073,940.9641113,686,0.686,2503,2.503,129,17.423835,78.38034
1627382247,27-07-2021 10:37,34.56999969,41.23699951,940.4810181,756,0.756,2646,2.646,128,17.42529333,78.37848
1627382278,27-07-2021 10:37,34.65000153,40.03300095,939.9509277,606,0.606,2310,2.31,103,17.42611333,78.37793667
1627382309,27-07-2021 10:38,34.65999985,39.75299835,939.3737793,557,0.557,2153,2.153,98,17.42931333,78.37457333
1627382309,27-07-2021 10:38,34.65999985,39.75299835,939.3737793,557,0.557,2153,2.153,98,17.42931333,78.37457333
1627382341,27-07-2021 10:39,34.61000061,39.33200073,939.8464966,538,0.538,2167,2.167,74,17.43117167,78.37180667
1627382371,27-07-2021 10:39,34.52000046,40.18099976,938.9724121,559,0.559,2103,2.103,87,17.43383833,78.36906167
1627382402,27-07-2021 10:40,34.43999863,40.32099915,937.3751221,534,0.534,2042,2.042,79,17.43696833,78.36615333
1627382433,27-07-2021 10:40,34.09000015,40.16799927,936.1553955,507,0.507,1975,1.975,67,17.43997833,78.36185
1627382465,27-07-2021 10:41,33.90000153,41.03099823,936.4970703,575,0.575,2085,2.085,102,17.44208333,78.35815833
1627382496,27-07-2021 10:41,33.91999817,41.15399933,935.5734253,567,0.567,2117,2.117,90,17.44276167,78.35592833
1627382526,27-07-2021 10:42,33.93000031,41.04600143,935.5064087,535,0.535,2075,2.075,75,17.44276167,78.35592833
1627382558,27-07-2021 10:42,33.95000076,41.66999817,935.2280884,527,0.527,2046,2.046,112,17.44298667,78.34959167
1627382589,27-07-2021 10:43,34.06000137,42.08300018,933.9119873,556,0.556,2082,2.082,102,17.44298667,78.34959167
1627382620,27-07-2021 10:43,34.31999969,41.80199814,933.442688,831,0.831,2267,2.267,99,17.44298667,78.34959167
1627382651,27-07-2021 10:44,34.56000137,40.31999969,934.2854004,545,0.545,2107,2.107,60,17.44298667,78.34959167
1627382682,27-07-2021 10:44,34.70000076,40.14799881,934.5562134,514,0.514,2003,2.003,87,17.44298667,78.34959167
1627382713,27-07-2021 10:45,34.81000137,39.29999924,936.694397,521,0.521,1992,1.992,58,17.44298667,78.34959167
1627382744,27-07-2021 10:45,34.81999969,39.5340004,938.616272,517,0.517,2067,2.067,92,17.44298667,78.34959167
1627382775,27-07-2021 10:46,34.83000183,40.4659996,938.6392212,564,0.564,2278,2.278,114,17.4263,78.34063
1627382806,27-07-2021 10:46,34.93000031,40.75600052,938.6307983,544,0.544,2260,2.26,95,17.426245,78.34083667
1627382837,27-07-2021 10:47,35.09000015,40.89199829,938.5405273,701,0.701,2635,2.635,90,17.42603,78.340645
1627382869,27-07-2021 10:47,35.18999863,38.8429985,938.1696167,492,0.492,1975,1.975,51,17.42178,78.337945
1627382900,27-07-2021 10:48,35.22999954,38.63800049,938.5106812,500,0.5,2057,2.057,108,17.421945,78.338175
1627382931,27-07-2021 10:48,35.31000137,38.92599869,938.463501,513,0.513,2132,2.132,79,17.42410167,78.339425
1627382961,27-07-2021 10:49,35.34999847,37.88700104,938.614624,488,0.488,2003,2.003,54,17.424215,78.33955333
1627382991,27-07-2021 10:49,35.33000183,38.54800034,938.2573853,601,0.601,2185,2.185,104,17.424215,78.33955333
1627383023,27-07-2021 10:50,35.27999878,38.43299866,937.5341187,541,0.541,2082,2.082,93,17.42695833,78.33471
1627383054,27-07-2021 10:50,35.15999985,39.08499908,937.4299927,507,0.507,2014,2.014,101,17.42695833,78.33471
1627383085,27-07-2021 10:51,35.06999969,39.2480011,937.6334839,536,0.536,2146,2.146,124,17.42843833,78.32687
1627383085,27-07-2021 10:51,35.06999969,39.2480011,937.6334839,536,0.536,2146,2.146,124,17.42843833,78.32687
1627383115,27-07-2021 10:51,34.90999985,39.13700104,937.0228882,535,0.535,2067,2.067,110,17.42962167,78.32485833
1627383147,27-07-2021 10:52,34.84000015,40.31999969,937.2575073,527,0.527,2032,2.032,128,17.43249167,78.32172833
1627383147,27-07-2021 10:52,34.84000015,40.31999969,937.2575073,527,0.527,2032,2.032,128,17.43249167,78.32172833
1627383178,27-07-2021 10:52,34.77999878,40.0320015,936.5700073,487,0.487,1953,1.953,90,17.435695,78.31931833
1627383178,27-07-2021 10:52,34.77999878,40.0320015,936.5700073,487,0.487,1953,1.953,90,17.435695,78.31931833
1627383209,27-07-2021 10:53,34.65000153,40.05699921,936.8847046,488,0.488,1925,1.925,116,17.43863,78.31656333
1627383239,27-07-2021 10:53,34.47999954,40.3730011,936.5999146,495,0.495,1910,1.91,126,17.44204667,78.31337
1627383272,27-07-2021 10:54,34.27999878,40.96699905,937.1060791,481,0.481,1932,1.932,103,17.44413333,78.30971333
1627383302,27-07-2021 10:55,34.25999832,40.80599976,937.7385864,494,0.494,2035,2.035,120,17.44569667,78.30798
1627383333,27-07-2021 10:55,34.36000061,41.85400009,937.9025269,682,0.682,2310,2.31,132,17.44627833,78.30588833
1627383364,27-07-2021 10:56,34.52999878,41.59999847,937.8822021,518,0.518,2160,2.16,122,17.446615,78.30601833
1627383395,27-07-2021 10:56,34.70000076,41.35900116,937.7548218,524,0.524,2189,2.189,99,17.44707833,78.305665
1627383426,27-07-2021 10:57,34.88000107,40.68999863,937.8217163,518,0.518,2103,2.103,54,17.44763667,78.30483667
1627383457,27-07-2021 10:57,35.04999924,40.11600113,938.0482178,488,0.488,2046,2.046,63,17.44831333,78.304155
1627383489,27-07-2021 10:58,35.15999985,39.83300018,938.0977783,501,0.501,2039,2.039,79,17.44862167,78.30365167
1627383519,27-07-2021 10:58,35.27000046,39.35300064,938.1442871,491,0.491,2039,2.039,75,17.44862167,78.30365167
1627383550,27-07-2021 10:59,35.31999969,38.31399918,938.5545044,484,0.484,1978,1.978,38,17.45035833,78.30067
1627383581,27-07-2021 10:59,35.36999893,39.1269989,939.0441284,486,0.486,1996,1.996,74,17.451135,78.30011167
1627383612,27-07-2021 11:00,35.40999985,39.70800018,939.2999878,500,0.5,2053,2.053,99,17.451135,78.30011167
1627383643,27-07-2021 11:00,35.47999954,40.52199936,939.3200073,503,0.503,2167,2.167,81,17.451135,78.30011167
1627383674,27-07-2021 11:01,35.56999969,40.34600067,939.3389282,498,0.498,2107,2.107,83,17.451135,78.30011167
1627383705,27-07-2021 11:01,35.63999939,38.86800003,939.3850098,512,0.512,2107,2.107,78,17.451135,78.30011167
1627383736,27-07-2021 11:02,35.65999985,38.65000153,939.5526123,493,0.493,2000,2,67,17.456375,78.29681167
1627383767,27-07-2021 11:02,35.70000076,40.19800186,939.5015259,502,0.502,2057,2.057,105,17.45778667,78.29597
1627383798,27-07-2021 11:03,35.66999817,38.90800095,939.0855713,477,0.477,1967,1.967,51,17.45985833,78.293885
1627383829,27-07-2021 11:03,35.54000092,38.45600128,939.692688,481,0.481,1932,1.932,77,17.461575,78.29149
1627383860,27-07-2021 11:04,35.47999954,38.3030014,939.2269287,484,0.484,1964,1.964,70,17.461575,78.29149
1627383891,27-07-2021 11:04,35.43000031,39.32899857,939.6431885,557,0.557,2103,2.103,106,17.461575,78.29149
1627383922,27-07-2021 11:05,35.43999863,39.23199844,939.8703003,518,0.518,2050,2.05,90,17.461575,78.29149
1627383952,27-07-2021 11:05,35.45999908,38.97600174,939.7860107,492,0.492,2003,2.003,44,17.46830667,78.28791333
1627383984,27-07-2021 11:06,35.27999878,39.41500092,940.3981934,497,0.497,1996,1.996,52,17.46868333,78.28801
1627384015,27-07-2021 11:06,35.18000031,40.26399994,940.5075073,506,0.506,2085,2.085,136,17.46868333,78.28801
1627384015,27-07-2021 11:06,35.18000031,40.26399994,940.5075073,506,0.506,2085,2.085,136,17.46868333,78.28801
1627384046,27-07-2021 11:07,35.20999908,41.51499939,940.5994873,523,0.523,2232,2.232,109,17.47105167,78.29102333
1627384077,27-07-2021 11:07,35.33000183,43.93899918,940.4813843,522,0.522,2275,2.275,156,17.47146667,78.29174167
1627384108,27-07-2021 11:08,35.49000168,42.16600037,940.3676147,501,0.501,2139,2.139,78,17.47181333,78.29268
1627384139,27-07-2021 11:08,35.68999863,40.87200165,940.1699829,521,0.521,2110,2.11,71,17.47220333,78.29353833
1627384170,27-07-2021 11:09,35.95000076,38.0719986,939.2871094,494,0.494,2010,2.01,2,17.47357,78.29698833
1627384232,27-07-2021 11:10,36.00999832,38.04000092,939.4077148,522,0.522,1985,1.985,84,17.47615167,78.30252833
1627384263,27-07-2021 11:11,36.02000046,38.88899994,938.9088135,547,0.547,2117,2.117,90,17.47694667,78.30506333
1627384294,27-07-2021 11:11,36.09000015,38.88199997,938.7597046,533,0.533,2121,2.121,76,17.47752667,78.30683
1627384325,27-07-2021 11:12,36.20000076,39.55400085,938.9780273,526,0.526,2185,2.185,97,17.479455,78.30750833
1627384356,27-07-2021 11:12,36.29000092,40.07799911,939.3928223,559,0.559,2307,2.307,106,17.47937833,78.30976333
1627384388,27-07-2021 11:13,36.36999893,39.82699966,938.8928223,534,0.534,2342,2.342,113,17.47967333,78.31101667
1627384419,27-07-2021 11:13,36.54000092,40.62900162,938.8895874,545,0.545,2310,2.31,83,17.48029333,78.31161667
1627384449,27-07-2021 11:14,36.61999893,36.4679985,939.5266724,592,0.592,2217,2.217,26,17.47993333,78.315525
1627384480,27-07-2021 11:14,36.59999847,36.23199844,939.5131836,543,0.543,2153,2.153,35,17.47965167,78.319075
1627384511,27-07-2021 11:15,36.54999924,36.90399933,939.2821045,549,0.549,2203,2.203,99,17.478065,78.32014
1627384542,27-07-2021 11:15,36.52999878,36.2879982,938.8021851,546,0.546,2085,2.085,81,17.478585,78.32294833
1627384573,27-07-2021 11:16,36.50999832,36.49499893,938.4434204,541,0.541,2028,2.028,74,17.47702667,78.32447833
1627384604,27-07-2021 11:16,36.50999832,37.23300171,938.6594238,623,0.623,2150,2.15,130,17.475085,78.32608833
1627384635,27-07-2021 11:17,36.50999832,36.97499847,938.7573853,558,0.558,2157,2.157,58,17.47301167,78.32765167
1627384666,27-07-2021 11:17,36.52999878,37.22200012,938.8773193,554,0.554,2171,2.171,91,17.47084,78.33009167
1627384697,27-07-2021 11:18,36.49000168,36.50699997,938.15448,528,0.528,2078,2.078,72,17.46809333,78.33144333
1627384728,27-07-2021 11:18,36.38999939,36.62099838,937.7175293,559,0.559,2100,2.1,83,17.46474,78.33407833
1627384759,27-07-2021 11:19,36.25999832,37.18899918,936.4968262,531,0.531,2017,2.017,86,17.461545,78.33605
1627384790,27-07-2021 11:19,36.18000031,37.07099915,936.3565063,521,0.521,1989,1.989,54,17.45872167,78.33852
1627384821,27-07-2021 11:20,36.11000061,37.01699829,935.6281128,528,0.528,1982,1.982,15,17.45528667,78.34123
1627384852,27-07-2021 11:20,36.02999878,37.08399963,935.1464844,521,0.521,1964,1.964,28,17.45157,78.344875
1627384883,27-07-2021 11:21,35.86000061,37.51200104,934.802124,508,0.508,1821,1.821,24,17.44951,78.34840833
1627384914,27-07-2021 11:21,35.77000046,37.90999985,934.6895142,539,0.539,1982,1.982,89,17.44605833,78.35174167
1627384945,27-07-2021 11:22,35.63999939,38.1570015,935.2938232,492,0.492,1942,1.942,34,17.44581667,78.35162167
1627384976,27-07-2021 11:22,35.54000092,37.86700058,935.8391113,502,0.502,1953,1.953,73,17.44590667,78.3515
1627385007,27-07-2021 11:23,35.52999878,39.00600052,935.8125,533,0.533,2128,2.128,98,17.445955,78.35136667
1627385038,27-07-2021 11:23,35.58000183,40.55500031,935.8925171,541,0.541,2475,2.475,86,17.44597833,78.35146
1627385069,27-07-2021 11:24,35.65999985,41.53099823,935.9818726,524,0.524,2367,2.367,60,17.44597833,78.35146
1627385102,27-07-2021 11:25,35.84000015,38.87400055,935.8394165,507,0.507,2275,2.275,63,17.44597833,78.35146
1627385131,27-07-2021 11:25,35.77999878,38.94200134,935.7766724,511,0.511,2292,2.292,89,17.44597833,78.35146
1627385162,27-07-2021 11:26,35.63999939,39.31100082,935.685791,799,0.799,4875,4.875,95,17.44579333,78.35130333
1627385193,27-07-2021 11:26,35.52000046,40.73400116,935.7368164,760,0.76,4128,4.128,64,17.44574667,78.35122333
1627385224,27-07-2021 11:27,35.47999954,39.22200012,935.7293091,553,0.553,2628,2.628,96,17.44574667,78.35122333
1627385255,27-07-2021 11:27,35.38000107,43.40399933,935.7531128,590,0.59,2560,2.56,97,17.44574667,78.35122333
1627385286,27-07-2021 11:28,35.31000137,40.97200012,935.7612305,794,0.794,3796,3.796,102,17.44573167,78.35132
1627385317,27-07-2021 11:28,35.25999832,38.48199844,935.6281738,466,0.466,2292,2.292,59,17.44573167,78.35132
1627385348,27-07-2021 11:29,35.15000153,39.48899841,935.6470947,511,0.511,2314,2.314,93,17.44565167,78.35108833
1627385379,27-07-2021 11:29,35.06000137,40.46099854,935.5280151,453,0.453,2260,2.26,149,17.44582667,78.35059667
1627385410,27-07-2021 11:30,34.95999908,41.23600006,935.3828735,458,0.458,2153,2.153,162,17.44595333,78.35014833
1627385441,27-07-2021 11:30,34.88000107,41.32600021,935.085022,467,0.467,2142,2.142,153,17.44595333,78.35014833
1627385472,27-07-2021 11:31,34.75,38.8429985,934.8583984,446,0.446,2017,2.017,105,17.44595333,78.35014833
1627385503,27-07-2021 11:31,34.47000122,39.49100113,934.9702148,462,0.462,2017,2.017,142,17.44595333,78.35014833
1627385537,27-07-2021 11:32,34.11000061,40.53699875,934.9559937,454,0.454,1975,1.975,185,17.44595333,78.35014833
1627386181,27-07-2021 11:43,31.87999916,48.30799866,934.901001,483,0.483,2167,2.167,53,17.4454205,78.3498209
1627386213,27-07-2021 11:43,31.68000031,48.96500015,934.9456177,481,0.481,2128,2.128,74,17.44540667,78.34978333
1627386244,27-07-2021 11:44,31.53000069,49.24100113,934.8519287,483,0.483,2132,2.132,124,17.44548,78.349665
1627386275,27-07-2021 11:44,31.37000084,49.07799911,934.8538818,483,0.483,2132,2.132,105,17.445655,78.34978833
1627386305,27-07-2021 11:45,31.11000061,49.36500168,934.8566895,483,0.483,2107,2.107,82,17.44571,78.34998833
1627386336,27-07-2021 11:45,30.89999962,49.63299942,934.8709717,481,0.481,2107,2.107,70,17.44548833,78.34998333
1627386368,27-07-2021 11:46,30.72999954,49.77099991,934.8178711,483,0.483,2100,2.1,74,17.445545,78.34988333
1627386399,27-07-2021 11:46,30.60000038,49.75799942,934.8728027,485,0.485,2075,2.075,68,17.44551167,78.34983
1627386461,27-07-2021 11:47,30.40999985,49.50799942,934.8251953,483,0.483,2067,2.067,55,17.44552167,78.34990333
1627386492,27-07-2021 11:48,30.35000038,49.4640007,934.9003296,483,0.483,2046,2.046,57,17.44562,78.35
1627386523,27-07-2021 11:48,30.26000023,49.51499939,934.8311768,484,0.484,2057,2.057,73,17.44567333,78.350115
1627386554,27-07-2021 11:49,30.20000076,49.41199875,934.8739014,486,0.486,2057,2.057,57,17.445545,78.35011833
1627386585,27-07-2021 11:49,30.15999985,49.08100128,934.8776245,484,0.484,2042,2.042,55,17.445345,78.35008167
1627386616,27-07-2021 11:50,30.12000084,48.45999908,934.9263916,484,0.484,2039,2.039,52,17.44547833,78.35015167
1627386647,27-07-2021 11:50,30.06999969,47.9109993,934.8571777,486,0.486,2014,2.014,46,17.44551,78.350045
1627386678,27-07-2021 11:51,29.98999977,46.79199982,934.8991699,483,0.483,1996,1.996,56,17.44548667,78.34999167
1627386709,27-07-2021 11:51,29.94000053,45.97499847,934.8756714,484,0.484,1971,1.971,49,17.44551667,78.35006333
1627386741,27-07-2021 11:52,29.87000084,45.43700027,934.8898926,483,0.483,1971,1.971,45,17.44558,78.35007667
1627386771,27-07-2021 11:52,29.81999969,44.91199875,934.9232178,484,0.484,1946,1.946,50,17.44552167,78.35000667
1627386802,27-07-2021 11:53,29.75,44.46900177,934.9804077,484,0.484,1957,1.957,45,17.44551833,78.35004667
1627386833,27-07-2021 11:53,29.70999908,44.15100098,934.9542847,484,0.484,1957,1.957,45,17.44542667,78.34992167
1627386864,27-07-2021 11:54,29.65999985,43.90499878,934.8994141,485,0.485,1950,1.95,41,17.44554333,78.35004833
1627386895,27-07-2021 11:54,29.59000015,44.34500122,934.8775024,484,0.484,1946,1.946,64,17.445305,78.34998
1627386925,27-07-2021 11:55,29.51000023,44.59199905,934.8981934,485,0.485,1957,1.957,55,17.44546167,78.35009
1627386957,27-07-2021 11:55,29.36000061,45.09600067,934.8713989,487,0.487,1978,1.978,69,17.44557167,78.35026167
1627386988,27-07-2021 11:56,29.26000023,45.56900024,934.8884888,486,0.486,1960,1.96,54,17.445625,78.35018333
1627387019,27-07-2021 11:56,29.20999908,45.97399902,934.8726196,486,0.486,1964,1.964,47,17.44563833,78.35017333
1627387050,27-07-2021 11:57,29.19000053,46.29800034,934.902771,487,0.487,1982,1.982,61,17.44564,78.35017667
1627387081,27-07-2021 11:58,29.19000053,46.69599915,934.9171143,488,0.488,1971,1.971,57,17.44560667,78.35009667
1627387112,27-07-2021 11:58,29.15999985,47.00699997,934.8917847,486,0.486,1975,1.975,75,17.44555167,78.35008
1627387143,27-07-2021 11:59,29.10000038,47.70100021,934.8256226,485,0.485,1942,1.942,69,17.44555167,78.35008
1627387174,27-07-2021 11:59,29.07999992,48.04800034,934.8764038,482,0.482,1957,1.957,68,17.44563833,78.349905
1627387205,27-07-2021 12:00,29.03000069,48.46500015,934.8927002,481,0.481,1942,1.942,74,17.44554167,78.349945
1627387236,27-07-2021 12:00,29.02000046,48.74200058,934.9060059,483,0.483,1946,1.946,74,17.445605,78.34998667
1627387267,27-07-2021 12:01,29.02000046,49.12799835,934.9487305,479,0.479,1932,1.932,72,17.44552167,78.349965
1627387298,27-07-2021 12:01,29.02000046,49.57300186,934.9266968,478,0.478,1928,1.928,66,17.44555167,78.34997667
1627387329,27-07-2021 12:02,29.03000069,49.75500107,934.9963989,478,0.478,1903,1.903,65,17.44538833,78.34997833
1627387360,27-07-2021 12:02,29.04999924,49.85400009,934.9376831,478,0.478,1942,1.942,62,17.44540667,78.35001667
1627387391,27-07-2021 12:03,29.07999992,49.70000076,934.880188,480,0.48,1925,1.925,64,17.44549,78.34997167
