time,created_at,latitude,longitude,altitude
2021-11-04 09:42:59,2021-11-04 15:12:59,17.47262119,78.36526179,508.38199999999995
2021-11-04 09:43:00,2021-11-04 15:13:00,17.472602,78.36537477,507.49199999999996
2021-11-04 09:43:01,2021-11-04 15:13:01,17.47258986,78.3654759,508.001
2021-11-04 09:43:02,2021-11-04 15:13:02,17.47258926,78.36557891,508.577
2021-11-04 09:43:03,2021-11-04 15:13:03,17.47258551,78.36568241,508.0
2021-11-04 09:43:04,2021-11-04 15:13:04,17.47257856,78.36578317,507.673
2021-11-04 09:43:05,2021-11-04 15:13:05,17.47256912,78.36589287,507.339
2021-11-04 09:43:06,2021-11-04 15:13:06,17.47256117,78.36599757,507.06800000000004
2021-11-04 09:43:07,2021-11-04 15:13:07,17.47255351,78.36610927,506.168
2021-11-04 09:43:08,2021-11-04 15:13:08,17.47255013,78.36622674,505.858
2021-11-04 09:43:09,2021-11-04 15:13:09,17.4725462,78.36634429,505.408
2021-11-04 09:43:10,2021-11-04 15:13:10,17.47254624,78.36646063,505.19699999999995
2021-11-04 09:43:11,2021-11-04 15:13:11,17.47255412,78.36657459999999,504.296
2021-11-04 09:43:12,2021-11-04 15:13:12,17.47256123,78.36668524,503.83
2021-11-04 09:43:13,2021-11-04 15:13:13,17.47257944,78.36679834,503.69800000000004
2021-11-04 09:43:14,2021-11-04 15:13:14,17.47260429,78.36691279,503.64099999999996
2021-11-04 09:43:15,2021-11-04 15:13:15,17.47263598,78.36702333,503.722
2021-11-04 09:43:16,2021-11-04 15:13:16,17.47266713,78.36714035,503.74699999999996
2021-11-04 09:43:17,2021-11-04 15:13:17,17.47270667,78.36725998,504.18699999999995
2021-11-04 09:43:18,2021-11-04 15:13:18,17.47274247,78.36737863,504.273
2021-11-04 09:43:19,2021-11-04 15:13:19,17.47277854,78.36749647,504.68
2021-11-04 09:43:20,2021-11-04 15:13:20,17.47281461,78.36761259999999,504.50300000000004
2021-11-04 09:43:21,2021-11-04 15:13:21,17.47285109,78.36772755,505.09
2021-11-04 09:43:22,2021-11-04 15:13:22,17.47288661,78.36784863,505.314
2021-11-04 09:43:23,2021-11-04 15:13:23,17.47292332,78.36796658,505.173
2021-11-04 09:43:24,2021-11-04 15:13:24,17.47295942,78.36809007,505.29400000000004
2021-11-04 09:43:25,2021-11-04 15:13:25,17.47299745,78.36821088,505.295
2021-11-04 09:43:26,2021-11-04 15:13:26,17.473035600000003,78.36833383,505.009
2021-11-04 09:43:27,2021-11-04 15:13:27,17.4730668,78.36845501,505.412
2021-11-04 09:43:28,2021-11-04 15:13:28,17.47309707,78.36857946,505.39300000000003
2021-11-04 09:43:29,2021-11-04 15:13:29,17.47312345,78.36869431,505.365
