created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),CO_1,SO2_1,CO_2,SO2_2,Temperature,RH,Pressure,time,latitude,longitude,altitude
2021-11-04 15:13:00,1,1, , , ,0.1,0.0,16.889,0.0,3.278,30.752,50.641000000000005,942.169,2021-11-04 09:43:00,17.472602,78.36537477,507.492
2021-11-04 15:14:00,1,1, , , ,0.1,0.0,17.684,0.105,1.579,30.046999999999997,51.875,942.068,2021-11-04 09:44:00,17.4735711,78.37149493,507.969
2021-11-04 15:15:00,1,1, , , ,0.1,0.0,16.0,0.0,2.053,29.851999999999997,53.056999999999995,943.03,2021-11-04 09:45:00,17.47378488,78.37560217,496.792
2021-11-04 15:16:00,1,1, , , ,0.1,0.0,16.0,-0.158,3.053,30.802,51.9,944.072,2021-11-04 09:46:00,17.47378096,78.37560886,494.478
2021-11-04 15:17:00,1,1, , , ,0.1,0.0,16.0,-0.053,2.842,30.99,50.672,944.11,2021-11-04 09:47:00,17.47548915,78.37799443,478.773
2021-11-04 15:18:00,1,1, , , ,0.1,0.0,16.0,0.0,2.611,29.943,53.373999999999995,944.505,2021-11-04 09:48:00,17.47422902,78.3819392,477.156
2021-11-04 15:19:00,1,1, , , ,0.1,0.0,16.842,0.158,1.7369999999999999,29.982,52.981,945.071,2021-11-04 09:49:00,17.47492524,78.38204113,486.641
2021-11-04 15:20:00,1,1, , , ,0.1,0.0,16.842,0.053,2.053,29.986,52.913000000000004,944.66,2021-11-04 09:50:00,17.47173188,78.38643946,485.772
2021-11-04 15:21:00,1,1, , , ,0.1,0.0,17.684,0.0,2.105,30.033,53.035,944.818,2021-11-04 09:51:00,17.47008833,78.39050669,476.30300000000005
2021-11-04 15:22:00,1,1, , , ,0.0,0.0,16.0,0.055999999999999994,2.556,29.899,53.913999999999994,945.1080000000001,2021-11-04 09:52:00,17.47253958,78.39333672,465.478
2021-11-04 15:23:00,1,1, , , ,0.0,0.0,16.0,0.0,1.6840000000000002,29.162,55.707,945.204,2021-11-04 09:53:00,17.47461704,78.39002787,487.3130000000001
2021-11-04 15:24:00,1,1, , , ,0.0,0.0,16.889,0.111,1.556,29.359,55.343,944.305,2021-11-04 09:54:00,17.47151174,78.38724763,489.465
2021-11-04 15:25:00,1,1, , , ,0.1,0.0,16.0,0.154,1.692,29.758000000000003,53.531000000000006,943.617,2021-11-04 09:55:00,17.46370223,78.38550963,484.35
2021-11-04 15:26:00,1,1, , , ,0.0,0.0,16.0,0.105,2.6839999999999997,30.147,52.608000000000004,944.578,2021-11-04 09:56:00,17.458326500000002,78.38462221,489.124
2021-11-04 15:27:00,1,1, , , ,0.0,0.0,16.0,-0.055999999999999994,2.722,30.651999999999997,51.516000000000005,944.033,2021-11-04 09:57:00,17.45311887,78.38266507,510.768
2021-11-04 15:28:00,1,1, , , ,0.1,0.0,15.158,0.158,2.474,29.78,52.84,942.325,2021-11-04 09:58:00,17.44745857,78.37821989,513.514
2021-11-04 15:29:00,1,1, , , ,0.1,0.0,21.0,0.062,1.875,29.123,53.885,941.834,2021-11-04 09:59:00,17.43998368,78.37728101,511.095
2021-11-04 15:30:00,1,1, , , ,0.1,0.0,16.0,-0.059000000000000004,1.176,29.529,53.00899999999999,942.773,2021-11-04 10:00:00,17.43370351,78.37471325,496.184
2021-11-04 15:31:00,1,1, , , ,0.1,0.0,16.0,-0.055999999999999994,2.333,31.178,49.613,944.9119999999999,2021-11-04 10:01:00,17.43014008,78.37723274,497.849
2021-11-04 15:32:00,1,1, , , ,0.0,0.0,16.0,-0.16699999999999998,5.111000000000001,31.076999999999998,49.165,943.625,2021-11-04 10:02:00,17.43495074,78.37781505,485.706
2021-11-04 15:33:00,1,1, , , ,0.0,0.0,16.0,-0.053,2.6319999999999997,29.726,52.081,942.64,2021-11-04 10:03:00,17.43746687,78.38024751,491.0
2021-11-04 15:34:00,1,1, , , ,0.1,0.0,16.0,0.0,2.263,30.107,51.625,942.577,2021-11-04 10:04:00,17.43446412,78.38407131,495.796
2021-11-04 15:35:00,1,1, , , ,0.1,0.0,16.0,-0.105,2.6839999999999997,31.434,49.221000000000004,943.052,2021-11-04 10:05:00,17.43328562,78.38607988,498.336
2021-11-04 15:36:00,1,1, , , ,0.1,0.0,16.0,-0.368,4.263,33.446,45.326,943.595,2021-11-04 10:06:00,17.43315076,78.38680618,494.127
2021-11-04 15:37:00,1,1, , , ,0.1,0.0,16.0,-0.368,3.053,36.016,40.662,943.825,2021-11-04 10:07:00,17.43312819,78.38682042,493.03
2021-11-04 15:38:00,1,1, , , ,0.1,0.0,16.0,-0.21100000000000002,2.421,34.699,42.513000000000005,944.422,2021-11-04 10:08:00,17.43113308,78.38818053,476.007
2021-11-04 15:39:00,1,1, , , ,0.1,0.0,16.0,0.053,0.263,31.651,48.339,943.69,2021-11-04 10:09:00,17.43339651,78.38523018,498.165
2021-11-04 15:40:00,1,1, , , ,0.1,0.0,16.0,0.055999999999999994,1.278,30.569000000000003,50.352,942.694,2021-11-04 10:10:00,17.43709378,78.38031338,500.661
2021-11-04 15:41:00,1,1, , , ,0.1,0.0,16.0,0.053,0.316,30.291999999999998,50.994,942.628,2021-11-04 10:11:00,17.43813355,78.37906346,518.411
