Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-11-04 14:41:00,1,1, , , ,0.1,10942,339516,339516,1636017106569,32.63,43.525,943.566,21,-421,419,1675,3371,1441,0,16.453,13.994,17.793,18.061,94.047,109.585,111.578,111.979,112.059,0.638,0.016,0,-0.08,256,0,64256,53.912,49.017,64.14,0,0,4085,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017110883,17.445,78.35,3.79,304.411,107.478,80.843,0.304,1.385,21.452,87.4,4.541,11.353,3.949,9.872,0
2021-11-04 14:42:00,1,1, , , ,0.1,10943.5,339519,339519,1636017153006,32.83,42.284,943.531,27.5,-547,379.5,1566.5,2824.5,1291,0,19.577,17.309,20.607,20.814,118.121,136.399,138.057,138.387,138.463,0.644,-0.04,0,0.032,64896,0,512,51.15,49.189,54.683,0,0,4097.5,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017154139.5,17.445,78.35,3.79,271.485,89.978,92.056,0.271,1.349,20.996,81.95,5.403,13.508,4.698,11.746,0
2021-11-04 14:43:00,1,1, , , ,0.1,10945.5,339523,339523,1636017215014,33.035,42.06,943.516,43,-862,375,1555,2753.5,1271.5,0,17.094,15.151,17.962,18.136,103.495,119.443,120.851,121.13,121.195,0.638,0.032,-0.008,-0.072,512,32640,64384,50.239,47.435,56.198,0,0,4095,95,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017216007.5,17.445,78.35,3.79,267.571,87.704,118.862,0.268,1.287,20.11,87.15,4.718,11.795,4.103,10.257,0
2021-11-04 14:44:00,1,1, , , ,0,10947.5,339527,339527,1636017277383.5,33.465,41.48,943.487,72.5,-1450.5,379.5,1562.5,2810,1282.5,0,15.35,14.374,15.472,15.497,98.552,114.273,114.705,114.785,114.82,0.583,-0.016,-0.024,-0.064,32512,65152,64512,52.01,48.686,58.82,0,0,4091,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017278307,17.445,78.35,3.79,270.412,89.508,169.863,0.27,1.263,19.501,137.05,4.237,10.592,3.684,9.21,0
2021-11-04 14:45:00,1,1, , , ,0,10949.5,339531,339531,1636017339058.5,33.765,40.664,943.505,27,-535.5,369.5,1537.5,2610,1235,0,15.076,14.14,15.176,15.196,98.621,112.438,112.837,112.91,112.944,0.59,-0.008,0,0.024,32640,0,33152,51.151,48.765,53.95,0,0,4089.5,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017339815.5,17.445,78.35,3.79,261.474,83.1,90.772,0.261,1.219,20.403,88.55,4.161,10.402,3.618,9.045,0
2021-11-04 14:46:00,1,1, , , ,0,10951.5,339535,339535,1636017401560.5,33.9,40.457,943.441,49.5,-981.5,371.5,1538.5,2656.5,1237,0,14.825,13.953,14.881,14.892,97.445,111.015,111.355,111.416,111.448,0.566,-0.032,-0.024,-0.016,65024,65152,32512,51.148,48.814,54.122,0,0,4086,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017402121,17.445,78.35,3.79,262.811,84.586,129.76,0.263,1.225,19.304,93.95,4.092,10.229,3.558,8.895,0
2021-11-04 14:47:00,1,1, , , ,0.1,10953.5,339539,339539,1636017463478.5,34.105,39.994,943.442,44,-883,369,1531.5,2639,1242.5,0,15.275,14.438,15.281,15.282,100.981,114.944,115.228,115.277,115.308,0.545,0.016,-0.008,0.008,256,32640,32896,51.573,47.991,55.934,0,0,4082.5,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017464026,17.445,78.35,3.79,260.266,84.022,120.126,0.26,1.237,19.467,89.85,4.216,10.54,3.666,9.165,0
2021-11-04 14:48:00,1,1, , , ,0,10955,339542,339542,1636017510010,34.21,39.59,943.388,0,15,358,1507,2482,1195,0,15.733,14.873,15.738,15.738,104.027,118.408,118.699,118.749,118.781,0.555,-0.032,-0.032,-0.08,65024,65024,64256,55.477,49.09,65.919,0,0,4087,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017510592,17.445,78.35,3.79,251.017,78.994,43.722,0.251,1.216,0,78.5,4.342,10.856,3.776,9.44,0
2021-11-04 14:49:00,1,1, , , ,0,10956,339544,339544,1636017541129,34.22,39.434,943.414,0,2183,369,1534,2592,1224,0,16.327,15.34,16.413,16.431,107.056,122.011,122.416,122.489,122.525,0.592,0.048,-0.064,-0.144,768,64512,63232,52.884,49.243,59.375,0,0,4082,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017541563,17.445,78.35,3.79,259.668,82.513,43.721,0.26,1.255,0,79.6,4.506,11.266,3.919,9.796,0
2021-11-04 14:50:00,1,1, , , ,0,10957,339548,339548,1636017636189,34.09,39.289,943.926,0,2892,373,1542,2482,1201,0,18.014,16.761,18.249,18.296,116.571,133.123,133.746,133.864,133.909,0.588,-0.048,-0.048,-0.032,64768,64768,65024,57.973,52.201,67.418,0,0,4083,94,30,30,30,30,30,30,30,30,120,30,30,1,1,1636017637283,17.445,78.35,3.79,262.789,78.99,43.788,0.263,1.267,0,78.5,4.972,12.43,4.323,10.809,0
