created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),pm10,pm2.5,RH,Temperature,time,latitude,longitude,altitude
2021-11-04 15:13:00,1,1, , , ,0.1,85.65,20.85,50.115,32.035,2021-11-04 09:43:00,17.472602,78.36537477,507.492
2021-11-04 15:14:00,1,1, , , ,0.1,40.3,16.75,50.455,31.93,2021-11-04 09:44:00,17.4735711,78.37149493,507.969
2021-11-04 15:15:00,1,1, , , ,0.1,18.7,12.55,51.065,31.625,2021-11-04 09:45:00,17.47378488,78.37560217,496.792
2021-11-04 15:16:00,1,1, , , ,0.1,24.65,14.95,52.44,31.545,2021-11-04 09:46:00,17.47378096,78.37560886,494.478
2021-11-04 15:17:00,1,1, , , ,0.1,26.25,15.4,51.93,31.7,2021-11-04 09:47:00,17.47548915,78.37799443,478.773
2021-11-04 15:18:00,1,1, , , ,0.1,41.15,16.8,52.42,31.67,2021-11-04 09:48:00,17.47422902,78.3819392,477.156
2021-11-04 15:19:00,1,1, , , ,0.1,30.8,18.45,53.0,31.52,2021-11-04 09:49:00,17.47492524,78.38204113,486.641
2021-11-04 15:20:00,1,1, , , ,0.1,30.3,17.4,52.235,31.49,2021-11-04 09:50:00,17.47173188,78.38643946,485.772
2021-11-04 15:21:00,1,1, , , ,0.1,40.0,18.45,52.94,31.32,2021-11-04 09:51:00,17.47008833,78.39050669,476.30300000000005
2021-11-04 15:22:00,1,1, , , ,0.0,36.1,17.05,53.265,31.28,2021-11-04 09:52:00,17.47253958,78.39333672,465.478
2021-11-04 15:23:00,1,1, , , ,0.0,33.5,17.65,54.11,31.255,2021-11-04 09:53:00,17.47461704,78.39002787,487.3130000000001
2021-11-04 15:24:00,1,1, , , ,0.0,41.2,20.95,54.035,31.175,2021-11-04 09:54:00,17.47151174,78.38724763,489.465
2021-11-04 15:25:00,1,1, , , ,0.1,33.45,18.45,54.39,30.97,2021-11-04 09:55:00,17.46370223,78.38550963,484.35
2021-11-04 15:26:00,1,1, , , ,0.0,20.65,15.15,54.065,30.695,2021-11-04 09:56:00,17.458326500000002,78.38462221,489.124
2021-11-04 15:27:00,1,1, , , ,0.0,40.2,18.75,54.495,30.88,2021-11-04 09:57:00,17.45311887,78.38266507,510.768
2021-11-04 15:28:00,1,1, , , ,0.1,23.45,14.25,53.79,30.925,2021-11-04 09:58:00,17.44745857,78.37821989,513.514
2021-11-04 15:29:00,1,1, , , ,0.1,19.9,15.1,53.535,30.715,2021-11-04 09:59:00,17.43998368,78.37728101,511.095
2021-11-04 15:30:00,1,1, , , ,0.1,24.15,16.3,53.76,30.485,2021-11-04 10:00:00,17.43370351,78.37471325,496.184
2021-11-04 15:31:00,1,1, , , ,0.1,24.45,15.65,53.54,30.49,2021-11-04 10:01:00,17.43014008,78.37723274,497.849
2021-11-04 15:32:00,1,1, , , ,0.0,27.85,15.05,53.77,30.69,2021-11-04 10:02:00,17.43495074,78.37781505,485.706
2021-11-04 15:33:00,1,1, , , ,0.0,40.1,16.35,52.89,30.77,2021-11-04 10:03:00,17.43746687,78.38024751,491.0
2021-11-04 15:34:00,1,1, , , ,0.1,26.15,14.25,53.115,30.825,2021-11-04 10:04:00,17.43446412,78.38407131,495.796
2021-11-04 15:35:00,1,1, , , ,0.1,66.85,18.95,52.95,30.895,2021-11-04 10:05:00,17.43328562,78.38607988,498.336
2021-11-04 15:36:00,1,1, , , ,0.1,41.45,22.6,52.96,31.11,2021-11-04 10:06:00,17.43315076,78.38680618,494.127
2021-11-04 15:37:00,1,1, , , ,0.1,30.35,16.0,52.515,31.395,2021-11-04 10:07:00,17.43312819,78.38682042,493.03
2021-11-04 15:38:00,1,1, , , ,0.1,31.0,15.55,51.67,31.745,2021-11-04 10:08:00,17.43113308,78.38818053,476.007
2021-11-04 15:39:00,1,1, , , ,0.1,26.0,15.9,51.405,31.98,2021-11-04 10:09:00,17.43339651,78.38523018,498.165
2021-11-04 15:40:00,1,1, , , ,0.1,25.55,18.6,50.695,31.965,2021-11-04 10:10:00,17.43709378,78.38031338,500.661
2021-11-04 15:41:00,1,1, , , ,0.1,26.0,17.35,50.455,31.85,2021-11-04 10:11:00,17.43813355,78.37906346,518.411
2021-11-04 15:42:00,1,1, , , ,0.1,23.85,15.0,50.56,31.83,2021-11-04 10:12:00,17.44159815,78.37709249,511.971
2021-11-04 15:43:00,1,1, , , ,0.1,32.65,16.9,50.295,31.835,2021-11-04 10:13:00,17.44332728,78.37716172,506.541
2021-11-04 15:44:00,1,1, , , ,0.1,65.45,36.55,50.345,31.82,2021-11-04 10:14:00,17.44841177,78.37891327,498.066
2021-11-04 15:45:00,1,1, , , ,0.0,63.15,13.6,50.57,31.66,2021-11-04 10:15:00,17.45322679,78.38273193,492.259
2021-11-04 15:46:00,1,1, , , ,0.0,35.95,15.4,51.455,31.41,2021-11-04 10:16:00,17.4595549,78.38478765,473.975
2021-11-04 15:47:00,1,1, , , ,0.0,37.55,15.8,52.62,31.255,2021-11-04 10:17:00,17.46450062,78.38537913,475.712
2021-11-04 15:48:00,1,1, , , ,0.1,33.0,16.5,52.46,31.275,2021-11-04 10:18:00,17.46929521,78.38444392,478.513
2021-11-04 15:49:00,1,1, , , ,0.1,40.4,16.6,53.22,31.255,2021-11-04 10:19:00,17.47318591,78.38140716,488.721
2021-11-04 15:50:00,1,1, , , ,0.1,30.85,16.25,52.89,31.24,2021-11-04 10:20:00,17.47308335,78.38463379,489.832
2021-11-04 15:51:00,1,1, , , ,0.1,34.1,16.45,53.165,31.14,2021-11-04 10:21:00,17.47082306,78.38896133,493.124
2021-11-04 15:52:00,1,1, , , ,0.1,36.85,15.55,53.81,31.13,2021-11-04 10:22:00,17.46822579,78.39425882,482.347
2021-11-04 15:53:00,1,1, , , ,0.1,24.95,13.05,53.96,31.14,2021-11-04 10:23:00,17.46825909,78.39953111,484.625
2021-11-04 15:54:00,1,1, , , ,0.1,24.3,14.0,53.62,31.13,2021-11-04 10:24:00,17.46963276,78.40496503,490.534
2021-11-04 15:55:00,1,1, , , ,0.1,29.1,15.95,53.505,31.13,2021-11-04 10:25:00,17.46955619,78.41044702,485.994
