created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),pm10,pm2.5,RH,Temperature
2021-11-04 14:36:00,1,1, , , ,0.0,28.95,15.3,45.85,33.51
2021-11-04 14:37:00,1,1, , , ,0.1,43.95,14.6,46.43,33.465
2021-11-04 14:38:00,1,1, , , ,0.1,27.8,13.75,46.435,33.48
2021-11-04 14:39:00,1,1, , , ,0.1,24.95,14.5,46.625,33.61
2021-11-04 14:40:00,1,1, , , ,0.1,36.9,13.95,46.565,33.885
2021-11-04 14:41:00,1,1, , , ,0.1,21.15,13.65,45.85,34.15
2021-11-04 14:42:00,1,1, , , ,0.1,27.25,13.0,44.445,34.3
2021-11-04 14:43:00,1,1, , , ,0.1,170.9,23.6,43.655,34.41
2021-11-04 14:44:00,1,1, , , ,0.0,34.5,13.35,43.805,34.5
2021-11-04 14:45:00,1,1, , , ,0.0,30.3,12.85,43.66,34.6
2021-11-04 14:46:00,1,1, , , ,0.0,32.3,13.4,43.6,34.625
2021-11-04 14:47:00,1,1, , , ,0.1,61.35,13.9,43.535,34.66
2021-11-04 14:48:00,1,1, , , ,0.0,29.2,13.35,43.345,34.715
2021-11-04 14:49:00,1,1, , , ,0.0,26.2,13.45,43.11,34.745
2021-11-04 14:51:00,1,1, , , ,0.0,57.1,16.6,43.24,34.52
2021-11-04 14:52:00,1,1, , , ,0.0,49.8,15.3,43.65,34.45
2021-11-04 14:53:00,1,1, , , ,0.0,59.55,15.65,43.465,34.38
2021-11-04 14:54:00,1,1, , , ,0.0,32.0,14.1,43.645,34.285
2021-11-04 14:55:00,1,1, , , ,0.0,70.95,16.6,43.815,34.23
2021-11-04 14:56:00,1,1, , , ,0.1,44.75,15.0,44.135,34.195
2021-11-04 14:57:00,1,1, , , ,0.1,44.2,14.7,44.49,34.17
2021-11-04 15:00:00,1,1, , , ,0.0,58.15,16.85,44.515,33.945
2021-11-04 15:01:00,1,1, , , ,0.0,27.35,13.7,45.89,33.415
2021-11-04 15:02:00,1,1, , , ,0.0,27.45,14.5,46.75,33.01
2021-11-04 15:03:00,1,1, , , ,0.1,33.8,14.9,47.625,32.675
2021-11-04 15:04:00,1,1, , , ,0.0,36.5,13.85,47.49,32.37
2021-11-04 15:05:00,1,1, , , ,0.1,33.35,14.2,48.18,32.235
2021-11-04 15:06:00,1,1, , , ,0.0,62.85,16.3,48.465,32.27
2021-11-04 15:07:00,1,1, , , ,0.1,61.6,18.9,48.55,32.24
2021-11-04 15:08:00,1,1, , , ,0.2,54.7,18.7,48.855,32.185
2021-11-04 15:09:00,1,1, , , ,0.1,48.7,18.0,49.35,32.105
2021-11-04 15:10:00,1,1, , , ,0.1,92.4,28.4,49.46,32.15
2021-11-04 15:11:00,1,1, , , ,0.1,79.4,21.6,49.62,32.135
2021-11-04 15:12:00,1,1, , , ,0.1,51.95,18.15,49.925,32.12
2021-11-04 15:13:00,1,1, , , ,0.1,85.65,20.85,50.115,32.035
2021-11-04 15:14:00,1,1, , , ,0.1,40.3,16.75,50.455,31.93
2021-11-04 15:15:00,1,1, , , ,0.1,18.7,12.55,51.065,31.625
2021-11-04 15:16:00,1,1, , , ,0.1,24.65,14.95,52.44,31.545
2021-11-04 15:17:00,1,1, , , ,0.1,26.25,15.4,51.93,31.7
2021-11-04 15:18:00,1,1, , , ,0.1,41.15,16.8,52.42,31.67
2021-11-04 15:19:00,1,1, , , ,0.1,30.8,18.45,53.0,31.52
2021-11-04 15:20:00,1,1, , , ,0.1,30.3,17.4,52.235,31.49
2021-11-04 15:21:00,1,1, , , ,0.1,40.0,18.45,52.94,31.32
2021-11-04 15:22:00,1,1, , , ,0.0,36.1,17.05,53.265,31.28
2021-11-04 15:23:00,1,1, , , ,0.0,33.5,17.65,54.11,31.255
2021-11-04 15:24:00,1,1, , , ,0.0,41.2,20.95,54.035,31.175
2021-11-04 15:25:00,1,1, , , ,0.1,33.45,18.45,54.39,30.97
2021-11-04 15:26:00,1,1, , , ,0.0,20.65,15.15,54.065,30.695
2021-11-04 15:27:00,1,1, , , ,0.0,40.2,18.75,54.495,30.88
2021-11-04 15:28:00,1,1, , , ,0.1,23.45,14.25,53.79,30.925
2021-11-04 15:29:00,1,1, , , ,0.1,19.9,15.1,53.535,30.715
2021-11-04 15:30:00,1,1, , , ,0.1,24.15,16.3,53.76,30.485
2021-11-04 15:31:00,1,1, , , ,0.1,24.45,15.65,53.54,30.49
2021-11-04 15:32:00,1,1, , , ,0.0,27.85,15.05,53.77,30.69
2021-11-04 15:33:00,1,1, , , ,0.0,40.1,16.35,52.89,30.77
2021-11-04 15:34:00,1,1, , , ,0.1,26.15,14.25,53.115,30.825
2021-11-04 15:35:00,1,1, , , ,0.1,66.85,18.95,52.95,30.895
2021-11-04 15:36:00,1,1, , , ,0.1,41.45,22.6,52.96,31.11
2021-11-04 15:37:00,1,1, , , ,0.1,30.35,16.0,52.515,31.395
2021-11-04 15:38:00,1,1, , , ,0.1,31.0,15.55,51.67,31.745
2021-11-04 15:39:00,1,1, , , ,0.1,26.0,15.9,51.405,31.98
2021-11-04 15:40:00,1,1, , , ,0.1,25.55,18.6,50.695,31.965
2021-11-04 15:41:00,1,1, , , ,0.1,26.0,17.35,50.455,31.85
2021-11-04 15:42:00,1,1, , , ,0.1,23.85,15.0,50.56,31.83
2021-11-04 15:43:00,1,1, , , ,0.1,32.65,16.9,50.295,31.835
2021-11-04 15:44:00,1,1, , , ,0.1,65.45,36.55,50.345,31.82
2021-11-04 15:45:00,1,1, , , ,0.0,63.15,13.6,50.57,31.66
2021-11-04 15:46:00,1,1, , , ,0.0,35.95,15.4,51.455,31.41
2021-11-04 15:47:00,1,1, , , ,0.0,37.55,15.8,52.62,31.255
2021-11-04 15:48:00,1,1, , , ,0.1,33.0,16.5,52.46,31.275
2021-11-04 15:49:00,1,1, , , ,0.1,40.4,16.6,53.22,31.255
2021-11-04 15:50:00,1,1, , , ,0.1,30.85,16.25,52.89,31.24
2021-11-04 15:51:00,1,1, , , ,0.1,34.1,16.45,53.165,31.14
2021-11-04 15:52:00,1,1, , , ,0.1,36.85,15.55,53.81,31.13
2021-11-04 15:53:00,1,1, , , ,0.1,24.95,13.05,53.96,31.14
2021-11-04 15:54:00,1,1, , , ,0.1,24.3,14.0,53.62,31.13
2021-11-04 15:55:00,1,1, , , ,0.1,29.1,15.95,53.505,31.13
2021-11-04 15:56:00,1,1, , , ,0.1,39.4,14.8,53.48,31.14
2021-11-04 15:57:00,1,1, , , ,0.1,23.2,13.65,52.945,31.095
2021-11-04 15:58:00,1,1, , , ,0.1,37.7,18.45,52.345,31.185
2021-11-04 15:59:00,1,1, , , ,0.3,53.0,20.55,52.5,31.34
2021-11-04 16:00:00,1,1, , , ,0.1,49.4,21.7,52.245,31.55
2021-11-04 16:01:00,1,1, , , ,0.2,68.4,20.5,51.69,31.63
2021-11-04 16:02:00,1,1, , , ,0.1,48.3,23.8,51.175,31.675
2021-11-04 16:03:00,1,1, , , ,0.1,36.15,16.25,51.415,31.68
2021-11-04 16:04:00,1,1, , , ,0.1,80.9,23.75,51.13,31.72
2021-11-04 16:05:00,1,1, , , ,0.2,71.75,24.4,51.145,31.72
2021-11-04 16:06:00,1,1, , , ,0.1,59.05,21.9,51.81,31.7
2021-11-04 16:07:00,1,1, , , ,0.1,37.0,17.3,52.3,31.65
2021-11-04 16:08:00,1,1, , , ,0.2,44.8,20.8,52.41,31.6
2021-11-04 16:09:00,1,1, , , ,0.2,80.3,32.8,52.6,31.55
2021-11-04 16:10:00,1,1, , , ,0.2,60.5,26.55,52.365,31.555
2021-11-04 16:11:00,1,1, , , ,0.4,67.5,22.0,52.365,31.6
2021-11-04 16:12:00,1,1, , , ,0.2,81.0,28.6,51.77,31.68
2021-11-04 16:13:00,1,1, , , ,0.2,179.45,96.55,51.775,31.76
2021-11-04 16:14:00,1,1, , , ,0.2,119.9,24.4,51.36,31.865
2021-11-04 16:15:00,1,1, , , ,0.1,206.75,38.85,51.03,32.03
2021-11-04 16:16:00,1,1, , , ,0.2,159.35,23.8,50.365,32.14
2021-11-04 16:17:00,1,1, , , ,0.2,76.7,21.4,49.92,32.18
2021-11-04 16:18:00,1,1, , , ,0.2,50.05,18.8,50.16,32.135
2021-11-04 16:19:00,1,1, , , ,0.9,87.35,33.7,50.16,32.21
2021-11-04 16:20:00,1,1, , , ,0.2,66.65,24.8,49.685,32.245
2021-11-04 16:21:00,1,1, , , ,0.1,44.05,24.3,49.395,32.185
2021-11-04 16:22:00,1,1, , , ,0.1,48.6,21.75,49.555,32.13
2021-11-04 16:23:00,1,1, , , ,0.1,66.1,26.55,50.16,32.065
2021-11-04 16:24:00,1,1, , , ,0.1,328.25,146.25,49.93,32.04
2021-11-04 16:25:00,1,1, , , ,0.1,45.7,20.1,49.88,31.965
2021-11-04 16:26:00,1,1, , , ,0.1,63.4,16.2,50.07,31.76
2021-11-04 16:27:00,1,1, , , ,0.2,40.4,18.35,51.015,31.6
2021-11-04 16:28:00,1,1, , , ,0.1,34.85,18.2,51.22,31.6
2021-11-04 16:29:00,1,1, , , ,0.1,49.45,20.45,51.765,31.515
2021-11-04 16:30:00,1,1, , , ,0.1,35.85,18.55,52.245,31.425
2021-11-04 16:31:00,1,1, , , ,0.1,81.3,22.75,53.02,31.35
2021-11-04 16:32:00,1,1, , , ,0.2,48.2,16.7,53.37,31.165
2021-11-04 16:33:00,1,1, , , ,0.2,27.6,17.25,53.12,31.07
2021-11-04 16:34:00,1,1, , , ,0.1,67.8,30.4,53.43,30.97
