Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-11-04 16:50:00,1,1, , , ,0.2,1636024820747.5,29.31,51.775,950.119,90,-1797.5,360,1509,1801.5,1005,0,34.162,32.273,34.19,34.196,226.172,256.934,257.562,257.664,257.72,0.535,-0.048,0.016,0.008,32000,256,32896,77.77,73.488,82.116,0,0,4031.5,90,30,30,30,30,30,30,30,30,120,30,30,1,1,1636024822013.5,17.443,78.492,2.15,266.722,57.329,202.011,0.267,1.255,20.225,151.65,9.429,23.572,8.199,20.497,0
2021-11-04 16:51:00,1,1, , , ,0.2,1636024872598,29.29,51.977,949.819,93,-1846,369,1548,1746,990,0,33.447,31.552,33.513,33.526,221.012,251.146,251.81,251.92,251.976,0.546,0,-0.064,0.016,0,64512,256,72.309,69.496,77.892,0,0,4054,90,30,30,30,30,30,30,30,30,120,30,30,1,1,1636024873579,17.443,78.495,3.6,274.133,55.555,207.223,0.274,1.229,19.964,151.8,9.231,23.078,8.027,20.068,0
2021-11-04 17:14:00,1,1, , , ,0.1,1636026279723,28.87,54.926,952.81,69,-1386,373,1546,1971,1052,0,25.068,23.601,25.157,25.175,165.2,187.803,188.351,188.444,188.487,0.562,0.048,-0.064,-0.096,768,64512,64000,67.802,61.839,73.93,0,0,4002,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026283932,17.409,78.544,3.2,280.399,62.785,165.705,0.28,1.178,19.637,131.9,6.919,17.297,6.016,15.041,0
2021-11-04 17:15:00,1,1, , , ,0.1,1636026338548.33,28.93,54.873,953.302,71.667,-1429,396.667,1611,2090,1086.667,0,36.754,34.742,36.767,36.769,243.53,276.619,277.272,277.377,277.437,0.527,0,0.027,0.043,21845.333,22272,22528,70.286,63.989,76.987,0,0,4033.667,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026339682.67,17.406,78.544,2.8,299.269,66.593,170.305,0.299,1.364,21.414,137.7,10.144,25.36,8.821,22.053,0
2021-11-04 17:19:00,1,1, ,0.041,0.029, ,1636026573878.5,28.76,54.882,954.11,88.5,-1766,352,1487.5,1778,1001,0,49.84,47.131,49.84,49.84,330.422,375.285,376.148,376.287,376.367,0.502,0.016,0.008,-0.128,256,128,63488,75.641,67.414,82.125,0,0,4024,89,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026575024.5,17.401,78.554,1.95,263.593,56.609,199.601,0.264,1.394,21.701,151.55,13.756,34.389,11.962,29.904,0
2021-11-04 17:20:00,1,1, ,0.05,0.035, ,1636026635886.5,28.795,54.448,954.317,80,-1593,346.5,1470,1887,1029.5,0,46.45,43.926,46.45,46.45,307.949,349.759,350.564,350.693,350.768,0.505,-0.016,0.008,-0.008,65280,128,32640,66.712,62.544,73.009,0,0,4030,89,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026637012,17.401,78.554,1.1,258.751,60.092,184.843,0.259,1.401,21.795,148.2,12.82,32.05,11.148,27.87,0
2021-11-04 17:21:00,1,1, ,0.112,0.042, ,1636026698673,28.925,54.229,954.328,78.5,-1567.5,346.5,1472,1887,1033.5,0,42.999,40.662,42.999,42.999,285.07,323.774,324.519,324.639,324.708,0.518,-0.016,-0.024,0.048,32512,65152,33536,68.472,63.321,74.576,0,0,4021.5,89,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026699792,17.401,78.554,3.7,258.478,60.09,182.182,0.258,1.37,21.478,150.2,11.868,29.669,10.32,25.799,0
2021-11-04 17:22:00,1,1, ,0.063,0.039, ,1636026775607,29.01,54.161,954.606,81,-1625,373,1546,1803,1004,0,28.117,26.583,28.122,28.123,186.351,211.662,212.155,212.235,212.28,0.523,-0.128,0,-0.096,63488,0,64000,80.894,78.387,82.694,0,0,4018,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026776732,17.402,78.56,3.1,279.59,57.402,186.481,0.28,1.176,19.54,151.2,7.76,19.401,6.748,16.87,0
2021-11-04 17:23:00,1,1, ,0.04,0.027, ,1636026807003,28.93,53.899,954.336,83,-1651,369,1537,1771,992,0,30.721,29.035,30.736,30.739,203.509,231.169,231.72,231.809,231.859,0.518,0.032,0.032,0.08,512,512,1280,74.789,66.473,79.859,0,0,4019,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026808132,17.404,78.558,3.2,276.169,56.375,189.997,0.276,1.198,19.775,151.3,8.479,21.198,7.373,18.433,0
2021-11-04 17:24:00,1,1, ,0.042,0.033, ,1636026855357.5,28.865,54.21,954.713,82,-1636,349.5,1481.5,1758.5,991.5,0,25.786,24.378,25.791,25.792,170.894,194.106,194.56,194.633,194.674,0.528,0.032,0.024,0.008,512,33152,32896,73.846,69.359,78.618,0,0,4028,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026856504.5,17.402,78.56,4.15,260.888,55.978,188.286,0.261,1.128,19.073,151.25,7.117,17.792,6.189,15.471,0
2021-11-04 17:25:00,1,1, ,0.066,0.035, ,1636026920693.5,28.84,54.351,955.015,85,-1690,401,1622,1951.5,1045,0,46.122,43.333,46.364,46.412,253.097,344.707,345.815,346.005,346.088,0.564,-0.048,0.088,0.072,64768,34176,1152,71.081,68.095,75.814,0,0,4022,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636026921951,17.401,78.56,3.8,302.272,62.155,193.501,0.302,1.421,21.92,151.4,12.73,31.824,11.069,27.673,0
2021-11-04 17:26:00,1,1, ,0.087,0.048, ,1636027011559,28.87,54.974,955.573,82,-1626,363,1516,2075,1084,0,46.669,43.932,46.841,46.876,307.489,349.57,350.599,350.773,350.854,0.559,0.032,0.08,0.112,512,1280,1792,75.51,71.042,83.017,0,0,4019,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027013554,17.392,78.559,3,272.439,66.114,188.265,0.272,1.467,22.34,151.2,12.881,32.202,11.201,28.001,0
2021-11-04 17:27:00,1,1, ,0.068,0.054, ,1636027057578,28.785,55.469,956.093,89,-1773,313,1379,1630,958.5,0,25.385,23.507,25.812,25.897,163.559,186.589,187.573,187.755,187.81,0.575,-0.04,-0.16,0,64896,62976,32768,75.676,69.889,79.623,0,0,4021,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027058779.5,17.387,78.559,3.3,232.927,51.879,200.443,0.233,1.084,18.616,151.6,7.006,17.516,6.092,15.231,0
2021-11-04 17:28:00,1,1, ,0.064,0.04, ,1636027119782.5,28.595,56.414,956.24,93.5,-1866,356.5,1501.5,1974.5,1053.5,0,29.671,27.806,29.888,29.932,194.304,221.104,221.895,222.034,222.089,0.532,0.112,0.08,-0.128,34560,34048,63488,75.194,70.58,78.93,0,0,4018,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027120907,17.382,78.558,3.35,268.762,62.912,208.323,0.269,1.237,20.101,151.85,8.189,20.473,7.121,17.803,0
2021-11-04 17:31:00,1,1, ,0.082,0.048, ,1636027284374.5,28.505,55.778,955.765,83.5,-1665.5,332.5,1430.5,1730,985,0,82.138,77.675,82.138,82.138,544.552,618.487,619.91,620.138,620.27,0.503,0.024,0,0.048,33152,32768,768,73.222,68.02,79.523,0,0,4009.5,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027285836.5,17.371,78.558,2.25,248.968,55.081,191.027,0.249,1.585,23.563,151.55,22.67,56.675,19.713,49.283,0
2021-11-04 17:32:00,1,1, ,0.094,0.07, ,1636027331553,28.55,56.018,955.293,78,-1564,315,1382,1628,958,0,34.445,32.506,34.503,34.514,227.72,258.749,259.42,259.53,259.588,0.54,-0.016,-0.016,0.064,65280,65280,1024,76.44,72.848,82.592,0,0,4019,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027332684,17.367,78.557,2.3,235.169,51.82,181.454,0.235,1.19,19.828,151,9.507,23.767,8.267,20.667,0
2021-11-04 17:34:00,1,1, ,0.045,0.041, ,1636027480143,28.66,55.78,955.092,64,-1284,347,1472,1932,1038,0,36.301,34.273,36.348,36.357,240.138,272.834,273.523,273.636,273.696,0.541,-0.016,0.016,-0.128,65280,256,63488,79.397,62.757,88.737,0,0,4015,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027484834,17.362,78.558,1.7,260.509,61.546,157.109,0.261,1.308,21.042,121.1,10.019,25.047,8.712,21.78,0
2021-11-04 17:35:00,1,1, ,0.071,0.047, ,1636027526460.5,28.81,55.245,955.122,72,-1442,355,1495.5,1905,1030,0,34.509,32.574,34.56,34.57,228.218,259.303,259.965,260.074,260.132,0.548,-0.04,0.016,-0.04,64896,256,32128,74.694,65.381,81.371,0,0,4011.5,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027527586,17.362,78.558,1.05,266.324,60.677,170.933,0.266,1.282,20.689,138.4,9.524,23.811,8.282,20.705,0
2021-11-04 17:36:00,1,1, ,0.074,0.037, ,1636027590321,28.99,54.791,955.136,68,-1353,371,1538,1972.5,1054.5,0,63.164,59.632,63.25,63.267,417.808,474.7,475.903,476.101,476.205,0.536,0.032,0,-0.008,512,32768,32640,69.473,63.975,73.931,0,0,4007.5,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027592123,17.362,78.558,1.1,278.611,62.833,163.914,0.279,1.538,23.028,143.85,17.433,43.583,15.159,37.898,0
2021-11-04 17:37:00,1,1, ,0.076,0.046, ,1636027651660.5,29.095,54.617,955.126,65.5,-1312,348.5,1476,1907,1032,0,42.28,39.972,42.288,42.29,280.203,318.264,319.007,319.127,319.195,0.529,-0.016,0.016,0.024,65280,256,384,67.78,63.944,75.081,0,0,4014,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027652763.5,17.362,78.558,1.8,260.379,60.735,159.528,0.26,1.369,21.533,124.15,11.669,29.173,10.147,25.368,0
2021-11-04 17:38:00,1,1, ,0.068,0.045, ,1636027714244,29.17,54.355,955.179,63.5,-1263.5,327,1418.5,1898,1034,0,30.428,28.713,30.48,30.491,201.148,228.56,229.154,229.252,229.302,0.531,0.024,0.008,-0.024,384,128,32384,68.19,62.963,76.855,0,0,4011.5,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027715350.5,17.362,78.558,0.9,242.875,60.445,156.027,0.243,1.237,20.246,119.75,8.398,20.995,7.303,18.257,0
2021-11-04 17:39:00,1,1, ,0.128,0.056, ,1636027778203.5,29.24,54.219,955.154,61,-1221.5,394,1605,2008.5,1063.5,0,43.65,41.278,43.65,43.65,289.385,328.675,329.432,329.553,329.623,0.505,-0.032,0,-0.04,65024,0,64896,70.024,65.726,75.155,0,0,4004,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027779494.5,17.362,78.558,1.05,296.355,63.979,151.657,0.296,1.404,21.838,116.75,12.047,30.118,10.476,26.19,0
2021-11-04 17:40:00,1,1, ,0.074,0.043, ,1636027836703,29.23,54.205,955.187,68.5,-1366,375.5,1554,1964,1050,0,32.635,30.793,32.694,32.706,215.706,245.107,245.748,245.854,245.908,0.541,0.032,0,-0.024,512,32768,32384,72.612,67.688,82.389,0,0,4012,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027837991,17.362,78.558,0.9,281.535,62.555,164.679,0.282,1.281,20.605,130.65,9.007,22.518,7.832,19.581,0
2021-11-04 17:41:00,1,1, ,0.08,0.045, ,1636027899688.5,29.25,54.008,955.22,60.5,-1203,323,1405.5,1892.5,1026.5,0,30.238,28.317,30.475,30.523,197.828,225.147,225.974,226.119,226.176,0.572,-0.032,0.008,0.048,65024,128,33536,66.836,62.205,75.143,0,0,3998.5,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027900829,17.362,78.558,0.9,239.298,60.265,150.79,0.239,1.234,20.23,113.25,8.346,20.864,7.257,18.143,0
2021-11-04 17:42:00,1,1, ,0.096,0.054, ,1636027962088.5,29.28,53.904,955.212,63,-1254.5,340,1455,1874.5,1026.5,0,32.779,30.936,32.833,32.843,216.726,246.254,246.89,246.995,247.049,0.548,0,-0.024,-0.024,0,65152,32384,65.039,60.595,73.084,0,0,4012.5,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636027963299,17.362,78.558,1.05,252.794,59.688,155.116,0.253,1.261,20.478,118.65,9.047,22.618,7.867,19.668,0
2021-11-04 17:43:00,1,1, ,0.082,0.052, ,1636028022534,29.275,54.073,955.244,67,-1333.5,376,1551,1928,1038.5,0,50.298,47.475,50.374,50.389,332.613,377.92,378.888,379.048,379.131,0.536,0.008,0.008,-0.016,32896,128,32512,70.843,67.842,74.228,0,0,4009.5,88,30,30,30,30,30,30,30,30,120,30,30,1,1,1636028023660,17.362,78.558,0.9,281.785,61.402,162.057,0.282,1.443,22.164,129.65,13.882,34.705,12.071,30.179,0
2021-11-04 17:44:00,1,1, ,0.057,0.043, ,1636028083282.5,29.27,54.047,955.246,69.5,-1391.5,344.5,1463.5,1869,1023,0,37.933,35.847,37.955,37.959,251.249,285.402,286.087,286.198,286.259,0.537,0.008,0,0.048,128,0,768,68.037,63.709,76.52,0,0,4010,87,30,30,30,30,30,30,30,30,120,30,30,1,1,1636028084445.5,17.362,78.558,0.9,256.541,59.514,166.399,0.257,1.318,20.99,132.75,10.47,26.174,9.104,22.76,0
2021-11-04 17:45:00,1,1, ,0.067,0.042, ,1636028131068,29.28,53.965,955.25,62,-1230,388,1584,2007,1065,0,37.674,35.627,37.675,37.675,249.766,283.678,284.331,284.436,284.496,0.518,-0.032,0,0.112,65024,0,1792,65.508,62.588,69.233,0,0,4003,87,30,30,30,30,30,30,30,30,120,30,30,1,1,1636028132300,17.362,78.558,1,291.286,63.929,153.38,0.291,1.359,21.419,116.5,10.398,25.995,9.042,22.605,0
2021-11-04 17:46:00,1,1, ,0.074,0.043, ,1636028179026.5,29.28,53.892,955.255,65.5,-1315.5,347,1472.5,1919.5,1039,0,35.15,33.219,35.168,35.171,232.837,264.484,265.115,265.218,265.275,0.536,-0.008,-0.008,-0.008,32640,32640,32640,67.996,61.192,78.647,0,0,3992,87,30,30,30,30,30,30,30,30,120,30,30,1,1,1636028180152.5,17.362,78.558,1.05,258.388,61.128,159.456,0.258,1.301,20.843,124.1,9.701,24.253,8.436,21.09,0
2021-11-04 17:47:00,1,1, ,0.122,0.044, ,1636028241729.5,29.27,53.861,955.22,72,-1441,377,1558.5,1956.5,1041,0,47.606,45.013,47.612,47.613,310.948,358.408,359.24,359.373,359.45,0.516,0,0.008,-0.056,0,128,31872,70.359,65.884,75.916,0,0,4006,87,30,30,30,30,30,30,30,30,120,30,30,1,1,1636028242836,17.362,78.558,1.55,282.381,62.312,170.742,0.282,1.444,22.164,138.2,13.139,32.848,11.426,28.564,0
2021-11-04 17:48:00,1,1, ,0.118,0.054, ,1636028303829.5,29.24,54.092,955.213,69.5,-1386.5,364.5,1522.5,1894.5,1029.5,0,44.022,41.616,44.034,44.037,291.723,331.354,332.132,332.257,332.328,0.524,-0.048,0,0.024,32640,32640,384,67.335,62.352,74.723,0,0,3998,87,30,30,30,30,30,30,30,30,120,30,30,1,1,1636028304925,17.362,78.558,1,272.613,60.33,166.412,0.273,1.385,21.64,132.75,12.15,30.375,10.565,26.413,0
2021-11-04 17:49:00,1,1, ,0.088,0.047, ,1636028359795,29.27,54.072,955.258,66,-1318,361,1509,1925,1040,0,38.154,36.081,38.154,38.154,252.952,287.296,287.957,288.062,288.124,0.503,-0.016,-0.016,-0.016,65280,65280,65280,68.836,60.782,81.738,0,0,4000,87,30,30,30,30,30,30,30,30,120,30,30,1,1,1636028360894,17.362,78.558,1.4,269.777,61.306,160.324,0.27,1.338,21.207,125.1,10.531,26.326,9.157,22.893,0
2021-11-04 18:21:00,1,1, ,0.084,0.05, ,1636030311093,28.01,57.535,951.544,74,-1469,292,1325,1814,1009,0,24.197,22.843,24.231,24.237,160.05,181.845,182.307,182.383,182.422,0.546,-0.048,-0.016,0.048,64768,65280,768,68.451,65.502,76.74,0,0,3988,84,30,30,30,30,30,30,30,30,120,30,30,1,1,1636030316344,17.334,78.588,3.6,218.478,57.786,174.738,0.218,1.109,19.059,143.1,6.678,16.696,5.807,14.518,0
2021-11-04 18:22:00,1,1, ,0.072,0.056, ,1636030347143,28.06,57.638,951.534,81,-1611,381,1577,1960,1046,0,31.889,30.066,31.965,31.981,210.559,239.295,239.946,240.054,240.108,0.55,0.064,-0.016,-0.112,1024,65280,63744,73.366,68.523,80.782,0,0,3978,84,30,30,30,30,30,30,30,30,120,30,30,1,1,1636030347465,17.333,78.589,7,289.815,62.459,186.86,0.29,1.254,20.456,151.2,8.801,22.003,7.653,19.133,1
2021-11-04 18:23:00,1,1, ,0.076,0.06, ,1636030382049,28.04,57.684,951.207,84,-1681,316,1387,1864,1025,0,35.043,33.075,35.097,35.108,231.722,263.288,263.964,264.076,264.134,0.55,0.08,-0.096,0.016,1280,64000,256,78.173,73.993,83.602,0,0,3977,84,30,30,30,30,30,30,30,30,120,30,30,1,1,1636030382414,17.33,78.594,5.2,237.825,59.388,192.075,0.238,1.262,20.549,151.3,9.672,24.179,8.41,21.026,0
2021-11-04 19:05:00,1,1, ,0.124,0.112, ,1636032924324,27.63,58.59,954.246,62.5,-1242,276.5,1274.5,1767,991.5,0,230.492,217.967,230.493,230.493,1528.093,1735.567,1739.561,1740.2,1740.57,0.504,0,-0.008,-0.024,0,32640,32384,71.3,50.418,89.763,0,0,3936.5,82,30,30,30,30,30,30,30,30,120,30,30,1,1,1636032867017,17.353,78.539,1.25,207.268,56.292,154.94,0.207,2.218,29.478,155.7,63.616,159.04,55.318,138.295,0
2021-11-04 19:07:00,1,1, ,0.117,0.107, ,1636033046766,27.96,57.781,954.299,59,-1184,292,1315,1842,1018,0,1826.336,1690.422,1857.721,1863.997,11759.558,13416.797,13488.482,13501.708,13505.709,0.661,-0.016,0.016,-0.08,65280,256,64256,68.321,50.558,90.29,0,0,3945,82,30,30,30,30,30,30,30,30,120,30,30,1,1,1636032989637,17.353,78.539,0.9,218.74,58.684,148.724,0.219,4.363,44.634,204,504.069,1260.172,438.321,1095.801,0
2021-11-04 19:10:00,1,1, ,0.128,0.125, ,1636033229781,28.25,57.014,954.237,65,-1304,289,1318,1860,1022,0,135.123,127.776,135.127,135.128,895.784,1017.414,1019.76,1020.137,1020.353,0.513,-0.032,-0.016,-0.144,65024,0,63232,68.814,51.648,90.016,0,0,3938,81,30,30,30,30,30,30,30,30,120,30,30,1,1,1636033172842,17.353,78.539,0.9,215.459,59.253,159.015,0.215,1.936,26.896,152.8,37.294,93.235,32.43,81.074,0
2021-11-04 19:13:00,1,1, ,0.153,0.142, ,1636033427494,28.55,56.198,954.268,61,-1216,285,1302,1782,1001,0,147.659,139.615,147.675,147.679,978.748,1111.667,1114.247,1114.661,1114.898,0.528,-0.016,0.032,-0.032,65280,512,65024,58.821,48.835,69.391,0,0,3931,81,30,30,30,30,30,30,30,30,120,30,30,1,1,1636033370160,17.353,78.539,0.9,211.325,56.75,151.946,0.211,1.961,27.116,153.2,40.754,101.884,35.438,88.595,0
2021-11-04 19:17:00,1,1, ,0.202,0.172, ,1636033665155,28.72,55.702,954.381,61,-1215,290,1316,1778,1000,0,186.041,175.698,186.241,186.28,1231.18,1398.726,1402.204,1402.772,1403.077,0.536,0,-0.032,0.016,0,65024,256,67.55,53.886,79.464,0,0,3927,81,30,30,30,30,30,30,30,30,120,30,30,1,1,1636033607749,17.353,78.539,0.9,214.767,56.617,151.875,0.215,2.112,28.345,154.3,51.347,128.368,44.65,111.624,0
2021-11-04 19:21:00,1,1, ,0.168,0.16, ,1636033908782,28.82,55.306,954.434,68,-1366,286,1299,1796,1003,0,188.658,178.401,188.664,188.665,1250.692,1420.511,1423.787,1424.312,1424.614,0.516,-0.016,-0.032,0.096,65280,65024,1536,64.459,49.693,72.61,0,0,3925,80,30,30,30,30,30,30,30,30,120,30,30,1,1,1636033851134,17.353,78.539,0.9,211.133,57.189,163.984,0.211,2.134,28.406,154.4,52.07,130.174,45.278,113.195,0
2021-11-04 19:26:00,1,1, ,0.126,0.118, ,1636034168757,28.72,55.594,954.548,58,-1157,288,1308,1725,987,0,199.115,188.057,199.318,199.359,1317.815,1497.13,1500.84,1501.445,1501.771,0.532,0,0,0,0,0,0,66.198,54.551,76.383,0,0,3914,80,30,30,30,30,30,30,30,30,120,30,30,1,1,1636034113886,17.353,78.539,0.9,213.061,54.92,146.671,0.213,2.128,28.542,154.7,54.956,137.389,47.788,119.469,0
2021-11-04 19:29:00,1,1, ,0.147,0.129, ,1636034379876,28.7,55.675,954.517,62,-1231,289,1309,1739,990,0,199.271,188.442,199.271,199.271,1321.106,1500.475,1503.928,1504.481,1504.8,0.518,-0.032,-0.016,-0.048,65024,65280,64768,62.291,51.337,81.095,0,0,3929,80,30,30,30,30,30,30,30,30,120,30,30,1,1,1636034321855,17.353,78.539,0.9,213.95,55.369,153.621,0.214,2.136,28.551,154.7,54.999,137.497,47.825,119.562,0
2021-11-04 19:34:00,1,1, ,0.293,0.226, ,1636034699731,28.81,55.436,954.561,58,-1166,281,1289,1700,972,0,150.021,150.38,150.577,150.581,1054.265,1197.404,1200.16,1200.601,1200.856,0.54,0,-0.016,-0.112,0,65280,63744,63.426,53.643,76.032,0,0,3915,80,30,30,30,30,30,30,30,30,120,30,30,1,1,1636034641768,17.353,78.539,0.9,207.261,54.119,146.631,0.207,1.936,26.913,153.2,41.406,103.515,36.005,90.013,0
2021-11-04 19:39:00,1,1, ,0.241,0.233, ,1636034975384,28.84,55.428,954.576,59,-1181,296,1329,1767,993,0,357.347,337.928,357.347,357.347,2369.104,2690.763,2696.955,2697.946,2698.519,0.506,0,0,0.096,0,0,1536,65.009,54.967,73.115,0,0,3905,79,30,30,30,30,30,30,30,30,120,30,30,1,1,1636034917016,17.353,78.539,0.9,219.25,56.263,148.352,0.219,2.591,32.159,159.5,98.628,246.569,85.763,214.408,0
2021-11-04 19:43:00,1,1, ,0.178,0.165, ,1636035232551,28.88,55.456,954.691,72,-1442,285,1298,1750,989,0,233.147,220.46,233.163,233.166,1545.525,1755.394,1759.453,1760.104,1760.479,0.513,-0.016,0,-0.016,65280,0,65280,63.047,52.619,78.601,0,0,3907,79,30,30,30,30,30,30,30,30,120,30,30,1,1,1636035174266,17.353,78.539,0.9,210.451,55.719,170.894,0.21,2.256,29.356,155.8,64.349,160.871,55.955,139.888,0
2021-11-04 19:48:00,1,1, ,0.189,0.173, ,1636035518988,28.83,55.667,954.773,60,-1190,282,1298,1739,990,0,209.996,198.421,210.136,210.164,1390.656,1579.739,1583.556,1584.175,1584.517,0.557,0,0,-0.064,0,0,64512,65.747,55.378,74.025,0,0,3900,79,30,30,30,30,30,30,30,30,120,30,30,1,1,1636035460878,17.353,78.539,0.9,208.278,55.369,150.087,0.208,2.175,28.87,155.1,57.959,144.897,50.399,125.998,0
2021-11-04 19:58:00,1,1,0, , , ,1636036100384,28.88,55.854,954.931,69,-1368,297,1333,1800,1008,0,246.078,232.665,246.113,246.12,1631.032,1852.549,1856.858,1857.55,1857.946,0.53,0.032,-0.016,-0.064,512,65280,64512,73.19,55.531,86.918,0,0,3902,78,30,30,30,30,30,30,30,30,120,30,30,1,1,1636036042057,17.353,78.539,0.9,220.447,57.324,165.678,0.22,2.325,29.917,156.1,67.918,169.794,59.059,147.647,0
2021-11-04 20:00:00,1,1,2.36, , , ,1636036237172,28.725,56.165,954.975,73.5,-1466.5,289,1314,1790.5,998,0,246.701,233.292,246.704,246.704,1635.529,1857.594,1861.871,1862.556,1862.952,0.505,-0.024,-0.016,-0.016,32384,65280,32512,73.924,59.843,84.175,0,0,3892.5,78,30,30,30,30,30,30,30,30,120,30,30,1,1,1636036177672,17.352,78.539,2.1,214.416,57.022,173.555,0.214,2.316,29.836,156.2,68.09,170.224,59.208,148.021,0
2021-11-04 20:04:00,1,1,2.33, , , ,1636036444220,28.58,56.959,954.753,68,-1357,366,1523,2021,1067,0,323.346,305.775,323.346,323.346,2143.69,2434.743,2440.346,2441.243,2441.761,0.523,0,-0.048,-0.032,0,64768,65024,72.242,62.388,83.746,0,0,3900,78,30,30,30,30,30,30,30,30,120,30,30,1,1,1636036386749,17.352,78.539,1.3,276.906,64.406,164.062,0.277,2.658,32.506,158.5,89.243,223.109,77.603,194.008,0
2021-11-04 20:52:00,1,1,3.83, , , ,1636039369615,28.32,58.546,953.912,61,-1208,317,1388,1907,1033,0,246.968,233.351,247.137,247.171,1635.455,1857.83,1862.325,1863.054,1863.456,0.561,0,0,-0.016,0,0,65280,68.782,64.667,72.625,0,0,3862,75,30,30,30,30,30,30,30,30,120,30,30,1,1,1636039372317,17.411,78.477,3.216,239.337,60.774,152.002,0.239,2.37,30.492,156.2,68.163,170.408,59.272,148.181,0
2021-11-04 20:53:00,1,1,2.26, , , ,1636039418403,28.445,58.178,953.827,60.5,-1214,365.5,1525.5,1976.5,1051.5,0,253.322,239.556,253.323,253.323,1679.448,1907.471,1911.86,1912.564,1912.97,0.503,-0.016,-0.04,-0.024,32512,32128,32384,69.946,64.846,78.56,0,0,3853.5,75,30,30,30,30,30,30,30,30,120,30,30,1,1,1636039419323.5,17.412,78.477,3.216,277.755,62.995,151.082,0.278,2.432,30.927,156.4,69.917,174.792,60.797,151.993,0
2021-11-04 20:55:00,1,1,1.78, , , ,1636039502581,28.44,58.07,953.342,51,-1022,286,1301,1746,994,0,208.59,197.127,208.701,208.723,1381.672,1569.477,1573.231,1573.839,1574.177,0.562,0,-0.016,0.032,0,65280,512,73.45,68.235,80.792,0,0,3870,75,30,30,30,30,30,30,30,30,120,30,30,1,1,1636039576079,17.415,78.479,9.648,213.998,55.618,134.6,0.214,2.163,29,155,57.571,143.927,50.062,125.154,1
2021-11-04 20:56:00,1,1,1.7, , , ,1636039573149,27.86,59.591,953.251,74,-1476,392,1596,1928,1041,0,290.785,274.81,290.933,290.963,1926.174,2187.981,2193.208,2194.053,2194.525,0.542,-0.096,0.016,0.208,64000,256,3328,79.819,72.999,86.596,0,0,3871,75,30,30,30,30,30,30,30,30,120,30,30,1,1,1636039576078,17.42,78.483,9.648,300.615,61.456,174.762,0.301,2.492,31.39,157.5,80.257,200.641,69.788,174.471,1
