Date Time,Epoch date,Battery_percentage,NO2_ppb_megasense, NO2(ppm),NO2_ppb,NO2_mega_ppm
25-06-2021 09:29,1624593590,100,2542,0.013,13,2.542
25-06-2021 09:36,1624593968,100,2550,0.01,10,2.55
25-06-2021 09:43,1624594392,100,2532,0.014,14,2.532
25-06-2021 09:49,1624594783,100,2535,0.013,13,2.535
25-06-2021 09:55,1624595131,100,2528,0.012,12,2.528
25-06-2021 10:07,1624595841,100,2553,0.015,15,2.553
25-06-2021 10:16,1624596404,100,2550,0.014,14,2.55
25-06-2021 10:25,1624596901,100,2560,0.014,14,2.56
25-06-2021 10:35,1624597505,100,2564,0.012,12,2.564
25-06-2021 10:41,1624597890,100,2535,0.013,13,2.535
25-06-2021 11:01,1624599074,100,2560,0.012,12,2.56
25-06-2021 11:10,1624599602,100,2571,0.014,14,2.571
25-06-2021 11:19,1624600152,100,2550,0.014,14,2.55
25-06-2021 11:30,1624600858,100,2550,0.012,12,2.55
25-06-2021 11:41,1624601485,100,2553,0.013,13,2.553
25-06-2021 11:49,1624601942,100,2567,0.013,13,2.567
25-06-2021 11:57,1624602441,100,2564,0.012,12,2.564
25-06-2021 12:03,1624602832,100,2567,0.012,12,2.567
25-06-2021 12:09,1624603186,100,2528,0.012,12,2.528
25-06-2021 12:15,1624603528,100,2589,0.012,12,2.589
25-06-2021 12:22,1624603965,100,2596,0.013,13,2.596
25-06-2021 12:31,1624604460,100,2596,0.013,13,2.596
25-06-2021 12:39,1624604999,100,2585,0.013,13,2.585
25-06-2021 12:48,1624605537,100,2603,0.012,12,2.603
25-06-2021 12:57,1624606068,100,2596,0.013,13,2.596
25-06-2021 13:06,1624606566,100,2589,0.012,12,2.589
25-06-2021 13:16,1624607172,100,2589,0.013,13,2.589
25-06-2021 13:22,1624607555,100,2599.5,0.012,12,2.5995
25-06-2021 13:28,1624607937,100,2592,0.014,14,2.592
25-06-2021 13:35,1624608342,100,2596,0.013,13,2.596
25-06-2021 13:42,1624608729,100,2592,0.013,13,2.592
25-06-2021 13:47,1624609042,100,2589,0.012,12,2.589
25-06-2021 13:55,1624609530,100,2592,0.014,14,2.592
25-06-2021 14:02,1624609928,100,2589,0.011,11,2.589
25-06-2021 14:07,1624610267,100,2596,0.012,12,2.596
25-06-2021 14:13,1624610618,100,2589,0.014,14,2.589
25-06-2021 14:20,1624611045,100,2589,0.012,12,2.589
25-06-2021 14:26,1624611406,100,2610,0.013,13,2.61
25-06-2021 14:36,1624612004,100,2585,0.013,13,2.585
25-06-2021 14:44,1624612452,100,2596,0.012,12,2.596
25-06-2021 14:52,1624612934,100,2607,0.012,12,2.607
25-06-2021 14:58,1624613325,100,2610,0.011,11,2.61
25-06-2021 15:04,1624613683,100,2600,0.013,13,2.6
25-06-2021 15:10,1624614047,100,2603,0.013,13,2.603
25-06-2021 15:15,1624614353,100,2603,0.013,13,2.603
25-06-2021 15:21,1624614677,100,2603,0.014,14,2.603
25-06-2021 15:23,1624614799,100,2608.5,0.013,13,2.6085
25-06-2021 15:26,1624614972,100,2615.5,0.013,13,2.6155
25-06-2021 15:32,1624615334,100,2617,0.012,12,2.617
25-06-2021 15:42,1624615974,100,2617,0.01,10,2.617
25-06-2021 15:51,1624616487,100,2621,0.012,12,2.621
25-06-2021 16:00,1624617049,100,2617,0.013,13,2.617
25-06-2021 16:08,1624617485,100,2607,0.015,15,2.607
25-06-2021 16:15,1624617905,100,2621,0.012,12,2.621
25-06-2021 16:21,1624618300,100,2607,0.013,13,2.607
25-06-2021 16:28,1624618694,100,2610,0.012,12,2.61
25-06-2021 16:33,1624618981,100,2614,0.014,14,2.614
25-06-2021 16:44,1624619649,100,2625,0.012,12,2.625
25-06-2021 16:54,1624620276,100,2632,0.011,11,2.632
25-06-2021 17:03,1624620806,100,2610,0.013,13,2.61
25-06-2021 17:10,1624621259,100,2632,0.014,14,2.632
25-06-2021 17:17,1624621667,100,2607,0.013,13,2.607
25-06-2021 17:24,1624622089,100,2642,0.013,13,2.642
25-06-2021 17:30,1624622438,100,2628,0.011,11,2.628
25-06-2021 17:36,1624622784,100,2610,0.014,14,2.61
25-06-2021 17:46,1624623360,100,2621,0.012,12,2.621
25-06-2021 17:52,1624623774,100,2614,0.013,13,2.614
25-06-2021 17:59,1624624199,100,2621,0.012,12,2.621
25-06-2021 18:06,1624624614,100,2632,0.012,12,2.632
25-06-2021 18:11,1624624917,100,2610,0.013,13,2.61
25-06-2021 18:18,1624625309,100,2614,0.012,12,2.614
25-06-2021 18:28,1624625880,100,2603,0.013,13,2.603
25-06-2021 18:34,1624626244,100,2628,0.012,12,2.628
25-06-2021 18:41,1624626664,100,2621,0.014,14,2.621
25-06-2021 18:47,1624627057,100,2614,0.013,13,2.614
25-06-2021 18:54,1624627465,100,2621,0.013,13,2.621
25-06-2021 19:02,1624627928,100,2621,0.012,12,2.621
25-06-2021 19:10,1624628423,100,2621,0.012,12,2.621
25-06-2021 19:17,1624628860,100,2628,0.014,14,2.628
25-06-2021 19:25,1624629316,100,2617,0.013,13,2.617
25-06-2021 19:33,1624629807,100,2639,0.014,14,2.639
25-06-2021 19:42,1624630371,100,2623,0.013,13,2.623
25-06-2021 19:51,1624630896,100,2625,0.014,14,2.625
25-06-2021 20:00,1624631424,100,2628,0.014,14,2.628
25-06-2021 20:09,1624631952,100,2642,0.012,12,2.642
25-06-2021 20:16,1624632377,100,2635,0.013,13,2.635
25-06-2021 20:25,1624632940,100,2628,0.013,13,2.628
25-06-2021 20:36,1624633567,100,2646,0.013,13,2.646
25-06-2021 20:44,1624634075,100,2628,0.015,15,2.628
25-06-2021 20:53,1624634624,100,2625,0.012,12,2.625
25-06-2021 21:00,1624635017,100,2635,0.013,13,2.635
25-06-2021 21:06,1624635380,100,2614,0.013,13,2.614
25-06-2021 21:11,1624635671,100,2628,0.012,12,2.628
25-06-2021 21:12,1624635742,100,2628,0.015,15,2.628
25-06-2021 21:16,1624636015,100,2639,0.015,15,2.639
25-06-2021 21:22,1624636370,100,2621,0.013,13,2.621
25-06-2021 21:27,1624636636,100,2639,0.014,14,2.639
25-06-2021 21:37,1624637262,100,2617,0.014,14,2.617
25-06-2021 21:48,1624637900,100,2639,0.013,13,2.639
25-06-2021 21:59,1624638541,100,2639,0.014,14,2.639
25-06-2021 22:07,1624639070,100,2625,0.013,13,2.625
25-06-2021 22:17,1624639633,100,2628,0.013,13,2.628
25-06-2021 22:24,1624640061,100,2639,0.013,13,2.639
25-06-2021 22:31,1624640461,100,2628,0.012,12,2.628
25-06-2021 22:37,1624640820,100,2628,0.014,14,2.628
25-06-2021 22:42,1624641176,100,2644.5,0.012,12,2.6445
25-06-2021 22:48,1624641510,100,2639,0.013,13,2.639
25-06-2021 22:56,1624641972,100,2646,0.013,13,2.646
25-06-2021 23:03,1624642407,100,2637,0.013,13,2.637
25-06-2021 23:09,1624642777,100,2625,0.014,14,2.625
25-06-2021 23:15,1624643132,100,2653,0.012,12,2.653
25-06-2021 23:21,1624643502,100,2635,0.013,13,2.635
25-06-2021 23:27,1624643879,100,2650,0.013,13,2.65
25-06-2021 23:32,1624644153,100,2628,0.013,13,2.628
26-06-2021 00:01,1624645862,100,2642,0.013,13,2.642
26-06-2021 00:10,1624646428,100,2626.5,0.014,14,2.6265
26-06-2021 00:18,1624646919,100,2610,0.012,12,2.61
26-06-2021 00:25,1624647306,100,2635,0.014,14,2.635
26-06-2021 00:30,1624647648,100,2621,0.011,11,2.621
26-06-2021 00:37,1624648039,100,2635,0.013,13,2.635
26-06-2021 00:43,1624648437,100,2642,0.013,13,2.642
26-06-2021 00:44,1624648441,100,2646,0.012,12,2.646
26-06-2021 00:49,1624648764,100,2628,0.013,13,2.628
26-06-2021 01:00,1624649426,100,2625,0.015,15,2.625
26-06-2021 01:09,1624649990,100,2617,0.014,14,2.617
26-06-2021 01:18,1624650524,100,2628,0.013,13,2.628
26-06-2021 01:25,1624650913,100,2632,0.013,13,2.632
26-06-2021 01:31,1624651301,100,2632,0.014,14,2.632
26-06-2021 01:38,1624651701,100,2628,0.013,13,2.628
26-06-2021 01:44,1624652080,100,2607,0.013,13,2.607
26-06-2021 01:49,1624652397,100,2628,0.013,13,2.628
26-06-2021 01:59,1624652959,100,2632,0.014,14,2.632
26-06-2021 02:09,1624653583,100,2621,0.013,13,2.621
26-06-2021 02:16,1624654007,100,2625,0.014,14,2.625
26-06-2021 02:27,1624654641,100,2632,0.013,13,2.632
26-06-2021 02:34,1624655065,100,2596,0.014,14,2.596
26-06-2021 02:42,1624655556,100,2621,0.014,14,2.621
26-06-2021 02:49,1624655980,100,2614,0.014,14,2.614
26-06-2021 02:55,1624656338,100,2621,0.013,13,2.621
26-06-2021 03:01,1624656714,100,2625,0.014,14,2.625
26-06-2021 03:08,1624657096,100,2625,0.015,15,2.625
26-06-2021 03:10,1624657235,100,2639,0.014,14,2.639
26-06-2021 03:12,1624657339,100,2617,0.014,14,2.617
26-06-2021 03:15,1624657551,100,2621,0.013,13,2.621
26-06-2021 03:22,1624657957,100,2617,0.012,12,2.617
26-06-2021 03:28,1624658337,100,2628,0.013,13,2.628
26-06-2021 03:35,1624658715,100,2621,0.013,13,2.621
26-06-2021 03:40,1624659018,100,2621,0.013,13,2.621
26-06-2021 03:50,1624659648,100,2628,0.014,14,2.628
26-06-2021 03:57,1624660028,100,2617,0.013,13,2.617
26-06-2021 04:02,1624660359,100,2639,0.012,12,2.639
26-06-2021 04:08,1624660700,100,2625,0.012,12,2.625
26-06-2021 04:14,1624661075,100,2625,0.015,15,2.625
26-06-2021 04:20,1624661417,100,2621,0.015,15,2.621
26-06-2021 04:29,1624661988,100,2610,0.013,13,2.61
26-06-2021 04:39,1624662579,100,2635,0.014,14,2.635
26-06-2021 04:47,1624663078,100,2625,0.013,13,2.625
26-06-2021 04:48,1624663086,100,2625,0.014,14,2.625
26-06-2021 04:54,1624663479,100,2619,0.014,14,2.619
26-06-2021 05:01,1624663872,100,2628,0.013,13,2.628
26-06-2021 05:07,1624664258,100,2608.5,0.014,14,2.6085
26-06-2021 05:13,1624664630,100,2646,0.015,15,2.646
26-06-2021 05:18,1624664913,100,2628,0.014,14,2.628
26-06-2021 05:29,1624665572,100,2632,0.013,13,2.632
26-06-2021 05:35,1624665911,100,2630,0.015,15,2.63
26-06-2021 05:40,1624666257,100,2632,0.014,14,2.632
26-06-2021 05:46,1624666605,100,2621,0.014,14,2.621
26-06-2021 05:53,1624666983,100,2617,0.013,13,2.617
26-06-2021 05:59,1624667350,100,2633.5,0.013,13,2.6335
26-06-2021 06:08,1624667926,100,2625,0.013,13,2.625
26-06-2021 06:15,1624668319,100,2621,0.014,14,2.621
26-06-2021 06:21,1624668715,100,2610,0.013,13,2.61
26-06-2021 06:27,1624669064,100,2621,0.015,15,2.621
26-06-2021 06:33,1624669425,100,2621,0.014,14,2.621
26-06-2021 06:38,1624669737,100,2635,0.013,13,2.635
26-06-2021 06:49,1624670364,100,2625,0.013,13,2.625
26-06-2021 07:00,1624671056,100,2628,0.014,14,2.628
26-06-2021 07:10,1624671628,100,2639,0.014,14,2.639
26-06-2021 07:18,1624672112,100,2632,0.013,13,2.632
26-06-2021 07:28,1624672705,100,2639,0.013,13,2.639
26-06-2021 07:36,1624673199,100,2635,0.014,14,2.635
26-06-2021 07:44,1624673664,100,2660,0.016,16,2.66
26-06-2021 07:54,1624674288,100,2664,0.013,13,2.664
26-06-2021 08:01,1624674664,100,2657,0.014,14,2.657
26-06-2021 08:07,1624675057,100,2664,0.013,13,2.664
26-06-2021 08:13,1624675439,100,2682,0.013,13,2.682
26-06-2021 08:20,1624675838,100,2667,0.014,14,2.667
26-06-2021 08:26,1624676200,100,2682,0.012,12,2.682
26-06-2021 08:36,1624676780,100,2667,0.013,13,2.667
26-06-2021 08:42,1624677162,100,2675,0.012,12,2.675
26-06-2021 08:48,1624677519,100,2678,0.013,13,2.678
26-06-2021 08:54,1624677884,100,2682,0.014,14,2.682
26-06-2021 09:01,1624678263,100,2689,0.013,13,2.689
26-06-2021 09:07,1624678640,100,2678,0.013,13,2.678
26-06-2021 09:08,1624678690,100,2689,0.014,14,2.689
26-06-2021 09:10,1624678836,100,2685,0.012,12,2.685
26-06-2021 09:15,1624679102,100,2700,0.014,14,2.7
26-06-2021 09:22,1624679537,100,2689,0.013,13,2.689
26-06-2021 09:29,1624679963,100,2675,0.012,12,2.675
26-06-2021 09:35,1624680357,100,2700,0.013,13,2.7
26-06-2021 09:43,1624680796,100,2692,0.012,12,2.692
26-06-2021 09:52,1624681374,100,2689,0.012,12,2.689
26-06-2021 10:02,1624681937,100,2689,0.013,13,2.689
26-06-2021 10:11,1624682468,100,2692,0.012,12,2.692
26-06-2021 10:16,1624682794,100,2689,0.012,12,2.689
26-06-2021 10:19,1624682970,100,2717,0.013,13,2.717
