,Date Time, Monitor ID, Location ID, CO_ppm,Unnamed: 0,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
167,2021-07-27 16:16:00,1,1,5.05,3193.5,34.88,40.611,938.635,71.905,70.14,73.726,554.0,2269.0,2057.0,1138.5,0.0,-0.016,0.0,32768.0,32512.0,0.0,0.0,0.0,79.698,91.988,93.188,93.422,93.47,11.684,13.295,14.055,14.207,0.571,104.5,-2076.0,0.0,89.0,4038.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,16.537,-106.5,-59.0,3.0,17.426,78.341,4.55,1627382791011.0
168,2021-07-27 16:17:00,1,1,5.04,3195.5,35.14,39.867,938.355,77.667,72.358,82.186,596.5,2305.0,2177.5,1148.5,0.008,-0.032,0.064,32896.0,65024.0,1024.0,0.0,0.0,71.749,82.99,84.191,84.427,84.472,10.557,12.123,12.9,13.055,0.61,70.5,-1404.5,0.0,89.0,4034.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,10.48,-93.5,-59.0,3.0,17.424,78.339,6.15,1627382853217.5
169,2021-07-27 16:18:00,1,1,5.47,3197.5,35.27,38.782,938.487,75.557,70.532,82.62,506.5,2094.5,1919.0,1086.0,-0.032,0.0,-0.024,65024.0,0.0,65152.0,0.0,0.0,38.162,44.724,45.757,45.962,45.997,5.74,6.954,7.669,7.812,0.632,93.5,-1865.5,0.0,89.0,4027.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,16.439,-99.5,-36.0,4.0,17.423,78.339,4.5,1627382915542.0
170,2021-07-27 16:19:00,1,1,4.95,3199.5,35.34,38.218,938.436,79.031,70.702,87.472,544.5,2094.0,2026.5,1083.5,0.008,-0.032,-0.008,128.0,65024.0,32640.0,0.0,0.0,87.274,102.422,104.878,105.367,105.451,13.158,16.025,17.732,18.074,0.596,79.0,-1572.0,0.0,89.0,4030.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-84.0,-36.0,4.0,17.424,78.34,4.9,1627382976693.0
171,2021-07-27 16:20:00,1,1,4.05,3201.5,35.22,38.759,937.482,82.103,75.51,88.167,524.0,2048.0,1968.0,1072.5,-0.096,-0.032,0.064,31232.0,32256.0,33792.0,0.0,0.0,84.879,97.038,97.689,97.811,97.844,12.244,13.353,13.682,13.748,0.56,97.0,-1931.0,0.0,89.0,4041.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-88.5,-36.0,4.0,17.427,78.335,6.5,1627383038954.0
172,2021-07-27 16:21:00,1,1,0.0,3204.0,35.017,39.211,937.43,81.642,73.605,89.652,535.667,2119.667,1996.333,1094.0,0.016,0.011,0.128,22101.333,170.667,2048.0,0.0,0.0,104.557,120.456,121.881,122.158,122.216,15.281,17.249,18.131,18.307,0.572,119.333,-2380.0,0.0,89.0,4032.667,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.45,-94.667,-36.0,4.0,17.429,78.326,7.433,1627383095417.0
173,2021-07-27 16:22:00,1,1,0.0,3207.5,34.81,40.176,936.914,79.091,72.634,85.723,507.0,1992.5,1918.0,1058.5,-0.048,0.008,-0.112,64768.0,128.0,63744.0,0.0,0.0,86.769,99.525,100.411,100.58,100.62,12.587,13.933,14.438,14.539,0.557,109.0,-2176.0,0.0,89.0,4033.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.738,-123.0,-36.0,4.0,17.434,78.321,5.05,1627383163086.5
174,2021-07-27 16:23:00,1,1,0.23,3210.5,34.565,40.215,936.742,84.116,78.453,88.449,491.5,1917.5,1877.0,1044.0,-0.008,0.0,-0.024,128.0,32640.0,32384.0,0.0,0.0,49.3,57.609,58.828,59.07,59.113,7.38,8.836,9.672,9.84,0.581,121.0,-2409.5,0.0,89.0,4019.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.167,-108.0,-36.0,4.0,17.44,78.315,7.0,1627383224463.0
175,2021-07-27 16:24:00,1,1,1.41,3212.0,34.28,40.967,937.106,82.367,78.867,86.332,481.0,1932.0,1847.0,1040.0,0.0,-0.032,-0.048,0.0,65024.0,64768.0,0.0,0.0,38.908,45.766,46.933,47.165,47.204,5.889,7.235,8.051,8.214,0.584,103.0,-2054.0,0.0,89.0,4031.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.125,-102.0,-36.0,4.0,17.444,78.31,5.9,1627383272045.0
176,2021-07-27 16:25:00,1,1,1.22,3213.5,34.31,41.33,937.821,76.211,72.429,80.453,588.0,2172.5,2145.5,1108.0,-0.048,-0.008,-0.128,32000.0,32640.0,30720.0,0.0,0.0,38.187,45.47,46.988,47.292,47.341,5.899,7.58,8.667,8.884,0.625,126.0,-2511.5,0.0,89.0,4034.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.188,-108.0,-36.0,4.0,17.446,78.307,5.15,1627383317849.0
177,2021-07-27 16:26:00,1,1,0.14,3215.5,34.615,41.479,937.819,74.44,70.961,77.622,521.0,2174.5,1960.5,1109.5,-0.128,0.056,0.008,63488.0,896.0,32896.0,0.0,0.0,38.944,46.312,47.82,48.121,48.17,6.003,7.678,8.756,8.971,0.625,110.5,-2202.0,0.0,89.0,4028.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.541,-99.5,-36.0,4.0,17.447,78.306,4.15,1627383379815.0
178,2021-07-27 16:27:00,1,1,0.0,3217.5,34.965,40.403,937.935,76.521,71.771,80.228,503.0,2074.5,1910.0,1082.5,-0.048,-0.032,-0.104,32000.0,32256.0,63872.0,0.0,0.0,36.375,44.093,46.065,46.461,46.522,5.786,7.896,9.335,9.623,0.699,58.5,-1167.0,0.0,89.0,4024.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.039,-87.0,-36.0,4.0,17.448,78.304,4.2,1627383441851.5
179,2021-07-27 16:28:00,1,1,0.0,3219.5,35.215,39.593,938.121,76.793,71.62,80.291,496.0,2039.0,1890.5,1070.5,-0.024,-0.008,-0.088,32384.0,32640.0,64128.0,0.0,0.0,49.69,70.166,79.571,81.473,81.746,10.042,19.401,26.509,27.931,0.907,77.0,-1541.5,0.0,89.0,4022.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-93.5,-36.0,4.0,17.449,78.304,5.1,1627383504160.0
180,2021-07-27 16:29:00,1,1,0.0,3221.5,35.345,38.72,938.799,78.675,72.96,82.302,485.0,1987.0,1857.5,1057.0,0.0,0.0,-0.08,32768.0,32768.0,64256.0,0.0,0.0,46.748,107.028,143.587,150.995,152.033,18.272,53.822,81.744,87.329,1.217,56.0,-1111.5,0.0,89.0,4015.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,9.3,-96.0,-36.0,4.0,17.451,78.3,6.4,1627383566029.5
181,2021-07-27 16:30:00,1,1,0.0,3223.5,35.445,40.115,939.31,75.76,71.728,79.224,501.5,2110.0,1902.0,1088.0,0.056,0.008,0.04,33664.0,128.0,33408.0,0.0,0.0,37.85,150.382,223.036,237.764,239.819,28.505,98.843,154.443,165.562,1.377,90.0,-1793.5,0.0,89.0,4018.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-91.5,-36.0,4.0,17.451,78.3,4.5,1627383628011.5
182,2021-07-27 16:31:00,1,1,0.0,3225.5,35.605,39.607,939.362,77.619,73.861,82.423,505.0,2107.0,1910.5,1088.0,-0.12,0.0,-0.144,63616.0,32768.0,63232.0,0.0,0.0,20.189,50.58,69.313,73.109,73.641,8.829,27.024,41.339,44.202,1.228,80.5,-1597.5,0.0,89.0,4034.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-85.5,-36.0,4.0,17.451,78.3,4.5,1627383690055.5
183,2021-07-27 16:32:00,1,1,0.0,3227.5,35.68,39.424,939.527,76.623,72.316,82.359,497.5,2028.5,1892.0,1067.5,0.032,0.04,0.016,33280.0,640.0,33024.0,0.0,0.0,35.096,81.496,109.715,115.433,116.235,13.964,41.4,62.954,67.265,1.214,86.0,-1711.0,0.0,88.0,4028.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.613,-90.0,-36.0,4.0,17.457,78.296,5.25,1627383752335.0
184,2021-07-27 16:33:00,1,1,0.0,3229.5,35.605,38.682,939.389,81.188,76.724,86.799,479.0,1949.5,1848.0,1048.5,0.016,0.008,0.008,256.0,128.0,32896.0,0.0,0.0,46.101,107.638,145.103,152.695,153.759,18.469,54.891,83.509,89.233,1.206,64.0,-1272.0,0.0,88.0,4027.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,8.657,-54.0,-36.0,4.0,17.461,78.293,5.2,1627383814306.5
185,2021-07-27 16:34:00,1,1,0.0,3231.5,35.455,38.816,939.435,79.059,71.11,84.463,520.5,2033.5,1957.0,1067.0,0.0,-0.008,-0.008,0.0,32640.0,32640.0,0.0,0.0,45.01,84.678,107.467,112.083,112.733,13.64,35.891,53.264,56.739,1.075,88.0,-1760.5,0.0,88.5,4022.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-95.0,-36.0,4.0,17.462,78.291,4.9,1627383876195.0
186,2021-07-27 16:35:00,1,1,2.24,3233.5,35.45,39.104,939.828,77.429,72.251,82.04,505.0,2026.5,1912.0,1069.0,0.032,-0.032,0.024,512.0,65024.0,33152.0,0.0,0.0,51.944,82.342,98.249,101.469,101.927,12.432,28.08,40.166,42.584,0.995,67.0,-1328.5,0.0,89.0,4024.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,7.592,-101.0,-36.0,4.0,17.465,78.29,4.65,1627383937513.0
187,2021-07-27 16:36:00,1,1,2.69,3236.0,35.213,39.981,940.471,78.075,73.699,82.855,503.0,2055.333,1910.333,1076.0,-0.005,0.032,-0.011,21760.0,512.0,21674.667,0.0,0.0,27.43,40.628,47.1,48.41,48.597,5.951,12.353,17.258,18.239,0.928,108.0,-2150.667,0.0,89.0,4020.667,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-110.667,-36.0,4.0,17.469,78.288,4.6,1627384005328.333
188,2021-07-27 16:37:00,1,1,2.67,3238.5,35.27,42.727,940.54,77.725,73.644,83.412,522.5,2253.5,1968.5,1134.0,0.016,0.008,-0.08,33024.0,128.0,31488.0,0.0,0.0,34.956,55.332,65.983,68.139,68.445,8.349,18.827,26.919,28.538,0.985,132.5,-2643.5,0.0,89.0,4023.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.048,-114.5,-36.0,4.0,17.471,78.291,4.1,1627384062037.5
189,2021-07-27 16:38:00,1,1,0.0,3240.5,35.59,41.519,940.269,76.814,72.322,81.189,511.0,2124.5,1930.0,1095.5,-0.04,0.056,-0.088,65024.0,512.0,64128.0,0.0,0.0,41.939,193.937,270.113,285.551,287.712,34.43,108.36,166.591,178.238,1.265,74.5,-1481.0,0.0,89.0,4016.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.879,-110.0,-36.0,4.0,17.472,78.293,3.1,1627384124269.5
190,2021-07-27 16:39:00,1,1,0.98,3242.0,35.95,38.072,939.287,79.085,73.145,85.163,494.0,2010.0,1890.0,1054.0,0.0,-0.048,0.016,0.0,64768.0,256.0,0.0,0.0,25.365,61.168,83.096,87.54,88.162,10.58,31.888,48.641,51.992,1.191,2.0,-40.0,0.0,89.0,4026.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.567,-105.0,-36.0,4.0,17.474,78.297,3.5,1627384170402.0
191,2021-07-27 16:40:00,1,1,1.91,3243.0,36.01,38.04,939.408,79.495,73.705,83.617,522.0,1985.0,1960.0,1057.0,-0.032,0.016,-0.032,65024.0,256.0,65024.0,0.0,0.0,28.552,46.484,56.055,57.993,58.268,7.097,16.496,23.774,25.229,0.967,84.0,-1676.0,0.0,88.0,4023.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.111,-108.0,-36.0,4.0,17.476,78.303,3.0,1627384232849.0
192,2021-07-27 16:41:00,1,1,3.2,3244.5,36.055,38.885,938.834,78.622,73.604,82.732,540.0,2119.0,2017.5,1095.5,-0.04,-0.016,-0.088,32128.0,32512.0,31360.0,0.0,0.0,37.814,53.663,61.0,62.483,62.696,7.699,14.995,20.542,21.651,0.84,83.0,-1657.5,0.0,88.5,4019.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,21.448,-96.5,-36.0,4.0,17.477,78.306,4.35,1627384278724.0
193,2021-07-27 16:42:00,1,1,3.24,3246.5,36.245,39.816,939.185,78.148,73.705,83.248,542.5,2246.0,2024.0,1126.5,-0.024,-0.008,0.024,65152.0,32640.0,33152.0,0.0,0.0,63.314,79.486,84.77,85.834,85.994,10.661,16.12,20.042,20.827,0.69,101.5,-2022.5,0.0,88.0,4021.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.156,-106.5,-36.0,4.0,17.479,78.309,3.75,1627384341177.0
194,2021-07-27 16:43:00,1,1,3.31,3248.5,36.455,40.228,938.891,76.396,71.424,81.965,539.5,2326.0,2012.5,1157.0,-0.048,-0.008,0.008,64768.0,32640.0,32896.0,0.0,0.0,49.276,59.16,61.447,61.905,61.978,7.716,10.202,11.856,12.187,0.624,98.0,-1954.0,0.0,88.0,4018.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.212,-96.5,-36.0,4.0,17.48,78.311,3.2,1627384403720.0
195,2021-07-27 16:44:00,1,1,3.27,3250.5,36.61,36.35,939.52,78.677,74.284,83.982,567.5,2185.0,2088.0,1111.5,-0.008,-0.008,-0.032,32640.0,32640.0,65024.0,0.0,0.0,523.455,598.366,602.328,603.073,603.273,75.492,82.286,84.274,84.671,0.522,30.5,-611.5,0.0,88.0,4020.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.813,-91.5,-36.0,4.0,17.48,78.317,3.6,1627384465296.0
196,2021-07-27 16:45:00,1,1,2.91,3252.5,36.54,36.596,939.042,78.286,73.452,83.704,547.5,2144.0,2032.0,1101.0,-0.048,-0.024,0.008,32000.0,65152.0,32896.0,0.0,0.0,131.202,149.016,149.359,149.414,149.445,18.715,19.79,19.79,19.791,0.505,90.0,-1796.0,0.0,88.0,4021.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.784,-87.5,-36.0,4.0,17.478,78.322,4.0,1627384527360.0
197,2021-07-27 16:46:00,1,1,2.24,3254.5,36.51,36.864,938.551,77.4,72.87,82.416,582.0,2089.0,2129.0,1088.0,-0.072,-0.008,-0.016,64384.0,32640.0,32512.0,0.0,0.0,82.823,94.128,94.385,94.427,94.449,11.827,12.544,12.575,12.581,0.528,102.0,-2038.0,0.0,88.0,4013.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.181,-108.5,-36.0,4.0,17.476,78.325,3.85,1627384589301.0
198,2021-07-27 16:47:00,1,1,3.17,3256.5,36.52,37.098,938.817,77.486,73.316,83.284,556.0,2164.0,2061.5,1109.0,0.0,-0.008,0.104,32768.0,32640.0,1664.0,0.0,0.0,28.681,32.598,32.688,32.703,32.71,4.096,4.346,4.357,4.359,0.533,74.5,-1486.0,0.0,88.0,4011.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.844,-103.0,-36.0,4.0,17.472,78.329,3.95,1627384650982.5
199,2021-07-27 16:48:00,1,1,3.02,3258.5,36.44,36.564,937.936,80.89,74.249,85.471,543.5,2089.0,2023.5,1083.5,-0.016,0.0,-0.008,32512.0,32768.0,32640.0,0.0,0.0,105.049,119.343,119.638,119.687,119.713,14.991,15.872,15.888,15.891,0.506,77.5,-1543.5,0.0,88.0,4021.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,17.864,-83.5,-37.0,4.0,17.466,78.333,3.65,1627384713140.0
200,2021-07-27 16:49:00,1,1,2.43,3260.5,36.22,37.13,936.427,81.204,76.398,87.267,526.0,2003.0,1972.0,1061.0,0.0,-0.04,-0.024,32768.0,64896.0,32384.0,0.0,0.0,152.143,172.799,173.197,173.261,173.297,21.702,22.949,22.949,22.949,0.458,70.0,-1395.0,0.0,88.0,4014.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,15.31,-95.0,-37.0,4.0,17.46,78.337,3.9,1627384774762.5
201,2021-07-27 16:50:00,1,1,2.5,3262.5,36.07,37.05,935.387,78.618,73.258,85.017,524.5,1973.0,1969.5,1050.5,0.016,-0.04,-0.016,256.0,64896.0,32512.0,0.0,0.0,96.682,109.808,110.061,110.102,110.125,13.791,14.583,14.583,14.583,0.516,21.5,-430.5,0.0,88.0,4017.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.223,-81.5,-37.0,4.0,17.453,78.343,3.75,1627384836966.5
202,2021-07-27 16:51:00,1,1,2.63,3264.5,35.815,37.711,934.746,78.492,74.325,85.244,523.5,1901.5,1968.0,1030.0,0.008,0.008,0.024,128.0,128.0,33152.0,0.0,0.0,67.52,77.091,77.54,77.623,77.647,9.718,10.534,10.743,10.785,0.543,56.5,-1118.0,0.0,88.0,4016.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,19.558,-93.0,-37.0,4.0,17.448,78.35,3.45,1627384899076.0
203,2021-07-27 16:52:00,1,1,2.28,3266.5,35.59,38.012,935.566,78.274,74.175,84.533,497.0,1947.5,1899.0,1047.0,-0.08,0.016,0.184,64256.0,33024.0,2944.0,0.0,0.0,44.387,51.353,52.104,52.252,52.28,6.534,7.51,7.997,8.094,0.587,53.5,-1061.5,0.0,88.0,4011.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.513,-96.0,-37.0,4.0,17.446,78.352,3.3,1627384961184.0
204,2021-07-27 16:53:00,1,1,0.93,3268.5,35.555,39.781,935.853,67.519,59.556,75.425,537.0,2301.5,2003.5,1146.0,-0.048,0.04,-0.056,64768.0,640.0,64640.0,0.0,0.0,36.396,42.756,43.808,44.018,44.054,5.497,6.672,7.466,7.627,0.646,92.0,-1833.0,0.0,88.0,4011.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,22.138,-97.0,-37.0,4.0,17.446,78.351,3.65,1627385022904.0
205,2021-07-27 16:54:00,1,1,0.31,3270.0,35.66,41.531,935.982,62.406,59.335,64.89,524.0,2367.0,1969.0,1164.0,0.016,0.016,0.032,0.0,0.0,512.0,0.0,0.0,27.158,32.311,33.373,33.585,33.62,4.189,5.368,6.127,6.279,0.657,60.0,-1197.0,0.0,88.0,4010.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,20.078,-97.0,-37.0,4.0,17.446,78.351,3.6,1627385069337.0
206,2021-07-27 16:55:00,1,1,0.95,3271.5,35.81,38.908,935.808,65.799,57.638,75.748,509.0,2283.5,1931.0,1139.0,0.032,-0.04,0.128,512.0,32128.0,2048.0,0.0,0.0,26.065,31.015,32.036,32.24,32.273,4.021,5.155,5.886,6.032,0.65,76.0,-1514.5,0.0,87.5,4013.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.675,-87.0,-37.0,4.0,17.446,78.351,3.2,1627385117085.0
207,2021-07-27 16:56:00,1,1,2.33,3273.5,35.58,40.023,935.711,63.44,53.203,73.153,779.5,4501.5,2688.5,1755.5,0.016,0.032,-0.096,33024.0,512.0,64000.0,0.0,0.0,27.607,33.49,35.005,35.309,35.356,4.397,6.015,7.12,7.341,0.683,79.5,-1593.0,0.0,87.0,4008.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,25.75,-84.5,-37.0,4.0,17.446,78.351,3.1,1627385177923.5
208,2021-07-27 16:57:00,1,1,2.97,3275.5,35.43,41.313,935.741,60.48,54.989,67.656,571.5,2594.0,2098.5,1225.5,-0.056,-0.08,-0.032,64640.0,31488.0,65024.0,0.0,0.0,22.893,28.265,29.854,30.173,30.222,3.752,5.416,6.588,6.822,0.722,96.5,-1923.5,0.0,87.0,4003.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,26.831,-85.0,-37.0,4.0,17.446,78.351,1.45,1627385240230.0
209,2021-07-27 16:58:00,1,1,3.33,3277.5,35.285,39.727,935.695,61.816,54.998,73.199,630.0,3044.0,2263.5,1348.5,0.032,0.0,0.064,512.0,32768.0,1024.0,0.0,0.0,20.454,25.148,26.496,26.767,26.809,3.33,4.747,5.74,5.938,0.712,80.5,-1605.0,0.0,87.0,4007.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,25.772,-83.0,-37.0,4.0,17.446,78.351,1.9,1627385302141.5
210,2021-07-27 16:59:00,1,1,4.21,3279.5,35.105,39.975,935.588,58.742,51.321,69.222,482.0,2287.0,1849.0,1136.5,0.04,-0.024,-0.024,640.0,65152.0,32384.0,0.0,0.0,22.481,27.212,28.405,28.645,28.682,3.568,4.847,5.716,5.89,0.679,121.0,-2412.5,0.0,87.0,4005.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,24.406,-83.5,-37.0,4.0,17.446,78.351,3.4,1627385363943.5
211,2021-07-27 17:00:00,1,1,5.02,3281.5,34.92,41.281,935.234,56.502,51.819,66.491,462.5,2147.5,1799.0,1095.0,0.096,0.008,0.072,34304.0,32896.0,1152.0,0.0,0.0,20.196,24.136,24.999,25.171,25.199,3.139,4.085,4.706,4.83,0.659,157.5,-3135.0,0.0,87.0,4013.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-95.5,-37.0,4.0,17.446,78.35,5.9,1627385426165.0
212,2021-07-27 17:01:00,1,1,6.01,3283.5,34.61,39.167,934.914,55.287,50.74,64.509,454.0,2017.0,1775.0,1061.0,0.032,-0.024,0.008,33280.0,32384.0,32896.0,0.0,0.0,19.921,23.776,24.605,24.771,24.798,3.089,4.002,4.598,4.717,0.668,123.5,-2457.5,0.0,87.0,4000.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-100.0,-37.0,4.0,17.446,78.35,5.9,1627385488074.5
213,2021-07-27 17:02:00,1,1,7.2,3285.0,34.11,40.537,934.956,50.77,44.563,58.136,454.0,1975.0,1773.0,1062.0,-0.032,-0.112,0.112,65024.0,63744.0,1792.0,0.0,0.0,20.098,24.119,25.044,25.23,25.259,3.145,4.152,4.821,4.955,0.673,185.0,-3681.0,0.0,87.0,3990.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,0.0,-97.0,-81.0,1.0,17.446,78.35,5.9,1627385537507.0
224,2021-07-27 17:13:00,1,1,3.89,3286.5,31.78,48.636,934.923,53.878,50.749,62.409,482.0,2147.5,1854.5,1101.0,-0.024,-0.016,0.072,32384.0,65280.0,1152.0,0.0,0.0,20.561,23.875,24.281,24.361,24.376,3.045,3.554,3.824,3.878,0.544,63.5,-1270.5,0.0,87.0,3998.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,8.6,-104.0,-56.0,3.5,17.445,78.35,11.311,1627386197167.5
225,2021-07-27 17:14:00,1,1,3.85,3288.5,31.45,49.16,934.853,56.214,50.851,65.59,483.0,2132.0,1855.0,1093.0,-0.032,0.008,-0.024,65024.0,128.0,65152.0,0.0,0.0,21.751,24.875,25.048,25.081,25.089,3.139,3.429,3.518,3.536,0.536,114.5,-2287.0,0.0,87.0,4001.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,9.39,-108.5,-54.0,4.0,17.446,78.35,7.65,1627386259687.5
226,2021-07-27 17:15:00,1,1,3.83,3290.5,31.005,49.499,934.864,51.501,50.743,53.159,482.0,2107.0,1855.5,1090.5,-0.016,-0.024,-0.072,32512.0,32384.0,64384.0,0.0,0.0,23.514,26.753,26.846,26.863,26.869,3.364,3.587,3.612,3.617,0.536,76.0,-1515.5,0.0,87.0,4001.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.045,-105.0,-54.0,4.0,17.446,78.35,6.35,1627386321379.0
227,2021-07-27 17:16:00,1,1,3.84,3292.5,30.665,49.764,934.845,51.594,50.784,53.81,484.0,2087.5,1857.0,1085.0,-0.048,0.016,-0.056,64768.0,256.0,31872.0,0.0,0.0,23.66,26.873,26.935,26.945,26.951,3.375,3.569,3.569,3.569,0.534,71.0,-1415.5,0.0,87.0,4002.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,18.29,-105.0,-54.0,4.0,17.446,78.35,5.4,1627386383780.5
