,Date Time, Monitor ID, Location ID, NO2(ppm),NO2_ppb,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
3174,2021-06-24 16:09:00,1,1,0.013999999999999999,14,33.08,45.105,939.106,44.939,43.983,48.426,532.0,2421.0,1993.0,1175.0,0.0,0.016,0.0,0.0,256.0,0.0,119.56,0.078,48.981,57.761,59.268,59.574,59.629,7.437,9.174,10.233,10.445,0.651,11.0,-228.0,0.0,98.0,4127.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624531147308.0
3177,2021-06-24 16:12:00,1,1,0.013000000000000001,13,33.055,45.176,939.066,45.323,44.249,50.477,532.0,2414.0,1991.0,1176.5,-0.008,-0.016,-0.088,32640.0,65280.0,64128.0,119.068,0.302,53.262,65.616,67.204,67.525,67.585,8.432,10.285,11.393,11.614,0.647,15.0,-294.0,0.0,98.0,4125.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624531345879.5
3180,2021-06-24 16:15:00,1,1,0.013000000000000001,13,33.07,45.214,939.043,44.632,43.859,45.693,533.0,2408.5,1990.5,1175.5,0.024,0.032,-0.072,384.0,512.0,64384.0,119.291,0.175,47.336,55.575,56.725,56.957,57.002,7.116,8.498,9.285,9.443,0.653,22.0,-431.0,0.0,98.0,4124.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624531526002.5
3184,2021-06-24 16:19:00,1,1,0.013000000000000001,13,33.06,45.273,938.972,44.78,44.285,46.711,535.0,2432.0,1995.0,1184.0,0.0,-0.016,-0.096,0.0,65280.0,64000.0,119.338,0.549,49.333,57.804,59.068,59.323,59.372,7.41,8.912,9.784,9.958,0.651,21.0,-410.0,0.0,97.0,4113.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624531753834.0
3186,2021-06-24 16:21:00,1,1,0.012,12,33.08,45.287,938.968,44.86,44.217,45.973,534.0,2453.0,1999.0,1184.0,-0.016,-0.016,-0.016,0.0,0.0,65280.0,119.685,0.334,50.418,59.569,61.197,61.527,61.586,7.68,9.542,10.692,10.922,0.661,17.0,-331.0,0.0,96.0,4109.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624531915475.0
3187,2021-06-24 16:22:00,1,1,0.012,12,33.08,45.263,938.899,44.772,43.797,45.638,532.0,2421.0,1995.0,1178.0,0.0,0.0,-0.016,0.0,0.0,65280.0,119.591,0.291,50.418,59.569,61.197,61.527,61.586,7.68,9.542,10.692,10.922,0.661,17.0,-331.0,0.0,96.0,4109.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624531921594.0
3191,2021-06-24 16:26:00,1,1,0.013000000000000001,13,33.26,44.93,938.92,45.151,44.532,46.079,534.0,2439.0,1999.0,1184.0,-0.032,0.016,0.0,65024.0,256.0,0.0,122.422,0.202,51.513,60.879,62.555,62.894,62.955,7.85,9.764,10.948,11.185,0.655,16.0,-312.0,0.0,97.0,4208.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624532181108.0
3194,2021-06-24 16:29:00,1,1,0.012,12,33.56,44.28,938.939,46.129,44.251,54.723,536.0,2435.0,1998.0,1183.0,-0.016,0.032,0.0,65280.0,512.0,0.0,122.485,0.008,46.18,54.676,56.245,56.563,56.62,7.059,8.84,9.954,10.177,0.684,23.0,-454.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624532372964.0
3197,2021-06-24 16:32:00,1,1,0.013999999999999999,14,33.65,44.107,938.883,45.28,44.546,45.867,536.0,2442.0,2006.0,1186.0,0.0,0.016,0.048,0.0,256.0,768.0,122.391,0.047,51.509,60.199,61.413,61.658,61.705,7.703,9.169,9.997,10.163,0.636,8.0,-163.0,0.0,100.0,4203.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624532557119.0
3201,2021-06-24 16:36:00,1,1,0.013000000000000001,13,33.66,44.01,938.859,45.647,44.509,52.634,534.0,2428.0,1999.0,1180.0,0.0,-0.016,-0.032,0.0,65280.0,65024.0,122.735,0.016,48.36,56.981,58.436,58.731,58.784,7.332,9.015,10.036,10.24,0.669,18.0,-357.0,0.0,100.0,4214.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624532788657.0
3202,2021-06-24 16:37:00,1,1,0.013999999999999999,14,33.65,43.974,938.847,45.435,44.808,46.615,534.0,2421.0,1993.0,1178.0,-0.064,0.0,0.016,64512.0,0.0,256.0,121.642,0.101,48.068,56.59,58.004,58.29,58.343,7.278,8.919,9.909,10.107,0.631,15.0,-302.0,0.0,100.0,4213.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624532877975.0
3203,2021-06-24 16:38:00,1,1,0.013999999999999999,14,33.65,43.974,938.847,45.435,44.808,46.615,534.0,2421.0,1993.0,1178.0,-0.064,0.0,0.016,64512.0,0.0,256.0,121.642,0.101,48.068,56.59,58.004,58.29,58.343,7.278,8.919,9.909,10.107,0.631,15.0,-302.0,0.0,100.0,4213.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624532881944.0
3206,2021-06-24 16:41:00,1,1,0.013000000000000001,13,33.61,44.03,938.848,45.058,44.45,45.801,532.0,2417.0,1991.0,1177.0,-0.032,-0.032,-0.032,65024.0,65024.0,65024.0,122.04,0.0,46.502,54.728,56.085,56.359,56.41,7.037,8.613,9.562,9.751,0.667,23.0,-467.0,0.0,100.0,4211.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624533061180.0
3209,2021-06-24 16:44:00,1,1,0.013000000000000001,13,33.6,43.987,938.797,45.965,44.783,52.092,532.5,2421.0,1993.5,1176.5,0.0,-0.032,0.008,32768.0,65024.0,128.0,121.736,0.366,44.539,52.741,54.26,54.568,54.623,6.81,8.533,9.611,9.827,0.679,13.0,-263.5,0.0,100.0,4197.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624533266340.5
3212,2021-06-24 16:47:00,1,1,0.013999999999999999,14,33.57,43.99,938.85,44.914,44.338,45.911,531.0,2403.0,1981.0,1175.0,-0.032,-0.032,-0.096,65024.0,65024.0,64000.0,121.728,0.172,48.264,57.349,59.13,59.492,59.555,7.422,9.421,10.693,10.948,0.68,16.0,-316.0,0.0,100.0,4214.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624533462857.5
3216,2021-06-24 16:51:00,1,1,0.016,16,33.56,43.971,938.817,45.249,44.586,47.452,532.0,2433.5,1993.0,1179.5,0.008,0.0,0.08,128.0,32768.0,1280.0,121.204,0.333,114.834,136.313,140.456,141.297,141.445,17.629,22.293,25.248,25.839,0.693,18.0,-354.0,0.0,100.0,4213.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624533685525.0
3219,2021-06-24 16:54:00,1,1,0.012,12,33.43,44.231,938.78,45.092,44.544,45.846,532.0,2421.0,1993.0,1178.0,-0.048,0.016,-0.064,64768.0,256.0,64512.0,121.032,0.295,154.45,185.025,191.748,193.116,193.35,24.075,31.466,36.328,37.301,0.714,11.0,-222.0,0.0,100.0,4188.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624533881128.0
3225,2021-06-24 17:00:00,1,1,0.015,15,33.64,43.899,938.763,39.521,38.783,40.428,539.0,2496.0,2012.0,1203.0,-0.016,-0.016,-0.08,65280.0,65280.0,64256.0,47.627,0.257,137.292,165.546,172.256,173.623,173.852,21.633,28.916,33.804,34.782,0.739,30.0,-603.0,0.0,100.0,4201.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624534259405.0
3226,2021-06-24 17:01:00,1,1,0.016,16,33.64,43.899,938.763,39.521,38.783,40.428,539.0,2496.0,2012.0,1203.0,-0.016,-0.016,-0.08,65280.0,65280.0,64256.0,47.627,0.257,137.292,165.546,172.256,173.623,173.852,21.633,28.916,33.804,34.782,0.739,30.0,-603.0,0.0,100.0,4201.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624534262323.0
3232,2021-06-24 17:07:00,1,1,0.015,15,33.95,42.982,938.662,40.019,39.459,40.76,537.0,2532.0,2002.0,1207.0,0.016,-0.032,0.0,256.0,65024.0,0.0,47.752,0.063,103.93,126.29,132.033,133.204,133.397,16.586,22.744,26.956,27.799,0.752,12.0,-248.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624534632521.0
3236,2021-06-24 17:11:00,1,1,0.016,16,34.1,42.595,938.689,40.169,39.574,40.642,537.0,2517.0,2008.0,1210.0,0.032,0.0,0.0,512.0,0.0,0.0,47.877,0.441,104.298,125.809,130.938,131.984,132.158,16.444,22.008,25.747,26.494,0.726,13.0,-253.0,0.0,100.0,4210.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624534918608.0
3237,2021-06-24 17:12:00,1,1,0.016,16,34.1,42.595,938.689,40.169,39.574,40.642,537.0,2517.0,2008.0,1210.0,0.032,0.0,0.0,512.0,0.0,0.0,47.877,0.441,104.298,125.809,130.938,131.984,132.158,16.444,22.008,25.747,26.494,0.726,13.0,-253.0,0.0,100.0,4210.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624534922764.0
3243,2021-06-24 17:18:00,1,1,0.017,17,34.21,42.216,938.713,39.619,39.187,40.061,537.0,2550.0,2008.0,1213.0,0.016,0.0,0.016,256.0,0.0,256.0,47.534,0.302,101.183,120.122,123.782,124.525,124.656,15.536,19.655,22.265,22.788,0.696,6.0,-111.0,0.0,100.0,4208.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624535338323.0
3244,2021-06-24 17:19:00,1,1,0.016,16,34.21,42.216,938.713,39.619,39.187,40.061,537.0,2550.0,2008.0,1213.0,0.016,0.0,0.016,256.0,0.0,256.0,47.534,0.302,101.183,120.122,123.782,124.525,124.656,15.536,19.655,22.265,22.788,0.696,6.0,-111.0,0.0,100.0,4208.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624535341248.0
3250,2021-06-24 17:25:00,1,1,0.017,17,34.28,41.943,938.673,39.827,39.252,40.43,537.0,2528.0,2003.0,1209.0,-0.016,0.0,-0.048,65280.0,0.0,64768.0,47.596,0.055,88.311,105.584,109.285,110.038,110.167,13.72,17.808,20.478,21.012,0.725,6.0,-123.0,0.0,100.0,4197.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624535739624.5
3256,2021-06-24 17:31:00,1,1,0.017,17,34.31,41.825,938.631,39.693,39.138,40.27,536.0,2546.0,2006.0,1208.0,0.016,0.0,0.048,256.0,0.0,768.0,47.627,0.078,85.343,101.324,104.416,105.044,105.155,13.106,16.584,18.79,19.232,0.693,8.0,-154.0,0.0,100.0,4198.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624536077946.0
3257,2021-06-24 17:32:00,1,1,0.015,15,34.32,41.789,938.681,39.452,38.847,39.995,539.0,2539.0,2011.0,1212.0,0.016,-0.016,0.144,256.0,65280.0,2304.0,47.659,0.249,79.454,94.837,98.06,98.715,98.828,12.31,15.883,18.202,18.666,0.724,6.0,-127.0,0.0,100.0,4196.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624536137538.5
3259,2021-06-24 17:34:00,1,1,0.013000000000000001,13,34.34,41.717,938.667,40.002,39.218,40.562,537.0,2542.0,2006.0,1212.0,0.0,-0.016,0.128,0.0,65280.0,2048.0,47.534,0.494,81.797,97.63,100.944,101.619,101.735,12.672,16.348,18.734,19.211,0.695,13.0,-258.0,0.0,100.0,4197.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624536284284.0
3264,2021-06-24 17:39:00,1,1,0.019,19,34.33,41.729,938.667,45.793,43.294,50.536,531.0,2467.5,1993.5,1191.5,0.0,-0.016,0.008,0.0,32512.0,32896.0,46.888,0.175,81.633,98.871,103.16,104.034,104.179,12.957,17.579,20.716,21.344,0.715,3.5,-72.0,0.0,100.0,4190.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624536567087.0
3266,2021-06-24 17:41:00,1,1,0.012,12,34.13,42.64,938.644,47.626,46.892,48.839,534.0,2473.0,1991.0,1187.5,0.008,-0.008,-0.032,128.0,32640.0,65024.0,46.711,0.268,78.913,94.619,98.112,98.823,98.944,12.319,16.151,18.68,19.186,0.741,4.0,-54.0,0.0,100.0,4193.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624536718060.5
3271,2021-06-24 17:46:00,1,1,0.026000000000000002,26,33.88,42.113,938.586,46.925,45.474,51.699,537.0,2503.0,2009.0,1200.0,0.032,-0.016,-0.032,512.0,65280.0,65024.0,46.657,0.109,81.687,96.978,99.934,100.534,100.639,12.543,15.869,17.977,18.399,0.711,0.0,52.0,0.0,100.0,4200.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624536994355.5
3275,2021-06-24 17:50:00,1,1,0.026000000000000002,26,33.655,36.959,938.602,49.459,46.12,55.96,536.0,2442.5,2001.5,1182.5,-0.04,-0.016,-0.024,32128.0,32512.0,32384.0,46.61,0.144,71.089,83.736,85.857,86.287,86.365,10.773,13.229,14.716,15.014,0.675,0.0,1097.5,0.0,100.0,4196.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624537258155.0
3279,2021-06-24 17:54:00,1,1,0.028999999999999998,29,33.33,34.704,938.599,51.347,47.282,58.568,532.0,2400.0,1998.0,1176.0,0.016,0.016,0.064,256.0,256.0,1024.0,46.563,0.301,66.922,79.498,81.952,82.451,82.538,10.286,13.043,14.796,15.146,0.671,0.0,947.0,0.0,100.0,4184.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624537446500.5
3282,2021-06-24 17:57:00,1,1,0.028999999999999998,29,32.99,33.063,938.618,49.115,47.598,51.855,533.0,2360.0,1990.0,1164.0,-0.016,-0.016,0.0,65280.0,65280.0,0.0,46.032,0.601,59.484,70.392,72.389,72.794,72.867,9.085,11.356,12.771,13.055,0.704,0.0,808.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624537655243.5
3286,2021-06-24 18:01:00,1,1,0.025,25,32.7,31.499,938.65,47.973,47.056,48.877,530.0,2328.0,1986.0,1149.0,-0.016,0.016,-0.048,65280.0,256.0,64768.0,45.947,0.148,63.859,75.132,76.978,77.351,77.42,9.658,11.807,13.096,13.354,0.675,0.0,805.0,0.0,100.0,4198.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624537884806.5
3290,2021-06-24 18:05:00,1,1,0.024,24,32.34,30.599,938.711,46.726,46.0,48.712,529.5,2305.0,1988.5,1141.0,-0.032,-0.008,-0.032,64512.0,65280.0,65024.0,45.79,0.117,65.716,77.437,79.419,79.82,79.893,9.965,12.256,13.646,13.924,0.693,0.0,427.0,0.0,100.0,4201.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624538130908.5
3292,2021-06-24 18:07:00,1,1,0.024,24,32.2,30.809,938.721,46.353,45.687,47.239,531.0,2313.5,1985.5,1147.0,0.016,-0.008,0.064,33024.0,32640.0,1024.0,45.638,0.425,56.585,66.213,67.602,67.883,67.937,8.48,10.145,11.098,11.288,0.686,0.0,246.5,0.0,100.0,4201.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624538247483.5
3295,2021-06-24 18:10:00,1,1,0.023,23,32.01,30.675,938.784,47.696,45.239,52.346,529.5,2282.0,1980.0,1139.5,0.0,-0.016,-0.064,0.0,65280.0,64512.0,45.626,0.242,54.14,63.271,64.546,64.803,64.852,8.096,9.635,10.504,10.678,0.677,0.0,220.0,0.0,100.0,4199.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624538457137.0
3298,2021-06-24 18:13:00,1,1,0.026000000000000002,26,31.84,30.348,938.827,44.842,44.249,45.681,528.0,2269.667,1979.333,1132.0,-0.011,-0.011,0.021,43520.0,21674.667,341.333,45.415,0.257,53.511,62.705,64.08,64.358,64.411,8.039,9.672,10.62,10.81,0.653,0.0,267.0,0.0,100.0,4197.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624538636674.0
3302,2021-06-24 18:17:00,1,1,0.021,21,31.64,30.358,938.884,46.318,43.661,49.477,528.0,2253.0,1984.0,1132.0,-0.016,0.0,-0.032,65280.0,0.0,65024.0,44.936,0.51,53.173,62.109,63.338,63.586,63.634,7.945,9.435,10.271,10.438,0.673,0.0,119.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624538864249.0
3306,2021-06-24 18:21:00,1,1,0.021,21,31.46,31.037,938.956,44.291,43.496,45.052,530.0,2250.0,1981.0,1137.0,0.016,-0.016,-0.016,256.0,65280.0,65280.0,44.907,0.148,53.404,62.967,64.604,64.936,64.996,8.106,9.994,11.144,11.374,0.681,9.0,-176.0,0.0,100.0,4204.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624539073744.5
3309,2021-06-24 18:24:00,1,1,0.02,20,31.34,31.975,938.985,43.927,43.204,44.84,528.0,2264.0,1981.0,1132.0,0.0,0.032,-0.032,0.0,512.0,65024.0,44.907,0.549,51.682,60.826,62.334,62.639,62.695,7.821,9.573,10.628,10.839,0.665,15.0,-308.0,0.0,100.0,4193.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624539249403.0
3312,2021-06-24 18:27:00,1,1,0.019,19,31.35,33.391,939.085,41.663,39.48,42.211,529.0,2285.0,1989.0,1137.0,-0.016,-0.016,0.032,65280.0,65280.0,512.0,44.532,0.585,54.533,63.52,64.66,64.89,64.936,8.11,9.52,10.285,10.438,0.632,32.0,-640.0,0.0,100.0,4201.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624539453007.0
3316,2021-06-24 18:31:00,1,1,0.018000000000000002,18,31.53,33.768,939.182,39.615,39.149,40.133,531.0,2307.0,1987.0,1143.0,-0.016,-0.016,0.032,65280.0,65280.0,512.0,44.313,0.781,52.92,61.449,62.424,62.62,62.661,7.828,9.07,9.71,9.839,0.639,42.0,-840.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624539664580.0
3319,2021-06-24 18:34:00,1,1,0.018000000000000002,18,31.71,34.0,939.276,39.3,38.707,39.804,532.0,2332.0,1994.0,1145.0,-0.016,0.0,0.08,65280.0,0.0,1280.0,44.353,0.0,51.787,60.376,61.495,61.721,61.766,7.713,9.089,9.843,9.994,0.651,36.0,-725.0,0.0,100.0,4197.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624539858300.5
3322,2021-06-24 18:37:00,1,1,0.018000000000000002,18,31.84,34.204,939.347,44.929,38.636,53.125,534.0,2335.0,1992.0,1154.0,-0.016,-0.016,0.0,65280.0,65280.0,0.0,44.259,0.47,49.468,57.831,59.009,59.247,59.293,7.402,8.822,9.626,9.787,0.653,41.0,-808.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624540041665.5
3328,2021-06-24 18:43:00,1,1,0.015,15,32.09,34.598,939.408,39.224,38.605,39.67,537.0,2371.0,2008.0,1161.0,-0.032,0.0,-0.096,65024.0,0.0,64000.0,33.51,0.357,52.43,60.982,62.018,62.226,62.268,7.778,9.076,9.764,9.902,0.639,23.0,-455.0,0.0,100.0,4182.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624540390807.5
3334,2021-06-24 18:49:00,1,1,0.018000000000000002,18,32.23,34.936,939.432,39.473,39.077,40.005,538.0,2375.0,2008.0,1167.0,0.0,0.0,-0.032,0.0,0.0,65024.0,33.726,0.47,45.192,52.014,52.531,52.633,52.659,6.585,7.339,7.643,7.704,0.615,26.0,-511.0,0.0,100.0,4190.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624540748116.5
3340,2021-06-24 18:55:00,1,1,0.017,17,32.38,35.227,939.495,39.333,38.938,39.711,539.0,2392.0,2006.0,1171.0,-0.016,-0.016,0.064,65280.0,65280.0,1024.0,33.572,0.047,46.399,53.844,54.677,54.844,54.879,6.856,7.923,8.468,8.577,0.645,19.0,-373.0,0.0,100.0,4200.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624541147315.5
3354,2021-06-24 19:09:00,1,1,0.015,15,32.61,35.718,939.566,39.428,39.018,40.353,540.0,2407.0,2014.0,1176.0,-0.032,0.016,-0.112,65024.0,256.0,63744.0,33.82,0.742,45.073,52.575,53.567,53.767,53.807,6.719,7.934,8.605,8.739,0.67,20.0,-398.0,0.0,100.0,4183.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624541960486.5
3363,2021-06-24 19:18:00,1,1,0.013000000000000001,13,32.73,35.994,939.655,40.051,39.576,40.534,543.0,2400.0,2016.0,1173.0,-0.016,0.0,0.096,65280.0,0.0,1536.0,33.572,0.218,45.939,53.122,53.817,53.956,53.987,6.748,7.679,8.118,8.206,0.61,28.0,-552.0,0.0,100.0,4207.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624542529490.0
3372,2021-06-24 19:27:00,1,1,0.013000000000000001,13,32.84,36.221,939.71,40.091,39.577,40.505,544.0,2442.0,2024.0,1183.0,-0.016,-0.016,-0.08,65280.0,65280.0,64256.0,33.82,0.357,45.258,51.988,52.437,52.525,52.548,6.573,7.261,7.511,7.562,0.601,20.0,-396.0,0.0,100.0,4181.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624543057949.0
