created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),CO_1,SO2_1,CO_2,SO2_2,Temperature,RH,Pressure
2021-11-06 18:09:00,1,1,6.92, , ,34.286,16.0,5.214,1.857,28.034,44.18,943.498
2021-11-06 18:10:00,1,1,5.91, , ,39.0,16.0,5.5,2.438,28.228,44.25,944.311
2021-11-06 18:11:00,1,1,8.75, , ,44.8,16.0,7.133,2.333,28.105,44.686,944.603
2021-11-06 18:12:00,1,1,5.40, , ,45.867,16.0,7.6,2.467,27.667,46.729,945.986
2021-11-06 18:13:00,1,1,4.21, , ,47.059,15.059,8.118,2.118,27.586,46.379,946.523
2021-11-06 18:14:00,1,1,2.85, , ,45.333,-57.778,8.111,2.944,27.677,46.267,946.599
2021-11-06 18:15:00,1,1,4.52, , ,48.0,16.889,7.667,3.167,28.027,45.001,946.208
2021-11-06 18:16:00,1,1,10.31, , ,48.0,16.0,9.375,4.562,28.258,44.654,945.881
2021-11-06 18:17:00,1,1,6.85, , ,48.0,16.0,8.053,3.474,28.301,44.534,946.149
2021-11-06 18:18:00,1,1,6.42, , ,48.0,16.0,7.938,2.938,28.347,44.249,946.719
2021-11-06 18:19:00,1,1,2.34, , ,45.474,16.0,7.211,2.737,28.612,43.894,946.821
2021-11-06 18:20:00,1,1,2.43, , ,48.0,16.0,10.4,4.8,28.963,43.667,946.862
2021-11-06 18:21:00,1,1,7.39, , ,48.0,16.0,13.944,3.278,29.066,43.421,946.914
2021-11-06 18:22:00,1,1,3.18, , ,48.0,16.0,13.25,3.062,28.972,43.858,946.971
2021-11-06 18:23:00,1,1,4.82, , ,48.0,16.0,12.294,3.059,28.85,43.929,947.308
2021-11-06 18:24:00,1,1,7.81, , ,48.0,16.0,10.235,2.647,28.681,44.361,948.033
2021-11-06 18:25:00,1,1,6.94, , ,46.316,16.0,8.579,2.0,28.459,44.739,948.199
2021-11-06 18:26:00,1,1,6.45, , ,47.059,18.824,10.588,3.412,28.464,45.063,948.314
2021-11-06 18:27:00,1,1,8.94, , ,48.0,-48.0,10.222,2.444,28.217,45.574,948.484
2021-11-06 18:28:00,1,1,10.54, , ,48.0,-20.706,11.176,3.0,28.286,45.813,948.52
2021-11-06 18:29:00,1,1,7.38, , ,48.0,17.778,12.278,2.944,28.422,45.271,948.186
2021-11-06 18:30:00,1,1,9.03, , ,48.0,16.0,11.353,2.235,28.376,45.136,947.9
2021-11-06 18:31:00,1,1,15.27, , ,48.0,-21.647,10.882,2.882,28.397,45.597,948.051
2021-11-06 18:32:00,1,1,13.31, , ,48.0,18.667,11.833,2.833,28.249,46.395,947.754
2021-11-06 18:33:00,1,1,22.23, , ,48.0,13.176,12.059,2.882,27.946,47.336,948.407
2021-11-06 18:34:00,1,1,20.45, , ,48.0,16.0,10.889,3.333,27.792,47.894,948.701
2021-11-06 18:35:00,1,1,15.92, , ,48.0,16.0,11.353,3.235,28.054,47.15,948.432
2021-11-06 18:36:00,1,1,4.43, , ,48.889,16.0,14.444,5.444,28.41,46.767,948.472
2021-11-06 18:37:00,1,1,4.87, , ,48.0,-18.667,15.389,5.833,28.498,46.263,948.841
2021-11-06 18:38:00,1,1,3.49, , ,56.889,16.0,18.944,7.222,28.619,46.561,949.001
2021-11-06 18:39:00,1,1,4.83, , ,64.0,17.0,22.438,4.938,28.509,46.821,949.08
2021-11-06 18:40:00,1,1,9.64, , ,60.444,18.667,19.778,3.278,28.166,47.061,949.244
2021-11-06 18:41:00,1,1,8.69, , ,48.0,18.526,12.684,2.211,27.707,47.979,949.473
2021-11-06 18:42:00,1,1,14.41, , ,48.0,20.267,10.333,2.133,27.771,47.43,949.762
2021-11-06 18:43:00,1,1,13.26, , ,42.353,17.882,7.882,2.118,27.716,47.595,950.063
2021-11-06 18:44:00,1,1,12.50, , ,45.0,19.0,7.25,2.062,27.72,48.156,950.283
2021-11-06 18:45:00,1,1,8.68, , ,48.0,16.0,10.118,3.059,28.134,47.0,950.045
2021-11-06 18:46:00,1,1,14.39, , ,48.0,16.0,10.824,3.235,28.404,46.436,950.636
2021-11-06 18:47:00,1,1,12.16, , ,49.0,16.0,14.875,3.5,28.815,45.806,951.123
2021-11-06 18:48:00,1,1,10.04, , ,60.8,16.0,16.5,3.0,28.92,45.03,951.361
2021-11-06 18:49:00,1,1,9.87, , ,60.0,17.0,17.188,2.562,28.941,44.7,951.536
2021-11-06 18:50:00,1,1,9.09, , ,52.267,12.8,16.133,1.867,28.618,45.296,951.612
2021-11-06 18:51:00,1,1,8.37, , ,57.6,19.2,17.467,2.0,28.747,45.197,951.343
2021-11-06 18:52:00,1,1,8.37, , ,55.529,16.941,16.588,2.471,28.873,45.153,950.903
2021-11-06 18:53:00,1,1,4.86, , ,48.0,18.0,15.562,2.188,28.809,45.255,950.145
2021-11-06 18:54:00,1,1,18.01, , ,48.0,16.0,14.706,2.294,28.764,45.182,949.139
2021-11-06 18:55:00,1,1,7.65, , ,48.0,16.0,13.889,2.778,28.75,45.319,948.616
2021-11-06 18:56:00,1,1,5.30, , ,48.0,16.941,13.294,3.235,28.913,45.054,949.289
2021-11-06 18:57:00,1,1,7.57, , ,48.0,17.778,13.056,2.722,28.87,44.719,949.747
2021-11-06 18:58:00,1,1,9.58, , ,48.0,16.0,10.824,1.824,28.702,45.116,949.308
2021-11-06 18:59:00,1,1,8.86, , ,57.6,17.067,16.533,2.267,28.72,45.297,948.505
2021-11-06 19:00:00,1,1,8.44, , ,48.0,20.444,13.167,1.444,28.365,45.648,947.885
2021-11-06 19:01:00,1,1,11.31, , ,48.0,18.824,9.765,1.471,28.068,46.747,948.547
2021-11-06 19:02:00,1,1,12.91, , ,48.0,18.824,8.412,1.529,27.648,48.136,948.623
2021-11-06 19:03:00,1,1,15.56, , ,46.0,17.0,8.688,1.25,27.659,47.419,947.652
2021-11-06 19:04:00,1,1,9.10, , ,48.0,16.0,8.5,1.812,27.821,46.946,947.609
2021-11-06 19:05:00,1,1,12.90, , ,48.0,17.143,8.786,2.571,27.946,47.555,948.046
2021-11-06 19:06:00,1,1,8.95, , ,48.0,24.889,12.389,3.0,27.882,50.184,947.439
2021-11-06 19:07:00,1,1,4.25, , ,48.0,18.286,13.857,2.643,27.554,51.542,946.262
2021-11-06 19:08:00,1,1,2.82, , ,48.0,20.444,13.444,2.667,27.451,52.601,946.04
2021-11-06 19:09:00,1,1,3.94, , ,48.0,20.706,11.588,3.647,27.511,52.973,946.453
2021-11-06 19:10:00,1,1,5.37, , ,48.0,18.667,14.778,4.444,27.579,52.917,946.651
2021-11-06 19:11:00,1,1,5.36, , ,48.0,18.667,12.0,3.111,27.504,53.131,946.892
2021-11-06 19:12:00,1,1,5.01, , ,43.556,21.333,8.167,2.0,27.201,54.058,946.901
2021-11-06 19:13:00,1,1,5.24, , ,32.0,20.444,5.278,1.889,26.577,56.162,946.692
2021-11-06 19:14:00,1,1,6.18, , ,32.0,18.667,3.889,1.833,26.287,57.282,946.285
2021-11-06 19:15:00,1,1,7.26, , ,32.0,18.0,3.312,1.438,26.179,57.559,945.216
2021-11-06 19:16:00,1,1,7.67, , ,32.0,21.0,2.812,1.75,26.099,59.411,944.793
2021-11-06 19:17:00,1,1,7.08, , ,32.0,-47.0,2.375,1.688,25.98,60.424,944.492
2021-11-06 19:18:00,1,1,6.41, , ,32.0,14.222,1.556,1.5,25.587,60.914,944.262
2021-11-06 19:19:00,1,1,5.25, , ,32.0,13.867,1.533,1.267,25.009,61.877,943.073
2021-11-06 19:20:00,1,1,4.50, , ,32.0,19.2,1.2,1.267,24.654,62.818,942.521
2021-11-06 19:21:00,1,1,4.12, , ,28.444,17.778,0.944,1.333,24.686,63.077,942.109
2021-11-06 19:22:00,1,1,3.72, , ,28.444,16.889,0.722,1.389,24.655,63.308,942.333
2021-11-06 19:23:00,1,1,4.57, , ,28.444,16.889,0.722,2.0,24.657,63.24,940.526
2021-11-06 19:24:00,1,1,6.41, , ,25.263,18.526,0.474,1.526,24.483,63.674,940.14
2021-11-06 19:25:00,1,1,8.14, , ,22.222,19.556,0.722,1.5,24.287,64.159,939.718
2021-11-06 19:26:00,1,1,8.09, , ,21.333,22.222,0.722,1.167,24.012,65.133,939.332
2021-11-06 19:30:00,1,1, ,0.100,0.088,-32.0,-2.667,-0.444,1.0,21.718,76.036,941.105
2021-11-06 19:31:00,1,1, ,0.098,0.086,-18.667,16.0,-0.222,1.389,22.21,73.522,941.662
2021-11-06 19:32:00,1,1, ,0.092,0.084,-9.778,25.778,-0.5,1.722,22.438,72.273,941.685
2021-11-06 19:33:00,1,1, ,0.086,0.079,-0.842,32.0,-0.316,1.316,22.526,71.857,941.685
2021-11-06 19:34:00,1,1, ,0.083,0.075,0.0,32.0,-0.389,1.556,22.613,71.431,941.721
2021-11-06 19:35:00,1,1, ,0.085,0.081,0.0,32.0,-0.444,1.667,22.767,71.28,941.741
2021-11-06 19:36:00,1,1, ,0.075,0.067,0.0,32.0,-0.333,2.056,22.878,71.139,941.696
2021-11-06 19:37:00,1,1, ,0.081,0.068,0.889,32.0,-0.389,1.722,22.957,70.36,941.528
2021-11-06 19:38:00,1,1, ,0.080,0.074,11.789,31.158,-0.526,2.263,23.222,69.459,941.564
2021-11-06 19:39:00,1,1, ,0.109,0.080,16.0,32.0,0.118,2.529,23.172,70.178,941.203
2021-11-06 19:40:00,1,1, ,0.099,0.077,14.222,26.667,0.167,2.056,22.807,71.447,940.469
2021-11-06 19:41:00,1,1, ,0.662,0.158,15.111,19.556,0.0,2.222,23.341,69.202,940.051
2021-11-06 19:42:00,1,1, ,0.283,0.111,16.0,22.222,0.611,2.333,23.531,68.579,940.819
2021-11-06 19:43:00,1,1, ,0.113,0.089,16.0,24.0,0.333,2.5,23.601,68.175,941.777
2021-11-06 19:44:00,1,1, ,0.106,0.088,16.0,10.353,0.353,2.412,23.721,67.479,941.139
2021-11-06 19:45:00,1,1, ,0.125,0.093,17.067,24.533,0.2,2.933,24.166,65.307,939.884
2021-11-06 19:46:00,1,1, ,0.114,0.104,18.286,27.429,0.143,2.0,24.314,65.104,941.624
2021-11-06 19:47:00,1,1, ,0.113,0.103,16.0,30.222,0.333,0.889,24.082,65.613,942.218
2021-11-06 19:48:00,1,1, ,0.157,0.100,16.0,22.737,0.368,0.947,24.011,65.91,942.223
2021-11-06 19:49:00,1,1, ,0.522,0.147,16.0,26.947,0.474,1.053,23.932,66.199,942.229
2021-11-06 19:50:00,1,1, ,0.359,0.120,16.0,24.0,0.167,1.056,23.869,66.597,942.243
2021-11-06 19:51:00,1,1, ,0.361,0.122,16.0,22.588,0.235,1.0,23.832,66.733,942.245
2021-11-06 19:52:00,1,1, ,0.257,0.107,16.0,18.667,0.056,1.167,23.802,66.906,942.259
2021-11-06 19:53:00,1,1, ,0.260,0.103,16.0,21.053,-0.053,1.105,23.778,67.183,942.265
2021-11-06 19:54:00,1,1, ,0.248,0.116,16.0,18.824,-0.176,1.235,23.918,66.762,942.269
2021-11-06 19:55:00,1,1, ,0.099,0.090,16.0,16.0,-0.222,1.056,23.827,66.847,942.274
2021-11-06 19:56:00,1,1, ,0.092,0.083,16.0,20.0,-0.25,1.4,23.813,66.769,942.292
2021-11-06 19:57:00,1,1, ,0.090,0.078,16.0,17.684,0.158,1.158,23.816,67.057,942.295
2021-11-06 19:58:00,1,1, ,0.091,0.080,16.0,16.889,-0.111,1.333,23.798,66.966,942.285
2021-11-06 19:59:00,1,1, ,0.086,0.083,16.0,16.0,0.0,1.222,23.75,67.344,942.292
