created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),pm10,pm2.5,RH,Temperature
2021-11-06 14:38:00,1,1,17.84, , ,56.9,34.1,22.32,43.46
2021-11-06 14:39:00,1,1,19.38, , ,122.65,39.7,22.95,42.275
2021-11-06 14:40:00,1,1,20.91, , ,83.5,34.75,23.395,41.645
2021-11-06 14:41:00,1,1,19.33, , ,42.1,32.35,23.77,41.215
2021-11-06 14:42:00,1,1,17.68, , ,49.5,34.4,24.615,40.475
2021-11-06 14:43:00,1,1,16.41, , ,54.4,44.95,26.845,39.6
2021-11-06 14:44:00,1,1,15.53, , ,41.6,33.1,26.795,38.735
2021-11-06 14:45:00,1,1,15.52, , ,43.75,32.3,27.485,38.355
2021-11-06 14:46:00,1,1,14.96, , ,49.65,31.95,28.21,38.175
2021-11-06 14:47:00,1,1,13.50, , ,41.75,31.7,28.215,37.96
2021-11-06 14:48:00,1,1,12.21, , ,40.2,34.4,27.93,37.51
2021-11-06 14:49:00,1,1,11.50, , ,53.7,34.75,29.3,36.99
2021-11-06 14:50:00,1,1,9.30, , ,58.8,32.15,27.895,36.675
2021-11-06 14:51:00,1,1,7.81, , ,58.8,33.55,28.855,36.49
2021-11-06 14:52:00,1,1,7.22, , ,67.1,35.5,29.695,36.345
2021-11-06 14:53:00,1,1,7.37, , ,47.15,34.45,30.08,36.225
2021-11-06 14:54:00,1,1,9.06, , ,87.9,39.5,30.755,36.065
2021-11-06 14:55:00,1,1,9.81, , ,56.1,35.15,31.21,35.965
2021-11-06 14:56:00,1,1,7.57, , ,57.9,35.6,31.0,35.94
2021-11-06 14:59:00,1,1,10.00, , ,89.3,34.8,33.02,34.63
2021-11-06 15:01:00,1,1,6.71, , ,53.9,32.3,34.08,33.94
2021-11-06 15:02:00,1,1,11.56, , ,87.3,39.05,33.86,34.415
2021-11-06 15:03:00,1,1,7.91, , ,67.35,35.8,34.07,34.49
2021-11-06 15:04:00,1,1,8.45, , ,75.2,37.25,34.5,34.215
2021-11-06 15:05:00,1,1,7.22, , ,66.5,41.15,34.65,34.235
2021-11-06 15:06:00,1,1,6.75, , ,101.0,50.95,34.895,34.22
2021-11-06 15:07:00,1,1,8.76, , ,78.55,41.6,35.03,33.955
2021-11-06 15:08:00,1,1,7.93, , ,64.35,38.8,35.645,33.75
2021-11-06 15:09:00,1,1,5.69, , ,51.5,34.05,35.325,33.845
2021-11-06 15:10:00,1,1,4.61, , ,47.45,31.0,35.305,33.5
2021-11-06 15:11:00,1,1,5.65, , ,53.1,33.15,36.77,32.955
2021-11-06 15:12:00,1,1,5.41, , ,77.15,35.75,36.365,33.075
2021-11-06 15:13:00,1,1,5.38, , ,60.45,35.05,37.075,32.94
2021-11-06 15:14:00,1,1,4.63, , ,59.8,36.7,36.42,32.85
2021-11-06 15:15:00,1,1,3.49, , ,61.25,32.1,37.055,32.895
2021-11-06 15:16:00,1,1,7.39, , ,70.1,38.7,36.925,32.905
2021-11-06 15:17:00,1,1,5.94, , ,67.05,38.45,36.93,32.895
2021-11-06 15:18:00,1,1,4.01, , ,62.2,36.7,37.12,32.935
2021-11-06 15:19:00,1,1,3.57, , ,49.15,35.15,38.07,32.53
2021-11-06 15:20:00,1,1,11.40, , ,48.6,33.35,37.895,32.72
2021-11-06 15:21:00,1,1,10.57, , ,49.25,36.6,38.765,32.585
2021-11-06 17:50:00,1,1,9.70, , ,159.6,50.7,42.73,29.37
2021-11-06 17:51:00,1,1,10.53, , ,129.1,52.25,43.465,29.435
2021-11-06 17:52:00,1,1,9.74, , ,133.7,53.9,42.42,29.525
2021-11-06 17:53:00,1,1,11.77, , ,120.45,50.35,41.575,29.63
2021-11-06 17:54:00,1,1,8.64, , ,115.1,51.6,41.82,29.68
2021-11-06 17:55:00,1,1,9.36, , ,152.85,54.25,43.405,29.6
2021-11-06 17:56:00,1,1,10.10, , ,146.2,54.75,42.295,29.585
