Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-11-06 14:38:00,1,1,17.84, , ,11675.0,340755.0,340755.0,1636189711800.0,42.16,19.542,941.345,0.0,1979.0,301.0,1346.0,0.0,353.0,0.0,32.952,30.023,33.927,34.122,207.218,237.7,239.53,239.887,239.987,0.625,0.032,0.064,0.016,512.0,1024.0,256.0,58.735,56.422,64.261,3549.207,0.902,3487.0,42.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636189716727.0,17.445,78.35,3.79,182.226,0.0,40.331,0.182,0.0,0.0,83.0,9.095,22.737,7.909,19.771,0.0
2021-11-06 14:39:00,1,1,19.38, , ,11676.5,340757.0,340757.0,1636189758032.0,42.265,19.634,941.398,8.5,1549.0,310.5,1369.0,0.0,351.5,0.0,33.295,30.589,34.062,34.215,211.775,242.491,244.065,244.369,244.463,0.612,0.0,0.008,-0.016,0.0,128.0,32512.0,56.919,55.735,59.294,3336.443,1.181,3490.5,42.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636189759069.0,17.445,78.35,3.916,189.874,0.0,55.03,0.19,0.0,0.0,83.3,9.189,22.973,7.991,19.977,0.0
2021-11-06 14:40:00,1,1,20.91, , ,11678.0,340759.0,340759.0,1636189805007.0,42.36,19.725,941.38,72.0,-1431.0,329.0,1423.0,0.0,379.0,0.0,30.95,28.78,31.367,31.451,200.125,228.569,229.657,229.862,229.94,0.595,-0.064,0.0,-0.048,64512.0,0.0,64768.0,56.967,54.127,59.701,3282.849,1.017,3515.0,43.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636189806092.0,17.445,78.35,4.043,204.732,0.0,165.186,0.205,0.0,0.0,131.3,8.542,21.355,7.428,18.57,0.0
2021-11-06 14:55:00,1,1,9.81, , ,11679.5,340779.0,340779.0,1636190738925.0,40.04,21.825,941.893,195.0,-3887.0,336.5,1446.0,0.0,293.5,0.0,38.551,33.421,41.149,41.668,226.33,262.535,266.52,267.318,267.487,0.657,0.008,-0.072,0.024,32896.0,64384.0,384.0,68.782,62.935,72.342,7046.402,0.803,3627.5,57.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190739893.0,17.447,78.351,7.099,213.842,0.0,379.731,0.214,0.0,0.0,157.1,10.64,26.6,9.252,23.131,0.5
2021-11-06 14:56:00,1,1,7.57, , ,11681.5,340783.0,340783.0,1636190801847.0,40.05,21.41,941.006,96.5,1742.5,328.0,1421.0,0.0,281.5,0.0,39.854,37.189,40.281,40.367,258.917,295.502,296.765,297.0,297.096,0.563,-0.024,0.08,0.056,65152.0,1280.0,33664.0,74.045,62.322,80.336,8034.322,1.027,3623.0,56.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190802227.0,17.448,78.349,11.134,206.628,0.0,208.79,0.207,0.0,0.0,120.65,11.0,27.499,9.565,23.912,1.0
2021-11-06 14:57:00,1,1,7.87, , ,11683.5,340787.0,340787.0,1636190863976.5,38.095,23.531,940.959,0.0,8093.5,325.5,1417.0,0.0,263.5,0.0,33.806,31.743,34.0,34.039,221.495,252.466,253.323,253.478,253.553,0.586,-0.024,-0.016,0.048,65152.0,32512.0,33536.0,83.815,63.946,91.672,6043.081,1.031,3638.0,56.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190864709.0,17.446,78.351,9.935,207.586,0.0,42.215,0.208,0.0,0.0,83.8,9.331,23.326,8.114,20.284,1.0
2021-11-06 14:58:00,1,1,7.50, , ,11685.0,340790.0,340790.0,1636190909448.0,37.41,24.869,941.338,0.0,1985.0,379.0,1562.0,0.0,312.0,0.0,35.497,32.953,36.024,36.129,229.0,261.64,262.95,263.198,263.288,0.622,0.016,-0.064,0.128,256.0,64512.0,2048.0,67.916,62.076,72.85,7227.156,1.217,3646.0,56.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190909779.0,17.446,78.351,9.935,252.037,0.0,42.516,0.252,0.0,0.0,85.5,9.797,24.493,8.519,21.298,1.0
2021-11-06 14:59:00,1,1,10.00, , ,11686.5,340793.0,340793.0,1636190956984.5,36.365,26.297,941.8,15.0,291.0,339.5,1448.5,0.0,282.5,0.0,39.4,36.279,40.239,40.406,251.371,287.695,289.469,289.811,289.92,0.614,-0.104,-0.072,0.0,63872.0,31616.0,32768.0,81.548,73.268,87.184,5489.099,0.862,3646.0,56.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190957330.0,17.446,78.351,9.935,222.279,0.0,69.023,0.222,0.0,0.0,89.4,10.874,27.186,9.456,23.64,1.0
2021-11-06 15:00:00,1,1,10.10, , ,11688.5,340797.0,340797.0,1636191017642.0,35.74,27.278,942.545,39.5,39.0,332.5,1425.5,0.0,279.0,0.0,39.081,39.517,39.22,39.254,275.167,314.021,315.345,315.591,315.692,0.573,0.064,0.064,0.024,1024.0,33792.0,33152.0,79.496,68.416,89.318,6593.599,1.231,3664.0,57.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191019083.5,17.446,78.351,9.935,217.915,0.0,111.824,0.218,0.0,0.0,117.7,10.786,26.966,9.38,23.449,1.0
2021-11-06 15:01:00,1,1,6.71, , ,11690.5,340801.0,340801.0,1636191079703.0,34.915,28.267,944.429,113.0,-2255.0,333.5,1438.5,0.0,271.5,0.0,39.739,37.44,39.858,39.882,261.556,297.921,298.791,298.946,299.031,0.551,-0.296,0.104,0.072,28032.0,34432.0,1152.0,82.471,76.427,85.81,6225.995,0.855,3667.0,57.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191080852.0,17.446,78.351,9.935,220.056,0.0,239.761,0.22,0.0,0.0,139.95,10.968,27.42,9.537,23.843,1.0
