created_at, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm),pm10,pm2.5,RH,Temperature,time,latitude,longitude,altitude
2021-11-06 14:41:00,1,1,19.33, , ,48.1,34.75,28.455,35.085,2021-11-06 09:11:00,17.445093300000003,78.35062469,520.7819999999998
2021-11-06 14:42:00,1,1,17.68, , ,42.3,32.35,28.74,33.615,2021-11-06 09:12:00,17.446116399999998,78.35045804,518.851
2021-11-06 14:43:00,1,1,16.41, , ,38.3,32.7,31.625,32.54,2021-11-06 09:13:00,17.44747557,78.34834568,535.63
2021-11-06 14:44:00,1,1,15.53, , ,36.0,32.15,30.175,31.54,2021-11-06 09:14:00,17.44646911,78.34744279,530.76
2021-11-06 14:45:00,1,1,15.52, , ,41.5,32.95,32.635,30.525,2021-11-06 09:15:00,17.44656302,78.34749617,530.8240000000002
2021-11-06 14:46:00,1,1,14.96, , ,36.1,31.85,32.79,29.55,2021-11-06 09:16:00,17.44656452,78.34749622,531.294
2021-11-06 14:47:00,1,1,13.50, , ,34.35,30.3,33.09,28.77,2021-11-06 09:17:00,17.44656536,78.34749634,531.477
2021-11-06 14:48:00,1,1,12.21, , ,56.8,35.3,37.05,28.12,2021-11-06 09:18:00,17.44738796,78.3490675,525.9159999999998
2021-11-06 14:49:00,1,1,11.50, , ,43.35,35.45,37.835,27.75,2021-11-06 09:19:00,17.44585639,78.35132941,513.052
2021-11-06 14:50:00,1,1,9.30, , ,50.9,36.05,36.925,27.385,2021-11-06 09:20:00,17.4458656,78.35132890000001,519.0980000000002
2021-11-06 14:51:00,1,1,7.81, , ,40.85,33.7,36.535,26.64,2021-11-06 09:21:00,17.44586525,78.35133013,519.3290000000002
2021-11-06 14:52:00,1,1,7.22, , ,40.1,34.85,37.555,26.19,2021-11-06 09:22:00,17.44586613,78.35133027,519.717
2021-11-06 14:53:00,1,1,7.37, , ,43.65,36.2,39.615,25.69,2021-11-06 09:23:00,17.44624046,78.35135428,518.81
2021-11-06 14:54:00,1,1,9.06, , ,64.8,39.3,41.915,25.7,2021-11-06 09:24:00,17.44665211,78.35089702,517.256
2021-11-06 14:55:00,1,1,9.81, , ,59.25,38.3,45.365,26.035,2021-11-06 09:25:00,17.44665266,78.35089725,517.355
2021-11-06 14:56:00,1,1,7.57, , ,49.6,39.3,45.06,26.15,2021-11-06 09:26:00,17.4466521,78.35089755,517.307
2021-11-06 14:59:00,1,1,10.00, , ,38.2,30.9,39.435,25.145,2021-11-06 09:29:00,17.44193903,78.35839056,504.6
2021-11-06 15:00:00,1,1,10.10, , ,33.0,28.0,39.29,24.835,2021-11-06 09:30:00,17.43952808,78.36257306,509.198
2021-11-06 15:01:00,1,1,6.71, , ,31.05,26.0,38.24,24.395,2021-11-06 09:31:00,17.43419065,78.36889269,490.539
2021-11-06 15:02:00,1,1,11.56, , ,29.5,24.8,38.42,24.045,2021-11-06 09:32:00,17.43171749,78.37172961,481.48800000000006
2021-11-06 15:03:00,1,1,7.91, , ,27.6,22.25,38.395,23.785,2021-11-06 09:33:00,17.4294534,78.37442595,489.306
2021-11-06 15:04:00,1,1,8.45, , ,24.25,20.35,38.005,23.715,2021-11-06 09:34:00,17.43279934,78.37471654,494.221
2021-11-06 15:05:00,1,1,7.22, , ,25.15,20.4,38.05,23.44,2021-11-06 09:35:00,17.4337948,78.37456363,497.05800000000005
2021-11-06 15:06:00,1,1,6.75, , ,23.9,19.3,39.295,23.27,2021-11-06 09:36:00,17.43453863,78.37452481,494.465
2021-11-06 15:07:00,1,1,8.76, , ,21.9,18.25,39.165,23.23,2021-11-06 09:37:00,17.43879805,78.37664861,507.298
2021-11-06 15:08:00,1,1,7.93, , ,22.45,17.65,40.02,23.315,2021-11-06 09:38:00,17.44308951,78.37715092,514.67
2021-11-06 15:09:00,1,1,5.69, , ,20.25,16.55,40.435,23.27,2021-11-06 09:39:00,17.44724682,78.37814738,508.214
2021-11-06 15:10:00,1,1,4.61, , ,19.7,15.55,39.71,23.24,2021-11-06 09:40:00,17.45178417,78.38146776,511.727
2021-11-06 15:11:00,1,1,5.65, , ,18.15,15.5,39.28,23.3,2021-11-06 09:41:00,17.45778832,78.3844921,490.981
2021-11-06 15:12:00,1,1,5.41, , ,19.45,15.9,39.45,23.19,2021-11-06 09:42:00,17.46327106,78.38527462,487.652
2021-11-06 15:13:00,1,1,5.38, , ,22.55,15.25,39.795,23.195,2021-11-06 09:43:00,17.46426935,78.38567754,485.936
