time,created_at,latitude,longitude,altitude
2021-11-06 09:10:34,2021-11-06 14:40:34,17.44486269,78.35028259,524.36
2021-11-06 09:10:35,2021-11-06 14:40:35,17.44485634,78.35028805,521.477
2021-11-06 09:10:36,2021-11-06 14:40:36,17.44485368,78.35029118,519.3969999999999
2021-11-06 09:10:37,2021-11-06 14:40:37,17.44484979,78.35029522,518.871
2021-11-06 09:10:38,2021-11-06 14:40:38,17.44484843,78.35030498,519.023
2021-11-06 09:10:39,2021-11-06 14:40:39,17.44484105,78.35030669,518.88
2021-11-06 09:10:40,2021-11-06 14:40:40,17.44484412,78.35031501,519.7669999999999
2021-11-06 09:10:41,2021-11-06 14:40:41,17.44484227,78.35031738,518.779
2021-11-06 09:10:42,2021-11-06 14:40:42,17.44484092,78.35032399,517.832
2021-11-06 09:10:43,2021-11-06 14:40:43,17.44484246,78.35032159,517.762
2021-11-06 09:10:44,2021-11-06 14:40:44,17.44484601,78.3503685,517.849
2021-11-06 09:10:45,2021-11-06 14:40:45,17.44485791,78.35040594,516.5169999999999
2021-11-06 09:10:46,2021-11-06 14:40:46,17.44487857,78.35043127,518.309
2021-11-06 09:10:47,2021-11-06 14:40:47,17.44489335,78.350448,518.872
2021-11-06 09:10:48,2021-11-06 14:40:48,17.4449083,78.35046413,520.0980000000001
2021-11-06 09:10:49,2021-11-06 14:40:49,17.44491928,78.35048416,519.831
2021-11-06 09:10:50,2021-11-06 14:40:50,17.44492467,78.35050183,520.5790000000001
2021-11-06 09:10:51,2021-11-06 14:40:51,17.44493144,78.35051743,520.6469999999999
2021-11-06 09:10:52,2021-11-06 14:40:52,17.44494212,78.35053602,519.484
2021-11-06 09:10:53,2021-11-06 14:40:53,17.44495446,78.35055452,518.006
2021-11-06 09:10:54,2021-11-06 14:40:54,17.44497059,78.35057212,518.934
2021-11-06 09:10:55,2021-11-06 14:40:55,17.4449933,78.35058771,518.803
2021-11-06 09:10:56,2021-11-06 14:40:56,17.44501461,78.35059964,519.253
2021-11-06 09:10:57,2021-11-06 14:40:57,17.44503536,78.35060704,520.023
2021-11-06 09:10:58,2021-11-06 14:40:58,17.44505785,78.35061155,520.179
2021-11-06 09:10:59,2021-11-06 14:40:59,17.44507738,78.35061738,520.1619999999999
2021-11-06 09:11:00,2021-11-06 14:41:00,17.445093300000003,78.35062469,520.7819999999999
2021-11-06 09:11:01,2021-11-06 14:41:01,17.44510763,78.35063193,520.2919999999999
2021-11-06 09:11:02,2021-11-06 14:41:02,17.44511904,78.35064137,519.332
2021-11-06 09:11:03,2021-11-06 14:41:03,17.44512968,78.35064913,519.409
2021-11-06 09:11:04,2021-11-06 14:41:04,17.44514094,78.35065766,519.1659999999999
2021-11-06 09:11:05,2021-11-06 14:41:05,17.44515084,78.35066571,519.3330000000001
2021-11-06 09:11:06,2021-11-06 14:41:06,17.44516085,78.35067323,519.5269999999999
2021-11-06 09:11:07,2021-11-06 14:41:07,17.445171300000002,78.35067835,520.153
2021-11-06 09:11:08,2021-11-06 14:41:08,17.44517988,78.3506844,520.4119999999999
2021-11-06 09:11:09,2021-11-06 14:41:09,17.44518602,78.35068909,520.18
2021-11-06 09:11:10,2021-11-06 14:41:10,17.44518792,78.35068815,519.586
2021-11-06 09:11:11,2021-11-06 14:41:11,17.445192000000002,78.35068624,519.212
2021-11-06 09:11:12,2021-11-06 14:41:12,17.44519583,78.35068548,519.262
2021-11-06 09:11:13,2021-11-06 14:41:13,17.44519562,78.35068807,520.078
2021-11-06 09:11:14,2021-11-06 14:41:14,17.44519958,78.35069159999999,521.443
2021-11-06 09:11:15,2021-11-06 14:41:15,17.44520039,78.35068977,522.715
2021-11-06 09:11:16,2021-11-06 14:41:16,17.44520086,78.35068926,522.691
2021-11-06 09:11:17,2021-11-06 14:41:17,17.44520132,78.35068831,523.021
2021-11-06 09:11:18,2021-11-06 14:41:18,17.44520001,78.35068634,523.245
2021-11-06 09:11:19,2021-11-06 14:41:19,17.44520086,78.35068599,523.524
2021-11-06 09:11:20,2021-11-06 14:41:20,17.44520131,78.35068638,523.816
2021-11-06 09:11:21,2021-11-06 14:41:21,17.44520246,78.35068439,523.8480000000001
2021-11-06 09:11:22,2021-11-06 14:41:22,17.44520404,78.35068323,524.175
2021-11-06 09:11:23,2021-11-06 14:41:23,17.44520576,78.35068193,524.705
2021-11-06 09:11:24,2021-11-06 14:41:24,17.44520592,78.35068072,524.9259999999999
2021-11-06 09:11:25,2021-11-06 14:41:25,17.44520598,78.35067736,525.189
2021-11-06 09:11:26,2021-11-06 14:41:26,17.44520645,78.35067935,524.6519999999999
2021-11-06 09:11:27,2021-11-06 14:41:27,17.4452074,78.35068513,523.63
2021-11-06 09:11:28,2021-11-06 14:41:28,17.44520702,78.35068733,522.8969999999999
2021-11-06 09:11:29,2021-11-06 14:41:29,17.44522176,78.35070429,522.714
2021-11-06 09:11:30,2021-11-06 14:41:30,17.44523893,78.35073271,522.64
2021-11-06 09:11:31,2021-11-06 14:41:31,17.44526597,78.35076744,523.153
2021-11-06 09:11:32,2021-11-06 14:41:32,17.44529522,78.35080143,523.133
2021-11-06 09:11:33,2021-11-06 14:41:33,17.44532655,78.35083132,522.6
2021-11-06 09:11:34,2021-11-06 14:41:34,17.44535527,78.35087019,521.367
2021-11-06 09:11:35,2021-11-06 14:41:35,17.44538102,78.35091079,519.6759999999999
2021-11-06 09:11:36,2021-11-06 14:41:36,17.44541441,78.35093081,519.969
2021-11-06 09:11:37,2021-11-06 14:41:37,17.44544582,78.35095837,518.908
2021-11-06 09:11:38,2021-11-06 14:41:38,17.44547971,78.35097879,518.497
2021-11-06 09:11:39,2021-11-06 14:41:39,17.44552142,78.35099183,518.048
2021-11-06 09:11:40,2021-11-06 14:41:40,17.44556814,78.35099917,517.2869999999999
2021-11-06 09:11:41,2021-11-06 14:41:41,17.4456121,78.35100324,518.312
2021-11-06 09:11:42,2021-11-06 14:41:42,17.44565797,78.35096924,517.054
2021-11-06 09:11:43,2021-11-06 14:41:43,17.4457009,78.35094397,517.505
2021-11-06 09:11:44,2021-11-06 14:41:44,17.44573707,78.35091502,518.484
2021-11-06 09:11:45,2021-11-06 14:41:45,17.44575731,78.35088432,518.089
2021-11-06 09:11:46,2021-11-06 14:41:46,17.44576906,78.35086759,517.62
2021-11-06 09:11:47,2021-11-06 14:41:47,17.44577877,78.35085547,518.146
2021-11-06 09:11:48,2021-11-06 14:41:48,17.44578619,78.35084723,519.474
2021-11-06 09:11:49,2021-11-06 14:41:49,17.44579439,78.35083824,520.695
2021-11-06 09:11:50,2021-11-06 14:41:50,17.44581004,78.35082179,521.4730000000001
2021-11-06 09:11:51,2021-11-06 14:41:51,17.44582683,78.35079333,521.219
2021-11-06 09:11:52,2021-11-06 14:41:52,17.44584633,78.35075984,521.236
2021-11-06 09:11:53,2021-11-06 14:41:53,17.44587148,78.35071955,520.5269999999999
2021-11-06 09:11:54,2021-11-06 14:41:54,17.44588583,78.35068887,520.119
2021-11-06 09:11:55,2021-11-06 14:41:55,17.44591273,78.35066504,519.865
2021-11-06 09:11:56,2021-11-06 14:41:56,17.44594386,78.35061998,516.929
2021-11-06 09:11:57,2021-11-06 14:41:57,17.44597325,78.35057722,516.872
2021-11-06 09:11:58,2021-11-06 14:41:58,17.44601049,78.35053132,516.9490000000001
2021-11-06 09:11:59,2021-11-06 14:41:59,17.44607364,78.35049906,517.636
2021-11-06 09:12:00,2021-11-06 14:42:00,17.446116399999998,78.35045804,518.851
2021-11-06 09:12:01,2021-11-06 14:42:01,17.44615667,78.35040537,519.4209999999999
2021-11-06 09:12:02,2021-11-06 14:42:02,17.44619721,78.35035241,520.197
2021-11-06 09:12:03,2021-11-06 14:42:03,17.44624021,78.35030537,521.249
2021-11-06 09:12:04,2021-11-06 14:42:04,17.44628651,78.35025414,520.599
2021-11-06 09:12:05,2021-11-06 14:42:05,17.44632531,78.35021003,520.559
2021-11-06 09:12:06,2021-11-06 14:42:06,17.44637074,78.35015695,520.784
2021-11-06 09:12:07,2021-11-06 14:42:07,17.44642028,78.35010079999999,521.018
2021-11-06 09:12:08,2021-11-06 14:42:08,17.44646135,78.35005171,521.634
2021-11-06 09:12:09,2021-11-06 14:42:09,17.44650258,78.35000228,521.863
2021-11-06 09:12:10,2021-11-06 14:42:10,17.44654428,78.34995082,522.001
2021-11-06 09:12:11,2021-11-06 14:42:11,17.44657944,78.34991179,522.323
2021-11-06 09:12:12,2021-11-06 14:42:12,17.44661524,78.34987139,523.02
2021-11-06 09:12:13,2021-11-06 14:42:13,17.44664213,78.34983984,523.873
2021-11-06 09:12:14,2021-11-06 14:42:14,17.44667532,78.34981247,524.0509999999999
2021-11-06 09:12:15,2021-11-06 14:42:15,17.44670765,78.34979655,524.4540000000001
2021-11-06 09:12:16,2021-11-06 14:42:16,17.44674209,78.34979243,524.903
2021-11-06 09:12:17,2021-11-06 14:42:17,17.44678016,78.34978228,525.32
2021-11-06 09:12:18,2021-11-06 14:42:18,17.4468112,78.34976726,525.776
2021-11-06 09:12:19,2021-11-06 14:42:19,17.44683538,78.34974135,525.342
2021-11-06 09:12:20,2021-11-06 14:42:20,17.44685421,78.34971793,525.9780000000001
2021-11-06 09:12:21,2021-11-06 14:42:21,17.44687166,78.34969697,526.856
2021-11-06 09:12:22,2021-11-06 14:42:22,17.44688669,78.34967926,527.14
2021-11-06 09:12:23,2021-11-06 14:42:23,17.44689849,78.34966651,527.403
2021-11-06 09:12:24,2021-11-06 14:42:24,17.44690836,78.34965536,527.825
2021-11-06 09:12:25,2021-11-06 14:42:25,17.44691865,78.34963767,528.044
2021-11-06 09:12:26,2021-11-06 14:42:26,17.44693293,78.34961938,528.107
